run_id	sample_name	library_name	scientific_name	platform	monkey_id	hemisphere	brain_region_raw	replicate	include	notes	brain_region	region_full_name	lobe	regional_map	roi173	neocortex_flag	meta_lobe	region_group
SRR22506945	20R218	xq_L_Tead_rep1	Macaca fascicularis	ILLUMINA	xq	L	Tead	rep1	1		TEad	dorsal subregion of anterior TE	Temporal 	TCi	TEad	Yes	Temporal	Temporal
SRR22506943	20R219	xq_L_Teav_rep1	Macaca fascicularis	ILLUMINA	xq	L	Teav	rep1	1		TEav	ventral subregion of anterior TE	Temporal 	TCi	TEav	Yes	Temporal	Temporal
SRR22506755	20R220	xq_L_amy	Macaca fascicularis	ILLUMINA	xq	L	amy		1		Amy	amygdala	Subcortical	Amyg	amy	No	Subcortical	Subcortical
SRR22506561	20R221	xq_L_pu_rep2	Macaca fascicularis	ILLUMINA	xq	L	pu	rep2	1		pu				Striatum	No	Subcortical	Subcortical
SRR22507232	20R222	xq_L_1-2_rep2	Macaca fascicularis	ILLUMINA	xq	L	1-2	rep2	1		1-2	somatosensory areas 1 and 2	Parietal	S1	1-2	Yes	Parietal	Parietal
SRR22506578	20R223	xq_L_Id_rep2	Macaca fascicularis	ILLUMINA	xq	L	Id	rep2	1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506954	20R224	xq_L_RT	Macaca fascicularis	ILLUMINA	xq	L	RT		1		RT	rostrotemporal, core region of the auditory cortex	Temporal 	A1	RT	Yes	Temporal	Temporal
SRR22506951	20R225	xq_L_RTM	Macaca fascicularis	ILLUMINA	xq	L	RTM		1		RTM	medial rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTM	Yes	Temporal	Temporal
SRR22506953	20R226	xq_L_RTL	Macaca fascicularis	ILLUMINA	xq	L	RTL		1		RTL	lateral rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTL	Yes	Temporal	Temporal
SRR22506947	20R227	xq_L_STG_rep3	Macaca fascicularis	ILLUMINA	xq	L	STG	rep3	1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
SRR22506577	20R228	xq_L_Id_rep3	Macaca fascicularis	ILLUMINA	xq	L	Id	rep3	1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506956	20R229	xq_L_RM_rep2	Macaca fascicularis	ILLUMINA	xq	L	RM	rep2	1		RM	rostromedial, belt region of the auditory cortex	Temporal 	TCs	RM	Yes	Temporal	Temporal
SRR22506940	20R230	xq_L_Tem_rep1	Macaca fascicularis	ILLUMINA	xq	L	Tem	rep1	1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22506944	20R231	xq_L_Tead_rep2	Macaca fascicularis	ILLUMINA	xq	L	Tead	rep2	1		TEad	dorsal subregion of anterior TE	Temporal 	TCi	TEad	Yes	Temporal	Temporal
SRR22506942	20R232	xq_L_Teav_rep2	Macaca fascicularis	ILLUMINA	xq	L	Teav	rep2	1		TEav	ventral subregion of anterior TE	Temporal 	TCi	TEav	Yes	Temporal	Temporal
SRR22506935	20R233	xq_L_thalamus_rep1	Macaca fascicularis	ILLUMINA	xq	L	thalamus	rep1	1		Tha	thalamus	Subcortical	TH	TH	No	Subcortical	Subcortical
SRR22507238	20R234	xq_L_10o_rep1	Macaca fascicularis	ILLUMINA	xq	L	10o	rep1	1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22507231	20R235	xq_L_12l	Macaca fascicularis	ILLUMINA	xq	L	12l		1		12l	lateral prefrontal cortex,area 12l,lateral part	Frontal	PFCvl	12l	Yes	Frontal	Frontal
SRR22507224	20R236	xq_L_13m	Macaca fascicularis	ILLUMINA	xq	L	13m		1		13m	orbitomedial prefrontal cortex,area 13m	Frontal	PFCom	13m	Yes	Frontal	Frontal
SRR22507227	20R237	xq_L_13l_rep2	Macaca fascicularis	ILLUMINA	xq	L	13l	rep2	1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
SRR22506540	20R238	xq_R_24b'_rep1	Macaca fascicularis	ILLUMINA	xq	R	24b'	rep1	1		24b'	anterior cingulate cortex,area 24b'	Cingulate	CCa	24b'	Yes	Cingulate	Cingulate
SRR22506537	20R239	xq_R_24c'_rep1	Macaca fascicularis	ILLUMINA	xq	R	24c'	rep1	1		24c'	anterior cingulate cortex,area 24c'	Cingulate	CCa	24c'	Yes	Cingulate	Cingulate
SRR22506738	20R240	xq_R_Ig_rep2	Macaca fascicularis	ILLUMINA	xq	R	Ig	rep2	1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22506740	20R241	xq_R_Id_rep2	Macaca fascicularis	ILLUMINA	xq	R	Id	rep2	1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506723	20R242	xq_R_RT	Macaca fascicularis	ILLUMINA	xq	R	RT		1		RT	rostrotemporal, core region of the auditory cortex	Temporal 	A1	RT	Yes	Temporal	Temporal
SRR22506720	20R243	xq_R_RTM	Macaca fascicularis	ILLUMINA	xq	R	RTM		1		RTM	medial rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTM	Yes	Temporal	Temporal
SRR22506721	20R244	xq_R_RTL_rep2	Macaca fascicularis	ILLUMINA	xq	R	RTL	rep2	1		RTL	lateral rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTL	Yes	Temporal	Temporal
SRR22506519	20R245	xq_R_Tem_rep3	Macaca fascicularis	ILLUMINA	xq	R	Tem	rep3	1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22506528	20R246	xq_R_5	Macaca fascicularis	ILLUMINA	xq	R	5		1		5	somatosensory area 5 (complex)[PE+PEa+PEc]	Parietal	PCs	5	Yes	Parietal	Parietal
SRR22507217	20R247	xq_R_7b	Macaca fascicularis	ILLUMINA	xq	R	7b		1		7b	visual area 7b	Parietal	PCi	7b_(PFG/PF)	Yes	Parietal	Parietal
SRR22507200	20R248	xq_R_CM_rep1	Macaca fascicularis	ILLUMINA	xq	R	CM	rep1	1		CM	caudomedial, belt region of the auditory cortex	Temporal 	TCs	CM	Yes	Temporal	Temporal
SRR22507208	20R249	xq_R_AI_rep1	Macaca fascicularis	ILLUMINA	xq	R	AI	rep1	1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22506518	20R250	xq_R_Tem_rep4	Macaca fascicularis	ILLUMINA	xq	R	Tem	rep4	1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22506515	20R251	xq_R_Tepd_rep2	Macaca fascicularis	ILLUMINA	xq	R	Tepd	rep2	1		TEpd	dorsal subregion of posterior TE	Temporal 	TCi	TEpd	Yes	Temporal	Temporal
SRR22506513	20R252	xq_R_Tepv_rep2	Macaca fascicularis	ILLUMINA	xq	R	Tepv	rep2	1		TEpv	ventral subregion of posterior TE	Temporal 	TCi	TEpv	Yes	Temporal	Temporal
SRR22507189	20R253	xq_R_G	Macaca fascicularis	ILLUMINA	xq	R	G		1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22506743	20R254	xq_R_Iapm	Macaca fascicularis	ILLUMINA	xq	R	Iapm		1		Iapm	posteromedial agranular insula area	Insula	Ia	Iapm	Yes	Insula	Insula
SRR22506745	20R255	xq_R_Ial	Macaca fascicularis	ILLUMINA	xq	R	Ial		1		Ial	lateral agranular insula area	Insula	Ia	Ial	Yes	Insula	Insula
SRR22506727	20R256	xq_R_Pir	Macaca fascicularis	ILLUMINA	xq	R	Pir		1		Pir	piriform cortex	Subcortical		Pir	No	Subcortical	Subcortical
SRR22506733	20R257	xq_R_LIPv_rep1	Macaca fascicularis	ILLUMINA	xq	R	LIPv	rep1	1		LIPv	lateral intraparietal area, ventral subdivision	Parietal	PCip	LIPv	Yes	Parietal	Parietal
SRR22506735	20R258	xq_R_LIPd_rep1	Macaca fascicularis	ILLUMINA	xq	R	LIPd	rep1	1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22507199	20R259	xq_R_CM_rep2	Macaca fascicularis	ILLUMINA	xq	R	CM	rep2	1		CM	caudomedial, belt region of the auditory cortex	Temporal 	TCs	CM	Yes	Temporal	Temporal
SRR22507207	20R260	xq_R_AI_rep2	Macaca fascicularis	ILLUMINA	xq	R	AI	rep2	1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22507202	20R261	xq_R_CL_rep1	Macaca fascicularis	ILLUMINA	xq	R	CL	rep1	1		CL	caudal lateral, belt region of the auditory cortex	Temporal 	TCs	CL	Yes	Temporal	Temporal
SRR22506512	20R262	xq_R_TFO_rep1	Macaca fascicularis	ILLUMINA	xq	R	TFO	rep1	1		TFO	area TFO of the parahippocampal cortex	Temporal 	PHC	TFO	Yes	Temporal	Temporal
SRR22507204	20R263	xq_R_amy	Macaca fascicularis	ILLUMINA	xq	R	amy		1		Amy	amygdala	Subcortical	Amyg	amy	No	Subcortical	Subcortical
SRR22506744	20R264	xq_R_Iapl	Macaca fascicularis	ILLUMINA	xq	R	Iapl		1		Iapl	posterolateral agranular insula area	Insula	Ia	Iapl	Yes	Insula	Insula
SRR22507201	20R265	xq_R_CL_rep2	Macaca fascicularis	ILLUMINA	xq	R	CL	rep2	1		CL	caudal lateral, belt region of the auditory cortex	Temporal 	TCs	CL	Yes	Temporal	Temporal
SRR22506555	20R270	xq_R_10o	Macaca fascicularis	ILLUMINA	xq	R	10o		1		10o	frontal polar anterior part,area 10o	Frontal	PFCpol	10o	Yes	Frontal	Frontal
SRR22506496	20R271	xq_R_V4v	Macaca fascicularis	ILLUMINA	xq	R	V4v		1		V4v	visual area 4,ventral part	Occipital	TCv	V4v	Yes	Occipital	Occipital
SRR22506934	20R272	xq_L_thalamus_rep2	Macaca fascicularis	ILLUMINA	xq	L	thalamus	rep2	1		Tha	thalamus	Subcortical	TH	TH	No	Subcortical	Subcortical
SRR22506939	20R273	xq_L_Tem_rep2	Macaca fascicularis	ILLUMINA	xq	L	Tem	rep2	1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22506570	20R274	xq_L_LIPv_rep2	Macaca fascicularis	ILLUMINA	xq	L	LIPv	rep2	1		LIPv	lateral intraparietal area, ventral subdivision	Parietal	PCip	LIPv	Yes	Parietal	Parietal
SRR22507188	20R275	xq_R_GPeGPi_rep1	Macaca fascicularis	ILLUMINA	xq	R	GPeGPi	rep1	1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22506751	20R276	xq_R_GPeGPi_rep2	Macaca fascicularis	ILLUMINA	xq	R	GPeGPi	rep2	1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22507218	20R277	xq_R_7a	Macaca fascicularis	ILLUMINA	xq	R	7a		1		7a	visual area 7a	Parietal	PCi	7a_(Opt/PG)	Yes	Parietal	Parietal
SRR22506734	20R278	xq_R_LIPd_rep2	Macaca fascicularis	ILLUMINA	xq	R	LIPd	rep2	1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22506732	20R279	xq_R_LIPv_rep2	Macaca fascicularis	ILLUMINA	xq	R	LIPv	rep2	1		LIPv	lateral intraparietal area, ventral subdivision	Parietal	PCip	LIPv	Yes	Parietal	Parietal
SRR22506507	20R280	xq_R_Tpt	Macaca fascicularis	ILLUMINA	xq	R	Tpt		1		Tpt	temporo-parietal area	Temporal 	TCs	Tpt	Yes	Temporal	Temporal
SRR22506731	20R281	xq_R_MST	Macaca fascicularis	ILLUMINA	xq	R	MST		1		MST	medial superior temporal area	Temporal 	VACd	MST	Yes	Temporal	Temporal
SRR22507190	20R282	xq_R_FST	Macaca fascicularis	ILLUMINA	xq	R	FST		1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
SRR22506497	20R283	xq_R_V4	Macaca fascicularis	ILLUMINA	xq	R	V4		1		V4	visual area 4,dorsal part	Occipital	VACd	V4	Yes	Occipital	Occipital
SRR22506511	20R284	xq_R_TFO_rep2	Macaca fascicularis	ILLUMINA	xq	R	TFO	rep2	1		TFO	area TFO of the parahippocampal cortex	Temporal 	PHC	TFO	Yes	Temporal	Temporal
SRR22506750	20R285	xq_R_GPeGPi_rep3	Macaca fascicularis	ILLUMINA	xq	R	GPeGPi	rep3	1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22506749	20R286	xq_R_GPeGPi_rep4	Macaca fascicularis	ILLUMINA	xq	R	GPeGPi	rep4	1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22506536	20R287	xq_R_24c'_rep2	Macaca fascicularis	ILLUMINA	xq	R	24c'	rep2	1		24c'	anterior cingulate cortex,area 24c'	Cingulate	CCa	24c'	Yes	Cingulate	Cingulate
SRR22506539	20R288	xq_R_24b'_rep2	Macaca fascicularis	ILLUMINA	xq	R	24b'	rep2	1		24b'	anterior cingulate cortex,area 24b'	Cingulate	CCa	24b'	Yes	Cingulate	Cingulate
SRR22506542	20R289	xq_R_24a'	Macaca fascicularis	ILLUMINA	xq	R	24a'		1		24a'	anterior cingulate cortex,area 24a'	Cingulate	CCa	24a'	Yes	Cingulate	Cingulate
SRR22506549	20R290	xq_R_12m	Macaca fascicularis	ILLUMINA	xq	R	12m		1		12m	lateral prefrontal cortex,area 12m,medial part	Frontal	PFCol	12m	Yes	Frontal	Frontal
SRR22507131	20R291	zs_R_NA	Macaca fascicularis	ILLUMINA	zs	R	NA		1		NAcc	nucleus accumbens	Subcortical	NAcc	Striatum	No	Subcortical	Subcortical
SRR22507135	20R293	zs_R_Iapl	Macaca fascicularis	ILLUMINA	zs	R	Iapl		1		Iapl	posterolateral agranular insula area	Insula	Ia	Iapl	Yes	Insula	Insula
SRR22507134	20R294	zs_R_Iapm	Macaca fascicularis	ILLUMINA	zs	R	Iapm		1		Iapm	posteromedial agranular insula area	Insula	Ia	Iapm	Yes	Insula	Insula
SRR22506473	20R300	zs_L_F4_rep1	Macaca fascicularis	ILLUMINA	zs	L	F4	rep1	1		F4	agranular frontal area F4,PMv (ventral premotor cortex)	Frontal	PMCvl	F4	Yes	Frontal	Frontal
SRR22506471	20R301	zs_L_G_rep1	Macaca fascicularis	ILLUMINA	zs	L	G	rep1	1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22507154	20R302	zs_L_Iapl_rep1	Macaca fascicularis	ILLUMINA	zs	L	Iapl	rep1	1		Iapl	posterolateral agranular insula area	Insula	Ia	Iapl	Yes	Insula	Insula
SRR22506464	20R303	zs_L_Ial	Macaca fascicularis	ILLUMINA	zs	L	Ial		1		Ial	lateral agranular insula area	Insula	Ia	Ial	Yes	Insula	Insula
SRR22507152	20R304	zs_L_Iapm_rep1	Macaca fascicularis	ILLUMINA	zs	L	Iapm	rep1	1		Iapm	posteromedial agranular insula area	Insula	Ia	Iapm	Yes	Insula	Insula
SRR22507145	20R305	zs_L_Pir	Macaca fascicularis	ILLUMINA	zs	L	Pir		1		Pir	piriform cortex	Subcortical		Pir	No	Subcortical	Subcortical
SRR22507149	20R306	zs_L_NA	Macaca fascicularis	ILLUMINA	zs	L	NA		1		NAcc	nucleus accumbens	Subcortical	NAcc	Striatum	No	Subcortical	Subcortical
SRR22507133	20R307	zs_R_Id	Macaca fascicularis	ILLUMINA	zs	R	Id		1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22507130	20R308	zs_R_RTM	Macaca fascicularis	ILLUMINA	zs	R	RTM		1		RTM	medial rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTM	Yes	Temporal	Temporal
SRR22507150	20R309	zs_L_LIPd	Macaca fascicularis	ILLUMINA	zs	L	LIPd		1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22507140	20R310	zs_R_7a	Macaca fascicularis	ILLUMINA	zs	R	7a		1		7a	visual area 7a	Parietal	PCi	7a_(Opt/PG)	Yes	Parietal	Parietal
SRR22507127	20R311	zs_R_Tpt	Macaca fascicularis	ILLUMINA	zs	R	Tpt		1		Tpt	temporo-parietal area	Temporal 	TCs	Tpt	Yes	Temporal	Temporal
SRR22507128	20R312	zs_R_TPO	Macaca fascicularis	ILLUMINA	zs	R	TPO		1		TPO	area TPO,sts dorsal bank	Temporal 	TCc	TPO	Yes	Temporal	Temporal
SRR22507132	20R313	zs_R_MST	Macaca fascicularis	ILLUMINA	zs	R	MST		1		MST	medial superior temporal area	Temporal 	VACd	MST	Yes	Temporal	Temporal
SRR22507137	20R314	zs_R_FST	Macaca fascicularis	ILLUMINA	zs	R	FST		1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
SRR22507129	20R315	zs_R_TEO	Macaca fascicularis	ILLUMINA	zs	R	TEO		1		TEO	area TEO	Temporal 	TCc	TEO	Yes	Temporal	Temporal
SRR22507065	20R316	92_L_Ig	Macaca fascicularis	ILLUMINA	92	L	Ig		1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22506474	20R320	zs_L_8Bm	Macaca fascicularis	ILLUMINA	zs	L	8Bm		1		8Bm	area 8B,medial subdivision	Frontal	PFCdm	8Bm	Yes	Frontal	Frontal
SRR22506475	20R321	zs_L_8Bd	Macaca fascicularis	ILLUMINA	zs	L	8Bd		1		8Bd	area 8B,dorsal subdivision	Frontal	PFCdl	8Bd	Yes	Frontal	Frontal
SRR22506476	20R322	zs_L_32	Macaca fascicularis	ILLUMINA	zs	L	32		1		32	orbitomedial prefrontal cortex,area 32	Frontal	PFCm	32	Yes	Frontal	Frontal
SRR22506482	20R323	zs_L_12m	Macaca fascicularis	ILLUMINA	zs	L	12m		1		12m	lateral prefrontal cortex,area 12m,medial part	Frontal	PFCol	12m	Yes	Frontal	Frontal
SRR22506472	20R324	zs_L_F4_rep2	Macaca fascicularis	ILLUMINA	zs	L	F4	rep2	1		F4	agranular frontal area F4,PMv (ventral premotor cortex)	Frontal	PMCvl	F4	Yes	Frontal	Frontal
SRR22506470	20R325	zs_L_G_rep2	Macaca fascicularis	ILLUMINA	zs	L	G	rep2	1		G	gustatory cortex	Insula	G	G	Yes	Insula	Insula
SRR22507144	20R326	zs_L_PrCo	Macaca fascicularis	ILLUMINA	zs	L	PrCo		1		PrCO	precentral opercular area	Frontal	PFCol	PrCO	Yes	Frontal	Frontal
SRR22507153	20R327	zs_L_Iapl_rep2	Macaca fascicularis	ILLUMINA	zs	L	Iapl	rep2	1		Iapl	posterolateral agranular insula area	Insula	Ia	Iapl	Yes	Insula	Insula
SRR22507151	20R328	zs_L_Iapm_rep2	Macaca fascicularis	ILLUMINA	zs	L	Iapm	rep2	1		Iapm	posteromedial agranular insula area	Insula	Ia	Iapm	Yes	Insula	Insula
SRR22507139	20R331	zs_R_8Bd	Macaca fascicularis	ILLUMINA	zs	R	8Bd		1		8Bd	area 8B,dorsal subdivision	Frontal	PFCdl	8Bd	Yes	Frontal	Frontal
SRR22507138	20R332	zs_R_F6	Macaca fascicularis	ILLUMINA	zs	R	F6		1		F6	agranular frontal area F6,PreSMA (presupplementary motor area)	Frontal	PFCdm	F6	Yes	Frontal	Frontal
SRR22507141	20R335	zs_R_13l	Macaca fascicularis	ILLUMINA	zs	R	13l		1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
SRR22506469	20R336	zs_L_GPeGPi_rep1	Macaca fascicularis	ILLUMINA	zs	L	GPeGPi	rep1	1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22506477	20R337	zs_L_24c'	Macaca fascicularis	ILLUMINA	zs	L	24c'		1		24c'	anterior cingulate cortex,area 24c'	Cingulate	CCa	24c'	Yes	Cingulate	Cingulate
SRR22507142	20R338	zs_L_RTM	Macaca fascicularis	ILLUMINA	zs	L	RTM		1		RTM	medial rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTM	Yes	Temporal	Temporal
SRR22507143	20R340	zs_L_RTL	Macaca fascicularis	ILLUMINA	zs	L	RTL		1		RTL	lateral rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTL	Yes	Temporal	Temporal
SRR22507146	20R341	zs_L_Pi	Macaca fascicularis	ILLUMINA	zs	L	Pi		1		Pi	parainsular area	Insula	Ia	Pi	Yes	Insula	Insula
SRR22506465	20R342	zs_L_Ia	Macaca fascicularis	ILLUMINA	zs	L	Ia		1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22506480	20R343	zs_L_13m	Macaca fascicularis	ILLUMINA	zs	L	13m		1		13m	orbitomedial prefrontal cortex,area 13m	Frontal	PFCom	13m	Yes	Frontal	Frontal
SRR22506481	20R344	zs_L_13l	Macaca fascicularis	ILLUMINA	zs	L	13l		1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
SRR22506478	20R345	zs_L_14c	Macaca fascicularis	ILLUMINA	zs	L	14c		1		14c	orbitomedial prefrontal area,14c	Frontal	PFCom	14c	Yes	Frontal	Frontal
SRR22506467	20R346	zs_L_GPeGPi_rep2	Macaca fascicularis	ILLUMINA	zs	L	GPeGPi	rep2	1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22506466	20R347	zs_L_GPeGPi_rep3	Macaca fascicularis	ILLUMINA	zs	L	GPeGPi	rep3	1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22506958	20R360	xq_L_Ri	Macaca fascicularis	ILLUMINA	xq	L	Ri		1		Ri	retroinsula	Insula	Ip	Ri	Yes	Insula	Insula
SRR22506566	20R361	xq_L_Pga_rep1	Macaca fascicularis	ILLUMINA	xq	L	Pga	rep1	1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22506574	20R362	xq_L_Ipa_rep1	Macaca fascicularis	ILLUMINA	xq	L	Ipa	rep1	1		IPa	area Ipa,sts fundus	Temporal 	TCc	IPa	Yes	Temporal	Temporal
SRR22506813	20R363	92_L_Ri	Macaca fascicularis	ILLUMINA	92	L	Ri		1		Ri	retroinsula	Insula	Ip	Ri	Yes	Insula	Insula
SRR22507060	20R364	92_L_PGa	Macaca fascicularis	ILLUMINA	92	L	PGa		1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22507064	20R365	92_L_IPa	Macaca fascicularis	ILLUMINA	92	L	IPa		1		IPa	area Ipa,sts fundus	Temporal 	TCc	IPa	Yes	Temporal	Temporal
SRR22506583	20R366	xq_L_GPeGPi	Macaca fascicularis	ILLUMINA	xq	L	GPeGPi		1		GPeGPi	globus pallidus	Subcortical	GP	Pallidum	No	Subcortical	Subcortical
SRR22507221	20R367	xq_L_23c_rep1	Macaca fascicularis	ILLUMINA	xq	L	23c	rep1	1		23c	posterior cingulate cortex,area 23c	Cingulate	CCp	23c	Yes	Cingulate	Cingulate
SRR22506565	20R368	xq_L_Pga_rep2	Macaca fascicularis	ILLUMINA	xq	L	Pga	rep2	1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22506573	20R369	xq_L_Ipa_rep2	Macaca fascicularis	ILLUMINA	xq	L	Ipa	rep2	1		IPa	area Ipa,sts fundus	Temporal 	TCc	IPa	Yes	Temporal	Temporal
SRR22507220	20R370	xq_L_23c_rep2	Macaca fascicularis	ILLUMINA	xq	L	23c	rep2	1		23c	posterior cingulate cortex,area 23c	Cingulate	CCp	23c	Yes	Cingulate	Cingulate
SRR22506937	20R371	xq_L_TF	Macaca fascicularis	ILLUMINA	xq	L	TF		1		TF	area TF of the parahippocampal cortex	Temporal 	PHC	TF	Yes	Temporal	Temporal
SRR22506736	20R372	xq_R_IPa	Macaca fascicularis	ILLUMINA	xq	R	IPa		1		IPa	area Ipa,sts fundus	Temporal 	TCc	IPa	Yes	Temporal	Temporal
SRR22506729	20R373	xq_R_Pga_rep1	Macaca fascicularis	ILLUMINA	xq	R	Pga	rep1	1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22506546	20R374	xq_R_23b_rep1	Macaca fascicularis	ILLUMINA	xq	R	23b	rep1	1		23b	posterior cingulate cortex,area 23b	Cingulate	CCp	23b	Yes	Cingulate	Cingulate
SRR22506553	20R375	xq_R_11m_rep2	Macaca fascicularis	ILLUMINA	xq	R	11m	rep2	1		11m	orbital prefrontal area,area 11m	Frontal	PFCom	11m	Yes	Frontal	Frontal
SRR22506661	20R376	34_R_25_rep1	Macaca fascicularis	ILLUMINA	34	R	25	rep1	1		25	subgenual cingulate cortex,area 25	Frontal	CCs	25	Yes	Frontal	Frontal
SRR22506672	20R377	34_R_13l_rep2	Macaca fascicularis	ILLUMINA	34	R	13l	rep2	1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
SRR22506660	20R378	34_R_25_rep2	Macaca fascicularis	ILLUMINA	34	R	25	rep2	1		25	subgenual cingulate cortex,area 25	Frontal	CCs	25	Yes	Frontal	Frontal
SRR22506675	20R379	34_R_13a	Macaca fascicularis	ILLUMINA	34	R	13a		1		13a	orbitomedial prefrontal cortex,area 13a	Frontal	PFCom	13a	Yes	Frontal	Frontal
SRR22506568	20R380	xq_L_MST	Macaca fascicularis	ILLUMINA	xq	L	MST		1		MST	medial superior temporal area	Temporal 	VACd	MST	Yes	Temporal	Temporal
SRR22506584	20R381	xq_L_FST_rep2	Macaca fascicularis	ILLUMINA	xq	L	FST	rep2	1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
SRR22506827	20R382	34_R_Ri	Macaca fascicularis	ILLUMINA	34	R	Ri		1		Ri	retroinsula	Insula	Ip	Ri	Yes	Insula	Insula
SRR22506650	20R383	34_R_TF	Macaca fascicularis	ILLUMINA	34	R	TF		1		TF	area TF of the parahippocampal cortex	Temporal 	PHC	TF	Yes	Temporal	Temporal
SRR22506665	20R384	34_R_23c	Macaca fascicularis	ILLUMINA	34	R	23c		1		23c	posterior cingulate cortex,area 23c	Cingulate	CCp	23c	Yes	Cingulate	Cingulate
SRR22506667	20R385	34_R_23b	Macaca fascicularis	ILLUMINA	34	R	23b		1		23b	posterior cingulate cortex,area 23b	Cingulate	CCp	23b	Yes	Cingulate	Cingulate
SRR22506728	20R386	xq_R_Pga_rep2	Macaca fascicularis	ILLUMINA	xq	R	Pga	rep2	1		PGa	area Pga,dorsal bank/fundus junction of the STS	Temporal 	TCc	PGa	Yes	Temporal	Temporal
SRR22506545	20R387	xq_R_23b_rep2	Macaca fascicularis	ILLUMINA	xq	R	23b	rep2	1		23b	posterior cingulate cortex,area 23b	Cingulate	CCp	23b	Yes	Cingulate	Cingulate
SRR22506543	20R388	xq_R_23c_rep2	Macaca fascicularis	ILLUMINA	xq	R	23c	rep2	1		23c	posterior cingulate cortex,area 23c	Cingulate	CCp	23c	Yes	Cingulate	Cingulate
SRR22507225	20R504	xq_L_13l_rep3	Macaca fascicularis	ILLUMINA	xq	L	13l	rep3	1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
