run_id	sample_name	library_name	scientific_name	platform	monkey_id	hemisphere	brain_region_raw	replicate	include	notes	brain_region	region_full_name	lobe	regional_map	roi173	neocortex_flag	meta_lobe	region_group
SRR22507125	20R074	34_L_LIPd	Macaca fascicularis	ILLUMINA	34	L	LIPd		1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22506853	20R075	34_L_V4_rep2	Macaca fascicularis	ILLUMINA	34	L	V4	rep2	1		V4	visual area 4,dorsal part	Occipital	VACd	V4	Yes	Occipital	Occipital
SRR22507082	20R076	92_L_5_rep2	Macaca fascicularis	ILLUMINA	92	L	5	rep2	1		5	somatosensory area 5 (complex)[PE+PEa+PEc]	Parietal	PCs	5	Yes	Parietal	Parietal
SRR22506861	20R077	34_L_V1_rep2	Macaca fascicularis	ILLUMINA	34	L	V1	rep2	1		V1	visual area 1, primary visual cortex	Occipital	V1	V1	Yes	Occipital	Occipital
SRR22506824	20R078	34_R_RTL	Macaca fascicularis	ILLUMINA	34	R	RTL		1		RTL	lateral rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTL	Yes	Temporal	Temporal
SRR22506794	20R079	92_L_VIP	Macaca fascicularis	ILLUMINA	92	L	VIP		1		VIP	ventral intraparietal area	Parietal	PCip	VIP	Yes	Parietal	Parietal
SRR22506864	20R080	34_L_TPO_rep3	Macaca fascicularis	ILLUMINA	34	L	TPO	rep3	1		TPO	area TPO,sts dorsal bank	Temporal 	TCc	TPO	Yes	Temporal	Temporal
SRR22506869	20R081	34_L_TFO_rep2	Macaca fascicularis	ILLUMINA	34	L	TFO	rep2	1		TFO	area TFO of the parahippocampal cortex	Temporal 	PHC	TFO	Yes	Temporal	Temporal
SRR22506833	20R082	34_R_ML	Macaca fascicularis	ILLUMINA	34	R	ML		1		ML	middle lateral, belt region of the auditory cortex	Temporal 	TCs	ML	Yes	Temporal	Temporal
SRR22507237	20R083	34_L_46v_rep2	Macaca fascicularis	ILLUMINA	34	L	46v	rep2	1		46v	area 46, ventral subdivision	Frontal	PFCvl	46v	Yes	Frontal	Frontal
SRR22506655	20R084	34_R_TEm	Macaca fascicularis	ILLUMINA	34	R	TEm		1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22506825	20R085	34_R_RT	Macaca fascicularis	ILLUMINA	34	R	RT		1		RT	rostrotemporal, core region of the auditory cortex	Temporal 	A1	RT	Yes	Temporal	Temporal
SRR22506838	20R086	34_R_Ig	Macaca fascicularis	ILLUMINA	34	R	Ig		1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22507097	20R087	34_R_CM	Macaca fascicularis	ILLUMINA	34	R	CM		1		CM	caudomedial, belt region of the auditory cortex	Temporal 	TCs	CM	Yes	Temporal	Temporal
SRR22506652	20R088	34_L_11l_rep2	Macaca fascicularis	ILLUMINA	34	L	11l	rep2	1		11l	obrital prefrontal area,area 11l	Frontal	PFCoi	11l	Yes	Frontal	Frontal
SRR22506693	20R089	34_L_FST	Macaca fascicularis	ILLUMINA	34	L	FST		1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
SRR22506757	20R090	34_L_7a_rep2	Macaca fascicularis	ILLUMINA	34	L	7a	rep2	1		7a	visual area 7a	Parietal	PCi	7a_(Opt/PG)	Yes	Parietal	Parietal
SRR22506850	20R091	34_L_V4v_rep3	Macaca fascicularis	ILLUMINA	34	L	V4v	rep3	1		V4v	visual area 4,ventral part	Occipital	TCv	V4v	Yes	Occipital	Occipital
SRR22506809	20R092	92_L_STG_rep2	Macaca fascicularis	ILLUMINA	92	L	STG	rep2	1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
SRR22506967	20R093	34_L_46d_rep2	Macaca fascicularis	ILLUMINA	34	L	46d	rep2	1		46d	area 46, dorsal subdivision	Frontal	PFCdl	46d	Yes	Frontal	Frontal
SRR22506811	20R094	92_L_SII	Macaca fascicularis	ILLUMINA	92	L	SII		1		SII	secondary somatosensory area (S2)	Parietal	S2	SII	Yes	Parietal	Parietal
SRR22507101	20R095	34_R_amy	Macaca fascicularis	ILLUMINA	34	R	amy		1		Amy	amygdala	Subcortical	Amyg	amy	No	Subcortical	Subcortical
SRR22506822	20R096	34_R_RTM	Macaca fascicularis	ILLUMINA	34	R	RTM		1		RTM	medial rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTM	Yes	Temporal	Temporal
SRR22506646	20R097	34_R_thalamus	Macaca fascicularis	ILLUMINA	34	R	thalamus		1		Tha	thalamus	Subcortical	TH	TH	No	Subcortical	Subcortical
SRR22506841	20R098	34_R_HC_rep2	Macaca fascicularis	ILLUMINA	34	R	HC	rep2	1		HC	hippocampus	Subcortical	HC	HC	No	Subcortical	Subcortical
SRR22506761	20R099	xq_L_9d	Macaca fascicularis	ILLUMINA	xq	L	9d		1		9d	area 9, dorsal subdivision	Frontal	PFCdl	9d	Yes	Frontal	Frontal
SRR22506760	20R100	xq_L_9m	Macaca fascicularis	ILLUMINA	xq	L	9m		1		9m	area 9, medial subdivision	Frontal	PFCdm	9m	Yes	Frontal	Frontal
SRR22507229	20R101	xq_L_13b	Macaca fascicularis	ILLUMINA	xq	L	13b		1		13b	orbitomedial prefrontal cortex,area 13b	Frontal	PFCom	13b	Yes	Frontal	Frontal
SRR22507223	20R102	xq_L_14r_rep1	Macaca fascicularis	ILLUMINA	xq	L	14r	rep1	1		14r	orbitomedial prefrontal area,14r	Frontal	PFCom	14r	Yes	Frontal	Frontal
SRR22507230	20R103	xq_L_12r	Macaca fascicularis	ILLUMINA	xq	L	12r		1		12r	lateral prefrontal cortex,area 12r,rostal part?	Frontal	PFCol	12r	Yes	Frontal	Frontal
SRR22507219	20R104	xq_L_24c	Macaca fascicularis	ILLUMINA	xq	L	24c		1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22507240	20R105	xq_L_10m_rep1	Macaca fascicularis	ILLUMINA	xq	L	10m	rep1	1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22507222	20R106	xq_L_14r_rep2	Macaca fascicularis	ILLUMINA	xq	L	14r	rep2	1		14r	orbitomedial prefrontal area,14r	Frontal	PFCom	14r	Yes	Frontal	Frontal
SRR22507234	20R107	xq_L_11m	Macaca fascicularis	ILLUMINA	xq	L	11m		1		11m	orbital prefrontal area,area 11m	Frontal	PFCom	11m	Yes	Frontal	Frontal
SRR22507235	20R108	xq_L_11l	Macaca fascicularis	ILLUMINA	xq	L	11l		1		11l	obrital prefrontal area,area 11l	Frontal	PFCoi	11l	Yes	Frontal	Frontal
SRR22506591	20R109	xq_L_F2	Macaca fascicularis	ILLUMINA	xq	L	F2		1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22506590	20R110	xq_L_F3	Macaca fascicularis	ILLUMINA	xq	L	F3		1		F3	agranular frontal area F3,SMA (supplementary motor area)	Frontal	PMCm	F3	Yes	Frontal	Frontal
SRR22506589	20R111	xq_L_F5	Macaca fascicularis	ILLUMINA	xq	L	F5		1		F5	agranular frontal area F5,PMv (ventral premotor cortex)	Frontal	PMCvl	F5	Yes	Frontal	Frontal
SRR22506562	20R112	xq_L_pu_rep1	Macaca fascicularis	ILLUMINA	xq	L	pu	rep1	1		pu				Striatum	No	Subcortical	Subcortical
SRR22506754	20R113	xq_L_cd	Macaca fascicularis	ILLUMINA	xq	L	cd		1		Cd	caudate	Subcortical	Cau	Striatum	No	Subcortical	Subcortical
SRR22506778	20R114	xq_L_45_rep1	Macaca fascicularis	ILLUMINA	xq	L	45	rep1	1		45	area 45[45A+45B]	Frontal	PFCvl	45	Yes	Frontal	Frontal
SRR22506779	20R115	xq_L_44	Macaca fascicularis	ILLUMINA	xq	L	44		1		44	area 44	Frontal	PFCvl	44	Yes	Frontal	Frontal
SRR22506766	20R116	xq_L_8A_rep1	Macaca fascicularis	ILLUMINA	xq	L	8A	rep1	1		8A	area 8A[8Ad+8Av]	Frontal	FEF	8Av	Yes	Frontal	Frontal
SRR22506763	20R117	xq_L_8Bs_rep1	Macaca fascicularis	ILLUMINA	xq	L	8Bs	rep1	1		8Bs	area 8B in the arcuate sulcus(“s” stands for sulcus)	Frontal	FEF	8Bs	Yes	Frontal	Frontal
SRR22506567	20R118	xq_L_NA	Macaca fascicularis	ILLUMINA	xq	L	NA		1		NAcc	nucleus accumbens	Subcortical	NAcc	Striatum	No	Subcortical	Subcortical
SRR22506783	20R119	xq_L_3a/b_rep1	Macaca fascicularis	ILLUMINA	xq	L	3a/b	rep1	1		3a/b	somatosensory areas 3a and 3b	Parietal	S1	3a/b	Yes	Parietal	Parietal
SRR22506950	20R120	xq_L_SII	Macaca fascicularis	ILLUMINA	xq	L	SII		1		SII	secondary somatosensory area (S2)	Parietal	S2	SII	Yes	Parietal	Parietal
SRR22506579	20R121	xq_L_Id_rep1	Macaca fascicularis	ILLUMINA	xq	L	Id	rep1	1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506582	20R122	xq_L_HC_rep1	Macaca fascicularis	ILLUMINA	xq	L	HC	rep1	1		HC	hippocampus	Subcortical	HC	HC	No	Subcortical	Subcortical
SRR22506949	20R123	xq_L_STG_rep1	Macaca fascicularis	ILLUMINA	xq	L	STG	rep1	1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
SRR22506560	20R124	xq_L_R	Macaca fascicularis	ILLUMINA	xq	L	R		1		R	rostral, core region of the auditory cortex	Temporal 	A1	R	Yes	Temporal	Temporal
SRR22506569	20R125	xq_L_ML	Macaca fascicularis	ILLUMINA	xq	L	ML		1		ML	middle lateral, belt region of the auditory cortex	Temporal 	TCs	ML	Yes	Temporal	Temporal
SRR22506558	20R126	xq_L_VIP_rep1	Macaca fascicularis	ILLUMINA	xq	L	VIP	rep1	1		VIP	ventral intraparietal area	Parietal	PCip	VIP	Yes	Parietal	Parietal
SRR22506753	20R127	xq_L_CM	Macaca fascicularis	ILLUMINA	xq	L	CM		1		CM	caudomedial, belt region of the auditory cortex	Temporal 	TCs	CM	Yes	Temporal	Temporal
SRR22506759	20R128	xq_L_AI	Macaca fascicularis	ILLUMINA	xq	L	AI		1		Ia	agranular insula	Insula	Ia	Ia	Yes	Insula	Insula
SRR22506946	20R129	xq_L_TAa	Macaca fascicularis	ILLUMINA	xq	L	TAa		1		TAa	area TAa,sts dorsal bank	Temporal 	TCs	TAa	Yes	Temporal	Temporal
SRR22506768	20R130	xq_L_7op_rep1	Macaca fascicularis	ILLUMINA	xq	L	7op	rep1	1		7op	area 7op (parietal operculum)	Parietal	S2	7op	Yes	Parietal	Parietal
SRR22506938	20R131	xq_L_TEpd	Macaca fascicularis	ILLUMINA	xq	L	TEpd		1		TEpd	dorsal subregion of posterior TE	Temporal 	TCi	TEpd	Yes	Temporal	Temporal
SRR22506774	20R132	xq_L_5_rep1	Macaca fascicularis	ILLUMINA	xq	L	5	rep1	1		5	somatosensory area 5 (complex)[PE+PEa+PEc]	Parietal	PCs	5	Yes	Parietal	Parietal
SRR22506771	20R133	xq_L_7b	Macaca fascicularis	ILLUMINA	xq	L	7b		1		7b	visual area 7b	Parietal	PCi	7b_(PFG/PF)	Yes	Parietal	Parietal
SRR22506931	20R134	xq_L_V1	Macaca fascicularis	ILLUMINA	xq	L	V1		1		V1	visual area 1, primary visual cortex	Occipital	V1	V1	Yes	Occipital	Occipital
SRR22506929	20R135	xq_L_V2_rep1	Macaca fascicularis	ILLUMINA	xq	L	V2	rep1	1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22506927	20R136	xq_L_V3v	Macaca fascicularis	ILLUMINA	xq	L	V3v		1		V3v	visual area 3, ventral part	Occipital	VACv	V3v	Yes	Occipital	Occipital
SRR22506770	20R137	xq_L_7m	Macaca fascicularis	ILLUMINA	xq	L	7m		1		7m	area 7m in the medial parietal cortex	Parietal	PCm	7m(PGm)	Yes	Parietal	Parietal
SRR22507211	20R138	xq_R_9m	Macaca fascicularis	ILLUMINA	xq	R	9m		1		9m	area 9, medial subdivision	Frontal	PFCdm	9m	Yes	Frontal	Frontal
SRR22507212	20R139	xq_R_9d	Macaca fascicularis	ILLUMINA	xq	R	9d		1		9d	area 9, dorsal subdivision	Frontal	PFCdl	9d	Yes	Frontal	Frontal
SRR22506556	20R140	xq_R_10m	Macaca fascicularis	ILLUMINA	xq	R	10m		1		10m	frontal polar,area 10m[10mc+10mr]	Frontal	PFCm	10m	Yes	Frontal	Frontal
SRR22506554	20R141	xq_R_11m_rep1	Macaca fascicularis	ILLUMINA	xq	R	11m	rep1	1		11m	orbital prefrontal area,area 11m	Frontal	PFCom	11m	Yes	Frontal	Frontal
SRR22506547	20R142	xq_R_14r	Macaca fascicularis	ILLUMINA	xq	R	14r		1		14r	orbitomedial prefrontal area,14r	Frontal	PFCom	14r	Yes	Frontal	Frontal
SRR22506531	20R143	xq_R_46d	Macaca fascicularis	ILLUMINA	xq	R	46d		1		46d	area 46, dorsal subdivision	Frontal	PFCdl	46d	Yes	Frontal	Frontal
SRR22506529	20R144	xq_R_46v	Macaca fascicularis	ILLUMINA	xq	R	46v		1		46v	area 46, ventral subdivision	Frontal	PFCvl	46v	Yes	Frontal	Frontal
SRR22506548	20R145	xq_R_12r	Macaca fascicularis	ILLUMINA	xq	R	12r		1		12r	lateral prefrontal cortex,area 12r,rostal part?	Frontal	PFCol	12r	Yes	Frontal	Frontal
SRR22507216	20R146	xq_R_8A	Macaca fascicularis	ILLUMINA	xq	R	8A		1		8A	area 8A[8Ad+8Av]	Frontal	FEF	8Av	Yes	Frontal	Frontal
SRR22507213	20R147	xq_R_8Bs	Macaca fascicularis	ILLUMINA	xq	R	8Bs		1		8Bs	area 8B in the arcuate sulcus(“s” stands for sulcus)	Frontal	FEF	8Bs	Yes	Frontal	Frontal
SRR22506534	20R148	xq_R_44	Macaca fascicularis	ILLUMINA	xq	R	44		1		44	area 44	Frontal	PFCvl	44	Yes	Frontal	Frontal
SRR22506533	20R149	xq_R_45_rep1	Macaca fascicularis	ILLUMINA	xq	R	45	rep1	1		45	area 45[45A+45B]	Frontal	PFCvl	45	Yes	Frontal	Frontal
SRR22507195	20R150	xq_R_F2_rep1	Macaca fascicularis	ILLUMINA	xq	R	F2	rep1	1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22507193	20R151	xq_R_F3_rep1	Macaca fascicularis	ILLUMINA	xq	R	F3	rep1	1		F3	agranular frontal area F3,SMA (supplementary motor area)	Frontal	PMCm	F3	Yes	Frontal	Frontal
SRR22507191	20R152	xq_R_F5	Macaca fascicularis	ILLUMINA	xq	R	F5		1		F5	agranular frontal area F5,PMv (ventral premotor cortex)	Frontal	PMCvl	F5	Yes	Frontal	Frontal
SRR22506538	20R153	xq_R_24c	Macaca fascicularis	ILLUMINA	xq	R	24c		1		24c	anterior cingulate cortex,area 24c	Cingulate	CCa	24c	Yes	Cingulate	Cingulate
SRR22506739	20R154	xq_R_Ig_rep1	Macaca fascicularis	ILLUMINA	xq	R	Ig	rep1	1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22506726	20R155	xq_R_pu	Macaca fascicularis	ILLUMINA	xq	R	pu		1		pu				Striatum	No	Subcortical	Subcortical
SRR22506551	20R156	xq_R_1-2	Macaca fascicularis	ILLUMINA	xq	R	1-2		1		1-2	somatosensory areas 1 and 2	Parietal	S1	1-2	Yes	Parietal	Parietal
SRR22507203	20R157	xq_R_cd	Macaca fascicularis	ILLUMINA	xq	R	cd		1		Cd	caudate	Subcortical	Cau	Striatum	No	Subcortical	Subcortical
SRR22506525	20R158	xq_R_STG_rep1	Macaca fascicularis	ILLUMINA	xq	R	STG	rep1	1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
SRR22506523	20R159	xq_R_TEad	Macaca fascicularis	ILLUMINA	xq	R	TEad		1		TEad	dorsal subregion of anterior TE	Temporal 	TCi	TEad	Yes	Temporal	Temporal
SRR22506742	20R160	xq_R_Id_rep1	Macaca fascicularis	ILLUMINA	xq	R	Id	rep1	1		Id	dysgranular insula	Insula	Ip	Id	Yes	Insula	Insula
SRR22506526	20R161	xq_R_SII	Macaca fascicularis	ILLUMINA	xq	R	SII		1		SII	secondary somatosensory area (S2)	Parietal	S2	SII	Yes	Parietal	Parietal
SRR22507192	20R162	xq_R_F3_rep2	Macaca fascicularis	ILLUMINA	xq	R	F3	rep2	1		F3	agranular frontal area F3,SMA (supplementary motor area)	Frontal	PMCm	F3	Yes	Frontal	Frontal
SRR22506722	20R163	xq_R_RTL_rep1	Macaca fascicularis	ILLUMINA	xq	R	RTL	rep1	1		RTL	lateral rostrotemporal, belt region of the auditory cortex	Temporal 	TCs	RTL	Yes	Temporal	Temporal
SRR22507194	20R164	xq_R_F2_rep2	Macaca fascicularis	ILLUMINA	xq	R	F2	rep2	1		F2	agranular frontal area F2,PMdc (dorsal premotor cortex, caudal)	Frontal	PMCdl	F2	Yes	Frontal	Frontal
SRR22506522	20R165	xq_R_TEav	Macaca fascicularis	ILLUMINA	xq	R	TEav		1		TEav	ventral subregion of anterior TE	Temporal 	TCi	TEav	Yes	Temporal	Temporal
SRR22506508	20R166	xq_R_TPO	Macaca fascicularis	ILLUMINA	xq	R	TPO		1		TPO	area TPO,sts dorsal bank	Temporal 	TCc	TPO	Yes	Temporal	Temporal
SRR22506724	20R167	xq_R_RM	Macaca fascicularis	ILLUMINA	xq	R	RM		1		RM	rostromedial, belt region of the auditory cortex	Temporal 	TCs	RM	Yes	Temporal	Temporal
SRR22506510	20R168	xq_R_thalamus_rep1	Macaca fascicularis	ILLUMINA	xq	R	thalamus	rep1	1		Tha	thalamus	Subcortical	TH	TH	No	Subcortical	Subcortical
SRR22507197	20R169	xq_R_F1_rep1	Macaca fascicularis	ILLUMINA	xq	R	F1	rep1	1		F1	agranular frontal area F1,M1 (Primary motor cortex)	Frontal	M1	F1_(4)	Yes	Frontal	Frontal
SRR22506725	20R170	xq_R_R	Macaca fascicularis	ILLUMINA	xq	R	R		1		R	rostral, core region of the auditory cortex	Temporal 	A1	R	Yes	Temporal	Temporal
SRR22506748	20R171	xq_R_HC_rep1	Macaca fascicularis	ILLUMINA	xq	R	HC	rep1	1		HC	hippocampus	Subcortical	HC	HC	No	Subcortical	Subcortical
SRR22506521	20R172	xq_R_Tem_rep1	Macaca fascicularis	ILLUMINA	xq	R	Tem	rep1	1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22507206	20R173	xq_R_AL_rep1	Macaca fascicularis	ILLUMINA	xq	R	AL	rep1	1		AL	anterior lateral, belt region of the auditory cortex	Temporal 	TCs	AL	Yes	Temporal	Temporal
SRR22506524	20R174	xq_R_STG_rep2	Macaca fascicularis	ILLUMINA	xq	R	STG	rep2	1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
SRR22506503	20R175	xq_R_V2_rep1	Macaca fascicularis	ILLUMINA	xq	R	V2	rep1	1		V2	visual area 2	Occipital	V2	V2	Yes	Occipital	Occipital
SRR22506506	20R176	xq_R_V1_rep1	Macaca fascicularis	ILLUMINA	xq	R	V1	rep1	1		V1	visual area 1, primary visual cortex	Occipital	V1	V1	Yes	Occipital	Occipital
SRR22506498	20R177	xq_R_V3v	Macaca fascicularis	ILLUMINA	xq	R	V3v		1		V3v	visual area 3, ventral part	Occipital	VACv	V3v	Yes	Occipital	Occipital
SRR22506571	20R178	xq_L_LIPv_rep1	Macaca fascicularis	ILLUMINA	xq	L	LIPv	rep1	1		LIPv	lateral intraparietal area, ventral subdivision	Parietal	PCip	LIPv	Yes	Parietal	Parietal
SRR22506773	20R179	xq_L_5_rep2	Macaca fascicularis	ILLUMINA	xq	L	5	rep2	1		5	somatosensory area 5 (complex)[PE+PEa+PEc]	Parietal	PCs	5	Yes	Parietal	Parietal
SRR22506933	20R180	xq_L_TPO	Macaca fascicularis	ILLUMINA	xq	L	TPO		1		TPO	area TPO,sts dorsal bank	Temporal 	TCc	TPO	Yes	Temporal	Temporal
SRR22506936	20R181	xq_L_TFO	Macaca fascicularis	ILLUMINA	xq	L	TFO		1		TFO	area TFO of the parahippocampal cortex	Temporal 	PHC	TFO	Yes	Temporal	Temporal
SRR22506572	20R182	xq_L_LIPd	Macaca fascicularis	ILLUMINA	xq	L	LIPd		1		LIPd	lateral intraparietal area, dorsal subdivision	Parietal	PCip	LIPd	Yes	Parietal	Parietal
SRR22506765	20R183	xq_L_8A_rep2	Macaca fascicularis	ILLUMINA	xq	L	8A	rep2	1		8A	area 8A[8Ad+8Av]	Frontal	FEF	8Av	Yes	Frontal	Frontal
SRR22506932	20R184	xq_L_Tpt	Macaca fascicularis	ILLUMINA	xq	L	Tpt		1		Tpt	temporo-parietal area	Temporal 	TCs	Tpt	Yes	Temporal	Temporal
SRR22506767	20R185	xq_L_7op_rep2	Macaca fascicularis	ILLUMINA	xq	L	7op	rep2	1		7op	area 7op (parietal operculum)	Parietal	S2	7op	Yes	Parietal	Parietal
SRR22506772	20R186	xq_L_7a	Macaca fascicularis	ILLUMINA	xq	L	7a		1		7a	visual area 7a	Parietal	PCi	7a_(Opt/PG)	Yes	Parietal	Parietal
SRR22506585	20R187	xq_L_FST_rep1	Macaca fascicularis	ILLUMINA	xq	L	FST	rep1	1		FST	floor of superior temporal area	Temporal 	TCs	FST	Yes	Temporal	Temporal
SRR22506581	20R188	xq_L_HC_rep2	Macaca fascicularis	ILLUMINA	xq	L	HC	rep2	1		HC	hippocampus	Subcortical	HC	HC	No	Subcortical	Subcortical
SRR22506559	20R189	xq_L_V4	Macaca fascicularis	ILLUMINA	xq	L	V4		1		V4	visual area 4,dorsal part	Occipital	VACd	V4	Yes	Occipital	Occipital
SRR22506557	20R190	xq_L_VIP_rep2	Macaca fascicularis	ILLUMINA	xq	L	VIP	rep2	1		VIP	ventral intraparietal area	Parietal	PCip	VIP	Yes	Parietal	Parietal
SRR22507228	20R191	xq_L_13l_rep1	Macaca fascicularis	ILLUMINA	xq	L	13l	rep1	1		13l	orbitomedial prefrontal cortex,area 13l	Frontal	PFCol	13l	Yes	Frontal	Frontal
SRR22506777	20R192	xq_L_45_rep2	Macaca fascicularis	ILLUMINA	xq	L	45	rep2	1		45	area 45[45A+45B]	Frontal	PFCvl	45	Yes	Frontal	Frontal
SRR22506775	20R193	xq_L_46v	Macaca fascicularis	ILLUMINA	xq	L	46v		1		46v	area 46, ventral subdivision	Frontal	PFCvl	46v	Yes	Frontal	Frontal
SRR22506776	20R194	xq_L_46d	Macaca fascicularis	ILLUMINA	xq	L	46d		1		46d	area 46, dorsal subdivision	Frontal	PFCdl	46d	Yes	Frontal	Frontal
SRR22506588	20R195	xq_L_F6	Macaca fascicularis	ILLUMINA	xq	L	F6		1		F6	agranular frontal area F6,PreSMA (presupplementary motor area)	Frontal	PFCdm	F6	Yes	Frontal	Frontal
SRR22506587	20R196	xq_L_F7	Macaca fascicularis	ILLUMINA	xq	L	F7		1		F7	agranular frontal area F7,PMdr (dorsal premotor cortex, rostral)	Frontal	PMCdl	F7	Yes	Frontal	Frontal
SRR22506762	20R197	xq_L_8Bs_rep2	Macaca fascicularis	ILLUMINA	xq	L	8Bs	rep2	1		8Bs	area 8B in the arcuate sulcus(“s” stands for sulcus)	Frontal	FEF	8Bs	Yes	Frontal	Frontal
SRR22506764	20R198	xq_L_8Bd	Macaca fascicularis	ILLUMINA	xq	L	8Bd		1		8Bd	area 8B,dorsal subdivision	Frontal	PFCdl	8Bd	Yes	Frontal	Frontal
SRR22507214	20R199	xq_R_8Bm	Macaca fascicularis	ILLUMINA	xq	R	8Bm		1		8Bm	area 8B,medial subdivision	Frontal	PFCdm	8Bm	Yes	Frontal	Frontal
SRR22507215	20R200	xq_R_8Bd	Macaca fascicularis	ILLUMINA	xq	R	8Bd		1		8Bd	area 8B,dorsal subdivision	Frontal	PFCdl	8Bd	Yes	Frontal	Frontal
SRR22506532	20R201	xq_R_45_rep2	Macaca fascicularis	ILLUMINA	xq	R	45	rep2	1		45	area 45[45A+45B]	Frontal	PFCvl	45	Yes	Frontal	Frontal
SRR22506550	20R202	xq_R_12l	Macaca fascicularis	ILLUMINA	xq	R	12l		1		12l	lateral prefrontal cortex,area 12l,lateral part	Frontal	PFCvl	12l	Yes	Frontal	Frontal
SRR22506535	20R203	xq_R_32	Macaca fascicularis	ILLUMINA	xq	R	32		1		32	orbitomedial prefrontal cortex,area 32	Frontal	PFCm	32	Yes	Frontal	Frontal
SRR22507205	20R204	xq_R_AL_rep2	Macaca fascicularis	ILLUMINA	xq	R	AL	rep2	1		AL	anterior lateral, belt region of the auditory cortex	Temporal 	TCs	AL	Yes	Temporal	Temporal
SRR22506520	20R205	xq_R_Tem_rep2	Macaca fascicularis	ILLUMINA	xq	R	Tem	rep2	1		TEm	area TEm,sts ventral bank 	Temporal 	TCc	TEm	Yes	Temporal	Temporal
SRR22506517	20R206	xq_R_Tepd_rep1	Macaca fascicularis	ILLUMINA	xq	R	Tepd	rep1	1		TEpd	dorsal subregion of posterior TE	Temporal 	TCi	TEpd	Yes	Temporal	Temporal
SRR22506514	20R207	xq_R_Tepv_rep1	Macaca fascicularis	ILLUMINA	xq	R	Tepv	rep1	1		TEpv	ventral subregion of posterior TE	Temporal 	TCi	TEpv	Yes	Temporal	Temporal
SRR22506544	20R208	xq_R_23c_rep1	Macaca fascicularis	ILLUMINA	xq	R	23c	rep1	1		23c	posterior cingulate cortex,area 23c	Cingulate	CCp	23c	Yes	Cingulate	Cingulate
SRR22506509	20R209	xq_R_thalamus_rep2	Macaca fascicularis	ILLUMINA	xq	R	thalamus	rep2	1		Tha	thalamus	Subcortical	TH	TH	No	Subcortical	Subcortical
SRR22506747	20R210	xq_R_HC_rep2	Macaca fascicularis	ILLUMINA	xq	R	HC	rep2	1		HC	hippocampus	Subcortical	HC	HC	No	Subcortical	Subcortical
SRR22506752	20R211	xq_L_F1	Macaca fascicularis	ILLUMINA	xq	L	F1		1		F1	agranular frontal area F1,M1 (Primary motor cortex)	Frontal	M1	F1_(4)	Yes	Frontal	Frontal
SRR22506782	20R212	xq_L_3a/b_rep2	Macaca fascicularis	ILLUMINA	xq	L	3a/b	rep2	1		3a/b	somatosensory areas 3a and 3b	Parietal	S1	3a/b	Yes	Parietal	Parietal
SRR22507233	20R213	xq_L_1-2_rep1	Macaca fascicularis	ILLUMINA	xq	L	1-2	rep1	1		1-2	somatosensory areas 1 and 2	Parietal	S1	1-2	Yes	Parietal	Parietal
SRR22506576	20R214	xq_L_Ig	Macaca fascicularis	ILLUMINA	xq	L	Ig		1		Ig	granular insula	Insula	Ip	Ig	Yes	Insula	Insula
SRR22506957	20R215	xq_L_RM_rep1	Macaca fascicularis	ILLUMINA	xq	L	RM	rep1	1		RM	rostromedial, belt region of the auditory cortex	Temporal 	TCs	RM	Yes	Temporal	Temporal
SRR22506756	20R216	xq_L_AL	Macaca fascicularis	ILLUMINA	xq	L	AL		1		AL	anterior lateral, belt region of the auditory cortex	Temporal 	TCs	AL	Yes	Temporal	Temporal
SRR22506948	20R217	xq_L_STG_rep2	Macaca fascicularis	ILLUMINA	xq	L	STG	rep2	1		STG	superior temporal gyrus	Temporal 	TCs	STG	Yes	Temporal	Temporal
