route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,route_family
top3_network_beam_local_region_candidates,19R643,24b,Cingulate gyrus,Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,1,1,32,24b',24b,3,0,1,24b,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',24b,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,24b,34,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R644,24c,Cingulate gyrus,Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,1,1,25,24c,32,2,0,1,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',Operculum/Insula::Ia + Ial + Iapm + Pi,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,23b | 23c | 24b | 24b' | 24c | 24c',34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R645,F6,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F3,8Bm,8Bd,5,0,0,F6,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,4,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,F6,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R646,F7,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F3,44,8Bd,5,0,0,F7,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,F7,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R647,8Bs,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,F2,8Bs,F3,2,0,1,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R648,8A,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas) | Parietal, and Parieto-occipital region",1,1,8A,45,8Bs,1,1,1,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",F4,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bs,low_resolution,44 | 45 | 8A | 8Bd | 8Bs,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R649,12o,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,12o,13b,13m,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 11m | 12m | 12o | 13l | 13m,low_resolution,11l | 11m | 12m | 12o | 13l | 13m,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R650,14c,Orbitomedial Prefrontal Cortex (OMPFC),Operculum/Insula | Hippocampal formation | Orbitomedial Prefrontal Cortex (OMPFC),0,1,13a,14r,32,4,0,0,14c,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 25,14r,32,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,13a | 25,low_resolution,14c,25,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R651,F3,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F3,F2,F7,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F7,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F7,F4,F6,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F7,low_resolution,F1 | F2 | F3 | F7,30,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R652,F2,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F2,F3,F1,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,F1 | F2 | F3,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R653,F4,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,8Bd,F3,F6,10,0,0,F4,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Frontal (agranular frontal motor areas)::F1 + F2 + F3,F6,5,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,F4,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R654,3a/b,"Parietal, and Parieto-occipital region",Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,0,13l,9m,11l,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m,outside_network_beam,,36,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R655,1-2,"Parietal, and Parieto-occipital region",Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,0,0,12o,13m,10m,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 11m | 12m | 12o | 13l | 13m,outside_network_beam,,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R656,STG,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RT,RTM,Id,9,0,0,Temporal::RTL + STG,Temporal::RM + RT + RTM,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Operculum/Insula::Ia + Ial + Iapm + Pi,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RT | RTM,low_resolution,RTL | STG,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R657,pu,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,pu,cd,NARegion,1,1,1,Subcortical::cd + pu,Subcortical::cd + pu,NARegion,cla,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,cd | pu,low_resolution,cd | pu,21,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R658,cd,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,NARegion,cd,pu,2,0,1,Subcortical::cd + pu,NARegion,Subcortical::cd + pu,cla,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,NARegion,low_resolution,cd | pu,21,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R659,SII,Operculum/Insula,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),0,1,AL,R,STG,9,0,0,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,AL,R,Temporal::RTL + STG,7,0,0,low_resolution,nearest_centroid_corr>=0.95,AL,low_resolution,G | Iapl | Id | Ig | Ri | SII,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R660,RM,Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,TPO,7op,1-2,39,0,0,RM,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",IPa,10,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,RM,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R661,R,Temporal,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Temporal",0,1,AL,1-2,TPO,6,0,0,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::TEO + TEad + TEav + TEm + TEpd,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R662,TEav,Temporal,"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,0,F2,F1,8Bs,111,0,0,outside_network_beam,Frontal (agranular frontal motor areas)::F1 + F2,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,F3,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2,outside_network_beam,,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R663,5,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",1,1,LIPv,VIP,3a/b,6,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",3a/b,Frontal (agranular frontal motor areas)::F1 + F2,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R664,7b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,1-2,Tpt,12r,4,0,0,"Parietal, and Parieto-occipital region::3a/b + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",1-2,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,4,0,0,low_resolution,nearest_centroid_corr>=0.95,1-2,low_resolution,3a/b | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R665,7op,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,ML,7op,7a,2,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R666,A1,Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,ML,7op,TPO,29,0,0,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R667,ML,Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,7op,7b,Tpt,5,0,0,Temporal::A1 + CL + CM + IPa + ML + TPO,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::AL + R + Tpt,Temporal::A1 + CL + CM + IPa + ML + TPO,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,A1 | CL | CM | IPa | ML | TPO,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R668,STG,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TEpv,AL,TEm,14,0,0,Temporal::AL + R + RM + RT + RTL + RTM + STG + TAa,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::AL + R + RM + RT + RTL + RTM + STG + TAa,Temporal::A1 + CL + CM + IPa + ML + PGa + TEa + Tpt,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,low_resolution,AL | R | RM | RT | RTL | RTM | STG | TAa,48,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R669,TEpd,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEpd,TEm,TEad,1,1,1,Temporal::TEO + TEad + TEm + TEpd,Temporal::TEO + TEad + TEm + TEpd,TEpv,Temporal::AL + R,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEm | TEpd,low_resolution,TEO | TEad | TEm | TEpd,46,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R670,TEpv,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEpv,TEad,TFO,1,1,1,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,TFO,Temporal::RTL + STG,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,IPa | PGa | TEO | TEad | TEav | TEm | TEpd | TEpv,low_resolution,IPa | PGa | TEO | TEad | TEav | TEm | TEpd | TEpv,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R671,VIP,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",1,1,LIPv,VIP,5,2,0,1,"Parietal, and Parieto-occipital region::5 + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::5 + LIPd + LIPv + VIP",3a/b,Frontal (agranular frontal motor areas)::F1 + F2,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,5 | LIPd | LIPv | VIP,low_resolution,5 | LIPd | LIPv | VIP,30,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R672,Tpt,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,1-2,Tpt,7b,2,0,1,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,7m,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,A1 | CL | CM | IPa | ML | TPO | Tpt,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R673,TEO,Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",0,1,TEO,V4,V4v,1,1,1,Temporal::TEO + TEad + TEm + TEpd,Temporal::TEO + TEad + TEm + TEpd,Occipital/Temporal::V4 + V4v,7m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEm | TEpd,low_resolution,TEO | TEad | TEm | TEpd,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R674,V4,Occipital/Temporal,"Parietal, and Parieto-occipital region | Temporal | Occipital/Temporal",0,1,TEO,V4v,TEpd,5,0,0,Occipital/Temporal::V4 + V4v,Temporal::TEO + TEad + TEm + TEpd,Occipital/Temporal::V4 + V4v,Temporal::A1 + CL + CM + ML + TPO + Tpt,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEm | TEpd,low_resolution,V4 | V4v,46,19,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R675,TPO,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,ML,7op,TPO,3,0,1,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",IPa,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R676,TFO,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEav,RM,G,26,0,0,TFO,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv,Temporal::RM + RT + RTM,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,12,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv,low_resolution,TFO,51,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R677,7m,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,Tpt,7b,7a,9,0,0,7m,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,7m,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R678,V3v,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V3v,V4,V2,1,1,1,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::FST + MST + V3d,Temporal::TEO + TEad + TEm + TEpd,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v | V4 | V4v,low_resolution,V1 | V2 | V3v | V4 | V4v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R679,V4v,Occipital/Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,1,Tpt,1-2,TEpd,7,0,0,Occipital/Temporal::V4 + V4v,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",Temporal::TEO + TEad + TEm + TEpd,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,V4 | V4v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R680,V3d,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V3v,FST,TEO,13,0,0,Occipital/Temporal::FST + MST + V3d,Occipital/Temporal::V1 + V2 + V3v,Occipital/Temporal::FST + MST + V3d,Temporal::TEO + TEad + TEm + TEpd,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v,low_resolution,FST | MST | V3d,46,19,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R722,V1,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V3v,V4,6,0,0,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V4 + V4v,Occipital/Temporal::FST + MST,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,V1 | V2 | V3d | V3v,46,20,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R723,V2,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V1,V3v,1,1,1,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V4 + V4v,Occipital/Temporal::FST + MST,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,V1 | V2 | V3d | V3v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R724,10m,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Lateral Prefrontal Cortex,1,1,10o,10m,9m,2,0,1,10m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,10m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,10m,36,14,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R725,46d,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas)",1,1,12r,46v,46d,3,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,F5,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R726,46v,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Frontal (agranular frontal motor areas),1,1,12r,12l,46v,3,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F5,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,10o | 12l | 12r | 46d | 46v,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R727,12r,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,1,1,12r,12l,10o,1,1,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,10m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,10o | 12l | 12r | 46d | 46v,37,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R728,11l,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Cingulate gyrus | Frontal (agranular frontal motor areas),0,0,12r,46v,46d,111,0,0,outside_network_beam,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F5,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,outside_network_beam,,30,13,hybrid_projected_network_logcpm_exact
