route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,route_family
top3_network_beam_local_region_candidates,19R729,10o,Lateral Prefrontal Cortex,Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex | Operculum/Insula,0,1,10m,10o,11l,2,0,1,10o,10m,10o,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,2,0,1,low_resolution,nearest_centroid_corr>=0.95,10m,low_resolution,10o,37,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R730,9m,Lateral Prefrontal Cortex,Cingulate gyrus | Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex,0,1,8Bm,9m,12l,2,0,1,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,F5,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R731,9d,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Frontal (agranular frontal motor areas),1,1,9d,8Bm,46d,1,1,1,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,F5,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R732,14r,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,14r,13b,10m,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 13l + 13m,12o,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,10m | 13a | 13b | 14c | 14r | 25 | 32,34,10,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R733,13b,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,10m,14r,13l,9,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,low_resolution,10m | 13a | 13b | 14c | 14r | 25 | 32,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R734,13m,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Lateral Prefrontal Cortex,1,1,10m,10o,14r,13,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,10m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 13b + 14c + 14r + 25 + 32,4,0,0,low_resolution,nearest_centroid_corr>=0.95,10m,low_resolution,11l | 11m | 12m | 12o | 13l | 13m,37,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R735,13l,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,12m,12r,13m,5,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 11m | 12m | 12o | 13l | 13m,low_resolution,11l | 11m | 12m | 12o | 13l | 13m,37,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R736,12o,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,1,12l,12m,12r,26,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::12o + 32,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 13b + 13l + 13m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,8,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v,low_resolution,12o | 32,36,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R737,12l,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC) | Frontal (agranular frontal motor areas),1,1,12m,12r,F5,4,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9d,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9d,F5,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m,low_resolution,10o | 12l | 12r | 46d | 46v | 9d,33,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R739,F3,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F3,F7,44,1,1,1,Frontal (agranular frontal motor areas)::F3 + F7,Frontal (agranular frontal motor areas)::F3 + F7,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Frontal (agranular frontal motor areas)::F1 + F2,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F3 | F7,low_resolution,F3 | F7,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R740,F2,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F2,F1,8Bs,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,F1 | F2 | F3,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R741,8Bs,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,F2,8Bs,F3,2,0,1,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Frontal (agranular frontal motor areas)::F1 + F2 + F3,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F7,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R742,8A,Lateral Prefrontal Cortex,"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,1,F2,8Bs,F3,9,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,Frontal (agranular frontal motor areas)::F1 + F2,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,F3,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2,low_resolution,44 | 45 | 8A | 8Bd | 8Bs,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R743,44,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Frontal (agranular frontal motor areas),1,1,9d,8Bm,F5,11,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,F5,F6,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d | 9m,30,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R738,45,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Orbitomedial Prefrontal Cortex (OMPFC)",1,1,12r,12m,12l,13,0,0,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 8Bm + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 13l + 13m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,3,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 8Bm | 9d | 9m,low_resolution,44 | 45 | 8A | 8Bd | 8Bs,36,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R746,1-2,"Parietal, and Parieto-occipital region","Temporal | Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex",0,1,AL,12r,TAa,6,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Temporal::RTL + STG + TAa,5,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R747,3a/b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,ML,1-2,7op,19,0,0,3a/b,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,7,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,3a/b,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R748,SII,Operculum/Insula,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",0,1,AL,R,TEm,10,0,0,Operculum/Insula::G + Iapl + Id + Ig + PrCo + Ri + SII,Temporal::AL + R + RM + RT + RTL + RTM + STG + TAa,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,1-2,5,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RM | RT | RTL | RTM | STG | TAa,low_resolution,G | Iapl | Id | Ig | PrCo | Ri | SII,48,12,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R749,AL,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,TAa,Ig,RM,7,0,0,AL,TAa,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Temporal::RM + RT + RTM,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TAa,low_resolution,AL,51,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R750,STG,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RTL,STG,TFO,2,0,1,Temporal::RTL + STG,Temporal::RTL + STG,TFO,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TEpv,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RTL | STG,low_resolution,RTL | STG,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R751,7b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,TPO,7a,Tpt,5,0,0,"Parietal, and Parieto-occipital region::3a/b + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::3a/b + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",1-2,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,3a/b | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R752,7op,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,Tpt,ML,7b,4,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",7m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | R | TPO | Tpt,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,50,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R753,A1,Temporal,"Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",0,1,A1,MST,FST,1,1,1,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Occipital/Temporal::FST + MST,Occipital/Temporal::V1 + V2 + V3d + V3v,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,A1 | CL | CM | IPa | ML | TPO | Tpt,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R754,CL,Temporal,"Parietal, and Parieto-occipital region | Occipital/Temporal | Temporal",0,1,A1,3a/b,CM,4,0,0,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | CL | CM | IPa | ML | TPO | Tpt,low_resolution,A1 | CL | CM | IPa | ML | TPO | Tpt,46,19,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R755,TEpd,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,TEpd,TEm,TEpv,1,1,1,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::TEO + TEad + TEav + TEm + TEpd + TEpv + TG,Temporal::A1 + CL + CM + IPa + ML + PGa + TPO + Tpt,Temporal::AL + R + RM + RT + RTL + RTM + TAa,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,low_resolution,TEO | TEad | TEav | TEm | TEpd | TEpv | TG,48,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R756,TEpv,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEav,STG,TFO,7,0,0,Temporal::A1 + CL + CM + ML + TEa + TEpv + TPO + Tpt,Temporal::IPa + PGa + TEO + TEad + TEav + TEm + TEpd + TFO,Temporal::RTL + STG,TAa,4,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,IPa | PGa | TEO | TEad | TEav | TEm | TEpd | TFO,low_resolution,A1 | CL | CM | ML | TEa | TEpv | TPO | Tpt,51,15,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R757,V1,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V1,V2,V3d,1,1,1,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::FST + MST,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,V1 | V2 | V3d | V3v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R758,V2,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V3v,V4,1,1,1,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V1 + V2 + V3d + V3v,Occipital/Temporal::V4 + V4v,Occipital/Temporal::FST + MST,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3d | V3v,low_resolution,V1 | V2 | V3d | V3v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R759,V3v,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V3v,V4,2,0,1,Occipital/Temporal::V3d + V3v + V4 + V4v,Occipital/Temporal::V1 + V2,Occipital/Temporal::V3d + V3v + V4 + V4v,Occipital/Temporal::FST + MST,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2,low_resolution,V3d | V3v | V4 | V4v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R760,V4v,Occipital/Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,1,V4v,TEpd,TEO,1,1,1,Occipital/Temporal::V4 + V4v,Occipital/Temporal::V4 + V4v,Temporal::TEO + TEad + TEm + TEpd,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V4 | V4v,low_resolution,V4 | V4v,46,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R793,Ig,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,RM,Ig,G,2,0,1,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Temporal::RM + RT + RTM,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,PrCo,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RT | RTM,low_resolution,G | Iapl | Id | Ig | Ri | SII,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R794,36c,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,TF,36c,TG,2,0,1,36c,TF,36c,TG,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TF,low_resolution,36c,51,18,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R795,Id,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Iapl,Id,RTM,2,0,1,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Temporal::RM + RT + RTM,Operculum/Insula::Ia + Ial + Iapm + Pi,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | Ri | SII,low_resolution,G | Iapl | Id | Ig | Ri | SII,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R796,RTM,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,RTM,Pi,RT,1,1,1,Temporal::RM + RT + RTM,Temporal::RM + RT + RTM,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RT | RTM,low_resolution,RM | RT | RTM,51,17,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R797,F1,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,F4,8A,8Bs,17,0,0,Frontal (agranular frontal motor areas)::F1 + F2,F4,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs,Frontal (agranular frontal motor areas)::F1 + F2,3,0,1,low_resolution,nearest_centroid_corr>=0.95,F4,low_resolution,F1 | F2,30,11,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R798,NARegion,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,NARegion,cd,pu,1,1,1,NARegion,NARegion,Subcortical::cd + pu,cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,NARegion,low_resolution,NARegion,21,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R799,F5,Frontal (agranular frontal motor areas),Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,0,10m,14r,12m,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13a + 13b + 14c + 14r + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13l + 13m,Cingulate gyrus::23b + 23c + 24b + 24b' + 24c + 24c',111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13a | 13b | 14c | 14r | 25 | 32,outside_network_beam,,34,9,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R800,RT,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RT,RTM,RM,1,1,1,Temporal::RM + RT + RTM,Temporal::RM + RT + RTM,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,PrCo,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RT | RTM,low_resolution,RM | RT | RTM,51,16,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R801,cd,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,cd,pu,NARegion,1,1,1,Subcortical::cd + pu,Subcortical::cd + pu,NARegion,cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,cd | pu,low_resolution,cd | pu,21,13,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R802,TAa,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,Id,Iapl,RTM,33,0,0,TAa,Operculum/Insula::G + Iapl + Id + Ig + Ri + SII,Temporal::RM + RT + RTM,Operculum/Insula::Ia + Ial + Iapm + Pi,12,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | Ri | SII,low_resolution,TAa,51,16,hybrid_projected_network_logcpm_exact
