route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,monkey_id,route_family
top3_network_beam_local_region_candidates,qbt-L-FST-8-27_BRRL200007928-1A,FST,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,TEa,MST,LIPv,7,0,0,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,TEa,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-V4-8-27_BRRL200007929-1A,V4,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V3d,MST,TEa,8,0,0,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,Occipital/Temporal::FST + MST + V1 + V2 + V3d + V3v + V4 + V4v,TEa,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,low_resolution,FST | MST | V1 | V2 | V3d | V3v | V4 | V4v,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-F7-8-31_BRRL200008124-1A,F7,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,8Bs,F7,8A,2,0,1,F7,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,F7,Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,low_resolution,F7,30,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-8Bd-8-31_BRRL200008125-1A,8Bd,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas) | Parietal, and Parieto-occipital region",1,1,F7,8Bs,8A,4,0,0,Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,F7,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,F7,low_resolution,12l | 8Bd | 8Bm | 9d | 9m,30,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-8Bs-8-31_BRRL200008126-1A,8Bs,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas) | Parietal, and Parieto-occipital region",1,1,45,8Bd,8A,10,0,0,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::12l + 8Bd + 8Bm + 9d + 9m,F7,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,low_resolution,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,30,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-8A-8-31_BRRL200008127-1A,8A,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",0,1,8A,45,46d,1,1,1,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,Lateral Prefrontal Cortex::10o + 12r + 44 + 45 + 46d + 46v + 8A + 8Bs,F4,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,low_resolution,10o | 12r | 44 | 45 | 46d | 46v | 8A | 8Bs,30,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-45-8-31_BRRL200008128-1A,45,Lateral Prefrontal Cortex,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,8A,7m,TEa,5,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v,Lateral Prefrontal Cortex::8A + 8Bd + 8Bm + 8Bs + 9d + 9m,7m,TEa,4,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,8A | 8Bd | 8Bm | 8Bs | 9d | 9m,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v,50,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-12o-8-31_BRRL200008129-1A,12o,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex | Temporal,1,1,13l,11l,46v,18,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m + 32,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d + 9m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m | 32,low_resolution,11l | 12m | 12o | 13l | 13m | 32,53,16,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-13l-8-31_BRRL200008130-1A,13l,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Temporal | Operculum/Insula,1,1,11l,G,Ig,4,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Operculum/Insula::G + Ig + Ri + SII,Operculum/Insula::Iapl + Id + PrCO,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 12o | 13l | 13m,low_resolution,11l | 12m | 12o | 13l | 13m,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-13m-8-31_BRRL200008131-1A,13m,Orbitomedial Prefrontal Cortex (OMPFC),"Temporal | Orbitomedial Prefrontal Cortex (OMPFC) | Parietal, and Parieto-occipital region",0,1,11l,13l,13m,3,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 13l + 13m,11m,Temporal::IPa + PGa + TAa + TEO + TEad + TEav + TEm + TEpd,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11l | 12m | 13l | 13m,low_resolution,11l | 12m | 13l | 13m,50,18,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-14c-8-31_BRRL200008132-1A,14c,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Temporal,1,1,14c,Ial,Iapl,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::11m + 13a + 14c + 25,Orbitomedial Prefrontal Cortex (OMPFC)::11m + 13a + 14c + 25,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Iapl + Id + PrCO,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,11m | 13a | 14c | 25,low_resolution,11m | 13a | 14c | 25,51,21,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-L-32-8-31_BRRL200008305-1A,32,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,25,Ial,24c,11,0,0,32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13a + 13b + 14c + 14r + 25,Operculum/Insula::Ia + Ial + Iapm + Pi,Cingulate gyrus::23b + 23c + 24a' + 24b + 24b' + 24c + 24c',5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11m | 13a | 13b | 14c | 14r | 25,low_resolution,32,34,10,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-SII-9-2_BRRL200008316-1A,SII,Operculum/Insula,"Parietal, and Parieto-occipital region | Temporal | Orbitomedial Prefrontal Cortex (OMPFC)",0,0,3a/b,LIPd,CL,111,0,0,outside_network_beam,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",Temporal::CL + ML + TFO + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op",111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,3a/b | 5 | LIPd | LIPv | VIP,outside_network_beam,,50,18,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-R-9-2_BRRL200008317-1A,R,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEa,CL,CM,21,0,0,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,TEa,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,"Parietal, and Parieto-occipital region::3a/b + 5 + LIPd + LIPv + VIP",2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEa,low_resolution,A1 | AL | CL | CM | ML | R | TPO | Tpt,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-PGa-9-2_BRRL200008318-1A,PGa,Temporal,"Temporal | Parietal, and Parieto-occipital region | Orbitomedial Prefrontal Cortex (OMPFC)",1,1,PGa,TAa,TEad,1,1,1,Temporal::IPa + PGa + TAa + TEO + TEad + TEav + TEm + TEpd,Temporal::IPa + PGa + TAa + TEO + TEad + TEav + TEm + TEpd,Temporal::CL + ML + TFO + TPO + Tpt,Temporal::A1 + CM + R,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,IPa | PGa | TAa | TEO | TEad | TEav | TEm | TEpd,low_resolution,IPa | PGa | TAa | TEO | TEad | TEav | TEm | TEpd,50,18,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-TEm-9-2_BRRL200008319-1A,TEm,Temporal,"Temporal | Parietal, and Parieto-occipital region | Orbitomedial Prefrontal Cortex (OMPFC)",1,1,TAa,PGa,IPa,7,0,0,Temporal::IPa + PGa + TAa + TEO + TEad + TEav + TEm + TEpd,Temporal::IPa + PGa + TAa + TEO + TEad + TEav + TEm + TEpd,Temporal::CL + ML + TFO + TPO + Tpt,Temporal::A1 + CM + R,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,IPa | PGa | TAa | TEO | TEad | TEav | TEm | TEpd,low_resolution,IPa | PGa | TAa | TEO | TEad | TEav | TEm | TEpd,50,18,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,qbt-R-TEav-9-3_BRRL200008320-1A,TEav,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,PGa,TAa,IPa,15,0,0,Temporal::TEav + TG,Temporal::IPa + PGa + TAa + TEO + TEad + TEm + TEpd + TEpv,Temporal::A1 + AL + CL + CM + ML + R + TPO + Tpt,TEa,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,IPa | PGa | TAa | TEO | TEad | TEm | TEpd | TEpv,low_resolution,TEav | TG,45,13,qbt,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R099,9d,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,44,8Bm,F7,8,0,0,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,Cingulate gyrus::24b + 24c + 24c',1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,12l | 44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d,low_resolution,12l | 44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d,30,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R100,9m,Lateral Prefrontal Cortex,Cingulate gyrus | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas),0,1,24c',F6,F5,4,0,0,9m,Cingulate gyrus::24b + 24c + 24c',Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,9m,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,24b | 24c | 24c',low_resolution,9m,30,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R101,13b,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,13b,13m,12o,1,1,1,13b,13b,Orbitomedial Prefrontal Cortex (OMPFC)::12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 13a + 14c + 25 + 32,1,1,1,low_resolution,nearest_centroid_corr>=0.95,13b,low_resolution,13b,36,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R102,14r,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,1,1,14r,14c,10m,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13a + 13l + 13m + 14c,Cingulate gyrus::24b + 24c,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13b | 14r,low_resolution,10m | 13b | 14r,34,16,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R103,12r,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),1,1,12l,12r,12m,2,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9d,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9d,Orbitomedial Prefrontal Cortex (OMPFC)::12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 13a + 14c + 25 + 32,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9d,low_resolution,10o | 12l | 12r | 44 | 45 | 46d | 46v | 9d,36,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R104,24c,Cingulate gyrus,Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,0,1,32,24b,14c,9,0,0,Cingulate gyrus::24b + 24c,Orbitomedial Prefrontal Cortex (OMPFC)::25 + 32,Cingulate gyrus::24b + 24c,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13a + 13l + 13m + 14c,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,25 | 32,low_resolution,24b | 24c,34,16,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R105,10m,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,32,13a,11m,14,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13a + 13l + 13m + 14c,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,25 | 32,low_resolution,10m | 13b | 14r,34,16,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R106,14r,Orbitomedial Prefrontal Cortex (OMPFC),Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus | Operculum/Insula,1,1,14r,10m,13b,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 13b + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 11m + 12m + 12o + 13a + 13l + 13m + 14c,Cingulate gyrus::24b + 24c,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 13b | 14r,low_resolution,10m | 13b | 14r,34,16,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R107,11m,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),0,1,13m,12l,13l,19,0,0,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 13a + 14c + 25 + 32,Orbitomedial Prefrontal Cortex (OMPFC)::12m + 12o + 13l + 13m,Lateral Prefrontal Cortex::10o + 12l + 12r + 44 + 45 + 46d + 46v + 9d,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 13a + 14c + 25 + 32,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,12m | 12o | 13l | 13m,low_resolution,10m | 11l | 11m | 13a | 14c | 25 | 32,36,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R108,11l,Orbitomedial Prefrontal Cortex (OMPFC),"Lateral Prefrontal Cortex | Cingulate gyrus | Parietal, and Parieto-occipital region",0,0,12r,12l,46v,111,0,0,outside_network_beam,Lateral Prefrontal Cortex::10o + 12l + 12r + 45 + 46d + 46v + 8Bm + 9d,9m,23b,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 45 | 46d | 46v | 8Bm | 9d,outside_network_beam,,33,15,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R109,F2,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,F2,F3,F1,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F6 + F7,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F6 + F7,Lateral Prefrontal Cortex::10o + 12r + 45 + 46d + 46v + 8A + 8Bd + 8Bs,Lateral Prefrontal Cortex::12l + 44 + 8Bm + 9d,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F6 | F7,low_resolution,F1 | F2 | F3 | F6 | F7,30,9,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R110,F3,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F7,44,F3,3,0,1,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F3 | F5 | F6 | F7,low_resolution,F3 | F5 | F6 | F7,30,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R111,F5,Frontal (agranular frontal motor areas),Cingulate gyrus | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas),0,1,F5,24c',F6,1,1,1,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,Cingulate gyrus::24b + 24c + 24c',Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F3 | F5 | F6 | F7,low_resolution,F3 | F5 | F6 | F7,30,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R112,pu,Subcortical,Subcortical | Hippocampal formation | Orbitomedial Prefrontal Cortex (OMPFC),1,1,Cd,pu,NAcc,2,0,1,pu,Subcortical::Cd + NAcc,pu,Cla,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Cd | NAcc,low_resolution,pu,23,12,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R113,Cd,Subcortical,Subcortical | Hippocampal formation | Orbitomedial Prefrontal Cortex (OMPFC),1,1,pu,Cd,NAcc,2,0,1,Subcortical::Cd + NAcc,pu,Subcortical::Cd + NAcc,Cla,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,pu,low_resolution,Cd | NAcc,23,12,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R114,45,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,44,8Bd,F7,13,0,0,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,F4,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,12l | 44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d,low_resolution,12l | 44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d,30,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R115,44,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,F3,44,F7,2,0,1,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F3 | F5 | F6 | F7,low_resolution,12l | 44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d,30,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R116,8A,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,0,1,44,F7,F3,13,0,0,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Lateral Prefrontal Cortex::12l + 44 + 45 + 8A + 8Bd + 8Bm + 8Bs + 9d,Frontal (agranular frontal motor areas)::F3 + F5 + F6 + F7,Frontal (agranular frontal motor areas)::F1 + F2,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,12l | 44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d,low_resolution,12l | 44 | 45 | 8A | 8Bd | 8Bm | 8Bs | 9d,30,14,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R117,8Bs,Lateral Prefrontal Cortex,"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,1,F1,F2,F3,8,0,0,Lateral Prefrontal Cortex::10o + 12r + 45 + 46d + 46v + 8A + 8Bd + 8Bs,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F6 + F7,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",LIPd,5,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F6 | F7,low_resolution,10o | 12r | 45 | 46d | 46v | 8A | 8Bd | 8Bs,30,9,xq,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,20R118,NAcc,Subcortical,Subcortical | Hippocampal formation | Orbitomedial Prefrontal Cortex (OMPFC),1,1,NAcc,Cd,pu,1,1,1,Subcortical::Cd + NAcc,Subcortical::Cd + NAcc,pu,Cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Cd | NAcc,low_resolution,Cd | NAcc,23,12,xq,hybrid_projected_network_logcpm_exact
