route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,monkey_id,route_family
top3_network_beam_local_region_candidates,19R795,Id,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Id,Iapl,Ia,1,1,1,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Temporal::RM + RTM,RT,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,Ia | Ial | Iapl | Iapm | Id | Pi,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R796,RTM,Temporal,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,1,RTM,Pi,Ia,1,1,1,Temporal::RM + RTM,Temporal::RM + RTM,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,RT,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RTM,low_resolution,RM | RTM,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R797,F1,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,F4,5,45,7,0,0,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6 + F7,F4,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,F4,low_resolution,F1 | F2 | F3 | F5 | F6 | F7,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R798,NAcc,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,NAcc,Cd,pu,1,1,1,NAcc,NAcc,Subcortical::Cd + pu,Cla,1,1,1,low_resolution,training_n<8,NAcc,low_resolution,NAcc,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R799,F5,Frontal (agranular frontal motor areas),Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,0,10m,14r,12m,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,24b,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11l | 11m | 12m | 12o | 13b | 13l | 13m,outside_network_beam,,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R800,RT,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RTM,RM,RT,3,0,1,RT,Temporal::RM + RTM,RT,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RTM,low_resolution,RT,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R801,Cd,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,Cd,pu,NAcc,1,1,1,Subcortical::Cd + pu,Subcortical::Cd + pu,NAcc,Cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Cd | pu,low_resolution,Cd | pu,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R802,TAa,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,Id,Iapl,RTM,31,0,0,TAa,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Temporal::RM + RTM,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,14,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,TAa,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R803,Amy,Subcortical,Operculum/Insula | Hippocampal formation | Orbitomedial Prefrontal Cortex (OMPFC),0,0,Ia,Iapm,Pi,111,0,0,outside_network_beam,Operculum/Insula::Ia + Iapm,Operculum/Insula::G + Ial + Iapl + Id + Ig + Pi + PrCO + SII,25,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Iapm,outside_network_beam,,25,10,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R804,24a',Cingulate gyrus,Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,1,1,24c,24b',24a',3,0,1,24a',Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',24a',24a,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24b' | 24c | 24c',low_resolution,24a',33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R805,TEm,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TAa,TEm,TEad,2,0,1,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TAa,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::A1 + CL + CM + IPa + ML + PGa + Tpt,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TAa,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R806,AL,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,STG,AL,TAa,2,0,1,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TAa,TEpv,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R807,pu,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,Cla,NAcc,Amy,19,0,0,Subcortical::Cd + pu,Cla,NAcc,Amy,10,0,0,low_resolution,training_n<8,Cla,low_resolution,Cd | pu,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R808,Iapm,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,Ial,Pi,Iapm,3,0,1,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + SII,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,Ia | Ial | Iapm | Pi,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R809,PrCO,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,Iapl,Id,Ig,8,0,0,PrCO,Operculum/Insula::G + Iapl + Id + Ig + SII,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',24a',4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | SII,low_resolution,PrCO,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R810,24c',Cingulate gyrus,Cingulate gyrus | Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex,1,1,9m,24c,23b,5,0,0,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',8Bm,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 9m,low_resolution,23b | 23c | 24b' | 24c | 24c',29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R811,Iapl,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,Ial,Pi,14c,7,0,0,Operculum/Insula::G + Iapl + Id + Ig + SII,Operculum/Insula::Ia + Ial + Iapm + Pi,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,G | Iapl | Id | Ig | SII,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R812,TEad,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TEad,TEpv,TEm,1,1,1,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TEpv,TAa,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R813,Ial,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,Ial,32,Pi,1,1,1,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Ia + Ial + Iapm + Pi,32,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,Ia | Ial | Iapm | Pi,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R814,Cd,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,Cd,pu,NAcc,1,1,1,Subcortical::Cd + pu,Subcortical::Cd + pu,NAcc,Cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Cd | pu,low_resolution,Cd | pu,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R815,TPO,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,STG,TEav,TEad,16,0,0,TPO,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Operculum/Insula::G + Ig + SII,PrCO,10,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,TPO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R816,G,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Iapl,Id,RM,5,0,0,Operculum/Insula::G + Ig + SII,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Temporal::RM + RTM,Operculum/Insula::G + Ig + SII,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,G | Ig | SII,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R817,Pir,Subcortical,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,0,0,13l,12o,Iapm,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13l + 13m + 14r,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 13b,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11l | 11m | 12m | 12o | 13l | 13m | 14r,outside_network_beam,,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R818,24b,Cingulate gyrus,Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,1,1,32,24c,24b',29,0,0,24b,32,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,11,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,32,low_resolution,24b,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R819,VIP,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Frontal (agranular frontal motor areas)",1,1,5,ML,CL,4,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,7m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,43,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R820,Ial,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,1,1,Iapm,Ia,Pi,4,0,0,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::Ia + Ial + Iapm + Pi,Operculum/Insula::G + Iapl + Id + Ig + SII,25,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,Ia | Ial | Iapm | Pi,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R821,8Bd,Lateral Prefrontal Cortex,Frontal (agranular frontal motor areas) | Cingulate gyrus | Lateral Prefrontal Cortex,0,1,8Bd,9d,F6,1,1,1,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,8Bm,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bs | 9d,low_resolution,44 | 45 | 8A | 8Bd | 8Bs | 9d,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R822,TEO,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEpd,TEm,TEpv,30,0,0,TEO,Temporal::PGa + TAa + TEa + TEad + TEm + TEpd + TEpv,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,Temporal::AL + R + RTL + STG,10,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,PGa | TAa | TEa | TEad | TEm | TEpd | TEpv,low_resolution,TEO,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R823,R,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,R,AL,IPa,1,1,1,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::A1 + CL + CM + IPa + ML + PGa + Tpt,Operculum/Insula::G + Iapl + Id + Ig + PrCO + SII,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R744,F5,Frontal (agranular frontal motor areas),Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,0,PrCO,11l,12o,111,0,0,outside_network_beam,PrCO,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,PrCO,outside_network_beam,,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R745,F1,Frontal (agranular frontal motor areas),"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",1,1,F1,F2,3a/b,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6 + F7,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6 + F7,3a/b,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F5 | F6 | F7,low_resolution,F1 | F2 | F3 | F5 | F6 | F7,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R824,V4,Occipital/Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,1,TEpd,TEm,7b,21,0,0,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Temporal::PGa + TAa + TEa + TEad + TEm + TEpd + TEpv,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,PGa | TAa | TEa | TEad | TEm | TEpd | TEpv,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R826,9d,Lateral Prefrontal Cortex,Cingulate gyrus | Lateral Prefrontal Cortex | Orbitomedial Prefrontal Cortex (OMPFC),0,1,12l,12r,9m,9,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9d + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9d + 9m,8Bm,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 12m + 12o + 13b + 13l + 13m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 9d | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 9d | 9m,35,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R827,8Bm,Lateral Prefrontal Cortex,Cingulate gyrus | Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex,0,1,8Bm,F6,9d,1,1,1,8Bm,8Bm,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,8Bm,low_resolution,8Bm,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R828,7m,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Cingulate gyrus",1,1,7a,7op,1-2,25,0,0,"Parietal, and Parieto-occipital region::5 + 7m + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 7a + 7b + 7op + LIPd",Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,12r,6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 7a | 7b | 7op | LIPd,low_resolution,5 | 7m | LIPv | VIP,32,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R829,F4,Frontal (agranular frontal motor areas),Operculum/Insula | Lateral Prefrontal Cortex | Cingulate gyrus,0,0,PrCO,12l,9m,111,0,0,outside_network_beam,Operculum/Insula::G + Iapl + Id + Ig + PrCO + SII,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,8Bm,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,G | Iapl | Id | Ig | PrCO | SII,outside_network_beam,,33,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R830,12m,Orbitomedial Prefrontal Cortex (OMPFC),Operculum/Insula | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),0,1,13l,12m,13m,2,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,PrCO,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11l | 11m | 12m | 12o | 13b | 13l | 13m,low_resolution,10m | 11l | 11m | 12m | 12o | 13b | 13l | 13m,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R831,32,Orbitomedial Prefrontal Cortex (OMPFC),Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,0,1,Ial,24c,32,3,0,1,32,Operculum/Insula::Ia + Ial + Iapm + Pi,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',32,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapm | Pi,low_resolution,32,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R832,TAa,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TEpv,TEad,TEm,4,0,0,TAa,TEpv,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TAa,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEpv,low_resolution,TAa,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R833,TFO,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,TF,14r,11m,5,0,0,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,TF,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13l + 13m + 14r,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TF,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R834,Iapl,Operculum/Insula,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Temporal,1,1,Iapm,Ia,Pi,8,0,0,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,Temporal::RM + RTM,TG,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Ia | Ial | Iapl | Iapm | Id | Pi,low_resolution,Ia | Ial | Iapl | Iapm | Id | Pi,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R835,14c,Orbitomedial Prefrontal Cortex (OMPFC),Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,1,14r,14c,10m,2,0,1,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,32,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,13a | 14c | 14r,low_resolution,13a | 14c | 14r,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R836,PrCO,Operculum/Insula,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),1,1,RT,RTM,Pi,14,0,0,PrCO,RT,Temporal::RM + RTM,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,9,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,RT,low_resolution,PrCO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R837,RM,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RM,Id,Iapl,1,1,1,Temporal::RM + RTM,Temporal::RM + RTM,Operculum/Insula::Ia + Ial + Iapl + Iapm + Id + Pi,RT,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,RM | RTM,low_resolution,RM | RTM,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R838,F6,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Cingulate gyrus | Lateral Prefrontal Cortex,1,1,8Bm,8Bd,F3,4,0,0,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,8Bm,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,8Bm,low_resolution,F1 | F2 | F3 | F5 | F6,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R839,pu,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,pu,Cd,NAcc,1,1,1,Subcortical::Cd + pu,Subcortical::Cd + pu,NAcc,Cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Cd | pu,low_resolution,Cd | pu,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R840,24c,Cingulate gyrus,Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula,1,1,32,24c,24b',2,0,1,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',32,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,32,low_resolution,23b | 23c | 24b' | 24c | 24c',33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R841,24a',Cingulate gyrus,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,1,23c,24a,23b,4,0,0,24a',Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',24a,24a',3,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,23b | 23c | 24b' | 24c | 24c',low_resolution,24a',33,13,34,hybrid_projected_network_logcpm_exact
