reference,family,marker_gene
Siletti2023_human,Inhibitory neuron,GALR1
Siletti2023_human,Inhibitory neuron,GAS2L3
Siletti2023_human,Inhibitory neuron,GATA2
Siletti2023_human,Inhibitory neuron,GATA3
Siletti2023_human,Inhibitory neuron,GATA3-AS1
Siletti2023_human,Inhibitory neuron,GBX1
Siletti2023_human,Inhibitory neuron,GDNF-AS1
Siletti2023_human,Inhibitory neuron,GFRA1
Siletti2023_human,Inhibitory neuron,GGT4P
Siletti2023_human,Inhibitory neuron,GHRH
Siletti2023_human,Inhibitory neuron,GLP1R
Siletti2023_human,Inhibitory neuron,GLRA1
Siletti2023_human,Inhibitory neuron,GNG13
Siletti2023_human,Inhibitory neuron,GPC3
Siletti2023_human,Inhibitory neuron,GPR101
Siletti2023_human,Inhibitory neuron,GPR6
Siletti2023_human,Inhibitory neuron,GPR88
Siletti2023_human,Inhibitory neuron,GRIN2C
Siletti2023_human,Inhibitory neuron,GRPR
Siletti2023_human,Inhibitory neuron,HAPLN1
Siletti2023_human,Inhibitory neuron,HGF
Siletti2023_human,Inhibitory neuron,HGFAC
Siletti2023_human,Inhibitory neuron,HMCN1
Siletti2023_human,Inhibitory neuron,HMX2
Siletti2023_human,Inhibitory neuron,HMX3
Siletti2023_human,Inhibitory neuron,HPGD
Siletti2023_human,Inhibitory neuron,HS3ST3A1
Siletti2023_human,Inhibitory neuron,HTR3A
Siletti2023_human,Inhibitory neuron,IBSP
Siletti2023_human,Inhibitory neuron,IGDCC4
Siletti2023_human,Inhibitory neuron,IGFBP4
Siletti2023_human,Inhibitory neuron,IGFL1
Siletti2023_human,Inhibitory neuron,IL15
Siletti2023_human,Inhibitory neuron,IL18R1
Siletti2023_human,Inhibitory neuron,IL1RAPL2
Siletti2023_human,Inhibitory neuron,IL20RA
Siletti2023_human,Inhibitory neuron,INHBB
Siletti2023_human,Inhibitory neuron,IQGAP2
Siletti2023_human,Inhibitory neuron,IRX2
Siletti2023_human,Inhibitory neuron,IRX3
Siletti2023_human,Inhibitory neuron,ISL1
Siletti2023_human,Inhibitory neuron,ISM1
Siletti2023_human,Inhibitory neuron,ISM2
Siletti2023_human,Inhibitory neuron,ITGA1
Siletti2023_human,Inhibitory neuron,ITGA6
Siletti2023_human,Inhibitory neuron,KANK3
Siletti2023_human,Inhibitory neuron,KANK4
Siletti2023_human,Inhibitory neuron,KCNJ16
Siletti2023_human,Inhibitory neuron,KCNJ5
Siletti2023_human,Inhibitory neuron,KCNS3
Siletti2023_human,Inhibitory neuron,KIT
Siletti2023_human,Inhibitory neuron,KLB
Siletti2023_human,Inhibitory neuron,KLHL1
Siletti2023_human,Inhibitory neuron,KLHL14
Siletti2023_human,Inhibitory neuron,KMO
Siletti2023_human,Inhibitory neuron,LAMA3
Siletti2023_human,Inhibitory neuron,LBX1-AS1
Siletti2023_human,Inhibitory neuron,LECT2
Siletti2023_human,Inhibitory neuron,LEF1
Siletti2023_human,Inhibitory neuron,LHX1
Siletti2023_human,Inhibitory neuron,LHX1-DT
Siletti2023_human,Inhibitory neuron,LHX5-AS1
Siletti2023_human,Inhibitory neuron,LHX6
Siletti2023_human,Inhibitory neuron,LHX8
Siletti2023_human,Inhibitory neuron,LINC00237
Siletti2023_human,Inhibitory neuron,LINC00261
Siletti2023_human,Inhibitory neuron,LINC00298
Siletti2023_human,Inhibitory neuron,LINC00354
Siletti2023_human,Inhibitory neuron,LINC00492
Siletti2023_human,Inhibitory neuron,LINC00540
Siletti2023_human,Inhibitory neuron,LINC00886
Siletti2023_human,Inhibitory neuron,LINC00922
Siletti2023_human,Inhibitory neuron,LINC00943
Siletti2023_human,Inhibitory neuron,LINC01035
Siletti2023_human,Inhibitory neuron,LINC01162
Siletti2023_human,Inhibitory neuron,LINC01210
Siletti2023_human,Inhibitory neuron,LINC01305
Siletti2023_human,Inhibitory neuron,LINC01344
Siletti2023_human,Inhibitory neuron,LINC01411
Siletti2023_human,Inhibitory neuron,LINC01416
Siletti2023_human,Inhibitory neuron,LINC01470
Siletti2023_human,Inhibitory neuron,LINC01497
Siletti2023_human,Inhibitory neuron,LINC01550
Siletti2023_human,Inhibitory neuron,LINC01687
Siletti2023_human,Inhibitory neuron,LINC01692
Siletti2023_human,Inhibitory neuron,LINC01735
Siletti2023_human,Inhibitory neuron,LINC01812
Siletti2023_human,Inhibitory neuron,LINC01833
Siletti2023_human,Inhibitory neuron,LINC01837
Siletti2023_human,Inhibitory neuron,LINC01876
Siletti2023_human,Inhibitory neuron,LINC01885
Siletti2023_human,Inhibitory neuron,LINC01905
Siletti2023_human,Inhibitory neuron,LINC01920
Siletti2023_human,Inhibitory neuron,LINC01931
Siletti2023_human,Inhibitory neuron,LINC01933
Siletti2023_human,Inhibitory neuron,LINC01938
Siletti2023_human,Inhibitory neuron,LINC01951
Siletti2023_human,Inhibitory neuron,LINC01956
Siletti2023_human,Inhibitory neuron,LINC01997
Siletti2023_human,Inhibitory neuron,LINC02055
Siletti2023_human,Inhibitory neuron,LINC02058
Siletti2023_human,Inhibitory neuron,LINC02137
Siletti2023_human,Inhibitory neuron,LINC02144
Siletti2023_human,Inhibitory neuron,LINC02192
Siletti2023_human,Inhibitory neuron,LINC02203
Siletti2023_human,Inhibitory neuron,LINC02253
Siletti2023_human,Inhibitory neuron,LINC02397
Siletti2023_human,Inhibitory neuron,LINC02462
Siletti2023_human,Inhibitory neuron,LINC02488
Siletti2023_human,Inhibitory neuron,LINC02520
Siletti2023_human,Inhibitory neuron,LINC02552
Siletti2023_human,Inhibitory neuron,LINC02624
Siletti2023_human,Inhibitory neuron,LINC02794
Siletti2023_human,Inhibitory neuron,LIPG
Siletti2023_human,Inhibitory neuron,LMCD1
Siletti2023_human,Inhibitory neuron,LMNTD1
Siletti2023_human,Inhibitory neuron,LMO1
Siletti2023_human,Inhibitory neuron,LOXHD1
Siletti2023_human,Inhibitory neuron,LPL
Siletti2023_human,Inhibitory neuron,LRRC38
Siletti2023_human,Inhibitory neuron,MAB21L2
Siletti2023_human,Inhibitory neuron,MAFB
Siletti2023_human,Inhibitory neuron,MARCHF11-AS1
Siletti2023_human,Inhibitory neuron,MCOLN2
Siletti2023_human,Inhibitory neuron,MCUB
Siletti2023_human,Inhibitory neuron,MECOM
Siletti2023_human,Inhibitory neuron,MEPE
Siletti2023_human,Inhibitory neuron,MME
Siletti2023_human,Inhibitory neuron,MSR1
Siletti2023_human,Inhibitory neuron,MTND6P22
Siletti2023_human,Inhibitory neuron,MUC19
Siletti2023_human,Inhibitory neuron,MYB
Siletti2023_human,Inhibitory neuron,MYBPC1
Siletti2023_human,Inhibitory neuron,MYH11
Siletti2023_human,Inhibitory neuron,MYHAS
Siletti2023_human,Inhibitory neuron,MYO3A
Siletti2023_human,Inhibitory neuron,MYO3B
Siletti2023_human,Inhibitory neuron,MYO5B
Siletti2023_human,Inhibitory neuron,NANOS1
Siletti2023_human,Inhibitory neuron,NCAM1-AS1
Siletti2023_human,Inhibitory neuron,NDNF
Siletti2023_human,Inhibitory neuron,NFIA-AS2
Siletti2023_human,Inhibitory neuron,NGF
Siletti2023_human,Inhibitory neuron,NMB
Siletti2023_human,Inhibitory neuron,NMBR
Siletti2023_human,Inhibitory neuron,NMU
Siletti2023_human,Inhibitory neuron,NOG
Siletti2023_human,Inhibitory neuron,NOS1
Siletti2023_human,Inhibitory neuron,NPFFR2
Siletti2023_human,Inhibitory neuron,NPNT
Siletti2023_human,Inhibitory neuron,NPPC
Siletti2023_human,Inhibitory neuron,NPR3
Siletti2023_human,Inhibitory neuron,NPSR1
Siletti2023_human,Inhibitory neuron,NPY
Siletti2023_human,Inhibitory neuron,NR2E1
Siletti2023_human,Inhibitory neuron,NTS
Siletti2023_human,Inhibitory neuron,NXPH2
Siletti2023_human,Inhibitory neuron,ONECUT1
Siletti2023_human,Inhibitory neuron,ONECUT3
Siletti2023_human,Inhibitory neuron,OSTM1-AS1
Siletti2023_human,Inhibitory neuron,OSTN
Siletti2023_human,Inhibitory neuron,OTOF
Siletti2023_human,Inhibitory neuron,OTP
Siletti2023_human,Inhibitory neuron,OTX2
Siletti2023_human,Inhibitory neuron,OTX2-AS1
Siletti2023_human,Inhibitory neuron,P2RX2
Siletti2023_human,Inhibitory neuron,P2RY1
Siletti2023_human,Inhibitory neuron,PAWR
Siletti2023_human,Inhibitory neuron,PAX2
Siletti2023_human,Inhibitory neuron,PAX3
Siletti2023_human,Inhibitory neuron,PAX5
Siletti2023_human,Inhibitory neuron,PAX6
Siletti2023_human,Inhibitory neuron,PAX7
Siletti2023_human,Inhibitory neuron,PCDH11Y
Siletti2023_human,Inhibitory neuron,PCDH18
Siletti2023_human,Inhibitory neuron,PCP2
Siletti2023_human,Inhibitory neuron,PDCL2
Siletti2023_human,Inhibitory neuron,PDGFD
Siletti2023_human,Inhibitory neuron,PDYN
Siletti2023_human,Inhibitory neuron,PENK
Siletti2023_human,Inhibitory neuron,PGR
Siletti2023_human,Inhibitory neuron,PGR-AS1
Siletti2023_human,Inhibitory neuron,PKP2
Siletti2023_human,Inhibitory neuron,PLEK
Siletti2023_human,Inhibitory neuron,PLEKHH2
Siletti2023_human,Inhibitory neuron,PLSCR5
Siletti2023_human,Inhibitory neuron,PMCH
Siletti2023_human,Inhibitory neuron,PNOC
Siletti2023_human,Inhibitory neuron,PPP1R1C
Siletti2023_human,Inhibitory neuron,PRDM1
Siletti2023_human,Inhibitory neuron,PRDM12
Siletti2023_human,Inhibitory neuron,PRDM16
Siletti2023_human,Inhibitory neuron,PRDM16-DT
Siletti2023_human,Inhibitory neuron,PROK2
Siletti2023_human,Inhibitory neuron,PROM1
Siletti2023_human,Inhibitory neuron,PRSS12
Siletti2023_human,Inhibitory neuron,PRSS35
Siletti2023_human,Inhibitory neuron,PRTG
Siletti2023_human,Inhibitory neuron,PTGDR
Siletti2023_human,Inhibitory neuron,PTGFR
Siletti2023_human,Inhibitory neuron,PTHLH
Siletti2023_human,Inhibitory neuron,PTPN7
Siletti2023_human,Inhibitory neuron,PVALB
Siletti2023_human,Inhibitory neuron,RADX
Siletti2023_human,Inhibitory neuron,RASGRF2-AS1
Siletti2023_human,Inhibitory neuron,RD3
Siletti2023_human,Inhibitory neuron,RDH10
Siletti2023_human,Inhibitory neuron,RELN
Siletti2023_human,Inhibitory neuron,RGS5
Siletti2023_human,Inhibitory neuron,RNF144B
Siletti2023_human,Inhibitory neuron,ROR1
Siletti2023_human,Inhibitory neuron,ROR2
Siletti2023_human,Inhibitory neuron,RXRG
Siletti2023_human,Inhibitory neuron,S100A10
Siletti2023_human,Inhibitory neuron,S100Z
Siletti2023_human,Inhibitory neuron,SAMD11
Siletti2023_human,Inhibitory neuron,SCARA5
Siletti2023_human,Inhibitory neuron,SCGN
Siletti2023_human,Inhibitory neuron,SCIN
Siletti2023_human,Inhibitory neuron,SCML4
Siletti2023_human,Inhibitory neuron,SCN5A
Siletti2023_human,Inhibitory neuron,SCTR
Siletti2023_human,Inhibitory neuron,SFRP1
Siletti2023_human,Inhibitory neuron,SGO1-AS1
Siletti2023_human,Inhibitory neuron,SHISA8
Siletti2023_human,Inhibitory neuron,SHISAL2B
Siletti2023_human,Inhibitory neuron,SIX3
Siletti2023_human,Inhibitory neuron,SIX6
Siletti2023_human,Inhibitory neuron,SLC10A4
Siletti2023_human,Inhibitory neuron,SLC17A8
Siletti2023_human,Inhibitory neuron,SLC22A3
Siletti2023_human,Inhibitory neuron,SLC25A24P1
Siletti2023_human,Inhibitory neuron,SLC25A48
Siletti2023_human,Inhibitory neuron,SLC27A6
Siletti2023_human,Inhibitory neuron,SLC35D3
Siletti2023_human,Inhibitory neuron,SLC4A11
Siletti2023_human,Inhibitory neuron,SLC5A7
Siletti2023_human,Inhibitory neuron,SLC6A2
Siletti2023_human,Inhibitory neuron,SLC6A5
Siletti2023_human,Inhibitory neuron,SLC7A3
Siletti2023_human,Inhibitory neuron,SMOC2
Siletti2023_human,Inhibitory neuron,SNTG2
Siletti2023_human,Inhibitory neuron,SOX14
Siletti2023_human,Inhibitory neuron,SOX6
Siletti2023_human,Inhibitory neuron,SP8
Siletti2023_human,Inhibitory neuron,SRD5A2
Siletti2023_human,Inhibitory neuron,SRPK3
Siletti2023_human,Inhibitory neuron,SST
Siletti2023_human,Inhibitory neuron,ST8SIA6
Siletti2023_human,Inhibitory neuron,STAC
Siletti2023_human,Inhibitory neuron,STK26
Siletti2023_human,Inhibitory neuron,STK32B
Siletti2023_human,Inhibitory neuron,SULF1
Siletti2023_human,Inhibitory neuron,TAC1
Siletti2023_human,Inhibitory neuron,TAC3
Siletti2023_human,Inhibitory neuron,TACR1
Siletti2023_human,Inhibitory neuron,TACR3
Siletti2023_human,Inhibitory neuron,TBX3
Siletti2023_human,Inhibitory neuron,TCIM
Siletti2023_human,Inhibitory neuron,TENT5A
Siletti2023_human,Inhibitory neuron,TFAP2A
Siletti2023_human,Inhibitory neuron,TFAP2B
Siletti2023_human,Inhibitory neuron,TH
Siletti2023_human,Inhibitory neuron,TLL2
Siletti2023_human,Inhibitory neuron,TM4SF18
Siletti2023_human,Inhibitory neuron,TMEM100
Siletti2023_human,Inhibitory neuron,TMEM114
Siletti2023_human,Inhibitory neuron,TMEM215
Siletti2023_human,Inhibitory neuron,TMEM255A
Siletti2023_human,Inhibitory neuron,TNFAIP8L3
Siletti2023_human,Inhibitory neuron,TNFSF11
Siletti2023_human,Inhibitory neuron,TNFSF15
Siletti2023_human,Inhibitory neuron,TPTE2P4
Siletti2023_human,Inhibitory neuron,TRABD2B
Siletti2023_human,Inhibitory neuron,TRBC2
Siletti2023_human,Inhibitory neuron,TRDN
Siletti2023_human,Inhibitory neuron,TRG-AS1
Siletti2023_human,Inhibitory neuron,TRH
Siletti2023_human,Inhibitory neuron,TRHR
Siletti2023_human,Inhibitory neuron,TRPC3
Siletti2023_human,Inhibitory neuron,TRPC7
Siletti2023_human,Inhibitory neuron,TRPM8
Siletti2023_human,Inhibitory neuron,TSPAN12
Siletti2023_human,Inhibitory neuron,TTR
Siletti2023_human,Inhibitory neuron,VASH2
Siletti2023_human,Inhibitory neuron,VIP
Siletti2023_human,Inhibitory neuron,VWA5B1
Siletti2023_human,Inhibitory neuron,WFS1
Siletti2023_human,Inhibitory neuron,WNT16
Siletti2023_human,Inhibitory neuron,Z83818.2
Siletti2023_human,Inhibitory neuron,Z96074.1
Siletti2023_human,Inhibitory neuron,ZAP70
Siletti2023_human,Inhibitory neuron,ZCCHC12
Siletti2023_human,Inhibitory neuron,ZIC2
Siletti2023_human,Inhibitory neuron,ZIC5
Siletti2023_human,Inhibitory neuron,ZNF385C
Siletti2023_human,Inhibitory neuron,ZNF676
Siletti2023_human,Inhibitory neuron,ZNF736P9Y
Siletti2023_human,Inhibitory neuron,ZPLD1
Siletti2023_human,Astrocyte,AC012405.1
Siletti2023_human,Astrocyte,AC072022.1
Siletti2023_human,Astrocyte,AC073941.1
Siletti2023_human,Astrocyte,AC090809.1
Siletti2023_human,Astrocyte,AC093535.1
Siletti2023_human,Astrocyte,AC097518.2
Siletti2023_human,Astrocyte,AC098656.1
Siletti2023_human,Astrocyte,AC112253.1
Siletti2023_human,Astrocyte,AEBP1
Siletti2023_human,Astrocyte,AGT
Siletti2023_human,Astrocyte,AL096709.1
Siletti2023_human,Astrocyte,AL137139.2
Siletti2023_human,Astrocyte,AL160272.2
Siletti2023_human,Astrocyte,AL355306.2
Siletti2023_human,Astrocyte,AL445259.1
Siletti2023_human,Astrocyte,AL449403.3
Siletti2023_human,Astrocyte,AL627316.1
Siletti2023_human,Astrocyte,ANGPTL4
Siletti2023_human,Astrocyte,APLNR
Siletti2023_human,Astrocyte,APOC1
Siletti2023_human,Astrocyte,AQP4
Siletti2023_human,Astrocyte,CD38
Siletti2023_human,Astrocyte,CD44
Siletti2023_human,Astrocyte,CPAMD8
Siletti2023_human,Astrocyte,EDNRB
Siletti2023_human,Astrocyte,EFEMP1
Siletti2023_human,Astrocyte,EMX2
Siletti2023_human,Astrocyte,ETNPPL
Siletti2023_human,Astrocyte,F3
Siletti2023_human,Astrocyte,FGFR3
Siletti2023_human,Astrocyte,GFAP
Siletti2023_human,Astrocyte,GJA1
Siletti2023_human,Astrocyte,GJB6
Siletti2023_human,Astrocyte,GLI3
Siletti2023_human,Astrocyte,HPSE2
Siletti2023_human,Astrocyte,ID3
Siletti2023_human,Astrocyte,ITPRID1
Siletti2023_human,Astrocyte,LCAT
Siletti2023_human,Astrocyte,LGR6
Siletti2023_human,Astrocyte,LINC00499
Siletti2023_human,Astrocyte,LINC01094
Siletti2023_human,Astrocyte,LINC01726
Siletti2023_human,Astrocyte,LINC01727
Siletti2023_human,Astrocyte,LINC02649
Siletti2023_human,Astrocyte,MLC1
Siletti2023_human,Astrocyte,MT1G
Siletti2023_human,Astrocyte,NAA11
Siletti2023_human,Astrocyte,OAF
Siletti2023_human,Astrocyte,OBI1-AS1
Siletti2023_human,Astrocyte,PAPLN
Siletti2023_human,Astrocyte,PAX3
Siletti2023_human,Astrocyte,PRDM16-DT
Siletti2023_human,Astrocyte,PYGM
Siletti2023_human,Astrocyte,RANBP3L
Siletti2023_human,Astrocyte,RASL12
Siletti2023_human,Astrocyte,SDC4
Siletti2023_human,Astrocyte,SLC14A1
Siletti2023_human,Astrocyte,SLC7A10
Siletti2023_human,Astrocyte,SMTN
Siletti2023_human,Astrocyte,TNC
Siletti2023_human,Astrocyte,ZNF98
Siletti2023_human,Oligodendrocyte,AC004690.2
Siletti2023_human,Oligodendrocyte,AC007106.2
Siletti2023_human,Oligodendrocyte,AC008945.2
Siletti2023_human,Oligodendrocyte,AC012494.2
Siletti2023_human,Oligodendrocyte,AC020909.2
Siletti2023_human,Oligodendrocyte,AC026746.1
Siletti2023_human,Oligodendrocyte,AC061958.1
Siletti2023_human,Oligodendrocyte,AC093330.1
Siletti2023_human,Oligodendrocyte,AC103831.1
Siletti2023_human,Oligodendrocyte,AC108721.1
Siletti2023_human,Oligodendrocyte,AC108721.2
Siletti2023_human,Oligodendrocyte,AC110285.1
Siletti2023_human,Oligodendrocyte,AC110809.1
Siletti2023_human,Oligodendrocyte,AC114485.1
Siletti2023_human,Oligodendrocyte,AL033523.1
Siletti2023_human,Oligodendrocyte,AL589787.1
Siletti2023_human,Oligodendrocyte,AL591115.1
Siletti2023_human,Oligodendrocyte,ASPA
Siletti2023_human,Oligodendrocyte,CARNS1
Siletti2023_human,Oligodendrocyte,CD9
Siletti2023_human,Oligodendrocyte,CNDP1
Siletti2023_human,Oligodendrocyte,FOLH1
Siletti2023_human,Oligodendrocyte,ITGA2
Siletti2023_human,Oligodendrocyte,LINC00639
Siletti2023_human,Oligodendrocyte,LINC01170
Siletti2023_human,Oligodendrocyte,LINC01445
Siletti2023_human,Oligodendrocyte,LINC01549
Siletti2023_human,Oligodendrocyte,LINC01608
Siletti2023_human,Oligodendrocyte,LINC01792
Siletti2023_human,Oligodendrocyte,LINC01949
Siletti2023_human,Oligodendrocyte,LINC02882
Siletti2023_human,Oligodendrocyte,LRP2
Siletti2023_human,Oligodendrocyte,MAG
Siletti2023_human,Oligodendrocyte,MAL
Siletti2023_human,Oligodendrocyte,MBOAT1
Siletti2023_human,Oligodendrocyte,MOG
Siletti2023_human,Oligodendrocyte,MUSK
Siletti2023_human,Oligodendrocyte,NKX6-2
Siletti2023_human,Oligodendrocyte,OPALIN
Siletti2023_human,Oligodendrocyte,PDE4B-AS1
Siletti2023_human,Oligodendrocyte,PLLP
Siletti2023_human,Oligodendrocyte,PPP1R14A
Siletti2023_human,Oligodendrocyte,PTCSC3
Siletti2023_human,Oligodendrocyte,RNASE1
Siletti2023_human,Oligodendrocyte,S100A1
Siletti2023_human,Oligodendrocyte,S100B
Siletti2023_human,Oligodendrocyte,SH3TC2
Siletti2023_human,Oligodendrocyte,SLC5A11
Siletti2023_human,Oligodendrocyte,SLCO1A2
Siletti2023_human,Oligodendrocyte,SPATA22
Siletti2023_human,Oligodendrocyte,TMEM98
Siletti2023_human,OPC,AC004852.2
Siletti2023_human,OPC,AC008080.4
Siletti2023_human,OPC,AC012494.1
Siletti2023_human,OPC,AC020909.2
Siletti2023_human,OPC,AC022433.1
Siletti2023_human,OPC,AC110285.1
Siletti2023_human,OPC,AC117464.1
Siletti2023_human,OPC,ACAN
Siletti2023_human,OPC,ADAM33
Siletti2023_human,OPC,AL033523.1
Siletti2023_human,OPC,AL512308.1
Siletti2023_human,OPC,APCDD1
Siletti2023_human,OPC,BCAS1
Siletti2023_human,OPC,BX284613.2
Siletti2023_human,OPC,C1QTNF5
Siletti2023_human,OPC,CD22
Siletti2023_human,OPC,CDH1
Siletti2023_human,OPC,CLIC6
Siletti2023_human,OPC,CNDP1
Siletti2023_human,OPC,COL20A1
Siletti2023_human,OPC,COL9A1
Siletti2023_human,OPC,CSPG4
Siletti2023_human,OPC,DCT
Siletti2023_human,OPC,DOCK6
Siletti2023_human,OPC,ECRG4
Siletti2023_human,OPC,FA2H
Siletti2023_human,OPC,FBLN1
Siletti2023_human,OPC,FBP2
Siletti2023_human,OPC,FERMT1
Siletti2023_human,OPC,FIBIN
Siletti2023_human,OPC,FMO3
Siletti2023_human,OPC,FMO6P
Siletti2023_human,OPC,FOLR1
Siletti2023_human,OPC,FRG2DP
Siletti2023_human,OPC,GPNMB
Siletti2023_human,OPC,GPR17
Siletti2023_human,OPC,GREM1
Siletti2023_human,OPC,IGFBP7
Siletti2023_human,OPC,INAVA
Siletti2023_human,OPC,KANK2
Siletti2023_human,OPC,LHFPL3-AS1
Siletti2023_human,OPC,LINC00402
Siletti2023_human,OPC,LINC00639
Siletti2023_human,OPC,LINC00906
Siletti2023_human,OPC,LINC01099
Siletti2023_human,OPC,LINC01447
Siletti2023_human,OPC,LINC01608
Siletti2023_human,OPC,LINC01792
Siletti2023_human,OPC,MDFI
Siletti2023_human,OPC,MIR503HG
Siletti2023_human,OPC,MOBP
Siletti2023_human,OPC,MROH9
Siletti2023_human,OPC,MYRF
Siletti2023_human,OPC,NKX2-2
Siletti2023_human,OPC,OLIG1
Siletti2023_human,OPC,OLIG2
Siletti2023_human,OPC,OPALIN
Siletti2023_human,OPC,PDGFRA
Siletti2023_human,OPC,PRR5L
Siletti2023_human,OPC,SH3TC2-DT
Siletti2023_human,OPC,SLC39A12
Siletti2023_human,OPC,SLC5A11
Siletti2023_human,OPC,SOD3
Siletti2023_human,OPC,TNS3
Siletti2023_human,OPC,TTR
Siletti2023_human,OPC,VCAN
Siletti2023_human,OPC,VCAN-AS1
Siletti2023_human,OPC,Z94057.1
Siletti2023_human,Microglia,AIF1
Siletti2023_human,Microglia,AL392172.1
Siletti2023_human,Microglia,APBB1IP
Siletti2023_human,Microglia,C1QB
Siletti2023_human,Microglia,C1QC
Siletti2023_human,Microglia,C3
Siletti2023_human,Microglia,CCDC26
Siletti2023_human,Microglia,CD163
Siletti2023_human,Microglia,CD69
Siletti2023_human,Microglia,CD74
Siletti2023_human,Microglia,CD84
Siletti2023_human,Microglia,CSF1R
Siletti2023_human,Microglia,CX3CR1
Siletti2023_human,Microglia,CXCR4
Siletti2023_human,Microglia,DOCK8
Siletti2023_human,Microglia,F13A1
Siletti2023_human,Microglia,FCGR2C
Siletti2023_human,Microglia,FYB1
Siletti2023_human,Microglia,GPR183
Siletti2023_human,Microglia,HLA-DPA1
Siletti2023_human,Microglia,HLA-DQA1
Siletti2023_human,Microglia,HLA-DRA
Siletti2023_human,Microglia,HLA-DRB1
Siletti2023_human,Microglia,HLA-DRB5
Siletti2023_human,Microglia,IFI30
Siletti2023_human,Microglia,ITGAX
Siletti2023_human,Microglia,LILRB5
Siletti2023_human,Microglia,LINC00278
Siletti2023_human,Microglia,LINC00996
Siletti2023_human,Microglia,LNCAROD
Siletti2023_human,Microglia,MRC1
Siletti2023_human,Microglia,MS4A4A
Siletti2023_human,Microglia,MS4A4E
Siletti2023_human,Microglia,MS4A6A
Siletti2023_human,Microglia,OLR1
Siletti2023_human,Microglia,PIK3R5
Siletti2023_human,Microglia,PTPRC
Siletti2023_human,Microglia,RGS1
Siletti2023_human,Microglia,SIGLEC1
Siletti2023_human,Microglia,SRGN
Siletti2023_human,Microglia,STAB1
Siletti2023_human,Microglia,SYK
Siletti2023_human,Microglia,TNFRSF1B
Siletti2023_human,Microglia,TTR
Siletti2023_human,Microglia,TYROBP
Siletti2023_human,Vascular,ABCG2
Siletti2023_human,Vascular,ACTA2
Siletti2023_human,Vascular,ADIRF
Siletti2023_human,Vascular,ANO2
Siletti2023_human,Vascular,ATP1A2
Siletti2023_human,Vascular,BGN
Siletti2023_human,Vascular,CARMN
Siletti2023_human,Vascular,CAVIN2
Siletti2023_human,Vascular,CCL19
Siletti2023_human,Vascular,CD34
Siletti2023_human,Vascular,CFH
Siletti2023_human,Vascular,CLDN5
Siletti2023_human,Vascular,CLEC1A
Siletti2023_human,Vascular,CLEC2B
Siletti2023_human,Vascular,COLEC12
Siletti2023_human,Vascular,CXCL2
Siletti2023_human,Vascular,CYSLTR2
Siletti2023_human,Vascular,DCN
Siletti2023_human,Vascular,EPAS1
Siletti2023_human,Vascular,FHL5
Siletti2023_human,Vascular,FLI1
Siletti2023_human,Vascular,FLT1
Siletti2023_human,Vascular,GGT5
Siletti2023_human,Vascular,HLA-E
Siletti2023_human,Vascular,ICAM1
Siletti2023_human,Vascular,IFI27
Siletti2023_human,Vascular,IFITM2
Siletti2023_human,Vascular,IFITM3
Siletti2023_human,Vascular,IL1R1
Siletti2023_human,Vascular,ITIH5
Siletti2023_human,Vascular,KDR
Siletti2023_human,Vascular,KLF2
Siletti2023_human,Vascular,LINC02147
Siletti2023_human,Vascular,MECOM
Siletti2023_human,Vascular,MGP
Siletti2023_human,Vascular,MUSTN1
Siletti2023_human,Vascular,MYL9
Siletti2023_human,Vascular,NOSTRIN
Siletti2023_human,Vascular,NOTCH3
Siletti2023_human,Vascular,PKHD1L1
Siletti2023_human,Vascular,PLA1A
Siletti2023_human,Vascular,PLVAP
Siletti2023_human,Vascular,PRELP
Siletti2023_human,Vascular,SEMA3G
Siletti2023_human,Vascular,SERPINE1
Siletti2023_human,Vascular,SERPINH1
Siletti2023_human,Vascular,SLC12A7
Siletti2023_human,Vascular,SLC38A5
Siletti2023_human,Vascular,SLC6A12
Siletti2023_human,Vascular,SLC6A13
Siletti2023_human,Vascular,SMAD6
Siletti2023_human,Vascular,SOX18
Siletti2023_human,Vascular,TBX18
Siletti2023_human,Vascular,TBX2
Siletti2023_human,Vascular,TFPI
Siletti2023_human,Vascular,TGM2
Siletti2023_human,Vascular,TM4SF1
Siletti2023_human,Vascular,TM4SF18
Siletti2023_human,Vascular,VCAM1
Siletti2023_human,Vascular,VIM
Siletti2023_human,Vascular,VWF
Siletti2023_human,Vascular,ZFP36
