"gene_id","highest_network","pseudobulk_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000032791","Occipital/Temporal",0.121868502579801,"STX6","protein_coding"
"ENSMFAG00000036719","Lateral Prefrontal Cortex",0.311399080333183,"MR1","protein_coding"
"ENSMFAG00000017437","Occipital/Temporal",0.505725130901887,"IER5","protein_coding"
"ENSMFAG00000039476","Hippocampal formation",0.578887763608462,"CACNA1E","protein_coding"
"ENSMFAG00000018469","Orbitomedial Prefrontal Cortex (OMPFC)",1.03689478131417,"RF00001","rRNA"
"ENSMFAG00000013861","Hippocampal formation",0.620437599439676,"ENSMFAG00000013861","protein_coding"
"ENSMFAG00000011021","Lateral Prefrontal Cortex",0.507426470920101,"RF00100","misc_RNA"
"ENSMFAG00000046517","Subcortical",2.68819686870228,"ENSMFAG00000046517","lincRNA"
"ENSMFAG00000040506","Lateral Prefrontal Cortex",0.264305450979514,"GLUL","protein_coding"
"ENSMFAG00000044965","Cingulate gyrus",0.157379351720632,"RNASEL","protein_coding"
"ENSMFAG00000041045","Subcortical",2.62855421323374,"RGS16","protein_coding"
"ENSMFAG00000035700","Subcortical",1.86804960578215,"RGS8","protein_coding"
"ENSMFAG00000034260","Orbitomedial Prefrontal Cortex (OMPFC)",0.107741358544542,"NPL","protein_coding"
"ENSMFAG00000041152","Occipital/Temporal",0.130257783434237,"DHX9","protein_coding"
"ENSMFAG00000033997","Occipital/Temporal",0.132417338649276,"LAMC1","protein_coding"
"ENSMFAG00000000974","Subcortical",2.69965918382891,"LAMC2","protein_coding"
"ENSMFAG00000043841","Lateral Prefrontal Cortex",0.16439076261342,"NMNAT2","protein_coding"
"ENSMFAG00000031653","Hippocampal formation",0.161694055239002,"SMG7","protein_coding"
"ENSMFAG00000036375","Subcortical",0.822809744792031,"NCF2","protein_coding"
"ENSMFAG00000036678","Lateral Prefrontal Cortex",0.295362024712119,"ARPC5","protein_coding"
"ENSMFAG00000032110","Temporal",0.122869246843695,"RGL1","protein_coding"
"ENSMFAG00000000787","Cingulate gyrus",0.328439053513357,"COLGALT2","protein_coding"
"ENSMFAG00000037321","Parietal, and Parieto-occipital region",0.266304491200916,"ENSMFAG00000037321","protein_coding"
"ENSMFAG00000045835","Operculum/Insula",0.170264876700383,"C1orf21","protein_coding"
"ENSMFAG00000029224","Lateral Prefrontal Cortex",0.238535634006352,"ENSMFAG00000029224","protein_coding"
"ENSMFAG00000032349","Lateral Prefrontal Cortex",0.179760669706077,"EDEM3","protein_coding"
"ENSMFAG00000035390","Subcortical",0.74196023660892,"FAM129A","protein_coding"
"ENSMFAG00000036583","Orbitomedial Prefrontal Cortex (OMPFC)",0.211612170182368,"RNF2","protein_coding"
"ENSMFAG00000037592","Parietal, and Parieto-occipital region",0.126598414260636,"TRMT1L","protein_coding"
"ENSMFAG00000031793","Occipital/Temporal",0.197738201383013,"SWT1","protein_coding"
"ENSMFAG00000038957","Occipital/Temporal",0.437960623082879,"RF00019","misc_RNA"
"ENSMFAG00000039625","Subcortical",0.649254626898774,"IVNS1ABP","protein_coding"
"ENSMFAG00000037495","Frontal (agranular frontal motor areas)",0.848746949362789,"HMCN1","protein_coding"
"ENSMFAG00000045020","Hippocampal formation",2.77158159713562,"PRG4","protein_coding"
"ENSMFAG00000007615","Frontal (agranular frontal motor areas)",0.643142604794283,"RF00026","snRNA"
"ENSMFAG00000032525","Parietal, and Parieto-occipital region",0.16283478819884,"TPR","protein_coding"
"ENSMFAG00000033358","Occipital/Temporal",0.254360270715367,"ODR4","protein_coding"
"ENSMFAG00000029066","Lateral Prefrontal Cortex",0.820652034483937,"PTGS2","protein_coding"
"ENSMFAG00000043784","Frontal (agranular frontal motor areas)",0.551842178912075,"PLA2G4A","protein_coding"
"ENSMFAG00000003865","Lateral Prefrontal Cortex",0.528862882677338,"ENSMFAG00000003865","protein_coding"
"ENSMFAG00000032508","Subcortical",1.01801865785733,"ENSMFAG00000032508","protein_coding"
"ENSMFAG00000045708","Orbitomedial Prefrontal Cortex (OMPFC)",0.64580053235648,"BRINP3","protein_coding"
"ENSMFAG00000013978","Lateral Prefrontal Cortex",0.201130104022901,"ENSMFAG00000013978","protein_coding"
"ENSMFAG00000033041","Subcortical",0.675167472372554,"RGS18","protein_coding"
"ENSMFAG00000036716","Subcortical",0.997794158424986,"RGS1","protein_coding"
"ENSMFAG00000033433","Subcortical",0.387733403363329,"RGS2","protein_coding"
"ENSMFAG00000023005","Lateral Prefrontal Cortex",0.795887076449571,"ENSMFAG00000023005","protein_coding"
"ENSMFAG00000038349","Parietal, and Parieto-occipital region",0.260762920147245,"UCHL5","protein_coding"
"ENSMFAG00000005319","Cingulate gyrus",0.520858502281731,"RF01233","snoRNA"
"ENSMFAG00000016020","Lateral Prefrontal Cortex",0.136465783825095,"RO60","protein_coding"
"ENSMFAG00000038709","Lateral Prefrontal Cortex",0.315506429520475,"GLRX2","protein_coding"
"ENSMFAG00000042168","Lateral Prefrontal Cortex",0.15171845427087,"CDC73","protein_coding"
"ENSMFAG00000030327","Cingulate gyrus",0.446567211899,"B3GALT2","protein_coding"
"ENSMFAG00000030333","Subcortical",0.271058723454239,"ENSMFAG00000030333","protein_coding"
"ENSMFAG00000025647","Subcortical",0.347300222705803,"ENSMFAG00000025647","pseudogene"
"ENSMFAG00000030817","Lateral Prefrontal Cortex",0.565544093777135,"KCNT2","protein_coding"
"ENSMFAG00000033168","Lateral Prefrontal Cortex",0.625340519844035,"ENSMFAG00000033168","protein_coding"
"ENSMFAG00000039896","Subcortical",0.486267667607311,"CFH","protein_coding"
"ENSMFAG00000033730","Cingulate gyrus",0.418566364137441,"CFHR5","protein_coding"
"ENSMFAG00000044554","Lateral Prefrontal Cortex",0.347124264443194,"ASPM","protein_coding"
"ENSMFAG00000042390","Parietal, and Parieto-occipital region",0.202452413877658,"ZBTB41","protein_coding"
"ENSMFAG00000038351","Frontal (agranular frontal motor areas)",0.798211688999785,"ENSMFAG00000038351","protein_coding"
"ENSMFAG00000037248","Hippocampal formation",0.340548860494827,"CRB1","protein_coding"
"ENSMFAG00000040708","Lateral Prefrontal Cortex",0.130472489789701,"DENND1B","protein_coding"
"ENSMFAG00000009741","Lateral Prefrontal Cortex",0.490390401910267,"RF00019","misc_RNA"
"ENSMFAG00000033918","Occipital/Temporal",0.457678527231593,"ENSMFAG00000033918","protein_coding"
"ENSMFAG00000001268","Hippocampal formation",0.610922152670817,"C1orf53","protein_coding"
"ENSMFAG00000037285","Hippocampal formation",3.20094622778373,"LHX9","protein_coding"
"ENSMFAG00000042183","Subcortical",0.322586619666254,"NEK7","protein_coding"
"ENSMFAG00000044827","Subcortical",0.859822929726322,"PTPRC","protein_coding"
"ENSMFAG00000016170","Occipital/Temporal",0.837319945857564,"MIR181B1","miRNA"
"ENSMFAG00000007250","Parietal, and Parieto-occipital region",1.02626427572945,"MIR181A1","miRNA"
"ENSMFAG00000003840","Occipital/Temporal",0.792792780438115,"ENSMFAG00000003840","protein_coding"
"ENSMFAG00000036373","Hippocampal formation",3.54673981131766,"NR5A2","protein_coding"
"ENSMFAG00000001954","Occipital/Temporal",0.275607418644263,"ENSMFAG00000001954","pseudogene"
"ENSMFAG00000045576","Hippocampal formation",0.629509970918602,"KIF14","protein_coding"
"ENSMFAG00000040764","Subcortical",0.7616968473587,"ENSMFAG00000040764","pseudogene"
"ENSMFAG00000035416","Occipital/Temporal",0.195748847992599,"DDX59","protein_coding"
"ENSMFAG00000041258","Parietal, and Parieto-occipital region",0.148777780857493,"CAMSAP2","protein_coding"
"ENSMFAG00000005397","Hippocampal formation",1.69654427254043,"GPR25","protein_coding"
"ENSMFAG00000000317","Subcortical",0.766165636208523,"INAVA","protein_coding"
"ENSMFAG00000039907","Hippocampal formation",1.15870085816668,"KIF21B","protein_coding"
"ENSMFAG00000037274","Operculum/Insula",1.41444041266235,"CACNA1S","protein_coding"
"ENSMFAG00000045521","Hippocampal formation",0.760152362125326,"ASCL5","protein_coding"
"ENSMFAG00000041944","Hippocampal formation",0.380152083612034,"TMEM9","protein_coding"
"ENSMFAG00000045449","Hippocampal formation",1.00106443412264,"IGFN1","protein_coding"
"ENSMFAG00000003596","Cingulate gyrus",0.49150156917308,"PKP1","protein_coding"
"ENSMFAG00000003567","Orbitomedial Prefrontal Cortex (OMPFC)",0.796438076683016,"TNNT2","protein_coding"
"ENSMFAG00000044742","Subcortical",2.77881746069208,"LAD1","protein_coding"
"ENSMFAG00000037331","Parietal, and Parieto-occipital region",0.600449340392112,"TNNI1","protein_coding"
"ENSMFAG00000024602","Frontal (agranular frontal motor areas)",0.441961018838638,"PHLDA3","protein_coding"
"ENSMFAG00000033632","Subcortical",0.643744310658256,"CSRP1","protein_coding"
"ENSMFAG00000029861","Hippocampal formation",0.558917022824666,"NAV1","protein_coding"
"ENSMFAG00000007064","Occipital/Temporal",0.351104152306804,"ENSMFAG00000007064","miRNA"
"ENSMFAG00000040255","Occipital/Temporal",0.305774926232225,"ENSMFAG00000040255","protein_coding"
"ENSMFAG00000006818","Orbitomedial Prefrontal Cortex (OMPFC)",0.55564492888107,"RF00026","snRNA"
"ENSMFAG00000035917","Cingulate gyrus",0.102041271673361,"IPO9","protein_coding"
"ENSMFAG00000045544","Subcortical",0.440130961027531,"SHISA4","protein_coding"
"ENSMFAG00000039790","Subcortical",0.895391693673405,"LMOD1","protein_coding"
"ENSMFAG00000000231","Lateral Prefrontal Cortex",0.248173922254809,"TIMM17A","protein_coding"
"ENSMFAG00000008155","Hippocampal formation",0.288892589676396,"RF00156","snoRNA"
"ENSMFAG00000001997","Subcortical",0.273804016002533,"RNPEP","protein_coding"
"ENSMFAG00000037333","Hippocampal formation",0.845076391629103,"ELF3","protein_coding"
"ENSMFAG00000045614","Subcortical",0.418142718512636,"GPR37L1","protein_coding"
"ENSMFAG00000000767","Hippocampal formation",0.403386186908678,"ARL8A","protein_coding"
"ENSMFAG00000039305","Subcortical",6.20816204440499,"PTPN7","protein_coding"
"ENSMFAG00000035892","Hippocampal formation",1.02588274137838,"LGR6","protein_coding"
"ENSMFAG00000042839","Lateral Prefrontal Cortex",0.291463007029487,"UBE2T","protein_coding"
"ENSMFAG00000003726","Orbitomedial Prefrontal Cortex (OMPFC)",0.197422439641848,"PPP1R12B","protein_coding"
"ENSMFAG00000002911","Temporal",0.20548573789008,"ENSMFAG00000002911","protein_coding"
"ENSMFAG00000041286","Occipital/Temporal",0.243950713907699,"ENSMFAG00000041286","protein_coding"
"ENSMFAG00000042825","Frontal (agranular frontal motor areas)",1.76262699993457,"SYT2","protein_coding"
"ENSMFAG00000017880","Occipital/Temporal",0.115234771162749,"KDM5B","protein_coding"
"ENSMFAG00000037667","Orbitomedial Prefrontal Cortex (OMPFC)",0.097200733205467,"RABIF","protein_coding"
"ENSMFAG00000031203","Cingulate gyrus",0.174504068891631,"ENSMFAG00000031203","protein_coding"
"ENSMFAG00000023682","Cingulate gyrus",0.629797103168932,"RF00019","misc_RNA"
"ENSMFAG00000007141","Lateral Prefrontal Cortex",0.128911825104582,"ENSMFAG00000007141","protein_coding"
"ENSMFAG00000000852","Hippocampal formation",0.166534763472971,"CYB5R1","protein_coding"
"ENSMFAG00000034100","Lateral Prefrontal Cortex",0.225915774457937,"ENSMFAG00000034100","protein_coding"
"ENSMFAG00000000167","Occipital/Temporal",0.246899506710019,"PPFIA4","protein_coding"
"ENSMFAG00000043657","Parietal, and Parieto-occipital region",0.394756006939446,"MYOG","protein_coding"
"ENSMFAG00000035176","Hippocampal formation",0.605074215430896,"ADORA1","protein_coding"
"ENSMFAG00000038338","Parietal, and Parieto-occipital region",0.647461256480264,"MYBPH","protein_coding"
"ENSMFAG00000003587","Subcortical",1.01107540338352,"CHI3L1","protein_coding"
"ENSMFAG00000045615","Subcortical",1.00469247530505,"CHIT1","protein_coding"
"ENSMFAG00000025652","Subcortical",0.594122567542559,"BTG2","protein_coding"
"ENSMFAG00000033719","Orbitomedial Prefrontal Cortex (OMPFC)",0.628388165914197,"FMOD","protein_coding"
"ENSMFAG00000032153","Orbitomedial Prefrontal Cortex (OMPFC)",0.487246742254002,"ENSMFAG00000032153","protein_coding"
"ENSMFAG00000040633","Hippocampal formation",0.824060762692081,"PRELP","protein_coding"
"ENSMFAG00000045413","Hippocampal formation",1.00984901211266,"OPTC","protein_coding"
"ENSMFAG00000047012","Subcortical",1.22776298070712,"ENSMFAG00000047012","lincRNA"
"ENSMFAG00000046890","Subcortical",1.85970665671057,"ENSMFAG00000046890","lincRNA"
"ENSMFAG00000010073","Hippocampal formation",1.0261121086089,"ATP2B4","protein_coding"
"ENSMFAG00000009102","Orbitomedial Prefrontal Cortex (OMPFC)",0.703290174783331,"RF00599","snoRNA"
"ENSMFAG00000046296","Orbitomedial Prefrontal Cortex (OMPFC)",0.718474681473054,"LAX1","protein_coding"
"ENSMFAG00000003997","Occipital/Temporal",0.168672118237609,"ENSMFAG00000003997","protein_coding"
"ENSMFAG00000036649","Frontal (agranular frontal motor areas)",0.52524589113799,"ENSMFAG00000036649","protein_coding"
"ENSMFAG00000039994","Lateral Prefrontal Cortex",0.422834823218338,"ENSMFAG00000039994","protein_coding"
"ENSMFAG00000032765","Subcortical",0.831906948593462,"SOX13","protein_coding"
"ENSMFAG00000000571","Subcortical",1.62183225850884,"ETNK2","protein_coding"
"ENSMFAG00000000992","Operculum/Insula",1.19650601756191,"REN","protein_coding"
"ENSMFAG00000046289","Subcortical",0.731722941104922,"KISS1","protein_coding"
"ENSMFAG00000032175","Orbitomedial Prefrontal Cortex (OMPFC)",0.370780403433653,"GOLT1A","protein_coding"
"ENSMFAG00000042643","Occipital/Temporal",0.184207128095041,"PLEKHA6","protein_coding"
"ENSMFAG00000039142","Occipital/Temporal",0.156631991346138,"PPP1R15B","protein_coding"
"ENSMFAG00000003126","Subcortical",0.778731880247893,"PIK3C2B","protein_coding"
"ENSMFAG00000033606","Occipital/Temporal",0.245100959031447,"MDM4","protein_coding"
"ENSMFAG00000010454","Hippocampal formation",1.21287873887982,"LRRN2","protein_coding"
"ENSMFAG00000006551","Cingulate gyrus",0.287998989964484,"ENSMFAG00000006551","protein_coding"
"ENSMFAG00000007354","Lateral Prefrontal Cortex",0.313825514291377,"ENSMFAG00000007354","protein_coding"
"ENSMFAG00000033112","Subcortical",0.487050165611864,"NFASC","protein_coding"
"ENSMFAG00000038396","Subcortical",1.13458654680707,"CNTN2","protein_coding"
"ENSMFAG00000012589","Temporal",0.306178602346103,"TMEM81","protein_coding"
"ENSMFAG00000038790","Occipital/Temporal",0.115987939265874,"RBBP5","protein_coding"
"ENSMFAG00000040203","Temporal",0.0835371095084607,"DSTYK","protein_coding"
"ENSMFAG00000034194","Subcortical",0.778346099745225,"ENSMFAG00000034194","protein_coding"
"ENSMFAG00000038713","Hippocampal formation",0.552832567264575,"TMCC2","protein_coding"
"ENSMFAG00000033723","Subcortical",1.41518843665543,"ENSMFAG00000033723","protein_coding"
"ENSMFAG00000038432","Subcortical",0.786031293526083,"NUAK2","protein_coding"
"ENSMFAG00000037118","Hippocampal formation",1.11389598388442,"KLHDC8A","protein_coding"
"ENSMFAG00000036675","Subcortical",1.17861649403701,"LEMD1","protein_coding"
"ENSMFAG00000034746","Lateral Prefrontal Cortex",0.597652546144364,"ENSMFAG00000034746","protein_coding"
"ENSMFAG00000003017","Subcortical",0.466020708142844,"CDK18","protein_coding"
"ENSMFAG00000039412","Hippocampal formation",0.280838337303241,"MFSD4A","protein_coding"
"ENSMFAG00000008092","Occipital/Temporal",0.525841208303408,"RF00026","snRNA"
"ENSMFAG00000033410","Occipital/Temporal",0.291030130482897,"ELK4","protein_coding"
"ENSMFAG00000037035","Frontal (agranular frontal motor areas)",0.719483337522108,"ENSMFAG00000037035","protein_coding"
"ENSMFAG00000045958","Subcortical",1.57037639309537,"SLC45A3","protein_coding"
"ENSMFAG00000037864","Lateral Prefrontal Cortex",0.850362961790157,"ENSMFAG00000037864","protein_coding"
"ENSMFAG00000041134","Parietal, and Parieto-occipital region",0.109566326977943,"NUCKS1","protein_coding"
"ENSMFAG00000035315","Occipital/Temporal",0.681677484267009,"RF00139","snoRNA"
"ENSMFAG00000039685","Subcortical",0.314224739465567,"RAB29","protein_coding"
"ENSMFAG00000041913","Hippocampal formation",0.276388581114619,"SLC41A1","protein_coding"
"ENSMFAG00000039759","Hippocampal formation",0.852259185591421,"PM20D1","protein_coding"
"ENSMFAG00000034099","Subcortical",1.59469140939411,"SLC26A9","protein_coding"
"ENSMFAG00000047024","Subcortical",2.30970316224893,"ENSMFAG00000047024","lincRNA"
"ENSMFAG00000045307","Subcortical",2.06161839790475,"RHEX","protein_coding"
"ENSMFAG00000040573","Hippocampal formation",0.658548604361829,"AVPR1B","protein_coding"
"ENSMFAG00000043825","Operculum/Insula",0.342185484449923,"ENSMFAG00000043825","protein_coding"
"ENSMFAG00000003779","Hippocampal formation",0.234346623750831,"ENSMFAG00000003779","protein_coding"
"ENSMFAG00000042587","Subcortical",1.36738070814292,"IKBKE","protein_coding"
"ENSMFAG00000042279","Frontal (agranular frontal motor areas)",0.378680184817716,"RASSF5","protein_coding"
"ENSMFAG00000033925","Occipital/Temporal",0.0961553177291101,"EIF2D","protein_coding"
"ENSMFAG00000041236","Hippocampal formation",0.884340568868303,"DYRK3","protein_coding"
"ENSMFAG00000033489","Hippocampal formation",0.44612793954126,"MAPKAPK2","protein_coding"
"ENSMFAG00000002918","Lateral Prefrontal Cortex",0.526646157339861,"IL10","protein_coding"
"ENSMFAG00000036818","Subcortical",0.754400537423603,"IL19","protein_coding"
"ENSMFAG00000031534","Operculum/Insula",1.1163000640379,"IL20","protein_coding"
"ENSMFAG00000033129","Hippocampal formation",1.34795106812822,"FCMR","protein_coding"
"ENSMFAG00000033713","Subcortical",1.63767151170445,"C1orf116","protein_coding"
"ENSMFAG00000030569","Occipital/Temporal",0.352535351672964,"YOD1","protein_coding"
"ENSMFAG00000041915","Subcortical",0.116608159128315,"PFKFB2","protein_coding"
"ENSMFAG00000002712","Parietal, and Parieto-occipital region",1.12773073538411,"C4BPB","protein_coding"
"ENSMFAG00000039131","Subcortical",0.392325795574475,"CD55","protein_coding"
"ENSMFAG00000002258","Subcortical",0.709684436301762,"ENSMFAG00000002258","protein_coding"
"ENSMFAG00000030680","Hippocampal formation",0.521944523577837,"CR2","protein_coding"
"ENSMFAG00000003599","Hippocampal formation",1.47482465194599,"CR1","protein_coding"
"ENSMFAG00000000324","Hippocampal formation",2.76378995860846,"CR1L","protein_coding"
"ENSMFAG00000003828","Orbitomedial Prefrontal Cortex (OMPFC)",0.182918485439112,"CD46","protein_coding"
"ENSMFAG00000012010","Occipital/Temporal",0.755177966640125,"MIR29C","miRNA"
"ENSMFAG00000013373","Occipital/Temporal",0.696871717941381,"MIR29B2","miRNA"
"ENSMFAG00000030198","Occipital/Temporal",0.520308939955928,"ENSMFAG00000030198","protein_coding"
"ENSMFAG00000006003","Frontal (agranular frontal motor areas)",0.283938314549387,"CD34","protein_coding"
"ENSMFAG00000003249","Hippocampal formation",0.213126171012432,"PLXNA2","protein_coding"
"ENSMFAG00000046540","Operculum/Insula",1.67824692442295,"ENSMFAG00000046540","lincRNA"
"ENSMFAG00000016548","Hippocampal formation",0.42112629167495,"ENSMFAG00000016548","protein_coding"
"ENSMFAG00000043370","Hippocampal formation",0.382485392716748,"ENSMFAG00000043370","protein_coding"
"ENSMFAG00000041713","Orbitomedial Prefrontal Cortex (OMPFC)",0.442848290579188,"ENSMFAG00000041713","protein_coding"
"ENSMFAG00000002653","Frontal (agranular frontal motor areas)",0.227862182698837,"CAMK1G","protein_coding"
