"gene_id","highest_network","pseudobulk_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000044640","Hippocampal formation",0.428790174096342,"KLC2","protein_coding"
"ENSMFAG00000001271","Hippocampal formation",0.990956827945649,"PACS1","protein_coding"
"ENSMFAG00000003064","Hippocampal formation",0.328889035845508,"SF3B2","protein_coding"
"ENSMFAG00000036368","Hippocampal formation",1.15787238903686,"GAL3ST3","protein_coding"
"ENSMFAG00000000565","Hippocampal formation",1.62495525688267,"CATSPER1","protein_coding"
"ENSMFAG00000002342","Hippocampal formation",2.02627341003,"CST6","protein_coding"
"ENSMFAG00000040776","Hippocampal formation",0.633517790060584,"BANF1","protein_coding"
"ENSMFAG00000038170","Temporal",0.18575356086008,"EIF1AD","protein_coding"
"ENSMFAG00000002484","Subcortical",0.252114260287028,"SART1","protein_coding"
"ENSMFAG00000042007","Orbitomedial Prefrontal Cortex (OMPFC)",1.64227765177737,"TSGA10IP","protein_coding"
"ENSMFAG00000035458","Lateral Prefrontal Cortex",0.245652108121201,"DRAP1","protein_coding"
"ENSMFAG00000035547","Temporal",0.152445172602754,"C11orf68","protein_coding"
"ENSMFAG00000045562","Orbitomedial Prefrontal Cortex (OMPFC)",0.68422255830703,"FOSL1","protein_coding"
"ENSMFAG00000030555","Hippocampal formation",0.32779025570116,"CCDC85B","protein_coding"
"ENSMFAG00000046229","Lateral Prefrontal Cortex",0.15611345516318,"FIBP","protein_coding"
"ENSMFAG00000002290","Subcortical",0.783756298335033,"CTSW","protein_coding"
"ENSMFAG00000033077","Subcortical",0.109820171072593,"EFEMP2","protein_coding"
"ENSMFAG00000035399","Hippocampal formation",0.327656631472216,"MUS81","protein_coding"
"ENSMFAG00000041919","Hippocampal formation",0.453366452287623,"CFL1","protein_coding"
"ENSMFAG00000003675","Hippocampal formation",0.341877181301314,"SNX32","protein_coding"
"ENSMFAG00000003667","Subcortical",0.250425141496102,"OVOL1","protein_coding"
"ENSMFAG00000031665","Hippocampal formation",0.545372388080827,"AP5B1","protein_coding"
"ENSMFAG00000038096","Hippocampal formation",0.258590695801047,"ENSMFAG00000038096","protein_coding"
"ENSMFAG00000001136","Lateral Prefrontal Cortex",0.0663735745056915,"KAT5","protein_coding"
"ENSMFAG00000033297","Subcortical",0.704321170535842,"RELA","protein_coding"
"ENSMFAG00000035897","Hippocampal formation",1.0744312469315,"SIPA1","protein_coding"
"ENSMFAG00000044368","Hippocampal formation",0.523519190153074,"PCNX3","protein_coding"
"ENSMFAG00000000415","Subcortical",1.04116446865964,"MAP3K11","protein_coding"
"ENSMFAG00000000661","Occipital/Temporal",0.747426615389308,"KCNK7","protein_coding"
"ENSMFAG00000043912","Subcortical",0.433073191020467,"EHBP1L1","protein_coding"
"ENSMFAG00000043779","Temporal",0.186694582131636,"FAM89B","protein_coding"
"ENSMFAG00000042498","Hippocampal formation",0.260635074683769,"ZNRD2","protein_coding"
"ENSMFAG00000003349","Hippocampal formation",0.831395836841811,"LTBP3","protein_coding"
"ENSMFAG00000030370","Hippocampal formation",0.341769138847145,"SCYL1","protein_coding"
"ENSMFAG00000009770","Subcortical",0.504542629966785,"RF01684","sRNA"
"ENSMFAG00000008793","Occipital/Temporal",0.6455199747405,"RF01871","misc_RNA"
"ENSMFAG00000009744","Subcortical",1.12504883136187,"RF01684","sRNA"
"ENSMFAG00000010161","Subcortical",0.668647051672934,"MIR612","miRNA"
"ENSMFAG00000021347","Subcortical",1.08945828010138,"RF01957","misc_RNA"
"ENSMFAG00000021421","Subcortical",1.19142733937414,"RF01956","misc_RNA"
"ENSMFAG00000010145","Subcortical",1.24030146581899,"RF01955","misc_RNA"
"ENSMFAG00000033272","Subcortical",0.830703774978948,"FRMD8","protein_coding"
"ENSMFAG00000045518","Cingulate gyrus",0.473147342029913,"SLC25A45","protein_coding"
"ENSMFAG00000023252","Subcortical",0.254707194019511,"TIGD3","protein_coding"
"ENSMFAG00000000560","Subcortical",0.344284068311255,"DPF2","protein_coding"
"ENSMFAG00000025261","Subcortical",1.28362857682481,"CDC42EP2","protein_coding"
"ENSMFAG00000031551","Occipital/Temporal",0.185221161410587,"ENSMFAG00000031551","protein_coding"
"ENSMFAG00000044765","Hippocampal formation",1.98450245189695,"ENSMFAG00000044765","protein_coding"
"ENSMFAG00000037725","Occipital/Temporal",0.368449563543617,"ENSMFAG00000037725","protein_coding"
"ENSMFAG00000001413","Hippocampal formation",0.307552492297162,"CAPN1","protein_coding"
"ENSMFAG00000043469","Cingulate gyrus",0.280951265794942,"SPDYC","protein_coding"
"ENSMFAG00000021262","Occipital/Temporal",0.912148884597846,"RF00004","snRNA"
"ENSMFAG00000037354","Hippocampal formation",0.615917402388451,"SYVN1","protein_coding"
"ENSMFAG00000033395","Lateral Prefrontal Cortex",0.0855622643750706,"MRPL49","protein_coding"
"ENSMFAG00000041619","Hippocampal formation",0.403757747386013,"FAU","protein_coding"
"ENSMFAG00000038773","Hippocampal formation",0.844089164321158,"TM7SF2","protein_coding"
"ENSMFAG00000037911","Hippocampal formation",0.667586163170103,"VPS51","protein_coding"
"ENSMFAG00000031527","Cingulate gyrus",0.44234333142673,"TMEM262","protein_coding"
"ENSMFAG00000044856","Hippocampal formation",0.424738291491302,"ZFPL1","protein_coding"
"ENSMFAG00000045080","Subcortical",0.668626371996987,"CDCA5","protein_coding"
"ENSMFAG00000035435","Temporal",0.497217440727902,"NAALADL1","protein_coding"
"ENSMFAG00000000880","Hippocampal formation",0.793626210466934,"SAC3D1","protein_coding"
"ENSMFAG00000041800","Hippocampal formation",0.642098027786611,"SNX15","protein_coding"
"ENSMFAG00000041098","Hippocampal formation",0.524372708711958,"ARL2","protein_coding"
"ENSMFAG00000039278","Subcortical",0.58023715837434,"BATF2","protein_coding"
"ENSMFAG00000001100","Subcortical",0.636963560852174,"MAJIN","protein_coding"
"ENSMFAG00000040663","Subcortical",1.0440702632041,"GPHA2","protein_coding"
"ENSMFAG00000041875","Subcortical",0.197594894489605,"PPP2R5B","protein_coding"
"ENSMFAG00000002767","Hippocampal formation",0.483831999188673,"ATG2A","protein_coding"
"ENSMFAG00000032608","Hippocampal formation",1.04796596463177,"EHD1","protein_coding"
"ENSMFAG00000046402","Subcortical",1.48151998504376,"CDC42BPG","protein_coding"
"ENSMFAG00000037342","Hippocampal formation",0.498821059043991,"MEN1","protein_coding"
"ENSMFAG00000033122","Hippocampal formation",0.408264410315464,"SF1","protein_coding"
"ENSMFAG00000039378","Hippocampal formation",0.667285370298048,"PYGM","protein_coding"
"ENSMFAG00000019272","Subcortical",2.11138281420424,"RASGRP2","protein_coding"
"ENSMFAG00000037048","Hippocampal formation",0.725830204781133,"NRXN2","protein_coding"
"ENSMFAG00000036152","Subcortical",0.368809043365133,"RPS6KA4","protein_coding"
"ENSMFAG00000030420","Frontal (agranular frontal motor areas)",0.470189709867899,"ENSMFAG00000030420","protein_coding"
"ENSMFAG00000033198","Lateral Prefrontal Cortex",0.352908268198201,"PRDX5","protein_coding"
"ENSMFAG00000044258","Lateral Prefrontal Cortex",0.300172664058985,"ENSMFAG00000044258","protein_coding"
"ENSMFAG00000035878","Frontal (agranular frontal motor areas)",0.457417447579925,"ESRRA","protein_coding"
"ENSMFAG00000002264","Hippocampal formation",0.477259635300229,"KCNK4","protein_coding"
"ENSMFAG00000014289","Occipital/Temporal",0.607068447651723,"RF00019","misc_RNA"
"ENSMFAG00000041235","Hippocampal formation",0.54126054521878,"GPR137","protein_coding"
"ENSMFAG00000035492","Operculum/Insula",0.209363385867817,"BAD","protein_coding"
"ENSMFAG00000044872","Subcortical",0.562931466265997,"PLCB3","protein_coding"
"ENSMFAG00000028668","Hippocampal formation",0.462000445629307,"ENSMFAG00000028668","protein_coding"
"ENSMFAG00000002773","Subcortical",0.489302745518147,"ENSMFAG00000002773","protein_coding"
"ENSMFAG00000044556","Subcortical",0.619554644857461,"VEGFB","protein_coding"
"ENSMFAG00000036941","Occipital/Temporal",0.158519787707181,"DNAJC4","protein_coding"
"ENSMFAG00000000939","Hippocampal formation",0.424279706967068,"NUDT22","protein_coding"
"ENSMFAG00000036828","Subcortical",0.229069702850822,"TRPT1","protein_coding"
"ENSMFAG00000001178","Subcortical",1.40597210507586,"FERMT3","protein_coding"
"ENSMFAG00000045746","Hippocampal formation",0.364218455512082,"STIP1","protein_coding"
"ENSMFAG00000000889","Subcortical",0.455866541977095,"MACROD1","protein_coding"
"ENSMFAG00000021613","Subcortical",0.476815530232756,"ENSMFAG00000021613","protein_coding"
"ENSMFAG00000025476","Hippocampal formation",0.394773852590109,"FLRT1","protein_coding"
"ENSMFAG00000033654","Hippocampal formation",0.550134467588714,"OTUB1","protein_coding"
"ENSMFAG00000001343","Lateral Prefrontal Cortex",0.514035318647293,"COX8A","protein_coding"
"ENSMFAG00000006086","Orbitomedial Prefrontal Cortex (OMPFC)",0.596347209279776,"RF00026","snRNA"
"ENSMFAG00000034118","Cingulate gyrus",0.137450717953477,"NAA40","protein_coding"
"ENSMFAG00000039149","Occipital/Temporal",0.230547611868898,"RCOR2","protein_coding"
"ENSMFAG00000032452","Hippocampal formation",0.241346967145521,"MARK2","protein_coding"
"ENSMFAG00000006074","Lateral Prefrontal Cortex",0.741100958189715,"RF00026","snRNA"
"ENSMFAG00000002160","Hippocampal formation",0.226598254134657,"SPINDOC","protein_coding"
"ENSMFAG00000043567","Hippocampal formation",0.624618331943919,"C11orf95","protein_coding"
"ENSMFAG00000030265","Cingulate gyrus",0.220426988470606,"RTN3","protein_coding"
"ENSMFAG00000017273","Subcortical",2.51404375973258,"PRPH","protein_coding"
"ENSMFAG00000035680","Subcortical",0.434897877843353,"ATL3","protein_coding"
"ENSMFAG00000032359","Subcortical",0.671983251291962,"PLAAT3","protein_coding"
"ENSMFAG00000036746","Operculum/Insula",0.377391945805662,"PLAAT2","protein_coding"
"ENSMFAG00000035178","Temporal",0.600564470245161,"PLAAT4","protein_coding"
"ENSMFAG00000041888","Subcortical",1.32203210012372,"LGALS12","protein_coding"
"ENSMFAG00000039225","Operculum/Insula",0.539484635650832,"PLAAT5","protein_coding"
"ENSMFAG00000030409","Orbitomedial Prefrontal Cortex (OMPFC)",1.65561106244468,"SLC22A8","protein_coding"
"ENSMFAG00000003484","Hippocampal formation",0.71747617840051,"SLC22A6","protein_coding"
"ENSMFAG00000028600","Cingulate gyrus",0.237520169351065,"ENSMFAG00000028600","protein_coding"
"ENSMFAG00000028626","Hippocampal formation",0.660979448688513,"CHRM1","protein_coding"
"ENSMFAG00000032262","Subcortical",0.244629444503712,"SLC3A2","protein_coding"
"ENSMFAG00000015658","Occipital/Temporal",0.46664113337382,"RF00054","snoRNA"
"ENSMFAG00000018552","Occipital/Temporal",0.810305635293281,"RF00087","snoRNA"
"ENSMFAG00000035320","Occipital/Temporal",0.40921852766267,"RF00086","snoRNA"
"ENSMFAG00000030819","Occipital/Temporal",0.582660058384175,"RF00085","snoRNA"
"ENSMFAG00000014451","Occipital/Temporal",0.578174235067876,"RF00088","snoRNA"
"ENSMFAG00000020756","Occipital/Temporal",0.733913298402195,"RF00089","snoRNA"
"ENSMFAG00000005452","Occipital/Temporal",0.624422678856675,"RF00099","snoRNA"
"ENSMFAG00000030337","Occipital/Temporal",0.307269759772355,"ENSMFAG00000030337","protein_coding"
"ENSMFAG00000034819","Hippocampal formation",0.31157602006366,"RF00004","snRNA"
"ENSMFAG00000034162","Temporal",0.103487218689978,"WDR74","protein_coding"
"ENSMFAG00000036054","Occipital/Temporal",0.938555016749624,"TEX54","protein_coding"
"ENSMFAG00000003488","Hippocampal formation",0.033637124157206,"STX5","protein_coding"
"ENSMFAG00000006754","Orbitomedial Prefrontal Cortex (OMPFC)",0.535002393904837,"RF00026","snRNA"
"ENSMFAG00000045399","Hippocampal formation",0.393688993800065,"NXF1","protein_coding"
"ENSMFAG00000030143","Frontal (agranular frontal motor areas)",0.151421043346311,"ENSMFAG00000030143","protein_coding"
"ENSMFAG00000037362","Subcortical",0.439321479141265,"TMEM179B","protein_coding"
"ENSMFAG00000011220","Occipital/Temporal",0.821676499511285,"ENSMFAG00000011220","miRNA"
"ENSMFAG00000030912","Subcortical",0.680715812293791,"TAF6L","protein_coding"
"ENSMFAG00000033674","Hippocampal formation",0.440144613101102,"POLR2G","protein_coding"
"ENSMFAG00000003520","Hippocampal formation",0.315368179814858,"ZBTB3","protein_coding"
"ENSMFAG00000036997","Temporal",0.19432986199905,"TTC9C","protein_coding"
"ENSMFAG00000041014","Frontal (agranular frontal motor areas)",0.218470427558721,"ENSMFAG00000041014","protein_coding"
"ENSMFAG00000039354","Lateral Prefrontal Cortex",0.436572972938118,"GNG3","protein_coding"
"ENSMFAG00000031001","Hippocampal formation",0.279228375654608,"BSCL2","protein_coding"
"ENSMFAG00000015388","Orbitomedial Prefrontal Cortex (OMPFC)",0.421578951088142,"LRRN4CL","protein_coding"
"ENSMFAG00000045415","Hippocampal formation",0.252594165540291,"UBXN1","protein_coding"
"ENSMFAG00000001409","Hippocampal formation",0.461080431044541,"ENSMFAG00000001409","protein_coding"
"ENSMFAG00000003562","Frontal (agranular frontal motor areas)",0.261715713438308,"LBHD1","protein_coding"
"ENSMFAG00000032323","Hippocampal formation",0.316803339518906,"CSKMT","protein_coding"
"ENSMFAG00000031212","Hippocampal formation",0.391385842992454,"INTS5","protein_coding"
"ENSMFAG00000045211","Hippocampal formation",0.499048976131581,"GANAB","protein_coding"
"ENSMFAG00000037575","Hippocampal formation",0.21173107705204,"B3GAT3","protein_coding"
"ENSMFAG00000002310","Subcortical",0.962503845157309,"ROM1","protein_coding"
"ENSMFAG00000037614","Subcortical",0.859010122015874,"EML3","protein_coding"
"ENSMFAG00000041694","Occipital/Temporal",0.118569195411361,"MTA2","protein_coding"
"ENSMFAG00000000912","Subcortical",0.137126291023087,"ENSMFAG00000000912","protein_coding"
"ENSMFAG00000007224","Hippocampal formation",0.23526303833521,"ENSMFAG00000007224","protein_coding"
"ENSMFAG00000037659","Subcortical",0.347405759219566,"AHNAK","protein_coding"
"ENSMFAG00000043963","Parietal, and Parieto-occipital region",0.834485493517511,"SCGB1A1","protein_coding"
"ENSMFAG00000036351","Operculum/Insula",0.129033575300125,"ASRGL1","protein_coding"
"ENSMFAG00000032089","Orbitomedial Prefrontal Cortex (OMPFC)",0.939423523077685,"SCGB1D2","protein_coding"
"ENSMFAG00000031558","Hippocampal formation",0.257721918476861,"INCENP","protein_coding"
"ENSMFAG00000007415","Hippocampal formation",0.480700389262495,"FTH1","protein_coding"
"ENSMFAG00000033154","Subcortical",0.711226290440404,"BEST1","protein_coding"
"ENSMFAG00000045583","Hippocampal formation",0.310806677714124,"RAB3IL1","protein_coding"
"ENSMFAG00000040762","Hippocampal formation",0.466074760568601,"FADS3","protein_coding"
"ENSMFAG00000017882","Lateral Prefrontal Cortex",1.05837558004336,"ENSMFAG00000017882","miRNA"
"ENSMFAG00000009457","Hippocampal formation",0.882818202478405,"ENSMFAG00000009457","protein_coding"
"ENSMFAG00000042844","Hippocampal formation",0.97966647450361,"FADS2","protein_coding"
"ENSMFAG00000041715","Orbitomedial Prefrontal Cortex (OMPFC)",0.59093909140215,"ENSMFAG00000041715","protein_coding"
"ENSMFAG00000037025","Hippocampal formation",0.235950896888168,"FADS1","protein_coding"
"ENSMFAG00000004358","Cingulate gyrus",0.316629698565203,"ENSMFAG00000004358","miRNA"
"ENSMFAG00000012527","Orbitomedial Prefrontal Cortex (OMPFC)",0.270477289672439,"ENSMFAG00000012527","protein_coding"
"ENSMFAG00000009480","Temporal",0.150340308539683,"FEN1","protein_coding"
"ENSMFAG00000035478","Lateral Prefrontal Cortex",0.296878064097102,"ENSMFAG00000035478","protein_coding"
"ENSMFAG00000040428","Orbitomedial Prefrontal Cortex (OMPFC)",0.673287698460815,"MIR611","miRNA"
"ENSMFAG00000039452","Subcortical",1.78771850517236,"MYRF","protein_coding"
"ENSMFAG00000030550","Hippocampal formation",0.387389568484348,"DAGLA","protein_coding"
"ENSMFAG00000002147","Operculum/Insula",0.380939261717114,"ENSMFAG00000002147","protein_coding"
"ENSMFAG00000043470","Operculum/Insula",0.217620829305888,"SYT7","protein_coding"
"ENSMFAG00000028402","Subcortical",3.52750458399248,"LRRC10B","protein_coding"
"ENSMFAG00000043367","Hippocampal formation",2.82030463003468,"PPP1R32","protein_coding"
"ENSMFAG00000037382","Frontal (agranular frontal motor areas)",0.155599912079273,"SDHAF2","protein_coding"
"ENSMFAG00000008499","Orbitomedial Prefrontal Cortex (OMPFC)",0.435419211018809,"RF00017","misc_RNA"
"ENSMFAG00000001401","Occipital/Temporal",0.0623629535168089,"CPSF7","protein_coding"
"ENSMFAG00000043498","Lateral Prefrontal Cortex",0.234813102603045,"TMEM216","protein_coding"
"ENSMFAG00000046357","Hippocampal formation",0.45117820471229,"TMEM138","protein_coding"
"ENSMFAG00000045492","Subcortical",0.944311855295117,"CYB561A3","protein_coding"
"ENSMFAG00000032712","Hippocampal formation",0.306488969811724,"TKFC","protein_coding"
"ENSMFAG00000042035","Hippocampal formation",0.192473481854231,"DDB1","protein_coding"
"ENSMFAG00000037169","Operculum/Insula",0.529453570510595,"VWCE","protein_coding"
"ENSMFAG00000041242","Hippocampal formation",3.94083268730706,"ENSMFAG00000041242","protein_coding"
"ENSMFAG00000044722","Hippocampal formation",2.43051985193567,"ENSMFAG00000044722","protein_coding"
"ENSMFAG00000035999","Hippocampal formation",0.206131181118206,"VPS37C","protein_coding"
"ENSMFAG00000040601","Temporal",1.22349287398213,"CD5","protein_coding"
"ENSMFAG00000004739","Operculum/Insula",1.58361870449064,"ENSMFAG00000004739","miRNA"
"ENSMFAG00000033693","Operculum/Insula",0.984485188195052,"CD6","protein_coding"
"ENSMFAG00000006239","Operculum/Insula",1.76381015964229,"RF00026","snRNA"
"ENSMFAG00000028838","Orbitomedial Prefrontal Cortex (OMPFC)",1.20876346933951,"ENSMFAG00000028838","protein_coding"
"ENSMFAG00000038208","Subcortical",1.15478134964036,"SLC15A3","protein_coding"
"ENSMFAG00000044581","Hippocampal formation",0.503499731715555,"TMEM132A","protein_coding"
"ENSMFAG00000000546","Hippocampal formation",0.158062135288468,"TMEM109","protein_coding"
"ENSMFAG00000036743","Cingulate gyrus",0.140789009750796,"PRPF19","protein_coding"
"ENSMFAG00000046156","Subcortical",1.36388267589079,"ZP1","protein_coding"
"ENSMFAG00000028688","Subcortical",1.18240995090151,"PTGDR2","protein_coding"
"ENSMFAG00000036759","Subcortical",0.488056797395284,"CCDC86","protein_coding"
"ENSMFAG00000036056","Orbitomedial Prefrontal Cortex (OMPFC)",0.821494743484873,"ENSMFAG00000036056","protein_coding"
"ENSMFAG00000030452","Orbitomedial Prefrontal Cortex (OMPFC)",0.678483619531029,"MS4A18","protein_coding"
"ENSMFAG00000002193","Hippocampal formation",3.98970887867746,"MS4A8","protein_coding"
"ENSMFAG00000030654","Subcortical",1.12215553335991,"ENSMFAG00000030654","protein_coding"
"ENSMFAG00000042213","Lateral Prefrontal Cortex",0.452113138559317,"MS4A13","protein_coding"
"ENSMFAG00000002706","Lateral Prefrontal Cortex",1.00129143979967,"MS4A12","protein_coding"
"ENSMFAG00000043565","Subcortical",0.979658390208267,"MS4A1","protein_coding"
"ENSMFAG00000039641","Subcortical",0.586682196092926,"ENSMFAG00000039641","protein_coding"
"ENSMFAG00000042905","Subcortical",0.574384509869915,"ENSMFAG00000042905","protein_coding"
"ENSMFAG00000033085","Subcortical",0.475897304507457,"MS4A4A","protein_coding"
"ENSMFAG00000033206","Subcortical",0.561572762854193,"ENSMFAG00000033206","protein_coding"
"ENSMFAG00000033061","Subcortical",0.77615173613196,"MS4A6A","protein_coding"
"ENSMFAG00000003024","Lateral Prefrontal Cortex",0.769353478589866,"MS4A2","protein_coding"
"ENSMFAG00000039811","Parietal, and Parieto-occipital region",0.658831857627167,"MS4A3","protein_coding"
"ENSMFAG00000046430","Frontal (agranular frontal motor areas)",0.55096783774186,"ENSMFAG00000046430","lincRNA"
"ENSMFAG00000047003","Lateral Prefrontal Cortex",0.492553496074061,"ENSMFAG00000047003","lincRNA"
"ENSMFAG00000039724","Lateral Prefrontal Cortex",0.537605988388964,"CBLIF","protein_coding"
"ENSMFAG00000002379","Occipital/Temporal",0.119320017708848,"MRPL16","protein_coding"
"ENSMFAG00000033872","Orbitomedial Prefrontal Cortex (OMPFC)",0.204200332428805,"STX3","protein_coding"
"ENSMFAG00000033567","Parietal, and Parieto-occipital region",0.523082716340957,"ENSMFAG00000033567","miRNA"
"ENSMFAG00000040851","Subcortical",0.190407445647391,"PATL1","protein_coding"
"ENSMFAG00000043591","Frontal (agranular frontal motor areas)",0.10151119470655,"OSBP","protein_coding"
"ENSMFAG00000005648","Hippocampal formation",0.984488053728218,"ENSMFAG00000005648","miRNA"
"ENSMFAG00000007829","Subcortical",0.971152189509679,"MPEG1","protein_coding"
"ENSMFAG00000041572","Operculum/Insula",0.168104809249094,"DTX4","protein_coding"
"ENSMFAG00000036696","Subcortical",0.408456723882383,"FAM111A","protein_coding"
"ENSMFAG00000032867","Lateral Prefrontal Cortex",0.365483737877946,"FAM111B","protein_coding"
"ENSMFAG00000002880","Occipital/Temporal",0.674503115661617,"ENSMFAG00000002880","protein_coding"
"ENSMFAG00000043715","Occipital/Temporal",0.272351099080863,"ENSMFAG00000043715","protein_coding"
"ENSMFAG00000003595","Orbitomedial Prefrontal Cortex (OMPFC)",0.700671381312714,"GLYATL1","protein_coding"
"ENSMFAG00000020795","Orbitomedial Prefrontal Cortex (OMPFC)",1.0503635342765,"GLYAT","protein_coding"
"ENSMFAG00000043036","Occipital/Temporal",0.248263236321149,"ENSMFAG00000043036","protein_coding"
"ENSMFAG00000040604","Subcortical",0.564930416862617,"LPXN","protein_coding"
"ENSMFAG00000029977","Lateral Prefrontal Cortex",0.703141151438685,"OR5B21","protein_coding"
"ENSMFAG00000002156","Lateral Prefrontal Cortex",0.878670191876655,"ENSMFAG00000002156","pseudogene"
"ENSMFAG00000039053","Cingulate gyrus",0.698846743619938,"ENSMFAG00000039053","pseudogene"
"ENSMFAG00000043572","Lateral Prefrontal Cortex",1.25144056090205,"ENSMFAG00000043572","pseudogene"
"ENSMFAG00000031493","Lateral Prefrontal Cortex",0.236899851433808,"CTNND1","protein_coding"
"ENSMFAG00000030539","Parietal, and Parieto-occipital region",1.0285215636152,"BTBD18","protein_coding"
"ENSMFAG00000035484","Lateral Prefrontal Cortex",0.207757661632241,"SELENOH","protein_coding"
"ENSMFAG00000003159","Lateral Prefrontal Cortex",0.295387346524489,"TMX2","protein_coding"
"ENSMFAG00000034262","Lateral Prefrontal Cortex",0.168499609828778,"MED19","protein_coding"
"ENSMFAG00000031545","Lateral Prefrontal Cortex",0.189318483122282,"ZDHHC5","protein_coding"
"ENSMFAG00000045710","Parietal, and Parieto-occipital region",0.26510169616199,"ENSMFAG00000045710","protein_coding"
"ENSMFAG00000046074","Frontal (agranular frontal motor areas)",0.159242114578399,"CLP1","protein_coding"
"ENSMFAG00000029685","Temporal",0.262126521070176,"YPEL4","protein_coding"
"ENSMFAG00000012991","Operculum/Insula",0.429079745169372,"MIR130A","miRNA"
"ENSMFAG00000033907","Subcortical",0.590524075510297,"SERPING1","protein_coding"
"ENSMFAG00000002288","Hippocampal formation",0.386973622849869,"UBE2L6","protein_coding"
"ENSMFAG00000041744","Lateral Prefrontal Cortex",0.642319924833931,"SMTNL1","protein_coding"
"ENSMFAG00000002657","Hippocampal formation",0.341672066036358,"TIMM10","protein_coding"
"ENSMFAG00000041225","Occipital/Temporal",0.260117929936705,"SLC43A1","protein_coding"
"ENSMFAG00000038644","Hippocampal formation",1.19142701565781,"RTN4RL2","protein_coding"
"ENSMFAG00000033094","Subcortical",0.484381764636991,"SLC43A3","protein_coding"
"ENSMFAG00000042008","Orbitomedial Prefrontal Cortex (OMPFC)",1.03461497280971,"ENSMFAG00000042008","protein_coding"
"ENSMFAG00000044730","Lateral Prefrontal Cortex",0.519057531309992,"P2RX3","protein_coding"
"ENSMFAG00000040630","Hippocampal formation",0.195359019758509,"SSRP1","protein_coding"
"ENSMFAG00000040584","Hippocampal formation",0.186937513233268,"TNKS1BP1","protein_coding"
"ENSMFAG00000030255","Cingulate gyrus",0.40393781986314,"APLNR","protein_coding"
"ENSMFAG00000044251","Occipital/Temporal",0.394544302220847,"LRRC55","protein_coding"
"ENSMFAG00000001825","Orbitomedial Prefrontal Cortex (OMPFC)",1.46245525134334,"ENSMFAG00000001825","protein_coding"
"ENSMFAG00000001406","Occipital/Temporal",0.609469309270241,"ENSMFAG00000001406","pseudogene"
"ENSMFAG00000038190","Hippocampal formation",0.465796142685383,"ENSMFAG00000038190","protein_coding"
"ENSMFAG00000004115","Operculum/Insula",0.30302233781449,"ENSMFAG00000004115","protein_coding"
"ENSMFAG00000003968","Hippocampal formation",0.516197512580938,"PTPRJ","protein_coding"
"ENSMFAG00000032004","Occipital/Temporal",0.235085309079739,"NUP160","protein_coding"
"ENSMFAG00000004555","Occipital/Temporal",0.62869087122382,"RF00019","misc_RNA"
"ENSMFAG00000010614","Subcortical",0.57357742218236,"RF00001","rRNA"
"ENSMFAG00000010735","Lateral Prefrontal Cortex",0.462907538114515,"RF00019","misc_RNA"
"ENSMFAG00000045406","Occipital/Temporal",0.333264230006256,"FNBP4","protein_coding"
"ENSMFAG00000009628","Parietal, and Parieto-occipital region",0.420251607353884,"RF00019","misc_RNA"
"ENSMFAG00000043435","Subcortical",0.805900595699702,"AGBL2","protein_coding"
"ENSMFAG00000036915","Lateral Prefrontal Cortex",0.225141203858717,"MTCH2","protein_coding"
"ENSMFAG00000011304","Occipital/Temporal",0.428905022142141,"RF00019","misc_RNA"
"ENSMFAG00000039883","Hippocampal formation",0.958153600110126,"C1QTNF4","protein_coding"
"ENSMFAG00000043005","Subcortical",0.886602500056368,"FAM180B","protein_coding"
"ENSMFAG00000031067","Subcortical",0.18653937295621,"NDUFS3","protein_coding"
"ENSMFAG00000032928","Lateral Prefrontal Cortex",0.182705820311771,"KBTBD4","protein_coding"
"ENSMFAG00000019821","Temporal",0.472667601824951,"RF00020","snRNA"
"ENSMFAG00000042995","Lateral Prefrontal Cortex",0.185621821451642,"PTPMT1","protein_coding"
"ENSMFAG00000008046","Operculum/Insula",0.501573465779054,"RF00017","misc_RNA"
"ENSMFAG00000003505","Subcortical",0.143589075022039,"CELF1","protein_coding"
"ENSMFAG00000037957","Subcortical",1.33761026256363,"RAPSN","protein_coding"
"ENSMFAG00000003854","Frontal (agranular frontal motor areas)",0.16013954801554,"PSMC3","protein_coding"
"ENSMFAG00000003412","Subcortical",0.227768866420151,"SLC39A13","protein_coding"
"ENSMFAG00000044071","Subcortical",1.14735483178283,"SPI1","protein_coding"
"ENSMFAG00000041621","Occipital/Temporal",0.631415972015566,"MYBPC3","protein_coding"
"ENSMFAG00000039619","Hippocampal formation",0.244478381849298,"MADD","protein_coding"
"ENSMFAG00000002014","Subcortical",0.859744119157219,"NR1H3","protein_coding"
"ENSMFAG00000000393","Hippocampal formation",0.613970706679298,"ACP2","protein_coding"
"ENSMFAG00000031723","Occipital/Temporal",0.508110431617336,"DDB2","protein_coding"
"ENSMFAG00000039377","Subcortical",0.513501357312173,"PACSIN3","protein_coding"
"ENSMFAG00000006813","Parietal, and Parieto-occipital region",0.731163658291419,"ENSMFAG00000006813","miRNA"
"ENSMFAG00000030043","Temporal",0.0781927097428579,"ARFGAP2","protein_coding"
"ENSMFAG00000038437","Hippocampal formation",0.564237668073799,"C14H11orf49","protein_coding"
"ENSMFAG00000003482","Subcortical",0.623232992214598,"LRP4","protein_coding"
"ENSMFAG00000001378","Frontal (agranular frontal motor areas)",0.138282825641944,"CKAP5","protein_coding"
