"gene_symbol","fisher_score","gene_index","gene_id","gene_type","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","highest_network","pseudobulk_log2_effect_vs_other_network_mean","lrt_tested","lrt_fdr_lt_0_05"
"SRGAP1",1.38196747570599,18783,"ENSMFAG00000042942","protein_coding",1208.58840792547,-0.342716493313374,0.126315358399461,627.535651481781,2.56865534920824e-129,1.61971075546966e-126,"Subcortical",2.07496256888225,TRUE,TRUE
"LRFN2",1.38103332291564,12753,"ENSMFAG00000042060","protein_coding",7651.76996163886,0.0206471884116933,0.126188325147164,188.379211760464,8.9867956843505e-36,1.66010237618038e-34,"Operculum/Insula",0.434151613237375,TRUE,TRUE
"ELAVL4",1.37946170355051,4104,"ENSMFAG00000039866","protein_coding",10691.7695591062,0.0533611751176792,0.120119094610464,210.134047922642,2.47758640663126e-40,6.01504354350821e-39,"Lateral Prefrontal Cortex",0.484557628108771,TRUE,TRUE
"ETV5",1.37946144728351,9848,"ENSMFAG00000002368","protein_coding",11990.7948343684,-0.00908681947821781,0.0565594335803629,625.363530531556,7.51834634751899e-129,4.49770611881963e-126,"Lateral Prefrontal Cortex",0.281609017735564,TRUE,TRUE
"PAPSS2",1.37364090276369,15050,"ENSMFAG00000041464","protein_coding",3529.72540611787,-0.0897799570353203,0.103696155274336,499.117300826096,8.88432118681132e-102,2.28531710997845e-99,"Orbitomedial Prefrontal Cortex (OMPFC)",0.748690477043665,TRUE,TRUE
"GRM2",1.36090463780861,11075,"ENSMFAG00000045888","protein_coding",7273.73628146717,-0.13696627344463,0.142771126605133,257.473527456925,2.6334440566094e-50,1.07226672399221e-48,"Orbitomedial Prefrontal Cortex (OMPFC)",0.483250203506675,TRUE,TRUE
"CDKL1",1.35844388222821,2386,"ENSMFAG00000003833","protein_coding",2650.87091518869,0.137751268590128,0.119177129021927,262.106833461248,2.76257164085679e-51,1.18263410922623e-49,"Occipital/Temporal",0.586107248182648,TRUE,TRUE
"FTCD",1.35371181514241,10480,"ENSMFAG00000039806","protein_coding",707.595127314313,0.463118801511922,0.155982897839599,425.618053120157,4.65267477443245e-86,7.75368251159167e-84,"Parietal, and Parieto-occipital region",0.940697217857492,TRUE,TRUE
"ISL1",1.34585616694143,11940,"ENSMFAG00000035949","protein_coding",49.1060653666333,-0.646693353830483,0.95821984049125,334.058724656108,1.52525055849351e-66,1.31312253801521e-64,"Subcortical",7.19193997796138,TRUE,TRUE
"VXN",1.34466864135465,20790,"ENSMFAG00000030923","protein_coding",22635.8855741173,-0.261567613611186,0.102240624804113,275.505318913024,4.04650310398861e-54,2.01298430531254e-52,"Hippocampal formation",0.678925037406884,TRUE,TRUE
"MAPK13",1.34437645656767,13065,"ENSMFAG00000045766","protein_coding",7682.62801676463,-0.0948518996057185,0.0732491021215084,531.788968744036,8.91381845472434e-109,2.92913096291794e-106,"Frontal (agranular frontal motor areas)",0.359148075886578,TRUE,TRUE
"CRHBP",1.34168120655367,3080,"ENSMFAG00000041775","protein_coding",1691.2797645273,-0.0689345970943642,0.127238686529635,204.077978939958,4.62457598120977e-39,1.04046270219484e-37,"Cingulate gyrus",0.350300448450509,TRUE,TRUE
"EDNRB",1.33893991149959,3981,"ENSMFAG00000001921","protein_coding",4726.7843004335,-0.132031723358603,0.109138892412756,306.927191505843,8.84982283835135e-61,5.88248480460328e-59,"Subcortical",0.983283161796699,TRUE,TRUE
"FOXO1",1.33223897464037,10422,"ENSMFAG00000044565","protein_coding",2698.98931325615,-0.0290600029495617,0.0891651066161129,798.069747606265,5.53434663887228e-166,9.22298867368066e-163,"Subcortical",1.80307631180414,TRUE,TRUE
"RGS6",1.31873165733115,17056,"ENSMFAG00000033074","protein_coding",4643.80111324613,0.107729158895469,0.0821906406119392,584.920663001113,3.60489526918632e-120,1.58690210425256e-117,"Frontal (agranular frontal motor areas)",0.515414015347435,TRUE,TRUE
"PBX3",1.31731494513655,15106,"ENSMFAG00000027078","protein_coding",1101.16133683393,0.315127345403852,0.102576118557551,793.014836335458,6.77785681825377e-165,1.05422784951119e-161,"Subcortical",1.72843707799355,TRUE,TRUE
"TRHDE",1.3172786522732,20085,"ENSMFAG00000044278","protein_coding",5632.19515051196,0.313380611774032,0.157194388988206,132.922195882172,2.97014807016729e-24,2.77075268392935e-23,"Occipital/Temporal",0.503501227075402,TRUE,TRUE
"PCSK1",1.31680576296772,15164,"ENSMFAG00000032984","protein_coding",19984.5265749362,-0.206812760932852,0.135422771691438,382.327154344725,8.05321921703461e-77,1.03806440636815e-74,"Occipital/Temporal",0.76579574759629,TRUE,TRUE
"NT5C1A",1.316453919143,14669,"ENSMFAG00000003629","protein_coding",4982.77495559647,0.378079400090257,0.0894448559357238,362.410135450221,1.41258264698068e-72,1.51875418141504e-70,"Occipital/Temporal",0.676007565711929,TRUE,TRUE
"DLX1",1.3050294375562,3650,"ENSMFAG00000039931","protein_coding",2455.26240759913,0.00546210454831933,0.0981017485688375,376.432495708869,1.45373664762586e-75,1.79455712834703e-73,"Cingulate gyrus",0.379590790870285,TRUE,TRUE
"FBLN7",1.28517686702934,10152,"ENSMFAG00000015043","protein_coding",1646.84354691985,0.67209413796274,0.158510636942299,499.088453136274,9.01158004877705e-102,2.28531710997845e-99,"Occipital/Temporal",1.50204858691349,TRUE,TRUE
