Cell type,GeneID,Gene
ExcN,ENSMFAG00000043580,RFTN1
ExcN,ENSMFAG00000001610,TMEM132D
ExcN,ENSMFAG00000036760,HPSE2
ExcN,ENSMFAG00000021148,CA10
ExcN,ENSMFAG00000032831,ARHGAP24
ExcN,ENSMFAG00000002835,TENM2
ExcN,ENSMFAG00000040292,CADPS2
ExcN,ENSMFAG00000046226,RORB
ExcN,ENSMFAG00000040165,NELL2
ExcN,ENSMFAG00000037862,KCNH5
ExcN,ENSMFAG00000038674,PTPRK
ExcN,ENSMFAG00000002480,PTPRT
ExcN,ENSMFAG00000044278,TRHDE
ExcN,ENSMFAG00000033914,UTRN
ExcN,ENSMFAG00000039910,SPOCK1
ExcN,ENSMFAG00000033336,FSTL4
ExcN,ENSMFAG00000040304,MYLK
ExcN,ENSMFAG00000039158,UNC5D
ExcN,ENSMFAG00000039161,KCNB2
ExcN,ENSMFAG00000031789,RSPO2
ExcN,ENSMFAG00000039199,TAFA2
ExcN,ENSMFAG00000039258,LHFPL6
ExcN,ENSMFAG00000001899,LRRTM4
ExcN,ENSMFAG00000034602,NKAIN2
ExcN,ENSMFAG00000035829,GPC5
ExcN,ENSMFAG00000001139,CDH9
ExcN,ENSMFAG00000042125,DGKG
ExcN,ENSMFAG00000044122,GULP1
ExcN,ENSMFAG00000034323,NDST3
ExcN,ENSMFAG00000033106,CBLN2
ExcN,ENSMFAG00000036978,KCNQ5
ExcN,ENSMFAG00000000721,SLIT3
ExcN,ENSMFAG00000039075,GRM1
ExcN,ENSMFAG00000001913,GRIA4
ExcN,ENSMFAG00000032061,GUCY1A1
ExcN,ENSMFAG00000032084,NETO1
ExcN,ENSMFAG00000000096,SLIT2
ExcN,ENSMFAG00000032224,SYN3
ExcN,ENSMFAG00000046158,KCND2
ExcN,ENSMFAG00000035840,NELL1
ExcN,ENSMFAG00000003102,TRPC5
ExcN,ENSMFAG00000000892,WDR86
ExcN,ENSMFAG00000031204,PPFIA2
ExcN,ENSMFAG00000034573,C1QL2
ExcN,ENSMFAG00000000214,HS6ST3
ExcN,ENSMFAG00000044794,DIAPH2
ExcN,ENSMFAG00000031649,ADGRD1
ExcN,ENSMFAG00000045257,ATP2B1
ExcN,ENSMFAG00000042771,GRIA2
ExcN,ENSMFAG00000043353,GRIA1
ExcN,ENSMFAG00000045383,TMEM196
ExcN,ENSMFAG00000043359,KIRREL3
ExcN,ENSMFAG00000045444,ALCAM
ExcN,ENSMFAG00000038698,ENSMFAG00000038698
ExcN,ENSMFAG00000033074,RGS6
ExcN,ENSMFAG00000039672,ADGRL3
ExcN,ENSMFAG00000034433,PDE1A
ExcN,ENSMFAG00000045721,CCBE1
ExcN,ENSMFAG00000033664,PAM
ExcN,ENSMFAG00000031079,CMTM8
ExcN,ENSMFAG00000003378,GALNTL6
ExcN,ENSMFAG00000001834,PDZD2
ExcN,ENSMFAG00000040080,AGBL1
ExcN,ENSMFAG00000024718,MEIS2
ExcN,ENSMFAG00000044146,HPCAL1
ExcN,ENSMFAG00000000729,FAT4
ExcN,ENSMFAG00000040110,KCNN3
ExcN,ENSMFAG00000042172,ZNF804A
ExcN,ENSMFAG00000040607,ITGA9
ExcN,ENSMFAG00000037979,PCSK2
ExcN,ENSMFAG00000045604,SLC35F3
ExcN,ENSMFAG00000034683,GUCY1A2
ExcN,ENSMFAG00000041435,KCNK1
ExcN,ENSMFAG00000046674,ENSMFAG00000046674
ExcN,ENSMFAG00000003760,HHAT
ExcN,ENSMFAG00000041464,PAPSS2
ExcN,ENSMFAG00000038079,SHISA9
ExcN,ENSMFAG00000037181,LOXHD1
ExcN,ENSMFAG00000036872,CAMK4
ExcN,ENSMFAG00000044325,ZNF804B
ExcN,ENSMFAG00000044111,SORCS3
ExcN,ENSMFAG00000044160,NTRK3
ExcN,ENSMFAG00000025691,EPB41L2
ExcN,ENSMFAG00000045836,MLIP
ExcN,ENSMFAG00000044648,RIT2
ExcN,ENSMFAG00000003920,NWD2
ExcN,ENSMFAG00000041884,ST6GALNAC5
ExcN,ENSMFAG00000044647,GPC6
ExcN,ENSMFAG00000035903,KCNH8
ExcN,ENSMFAG00000035768,PDE3A
ExcN,ENSMFAG00000001572,SLC35F4
ExcN,ENSMFAG00000035869,POU6F2
ExcN,ENSMFAG00000030983,VAV3
ExcN,ENSMFAG00000039794,CPA6
ExcN,ENSMFAG00000037196,PHLDB2
ExcN,ENSMFAG00000033174,ST8SIA4
ExcN,ENSMFAG00000046358,GABRG3
ExcN,ENSMFAG00000045029,SPON1
ExcN,ENSMFAG00000002158,NDST4
ExcN,ENSMFAG00000039040,CNIH3
ExcN,ENSMFAG00000043403,CSMD2
ExcN,ENSMFAG00000045447,SPHKAP
ExcN,ENSMFAG00000034236,SNTG1
ExcN,ENSMFAG00000001402,CUX1
ExcN,ENSMFAG00000005645,ADAMTS17
ExcN,ENSMFAG00000045715,C8orf34
ExcN,ENSMFAG00000002201,NRG1
ExcN,ENSMFAG00000033959,MAST4
ExcN,ENSMFAG00000000600,TRPC3
ExcN,ENSMFAG00000036547,NTNG1
ExcN,ENSMFAG00000002886,ENSMFAG00000002886
ExcN,ENSMFAG00000031330,CEMIP
ExcN,ENSMFAG00000044378,CCDC85A
ExcN,ENSMFAG00000037083,GRIN2A
ExcN,ENSMFAG00000042225,PRKG1
ExcN,ENSMFAG00000001681,FAM189A1
ExcN,ENSMFAG00000036650,RUNX2
ExcN,ENSMFAG00000036430,RASSF6
ExcN,ENSMFAG00000015323,PHACTR2
ExcN,ENSMFAG00000040043,CACNA1A
ExcN,ENSMFAG00000032381,CALN1
ExcN,ENSMFAG00000033021,MYO1D
ExcN,ENSMFAG00000027785,GRM7
ExcN,ENSMFAG00000045030,PRMT8
ExcN,ENSMFAG00000045115,ANK1
ExcN,ENSMFAG00000003096,UNC13C
ExcN,ENSMFAG00000043163,RORA
ExcN,ENSMFAG00000036988,NYAP2
ExcN,ENSMFAG00000042143,CLMP
ExcN,ENSMFAG00000030294,CDH18
ExcN,ENSMFAG00000036448,UST
ExcN,ENSMFAG00000039275,RALGAPA2
ExcN,ENSMFAG00000041738,MEF2A
ExcN,ENSMFAG00000000141,PCLO
ExcN,ENSMFAG00000030541,KIAA1109
ExcN,ENSMFAG00000035871,AUTS2
ExcN,ENSMFAG00000042667,PARM1
ExcN,ENSMFAG00000001602,CCDC136
ExcN,ENSMFAG00000037703,LSAMP
ExcN,ENSMFAG00000042166,PLCH1
ExcN,ENSMFAG00000037120,PLEKHH2
ExcN,ENSMFAG00000001655,ADCY2
ExcN,ENSMFAG00000034143,PTPRO
ExcN,ENSMFAG00000042003,CNTNAP5
ExcN,ENSMFAG00000000208,RADIL
ExcN,ENSMFAG00000030695,KCNH7
ExcN,ENSMFAG00000036929,LRP1B
ExcN,ENSMFAG00000039646,IL1RAP
ExcN,ENSMFAG00000008589,HDAC9
ExcN,ENSMFAG00000000274,RBMS1
ExcN,ENSMFAG00000011842,TUT4
ExcN,ENSMFAG00000040815,HS6ST2
ExcN,ENSMFAG00000031493,CTNND1
ExcN,ENSMFAG00000044857,CFAP46
ExcN,ENSMFAG00000045726,ZFPM2
ExcN,ENSMFAG00000030895,PIEZO2
ExcN,ENSMFAG00000038111,SLC44A5
ExcN,ENSMFAG00000044755,NDRG4
ExcN,ENSMFAG00000031633,COL19A1
ExcN,ENSMFAG00000046094,OSBPL10
ExcN,ENSMFAG00000027682,TMEM266
ExcN,ENSMFAG00000037073,LAMA4
ExcN,ENSMFAG00000000196,ENSMFAG00000000196
ExcN,ENSMFAG00000002648,SCAI
ExcN,ENSMFAG00000034629,RNLS
ExcN,ENSMFAG00000038435,GLCCI1
ExcN,ENSMFAG00000045708,BRINP3
ExcN,ENSMFAG00000045995,STAC2
ExcN,ENSMFAG00000002376,LIMA1
ExcN,ENSMFAG00000003277,SLC38A11
ExcN,ENSMFAG00000041483,GLDN
ExcN,ENSMFAG00000036614,GRIK4
ExcN,ENSMFAG00000044421,MAML3
ExcN,ENSMFAG00000003153,CDH13
ExcN,ENSMFAG00000037016,ROBO1
ExcN,ENSMFAG00000043573,GRID2
ExcN,ENSMFAG00000036584,IL1RAPL2
ExcN,ENSMFAG00000000810,GRM8
ExcN,ENSMFAG00000046067,PDE1C
ExcN,ENSMFAG00000046905,ENSMFAG00000046905
ExcN,ENSMFAG00000000041,HS3ST2
ExcN,ENSMFAG00000030817,KCNT2
ExcN,ENSMFAG00000044541,STARD13
ExcN,ENSMFAG00000032001,ETV1
ExcN,ENSMFAG00000036884,PDE9A
ExcN,ENSMFAG00000044664,CLSTN2
ExcN,ENSMFAG00000041115,DPY19L1
ExcN,ENSMFAG00000017703,TOX
ExcN,ENSMFAG00000039694,ELAVL2
ExcN,ENSMFAG00000043289,SLC35F1
ExcN,ENSMFAG00000032924,CCSER1
ExcN,ENSMFAG00000037095,OPCML
ExcN,ENSMFAG00000033079,MGLL
ExcN,ENSMFAG00000002970,GALNT14
ExcN,ENSMFAG00000032040,HS3ST4
ExcN,ENSMFAG00000002067,MKX
ExcN,ENSMFAG00000004071,DPP10
ExcN,ENSMFAG00000001810,CDH10
ExcN,ENSMFAG00000045866,NTNG2
ExcN,ENSMFAG00000044653,RAPGEF4
ExcN,ENSMFAG00000039714,MAN1A1
ExcN,ENSMFAG00000046279,TENM4
ExcN,ENSMFAG00000044994,CDK14
ExcN,ENSMFAG00000000670,PRKAG2
ExcN,ENSMFAG00000044946,TSHZ2
ExcN,ENSMFAG00000002321,RAP1GAP2
ExcN,ENSMFAG00000035411,SORCS2
ExcN,ENSMFAG00000041845,KHDRBS3
ExcN,ENSMFAG00000045017,RXFP1
ExcN,ENSMFAG00000006334,CHSY3
ExcN,ENSMFAG00000002748,PCP4
ExcN,ENSMFAG00000032319,MDGA2
ExcN,ENSMFAG00000040046,MMP16
ExcN,ENSMFAG00000042983,CELF4
ExcN,ENSMFAG00000003995,CTNNA2
ExcN,ENSMFAG00000008661,THRB
ExcN,ENSMFAG00000044594,ASTN2
ExcN,ENSMFAG00000032844,KCNC2
ExcN,ENSMFAG00000001527,ST6GAL2
ExcN,ENSMFAG00000031337,SPARCL1
ExcN,ENSMFAG00000044087,ENSMFAG00000044087
ExcN,ENSMFAG00000022681,NREP
ExcN,ENSMFAG00000043056,CRIM1
ExcN,ENSMFAG00000045175,DMD
ExcN,ENSMFAG00000032287,MAGI1
ExcN,ENSMFAG00000000647,PLCL2
ExcN,ENSMFAG00000031872,SHISA6
ExcN,ENSMFAG00000001427,TENM3
ExcN,ENSMFAG00000037115,PDZRN4
ExcN,ENSMFAG00000033189,ENSMFAG00000033189
ExcN,ENSMFAG00000002837,EPHA5
ExcN,ENSMFAG00000039585,EPHB6
ExcN,ENSMFAG00000043419,TRMT9B
ExcN,ENSMFAG00000039676,SIPA1L2
ExcN,ENSMFAG00000040869,PLCXD3
ExcN,ENSMFAG00000004027,TMEM163
ExcN,ENSMFAG00000032909,SEMA3E
ExcN,ENSMFAG00000004706,ESRRG
ExcN,ENSMFAG00000001088,CNTN6
ExcN,ENSMFAG00000002574,RAB3C
ExcN,ENSMFAG00000002358,EPHB1
ExcN,ENSMFAG00000034335,CDH20
ExcN,ENSMFAG00000039485,MCTP1
ExcN,ENSMFAG00000031166,EPHA3
ExcN,ENSMFAG00000031703,CPNE4
oligo,ENSMFAG00000040181,RNF220
oligo,ENSMFAG00000041988,MBP
oligo,ENSMFAG00000039731,QDPR
oligo,ENSMFAG00000041837,C10orf90
oligo,ENSMFAG00000002827,ENPP2
oligo,ENSMFAG00000041121,MOBP
oligo,ENSMFAG00000040109,FRMD4B
oligo,ENSMFAG00000037244,MOG
oligo,ENSMFAG00000036771,CNDP1
oligo,ENSMFAG00000035593,NCKAP5
oligo,ENSMFAG00000001732,DOCK5
oligo,ENSMFAG00000000316,ST18
oligo,ENSMFAG00000037782,DOCK10
oligo,ENSMFAG00000042129,SHROOM4
oligo,ENSMFAG00000042801,CLMN
oligo,ENSMFAG00000036444,HAPLN2
oligo,ENSMFAG00000043114,OPALIN
oligo,ENSMFAG00000026134,FA2H
oligo,ENSMFAG00000036633,PLP1
oligo,ENSMFAG00000044622,FOLH1
oligo,ENSMFAG00000040378,HHIP
oligo,ENSMFAG00000031678,ITGA2
oligo,ENSMFAG00000033646,BCAS1
oligo,ENSMFAG00000043926,MAG
oligo,ENSMFAG00000045281,RASGRP3
oligo,ENSMFAG00000035714,UGT8
oligo,ENSMFAG00000045941,DOCK1
oligo,ENSMFAG00000045752,FGFR2
oligo,ENSMFAG00000042864,ZNF536
oligo,ENSMFAG00000046401,ABCA8
oligo,ENSMFAG00000031556,COL4A5
oligo,ENSMFAG00000038894,TTYH2
oligo,ENSMFAG00000039452,MYRF
oligo,ENSMFAG00000036642,SMOC1
oligo,ENSMFAG00000024091,DIPK1C
oligo,ENSMFAG00000044069,ENSMFAG00000044069
oligo,ENSMFAG00000026973,LDB3
oligo,ENSMFAG00000031735,MAML2
oligo,ENSMFAG00000000281,EPB41L4A
oligo,ENSMFAG00000031890,COL9A1
oligo,ENSMFAG00000040506,GLUL
oligo,ENSMFAG00000003288,PIP4K2A
oligo,ENSMFAG00000044773,SLC5A11
oligo,ENSMFAG00000038030,TMTC2
oligo,ENSMFAG00000042999,MEGF10
oligo,ENSMFAG00000043620,PDE8A
oligo,ENSMFAG00000036669,CTNNA3
oligo,ENSMFAG00000037539,CREB5
oligo,ENSMFAG00000031779,TF
oligo,ENSMFAG00000001456,HIPK2
oligo,ENSMFAG00000046406,PRUNE2
oligo,ENSMFAG00000038127,HIP1
oligo,ENSMFAG00000038282,ST6GALNAC3
oligo,ENSMFAG00000038520,KIF13B
oligo,ENSMFAG00000000162,PDE4B
oligo,ENSMFAG00000038266,PLEKHH1
oligo,ENSMFAG00000036168,DAAM2
oligo,ENSMFAG00000002088,ELMO1
oligo,ENSMFAG00000034335,CDH20
oligo,ENSMFAG00000045638,TMC7
oligo,ENSMFAG00000002954,PLD1
oligo,ENSMFAG00000010807,PHLPP1
oligo,ENSMFAG00000039387,SPOCK3
oligo,ENSMFAG00000032301,ERBIN
oligo,ENSMFAG00000033139,PALM2
oligo,ENSMFAG00000044299,SLC44A1
oligo,ENSMFAG00000001363,USP54
oligo,ENSMFAG00000041985,ENSMFAG00000041985
oligo,ENSMFAG00000045943,MARCH1
oligo,ENSMFAG00000030381,ZEB2
oligo,ENSMFAG00000035903,KCNH8
oligo,ENSMFAG00000002733,SH3GL3
oligo,ENSMFAG00000042440,FNBP1
oligo,ENSMFAG00000031797,DIP2B
oligo,ENSMFAG00000031115,TCF12
oligo,ENSMFAG00000007545,MSANTD3-TMEFF1
oligo,ENSMFAG00000036003,TMEM144
oligo,ENSMFAG00000037896,SLC25A13
oligo,ENSMFAG00000042541,SHTN1
oligo,ENSMFAG00000038838,PLCL1
oligo,ENSMFAG00000033415,DCC
oligo,ENSMFAG00000033003,TRIM2
oligo,ENSMFAG00000040128,CLDN11
oligo,ENSMFAG00000003506,GAB2
oligo,ENSMFAG00000003875,ENSMFAG00000003875
oligo,ENSMFAG00000045111,MAN2A1
IhnN,ENSMFAG00000040865,ADARB2
IhnN,ENSMFAG00000042352,ERBB4
IhnN,ENSMFAG00000039272,GRIK1
IhnN,ENSMFAG00000045715,C8orf34
IhnN,ENSMFAG00000031895,COL25A1
IhnN,ENSMFAG00000037051,SLC24A3
IhnN,ENSMFAG00000032213,ZNF385D
IhnN,ENSMFAG00000042864,ZNF536
IhnN,ENSMFAG00000034444,EGFR
IhnN,ENSMFAG00000039535,SYNPR
IhnN,ENSMFAG00000038798,PLD5
IhnN,ENSMFAG00000039419,RGS12
IhnN,ENSMFAG00000030817,KCNT2
IhnN,ENSMFAG00000033586,NHS
IhnN,ENSMFAG00000030643,BTBD11
IhnN,ENSMFAG00000045590,GAD1
IhnN,ENSMFAG00000032096,ANKFN1
IhnN,ENSMFAG00000031374,PREX2
IhnN,ENSMFAG00000042664,GAD2
IhnN,ENSMFAG00000041033,KIT
IhnN,ENSMFAG00000040971,VWDE
IhnN,ENSMFAG00000045794,BMP6
IhnN,ENSMFAG00000042228,PROX1
IhnN,ENSMFAG00000045840,RIPOR2
IhnN,ENSMFAG00000043134,ADAM33
IhnN,ENSMFAG00000031576,ANKRD55
IhnN,ENSMFAG00000033479,CA8
IhnN,ENSMFAG00000030766,IGF1
IhnN,ENSMFAG00000031860,CXCL14
IhnN,ENSMFAG00000046479,ENSMFAG00000046479
IhnN,ENSMFAG00000004450,VWC2L
IhnN,ENSMFAG00000040164,CNR1
IhnN,ENSMFAG00000007438,SLC6A1
IhnN,ENSMFAG00000002995,RIN2
IhnN,ENSMFAG00000003378,GALNTL6
IhnN,ENSMFAG00000034013,KIRREL1
IhnN,ENSMFAG00000030813,ADRA1A
IhnN,ENSMFAG00000001819,ENSMFAG00000001819
IhnN,ENSMFAG00000020572,PLCE1
IhnN,ENSMFAG00000032698,SDK1
IhnN,ENSMFAG00000034549,DNER
IhnN,ENSMFAG00000037782,DOCK10
IhnN,ENSMFAG00000033310,KAZN
IhnN,ENSMFAG00000000619,COL4A4
IhnN,ENSMFAG00000044595,IL12RB2
IhnN,ENSMFAG00000033300,RBMS3
IhnN,ENSMFAG00000041631,RERG
IhnN,ENSMFAG00000044807,AFF2
IhnN,ENSMFAG00000046411,TNFAIP8L3
IhnN,ENSMFAG00000032077,KCNAB1
IhnN,ENSMFAG00000031872,SHISA6
IhnN,ENSMFAG00000040754,CHST11
IhnN,ENSMFAG00000033351,MCC
IhnN,ENSMFAG00000000082,ROBO2
IhnN,ENSMFAG00000038079,SHISA9
IhnN,ENSMFAG00000030481,OCA2
IhnN,ENSMFAG00000044031,DAB1
IhnN,ENSMFAG00000036909,TCF4
IhnN,ENSMFAG00000000432,FBXL7
IhnN,ENSMFAG00000043353,GRIA1
IhnN,ENSMFAG00000040349,GRIK2
IhnN,ENSMFAG00000036524,ANO4
IhnN,ENSMFAG00000046348,CNTNAP2
IhnN,ENSMFAG00000031919,CNTN4
IhnN,ENSMFAG00000000050,FRMD4A
IhnN,ENSMFAG00000045642,MTSS1
IhnN,ENSMFAG00000001807,KIAA1211
IhnN,ENSMFAG00000032844,KCNC2
IhnN,ENSMFAG00000032807,UBASH3B
IhnN,ENSMFAG00000040617,COL4A3
IhnN,ENSMFAG00000045895,FGF14
IhnN,ENSMFAG00000039822,AFAP1
IhnN,ENSMFAG00000031605,CACNB2
IhnN,ENSMFAG00000044847,GRIN3A
IhnN,ENSMFAG00000037052,NFIB
IhnN,ENSMFAG00000030381,ZEB2
IhnN,ENSMFAG00000032487,BCL11B
IhnN,ENSMFAG00000001088,CNTN6
IhnN,ENSMFAG00000036988,NYAP2
IhnN,ENSMFAG00000041271,SRRM4
IhnN,ENSMFAG00000046933,ENSMFAG00000046933
IhnN,ENSMFAG00000045865,CNTN5
IhnN,ENSMFAG00000043739,ZNF608
IhnN,ENSMFAG00000040266,REV3L
IhnN,ENSMFAG00000040169,TPD52L1
IhnN,ENSMFAG00000040631,FARP1
IhnN,ENSMFAG00000037310,SGK1
IhnN,ENSMFAG00000042978,THSD7A
IhnN,ENSMFAG00000034631,GRIP1
IhnN,ENSMFAG00000035973,GRIP2
IhnN,ENSMFAG00000037016,ROBO1
IhnN,ENSMFAG00000041636,SAMD4A
IhnN,ENSMFAG00000045115,ANK1
IhnN,ENSMFAG00000041924,L3MBTL4
IhnN,ENSMFAG00000027633,MYRIP
IhnN,ENSMFAG00000007905,FNBP1L
IhnN,ENSMFAG00000036795,RBM20
IhnN,ENSMFAG00000039387,SPOCK3
IhnN,ENSMFAG00000008661,THRB
IhnN,ENSMFAG00000002675,PARD3
IhnN,ENSMFAG00000043573,GRID2
IhnN,ENSMFAG00000039694,ELAVL2
IhnN,ENSMFAG00000001427,TENM3
IhnN,ENSMFAG00000039071,XKR4
IhnN,ENSMFAG00000000729,FAT4
IhnN,ENSMFAG00000031115,TCF12
IhnN,ENSMFAG00000002970,GALNT14
IhnN,ENSMFAG00000002861,DGKD
IhnN,ENSMFAG00000032453,RPS6KA2
IhnN,ENSMFAG00000002574,RAB3C
IhnN,ENSMFAG00000008721,CCNH
IhnN,ENSMFAG00000033948,RELN
IhnN,ENSMFAG00000032798,ALK
IhnN,ENSMFAG00000032638,RAB3IP
IhnN,ENSMFAG00000036449,KCNIP1
IhnN,ENSMFAG00000046358,GABRG3
IhnN,ENSMFAG00000030468,ENSMFAG00000030468
IhnN,ENSMFAG00000044094,MACROD2
IhnN,ENSMFAG00000043475,ZMAT4
IhnN,ENSMFAG00000001913,GRIA4
IhnN,ENSMFAG00000001139,CDH9
IhnN,ENSMFAG00000035625,CLVS1
IhnN,ENSMFAG00000042172,ZNF804A
IhnN,ENSMFAG00000039741,PACRG
IhnN,ENSMFAG00000036767,NLGN1
IhnN,ENSMFAG00000044906,KCTD8
IhnN,ENSMFAG00000041895,RIMBP2
IhnN,ENSMFAG00000003096,UNC13C
IhnN,ENSMFAG00000039435,SH3RF3
IhnN,ENSMFAG00000043621,TACR1
IhnN,ENSMFAG00000032839,CSMD3
IhnN,ENSMFAG00000044378,CCDC85A
IhnN,ENSMFAG00000043289,SLC35F1
IhnN,ENSMFAG00000001572,SLC35F4
IhnN,ENSMFAG00000041997,SYN2
IhnN,ENSMFAG00000006334,CHSY3
IhnN,ENSMFAG00000003153,CDH13
IhnN,ENSMFAG00000034607,KCNN2
IhnN,ENSMFAG00000001632,PALLD
IhnN,ENSMFAG00000003359,PRR16
IhnN,ENSMFAG00000036929,LRP1B
IhnN,ENSMFAG00000001810,CDH10
IhnN,ENSMFAG00000031342,THSD7B
IhnN,ENSMFAG00000000652,DPP6
IhnN,ENSMFAG00000032515,NXPH1
IhnN,ENSMFAG00000001387,ENSMFAG00000001387
IhnN,ENSMFAG00000002650,PTPRM
IhnN,ENSMFAG00000045447,SPHKAP
IhnN,ENSMFAG00000042082,PID1
IhnN,ENSMFAG00000045444,ALCAM
IhnN,ENSMFAG00000000922,NOS1
IhnN,ENSMFAG00000037522,EYA4
IhnN,ENSMFAG00000000096,SLIT2
IhnN,ENSMFAG00000000810,GRM8
IhnN,ENSMFAG00000044416,FSTL5
IhnN,ENSMFAG00000001543,TTN
IhnN,ENSMFAG00000017703,TOX
IhnN,ENSMFAG00000036584,IL1RAPL2
IhnN,ENSMFAG00000035466,SGCZ
Oligo,ENSMFAG00000041223,SIK3
Oligo,ENSMFAG00000035372,DNM3
Oligo,ENSMFAG00000003000,RTN4
Oligo,ENSMFAG00000036895,BNC2
Oligo,ENSMFAG00000047151,ENSMFAG00000047151
Oligo,ENSMFAG00000033948,RELN
Oligo,ENSMFAG00000009175,CDH19
Oligo,ENSMFAG00000032545,PLLP
Oligo,ENSMFAG00000038789,CLIC4
Oligo,ENSMFAG00000045618,ANLN
Oligo,ENSMFAG00000036183,GPR37
Oligo,ENSMFAG00000000304,ASPA
Oligo,ENSMFAG00000046457,ENSMFAG00000046457
Oligo,ENSMFAG00000045944,ERMN
Oligo,ENSMFAG00000040543,CPM
Oligo,ENSMFAG00000028569,COL9A2
Oligo,ENSMFAG00000039081,SLCO1A2
Oligo,ENSMFAG00000040171,ERBB3
Oligo,ENSMFAG00000042071,ENSMFAG00000042071
Oligo,ENSMFAG00000001106,SH3TC2
Oligo,ENSMFAG00000018079,PRR5L
Oligo,ENSMFAG00000025747,MAL
Oligo,ENSMFAG00000001996,CLCA2
Oligo,ENSMFAG00000032926,EXOC6B
Oligo,ENSMFAG00000003950,CD22
Oligo,ENSMFAG00000038416,PRKCQ
Oligo,ENSMFAG00000046645,ENSMFAG00000046645
Oligo,ENSMFAG00000039875,EDIL3
Oligo,ENSMFAG00000000843,FRMD5
Oligo,ENSMFAG00000043904,PARD3B
Oligo,ENSMFAG00000043430,ENSMFAG00000043430
Oligo,ENSMFAG00000041061,PLEKHB1
Oligo,ENSMFAG00000003319,CYP2J2
Oligo,ENSMFAG00000000995,FMNL2
Oligo,ENSMFAG00000002611,PPP2R2B
Oligo,ENSMFAG00000042848,DLG1
Oligo,ENSMFAG00000002870,GARNL3
Oligo,ENSMFAG00000046382,IL1RAPL1
Oligo,ENSMFAG00000042352,ERBB4
Oligo,ENSMFAG00000034687,FRYL
Oligo,ENSMFAG00000001208,ABTB2
Oligo,ENSMFAG00000002921,SLC9A9
Oligo,ENSMFAG00000036976,PEX5L
Oligo,ENSMFAG00000002894,SLAIN1
Oligo,ENSMFAG00000038629,AGAP1
Oligo,ENSMFAG00000003086,ZCCHC24
Oligo,ENSMFAG00000030099,FAM124A
Oligo,ENSMFAG00000046541,ENSMFAG00000046541
Oligo,ENSMFAG00000003247,DTHD1
Oligo,ENSMFAG00000000935,PLXNB3
Oligo,ENSMFAG00000044864,NCAM1
Oligo,ENSMFAG00000036102,CYP27A1
Oligo,ENSMFAG00000044337,PLPP2
Oligo,ENSMFAG00000001788,SNX29
Oligo,ENSMFAG00000033458,ANK3
Oligo,ENSMFAG00000000658,HEPACAM
Oligo,ENSMFAG00000032289,LPCAT2
Oligo,ENSMFAG00000034461,LPAR1
Oligo,ENSMFAG00000031682,SLC24A2
Oligo,ENSMFAG00000033591,KIF1B
Oligo,ENSMFAG00000042407,TTLL7
Oligo,ENSMFAG00000000432,FBXL7
Oligo,ENSMFAG00000037310,SGK1
Oligo,ENSMFAG00000033880,CNKSR3
Oligo,ENSMFAG00000003010,CDK8
Oligo,ENSMFAG00000032734,GNAO1
Oligo,ENSMFAG00000041825,CHD7
Oligo,ENSMFAG00000042968,WSB1
Oligo,ENSMFAG00000001444,ENSMFAG00000001444
Oligo,ENSMFAG00000000424,NDE1
Oligo,ENSMFAG00000042047,ZDHHC20
Oligo,ENSMFAG00000043937,CAVIN4
Oligo,ENSMFAG00000003845,AOPEP
Oligo,ENSMFAG00000035789,PLEKHG3
Oligo,ENSMFAG00000007641,PHLDB1
Oligo,ENSMFAG00000040372,SYT9
Oligo,ENSMFAG00000038396,CNTN2
Oligo,ENSMFAG00000042294,CDK19
Oligo,ENSMFAG00000038158,SPP1
Oligo,ENSMFAG00000042951,PCDH9
Oligo,ENSMFAG00000036947,KANK1
Oligo,ENSMFAG00000031788,DSCAML1
Oligo,ENSMFAG00000034393,SLCO3A1
Oligo,ENSMFAG00000008183,PTBP2
Oligo,ENSMFAG00000032366,MYO1E
Oligo,ENSMFAG00000003541,RNF125
Oligo,ENSMFAG00000037127,WWOX
Oligo,ENSMFAG00000003082,RFTN2
Oligo,ENSMFAG00000044248,DOCK4
Oligo,ENSMFAG00000027151,CA2
Oligo,ENSMFAG00000030642,MAP4K4
Oligo,ENSMFAG00000031323,PTPRD
Oligo,ENSMFAG00000040569,ARHGAP23
Oligo,ENSMFAG00000044234,LIMCH1
Oligo,ENSMFAG00000043684,SORT1
Oligo,ENSMFAG00000034602,NKAIN2
Oligo,ENSMFAG00000041279,DST
Oligo,ENSMFAG00000044300,NDRG1
Oligo,ENSMFAG00000042781,MAP7
Oligo,ENSMFAG00000044659,DNAJC6
Oligo,ENSMFAG00000045373,ATP10B
Oligo,ENSMFAG00000044011,GAB1
Oligo,ENSMFAG00000000195,NAALADL2
Oligo,ENSMFAG00000001164,PTK2
Oligo,ENSMFAG00000038865,WNK1
Oligo,ENSMFAG00000045828,NFIA
Oligo,ENSMFAG00000003384,ENSMFAG00000003384
Oligo,ENSMFAG00000043828,DENND2A
Oligo,ENSMFAG00000043983,RERE
Oligo,ENSMFAG00000040306,PADI2
Oligo,ENSMFAG00000026977,AFMID
Oligo,ENSMFAG00000042802,FUT8
Oligo,ENSMFAG00000045739,ANKRD28
Oligo,ENSMFAG00000002285,CEP170
Oligo,ENSMFAG00000033192,TMTC1
Oligo,ENSMFAG00000041144,ARHGAP21
Oligo,ENSMFAG00000040104,LRRC1
