Gene.stable.ID,Gene.name,Gene.type_ensembl,Gene.type_Fig2B
ENSMFAG00000045796,ENSMFAG00000045796,protein_coding,protein_coding
ENSMFAG00000001044,FUOM,protein_coding,protein_coding
ENSMFAG00000043355,ENSMFAG00000043355,protein_coding,protein_coding
ENSMFAG00000042851,MTG1,protein_coding,protein_coding
ENSMFAG00000029744,SPRN,protein_coding,protein_coding
ENSMFAG00000045421,SCART1,protein_coding,protein_coding
ENSMFAG00000012318,RF00066,snRNA,smallRNA
ENSMFAG00000044389,CYP2E1,protein_coding,protein_coding
ENSMFAG00000032521,SYCE1,protein_coding,protein_coding
ENSMFAG00000012249,RF00066,snRNA,smallRNA
ENSMFAG00000006312,ENSMFAG00000006312,protein_coding,protein_coding
ENSMFAG00000046098,PLEKHB2,protein_coding,protein_coding
ENSMFAG00000041511,FAM168B,protein_coding,protein_coding
ENSMFAG00000045827,ENSMFAG00000045827,protein_coding,protein_coding
ENSMFAG00000015162,ENSMFAG00000015162,miRNA,smallRNA
ENSMFAG00000022438,ENSMFAG00000022438,protein_coding,protein_coding
ENSMFAG00000032961,ENSMFAG00000032961,protein_coding,protein_coding
ENSMFAG00000035224,ENSMFAG00000035224,protein_coding,protein_coding
ENSMFAG00000044484,ENSMFAG00000044484,protein_coding,protein_coding
ENSMFAG00000045046,ENSMFAG00000045046,protein_coding,protein_coding
ENSMFAG00000003200,PTPN18,protein_coding,protein_coding
ENSMFAG00000045624,IMP4,protein_coding,protein_coding
ENSMFAG00000037057,CCDC115,protein_coding,protein_coding
ENSMFAG00000033917,TUBA3E,protein_coding,protein_coding
ENSMFAG00000004020,ENSMFAG00000004020,protein_coding,protein_coding
ENSMFAG00000043150,SMPD4,protein_coding,protein_coding
ENSMFAG00000045380,ENSMFAG00000045380,protein_coding,protein_coding
ENSMFAG00000033345,ENSMFAG00000033345,protein_coding,protein_coding
ENSMFAG00000016877,RF00026,snRNA,smallRNA
ENSMFAG00000040129,ENSMFAG00000040129,protein_coding,protein_coding
ENSMFAG00000046623,ENSMFAG00000046623,lincRNA,lincRNA
ENSMFAG00000005471,RF00026,snRNA,smallRNA
ENSMFAG00000046678,ENSMFAG00000046678,lincRNA,lincRNA
ENSMFAG00000044689,HS6ST1,protein_coding,protein_coding
ENSMFAG00000034333,UGGT1,protein_coding,protein_coding
ENSMFAG00000034167,SAP130,protein_coding,protein_coding
ENSMFAG00000044626,AMMECR1L,protein_coding,protein_coding
ENSMFAG00000031937,POLR2D,protein_coding,protein_coding
ENSMFAG00000036231,RF00019,misc_RNA,smallRNA
ENSMFAG00000005367,WDR33,protein_coding,protein_coding
ENSMFAG00000012639,RF00019,misc_RNA,smallRNA
ENSMFAG00000039834,SFT2D3,protein_coding,protein_coding
ENSMFAG00000000950,LIMS2,protein_coding,protein_coding
ENSMFAG00000036834,GPR17,protein_coding,protein_coding
ENSMFAG00000031956,MYO7B,protein_coding,protein_coding
ENSMFAG00000016975,IWS1,protein_coding,protein_coding
ENSMFAG00000044923,PROC,protein_coding,protein_coding
ENSMFAG00000037837,MAP3K2,protein_coding,protein_coding
ENSMFAG00000031168,ENSMFAG00000031168,protein_coding,protein_coding
ENSMFAG00000003370,ERCC3,protein_coding,protein_coding
ENSMFAG00000041958,CYP27C1,protein_coding,protein_coding
ENSMFAG00000028411,ENSMFAG00000028411,protein_coding,protein_coding
ENSMFAG00000031946,BIN1,protein_coding,protein_coding
ENSMFAG00000047070,ENSMFAG00000047070,lincRNA,lincRNA
ENSMFAG00000003980,GYPC,protein_coding,protein_coding
ENSMFAG00000046704,ENSMFAG00000046704,lincRNA,lincRNA
ENSMFAG00000004466,RF00001,rRNA,smallRNA
ENSMFAG00000042003,CNTNAP5,protein_coding,protein_coding
ENSMFAG00000044217,TSN,protein_coding,protein_coding
ENSMFAG00000031270,NIFK,protein_coding,protein_coding
ENSMFAG00000023282,RF00019,misc_RNA,smallRNA
ENSMFAG00000032753,CLASP1,protein_coding,protein_coding
ENSMFAG00000013078,RF00019,misc_RNA,smallRNA
ENSMFAG00000013889,RF00618,snRNA,smallRNA
ENSMFAG00000013698,TFCP2L1,protein_coding,protein_coding
ENSMFAG00000012886,ENSMFAG00000012886,protein_coding,protein_coding
ENSMFAG00000003477,GLI2,protein_coding,protein_coding
ENSMFAG00000043042,INHBB,protein_coding,protein_coding
ENSMFAG00000038532,RALB,protein_coding,protein_coding
ENSMFAG00000016061,TMEM185B,protein_coding,protein_coding
ENSMFAG00000000388,EPB41L5,protein_coding,protein_coding
ENSMFAG00000029862,ENSMFAG00000029862,protein_coding,protein_coding
ENSMFAG00000037071,PTPN4,protein_coding,protein_coding
ENSMFAG00000044614,ENSMFAG00000044614,protein_coding,protein_coding
ENSMFAG00000002907,ENSMFAG00000002907,protein_coding,protein_coding
ENSMFAG00000026339,CFAP221,protein_coding,protein_coding
ENSMFAG00000003037,SCTR,protein_coding,protein_coding
ENSMFAG00000028075,TMEM37,protein_coding,protein_coding
ENSMFAG00000010791,RF00100,misc_RNA,smallRNA
ENSMFAG00000040570,DBI,protein_coding,protein_coding
ENSMFAG00000002195,C2orf76,protein_coding,protein_coding
ENSMFAG00000002842,STEAP3,protein_coding,protein_coding
ENSMFAG00000034573,C1QL2,protein_coding,protein_coding
ENSMFAG00000037627,MARCO,protein_coding,protein_coding
ENSMFAG00000039390,EN1,protein_coding,protein_coding
ENSMFAG00000046900,ENSMFAG00000046900,lincRNA,lincRNA
ENSMFAG00000033044,INSIG2,protein_coding,protein_coding
ENSMFAG00000038632,CCDC93,protein_coding,protein_coding
ENSMFAG00000045805,ENSMFAG00000045805,protein_coding,protein_coding
ENSMFAG00000043075,DDX18,protein_coding,protein_coding
ENSMFAG00000012063,RF00066,snRNA,smallRNA
ENSMFAG00000004071,DPP10,protein_coding,protein_coding
ENSMFAG00000019022,RF00001,rRNA,smallRNA
ENSMFAG00000041594,ACTR3,protein_coding,protein_coding
ENSMFAG00000046749,ENSMFAG00000046749,lincRNA,lincRNA
ENSMFAG00000001843,SLC35F5,protein_coding,protein_coding
ENSMFAG00000041717,ENSMFAG00000041717,protein_coding,protein_coding
ENSMFAG00000011597,RF00100,misc_RNA,smallRNA
ENSMFAG00000033924,LYPD1,protein_coding,protein_coding
ENSMFAG00000035593,NCKAP5,protein_coding,protein_coding
ENSMFAG00000009659,RF00100,misc_RNA,smallRNA
ENSMFAG00000039144,ENSMFAG00000039144,protein_coding,protein_coding
ENSMFAG00000002058,MGAT5,protein_coding,protein_coding
ENSMFAG00000023653,RF00001,rRNA,smallRNA
ENSMFAG00000021919,ENSMFAG00000021919,protein_coding,protein_coding
ENSMFAG00000004027,TMEM163,protein_coding,protein_coding
ENSMFAG00000001001,ACMSD,protein_coding,protein_coding
ENSMFAG00000042791,CCNT2,protein_coding,protein_coding
ENSMFAG00000043568,MAP3K19,protein_coding,protein_coding
ENSMFAG00000026109,RAB3GAP1,protein_coding,protein_coding
ENSMFAG00000004958,RF00561,snoRNA,smallRNA
ENSMFAG00000034071,ZRANB3,protein_coding,protein_coding
ENSMFAG00000005696,ENSMFAG00000005696,protein_coding,protein_coding
ENSMFAG00000041521,ENSMFAG00000041521,protein_coding,protein_coding
ENSMFAG00000033595,ENSMFAG00000033595,protein_coding,protein_coding
ENSMFAG00000030331,R3HDM1,protein_coding,protein_coding
ENSMFAG00000010969,MIR128-1,miRNA,smallRNA
ENSMFAG00000002817,UBXN4,protein_coding,protein_coding
ENSMFAG00000043296,LCT,protein_coding,protein_coding
ENSMFAG00000041102,MCM6,protein_coding,protein_coding
ENSMFAG00000008693,DARS,protein_coding,protein_coding
ENSMFAG00000037063,CXCR4,protein_coding,protein_coding
ENSMFAG00000033870,ENSMFAG00000033870,protein_coding,protein_coding
ENSMFAG00000040131,ENSMFAG00000040131,protein_coding,protein_coding
ENSMFAG00000031342,THSD7B,protein_coding,protein_coding
ENSMFAG00000044913,ENSMFAG00000044913,protein_coding,protein_coding
ENSMFAG00000035962,ENSMFAG00000035962,protein_coding,protein_coding
ENSMFAG00000040453,ENSMFAG00000040453,protein_coding,protein_coding
ENSMFAG00000034592,ENSMFAG00000034592,protein_coding,protein_coding
ENSMFAG00000033909,SPOPL,protein_coding,protein_coding
ENSMFAG00000039309,NXPH2,protein_coding,protein_coding
ENSMFAG00000008336,ENSMFAG00000008336,protein_coding,protein_coding
ENSMFAG00000036929,LRP1B,protein_coding,protein_coding
ENSMFAG00000006165,RF02271,misc_RNA,smallRNA
ENSMFAG00000033805,RF00026,snRNA,smallRNA
ENSMFAG00000042674,ENSMFAG00000042674,protein_coding,protein_coding
ENSMFAG00000041160,KYNU,protein_coding,protein_coding
ENSMFAG00000016740,ARHGAP15,protein_coding,protein_coding
ENSMFAG00000037523,ENSMFAG00000037523,protein_coding,protein_coding
ENSMFAG00000032520,GTDC1,protein_coding,protein_coding
ENSMFAG00000030381,ZEB2,protein_coding,protein_coding
ENSMFAG00000007540,RF01984,misc_RNA,smallRNA
ENSMFAG00000037471,RF01985,misc_RNA,smallRNA
ENSMFAG00000006437,RF01986,misc_RNA,smallRNA
ENSMFAG00000023492,RF01987,misc_RNA,smallRNA
ENSMFAG00000028381,ENSMFAG00000028381,protein_coding,protein_coding
ENSMFAG00000036127,ENSMFAG00000036127,pseudogene,pseudogene
ENSMFAG00000038171,ENSMFAG00000038171,protein_coding,protein_coding
ENSMFAG00000019961,ENSMFAG00000019961,protein_coding,protein_coding
ENSMFAG00000015524,ENSMFAG00000015524,protein_coding,protein_coding
ENSMFAG00000040906,ENSMFAG00000040906,protein_coding,protein_coding
ENSMFAG00000003464,ACVR2A,protein_coding,protein_coding
ENSMFAG00000005603,RF00026,snRNA,smallRNA
ENSMFAG00000031595,ORC4,protein_coding,protein_coding
ENSMFAG00000035493,MBD5,protein_coding,protein_coding
ENSMFAG00000002751,EPC2,protein_coding,protein_coding
ENSMFAG00000042660,ENSMFAG00000042660,protein_coding,protein_coding
ENSMFAG00000033834,ENSMFAG00000033834,protein_coding,protein_coding
ENSMFAG00000038774,KIF5C,protein_coding,protein_coding
ENSMFAG00000046204,LYPD6B,protein_coding,protein_coding
ENSMFAG00000002977,LYPD6,protein_coding,protein_coding
ENSMFAG00000001801,MMADHC,protein_coding,protein_coding
ENSMFAG00000037633,ENSMFAG00000037633,protein_coding,protein_coding
ENSMFAG00000045221,RND3,protein_coding,protein_coding
ENSMFAG00000031648,RBM43,protein_coding,protein_coding
ENSMFAG00000044452,ENSMFAG00000044452,protein_coding,protein_coding
ENSMFAG00000045501,NMI,protein_coding,protein_coding
ENSMFAG00000000925,TNFAIP6,protein_coding,protein_coding
ENSMFAG00000024072,RF00017,misc_RNA,smallRNA
ENSMFAG00000032233,RIF1,protein_coding,protein_coding
ENSMFAG00000000188,NEB,protein_coding,protein_coding
ENSMFAG00000002830,ARL5A,protein_coding,protein_coding
ENSMFAG00000044631,ENSMFAG00000044631,protein_coding,protein_coding
ENSMFAG00000039480,STAM2,protein_coding,protein_coding
ENSMFAG00000000995,FMNL2,protein_coding,protein_coding
ENSMFAG00000042212,ENSMFAG00000042212,protein_coding,protein_coding
ENSMFAG00000038480,PRPF40A,protein_coding,protein_coding
ENSMFAG00000046021,ARL6IP6,protein_coding,protein_coding
ENSMFAG00000023756,RPRM,protein_coding,protein_coding
ENSMFAG00000006241,RF00026,snRNA,smallRNA
ENSMFAG00000043213,GALNT13,protein_coding,protein_coding
ENSMFAG00000043008,KCNJ3,protein_coding,protein_coding
ENSMFAG00000034759,ENSMFAG00000034759,protein_coding,protein_coding
ENSMFAG00000006292,RF00026,snRNA,smallRNA
ENSMFAG00000038262,ENSMFAG00000038262,protein_coding,protein_coding
ENSMFAG00000033829,RF00026,snRNA,smallRNA
ENSMFAG00000046542,ENSMFAG00000046542,lincRNA,lincRNA
ENSMFAG00000043951,ENSMFAG00000043951,protein_coding,protein_coding
ENSMFAG00000036654,NR4A2,protein_coding,protein_coding
ENSMFAG00000031606,GPD2,protein_coding,protein_coding
ENSMFAG00000039979,ENSMFAG00000039979,protein_coding,protein_coding
ENSMFAG00000036566,GALNT5,protein_coding,protein_coding
ENSMFAG00000018579,RF00100,misc_RNA,smallRNA
ENSMFAG00000045944,ERMN,protein_coding,protein_coding
ENSMFAG00000043861,CYTIP,protein_coding,protein_coding
ENSMFAG00000042281,ACVR1C,protein_coding,protein_coding
ENSMFAG00000042305,ACVR1,protein_coding,protein_coding
ENSMFAG00000006260,RF00026,snRNA,smallRNA
ENSMFAG00000019885,RF00026,snRNA,smallRNA
ENSMFAG00000003209,UPP2,protein_coding,protein_coding
ENSMFAG00000038269,CCDC148,protein_coding,protein_coding
ENSMFAG00000010898,RF00017,misc_RNA,smallRNA
ENSMFAG00000008546,PKP4,protein_coding,protein_coding
ENSMFAG00000036069,ENSMFAG00000036069,pseudogene,pseudogene
ENSMFAG00000043045,ENSMFAG00000043045,protein_coding,protein_coding
ENSMFAG00000029280,DAPL1,protein_coding,protein_coding
ENSMFAG00000042358,TANC1,protein_coding,protein_coding
ENSMFAG00000023412,WDSUB1,protein_coding,protein_coding
ENSMFAG00000037367,BAZ2B,protein_coding,protein_coding
ENSMFAG00000002815,ENSMFAG00000002815,protein_coding,protein_coding
ENSMFAG00000008306,RF00019,misc_RNA,smallRNA
ENSMFAG00000032793,2021-03-07 00:00:00,protein_coding,protein_coding
ENSMFAG00000038264,CD302,protein_coding,protein_coding
ENSMFAG00000033999,ENSMFAG00000033999,protein_coding,protein_coding
ENSMFAG00000041834,PLA2R1,protein_coding,protein_coding
ENSMFAG00000045696,ENSMFAG00000045696,protein_coding,protein_coding
ENSMFAG00000002303,ITGB6,protein_coding,protein_coding
ENSMFAG00000000274,RBMS1,protein_coding,protein_coding
ENSMFAG00000006359,MIR4785,miRNA,smallRNA
ENSMFAG00000037351,TANK,protein_coding,protein_coding
ENSMFAG00000002257,PSMD14,protein_coding,protein_coding
ENSMFAG00000021142,RF00001,rRNA,smallRNA
ENSMFAG00000037011,TBR1,protein_coding,protein_coding
ENSMFAG00000034426,SLC4A10,protein_coding,protein_coding
ENSMFAG00000041945,DPP4,protein_coding,protein_coding
ENSMFAG00000041524,GCG,protein_coding,protein_coding
ENSMFAG00000043504,FAP,protein_coding,protein_coding
ENSMFAG00000003848,IFIH1,protein_coding,protein_coding
ENSMFAG00000040637,GCA,protein_coding,protein_coding
ENSMFAG00000030695,KCNH7,protein_coding,protein_coding
ENSMFAG00000047047,ENSMFAG00000047047,lincRNA,lincRNA
ENSMFAG00000039869,FIGN,protein_coding,protein_coding
ENSMFAG00000019292,ENSMFAG00000019292,protein_coding,protein_coding
ENSMFAG00000005944,ENSMFAG00000005944,protein_coding,protein_coding
ENSMFAG00000031856,GRB14,protein_coding,protein_coding
ENSMFAG00000041468,COBLL1,protein_coding,protein_coding
ENSMFAG00000014654,RF00156,snoRNA,smallRNA
ENSMFAG00000003070,ENSMFAG00000003070,protein_coding,protein_coding
ENSMFAG00000003277,SLC38A11,protein_coding,protein_coding
ENSMFAG00000045084,SCN3A,protein_coding,protein_coding
ENSMFAG00000033946,SCN2A,protein_coding,protein_coding
ENSMFAG00000036441,CSRNP3,protein_coding,protein_coding
ENSMFAG00000045217,GALNT3,protein_coding,protein_coding
ENSMFAG00000044970,TTC21B,protein_coding,protein_coding
ENSMFAG00000031169,SCN1A,protein_coding,protein_coding
ENSMFAG00000012377,RF00019,misc_RNA,smallRNA
ENSMFAG00000011308,RF00100,misc_RNA,smallRNA
ENSMFAG00000034634,SCN9A,protein_coding,protein_coding
ENSMFAG00000045959,ENSMFAG00000045959,protein_coding,protein_coding
ENSMFAG00000012357,SCN7A,protein_coding,protein_coding
ENSMFAG00000000943,XIRP2,protein_coding,protein_coding
ENSMFAG00000007837,ENSMFAG00000007837,protein_coding,protein_coding
ENSMFAG00000008871,B3GALT1,protein_coding,protein_coding
ENSMFAG00000009004,ENSMFAG00000009004,protein_coding,protein_coding
ENSMFAG00000020471,ENSMFAG00000020471,protein_coding,protein_coding
ENSMFAG00000031858,STK39,protein_coding,protein_coding
ENSMFAG00000008227,RF00017,misc_RNA,smallRNA
ENSMFAG00000046177,CERS6,protein_coding,protein_coding
ENSMFAG00000005602,ENSMFAG00000005602,miRNA,smallRNA
ENSMFAG00000009927,ENSMFAG00000009927,protein_coding,protein_coding
ENSMFAG00000031990,NOSTRIN,protein_coding,protein_coding
ENSMFAG00000035541,SPC25,protein_coding,protein_coding
ENSMFAG00000037604,ABCB11,protein_coding,protein_coding
ENSMFAG00000034505,DHRS9,protein_coding,protein_coding
ENSMFAG00000045364,LRP2,protein_coding,protein_coding
ENSMFAG00000040347,BBS5,protein_coding,protein_coding
ENSMFAG00000037731,KLHL41,protein_coding,protein_coding
ENSMFAG00000035847,FASTKD1,protein_coding,protein_coding
ENSMFAG00000024071,RF00026,snRNA,smallRNA
ENSMFAG00000041227,PPIG,protein_coding,protein_coding
ENSMFAG00000000770,CCDC173,protein_coding,protein_coding
ENSMFAG00000035177,ENSMFAG00000035177,pseudogene,pseudogene
ENSMFAG00000031248,KLHL23,protein_coding,protein_coding
ENSMFAG00000039066,SSB,protein_coding,protein_coding
ENSMFAG00000046280,METTL5,protein_coding,protein_coding
ENSMFAG00000045930,UBR3,protein_coding,protein_coding
ENSMFAG00000012041,ENSMFAG00000012041,protein_coding,protein_coding
ENSMFAG00000002186,MYO3B,protein_coding,protein_coding
ENSMFAG00000000803,SP5,protein_coding,protein_coding
ENSMFAG00000007900,RF00019,misc_RNA,smallRNA
ENSMFAG00000045253,ERICH2,protein_coding,protein_coding
ENSMFAG00000045590,GAD1,protein_coding,protein_coding
ENSMFAG00000045440,GORASP2,protein_coding,protein_coding
ENSMFAG00000040555,TLK1,protein_coding,protein_coding
ENSMFAG00000032752,METTL8,protein_coding,protein_coding
ENSMFAG00000032409,DCAF17,protein_coding,protein_coding
ENSMFAG00000032778,CYBRD1,protein_coding,protein_coding
ENSMFAG00000046037,DYNC1I2,protein_coding,protein_coding
ENSMFAG00000036961,SLC25A12,protein_coding,protein_coding
ENSMFAG00000004186,RF00026,snRNA,smallRNA
ENSMFAG00000044656,HAT1,protein_coding,protein_coding
ENSMFAG00000001723,METAP1D,protein_coding,protein_coding
ENSMFAG00000005543,ENSMFAG00000005543,protein_coding,protein_coding
ENSMFAG00000039931,DLX1,protein_coding,protein_coding
ENSMFAG00000045147,DLX2,protein_coding,protein_coding
ENSMFAG00000046918,ENSMFAG00000046918,lincRNA,lincRNA
ENSMFAG00000038164,ITGA6,protein_coding,protein_coding
ENSMFAG00000043197,PDK1,protein_coding,protein_coding
ENSMFAG00000024477,RF01210,snoRNA,smallRNA
ENSMFAG00000044653,RAPGEF4,protein_coding,protein_coding
ENSMFAG00000002521,ENSMFAG00000002521,protein_coding,protein_coding
ENSMFAG00000001160,MAP3K20,protein_coding,protein_coding
ENSMFAG00000033844,CDCA7,protein_coding,protein_coding
ENSMFAG00000039121,ENSMFAG00000039121,protein_coding,protein_coding
ENSMFAG00000001253,SP3,protein_coding,protein_coding
ENSMFAG00000044124,OLA1,protein_coding,protein_coding
ENSMFAG00000035384,SP9,protein_coding,protein_coding
ENSMFAG00000041382,CIR1,protein_coding,protein_coding
ENSMFAG00000035341,GPR155,protein_coding,protein_coding
ENSMFAG00000042925,SCRN3,protein_coding,protein_coding
ENSMFAG00000034165,WIPF1,protein_coding,protein_coding
ENSMFAG00000006375,RF00066,snRNA,smallRNA
ENSMFAG00000042992,CHRNA1,protein_coding,protein_coding
ENSMFAG00000002404,CHN1,protein_coding,protein_coding
ENSMFAG00000001351,ENSMFAG00000001351,protein_coding,protein_coding
ENSMFAG00000002278,ATF2,protein_coding,protein_coding
ENSMFAG00000006650,RF02271,misc_RNA,smallRNA
ENSMFAG00000012871,ENSMFAG00000012871,miRNA,smallRNA
ENSMFAG00000040423,RF00019,misc_RNA,smallRNA
ENSMFAG00000037669,ATP5MC3,protein_coding,protein_coding
ENSMFAG00000004166,RF00026,snRNA,smallRNA
ENSMFAG00000002105,LNPK,protein_coding,protein_coding
ENSMFAG00000044313,HOXD4,protein_coding,protein_coding
ENSMFAG00000034065,HOXD3,protein_coding,protein_coding
ENSMFAG00000046035,HOXD1,protein_coding,protein_coding
ENSMFAG00000026822,MTX2,protein_coding,protein_coding
ENSMFAG00000008147,ENSMFAG00000008147,protein_coding,protein_coding
ENSMFAG00000017239,RF00019,misc_RNA,smallRNA
ENSMFAG00000015609,ENSMFAG00000015609,protein_coding,protein_coding
ENSMFAG00000007222,ENSMFAG00000007222,miRNA,smallRNA
ENSMFAG00000000823,HNRNPA3,protein_coding,protein_coding
ENSMFAG00000016135,ENSMFAG00000016135,protein_coding,protein_coding
ENSMFAG00000041108,NFE2L2,protein_coding,protein_coding
ENSMFAG00000015233,RF01210,snoRNA,smallRNA
ENSMFAG00000038904,AGPS,protein_coding,protein_coding
ENSMFAG00000013968,TTC30B,protein_coding,protein_coding
ENSMFAG00000015219,TTC30A,protein_coding,protein_coding
ENSMFAG00000042268,PDE11A,protein_coding,protein_coding
ENSMFAG00000034055,ENSMFAG00000034055,protein_coding,protein_coding
ENSMFAG00000042524,RBM45,protein_coding,protein_coding
ENSMFAG00000005778,RF00020,snRNA,smallRNA
ENSMFAG00000003510,OSBPL6,protein_coding,protein_coding
ENSMFAG00000038974,RF00026,snRNA,smallRNA
ENSMFAG00000040213,PRKRA,protein_coding,protein_coding
ENSMFAG00000001249,PJVK,protein_coding,protein_coding
ENSMFAG00000034329,FKBP7,protein_coding,protein_coding
ENSMFAG00000031192,PLEKHA3,protein_coding,protein_coding
ENSMFAG00000001543,TTN,protein_coding,protein_coding
ENSMFAG00000011661,RF00066,snRNA,smallRNA
ENSMFAG00000000963,CCDC141,protein_coding,protein_coding
ENSMFAG00000013388,SESTD1,protein_coding,protein_coding
ENSMFAG00000033321,ENSMFAG00000033321,protein_coding,protein_coding
ENSMFAG00000043013,ZNF385B,protein_coding,protein_coding
