Region,roi173,NeocortexRegion,Lobe,002,034,067,079,92,qbt,xq,xz,zs,RIN,total_reads,uniquely_mapped,uniquely_mapped_percent,TOTAL_READS,PF_READS,PF_READS_ALIGNED,PCT_PF_READS_ALIGNED,PF_ALIGNED_BASES,PF_HQ_ALIGNED_READS,PF_HQ_ALIGNED_BASES,PF_HQ_ALIGNED_Q20_BASES,PF_MISMATCH_RATE,PF_HQ_ERROR_RATE,PF_INDEL_RATE,READS_ALIGNED_IN_PAIRS,PCT_READS_ALIGNED_IN_PAIRS,BAD_CYCLES,STRAND_BALANCE,PCT_CHIMERAS,PF_BASES,PF_ALIGNED_BASES.1,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,IGNORED_READS,CORRECT_STRAND_READS,INCORRECT_STRAND_READS,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,PCT_USABLE_BASES,PCT_CORRECT_STRAND_READS,MEDIAN_CV_COVERAGE,MEDIAN_5PRIME_BIAS,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,WINDOW_SIZE,TOTAL_CLUSTERS,ALIGNED_READS,AT_DROPOUT,GC_DROPOUT,Full_name,Dictionary_lobe,Regional_map
IPa,IPa,Yes,Temporal,0,0,0,0,1,1,3,1,0,8.16666666666667,50753882.1666667,46228720.5,90.9933333333333,101507764.333333,101507764.333333,95351482.1666667,0.938552166666667,13484760588.6667,92305599.1666667,13059468690.5,12676040055.1667,0.0066078333333333,0.0065318333333333,0.000258,95193533.6666667,0.998280333333333,0,0.500007333333333,0.0064573333333333,14392424556.6667,13484760588.6667,3949519485.5,1305127815.5,4606023635.16667,3624027070.5,0,35395361.8333333,1033491.66666667,29.88105,9.69453333333333,33.5633833333333,26.8606,39.5756166666667,36.8473333333333,96.87505,0.352645833333333,0.642972166666667,0.727704666666667,0.838451333333333,100,53025711.3333333,99886841.1666667,27.82167,0.0,"area Ipa,sts fundus",Temporal ,TCc
LIPd,LIPd,Yes,Parietal,0,2,0,0,0,3,3,1,1,7.86,52417098.0,44347554.1,83.683,95142121.5,95142121.5,93923319.6,0.9895988,13398201176.8,88644574.0,12656979333.3,12373262138.1,0.0060495,0.0060327,0.0002909,93868059.8,0.9993284,0,0.5000232,0.0055155,13692859084.1,13398201176.8,3579272272.8,1263193624.2,4185186142.3,4370463476.7,0,31732311.7,1308328.9,27.79323,9.33381,29.31514,33.55735,37.12701,36.48547,96.11313,0.4214838,0.6532782,0.661368,0.9007233,100,51737263.6,102225795.5,33.4847418,0.1611087,"lateral intraparietal area, dorsal subdivision",Parietal,PCip
LIPv,LIPv,Yes,Parietal,0,2,0,0,0,1,4,2,0,8.03333333333333,52793533.3333333,43807198.1111111,82.5211111111111,95718575.8888889,95718575.8888889,94724207.0,0.991598777777778,13436719644.0,87569648.0,12428788849.1111,12152399583.1111,0.0057756666666666,0.0057951111111111,0.0002336666666666,94674884.6666667,0.999427666666667,0,0.500014777777778,0.0054234444444444,13692585044.4444,13436719644.0,3772571251.33333,1326295582.77778,3825069256.22222,4512681242.44444,0,33494358.8888889,1326908.77777778,29.135,9.79481111111111,26.7295222222222,34.3401,38.9298,38.3564666666667,96.1875,0.381474777777778,0.696452777777778,0.695373666666667,0.908194,100,53536609.1111111,106040755.111111,39.1490266666667,0.222052444444444,"lateral intraparietal area, ventral subdivision",Parietal,PCip
ML,ML,Yes,Temporal,0,2,0,1,2,0,1,0,0,8.51666666666667,52671268.6666667,41296584.8333333,78.36,91607460.1666667,91607460.1666667,88960133.0,0.973825666666667,12235139796.0,82514517.3333333,11347427325.8333,11065531089.8333,0.0064706666666666,0.0064696666666666,0.0002291666666666,88874888.6666667,0.999015166666667,0,0.500019666666667,0.0058221666666666,12670504006.1667,12235139796.0,3815958734.16667,1125617169.83333,3121669304.83333,4171894493.83333,0,34105885.1666667,563615.166666667,31.3038333333333,9.27983333333333,25.1816833333333,34.23465,40.5836666666667,39.1936166666667,98.3695333333333,0.360754666666667,0.678135833333333,0.708427,0.891791666666667,100,51135514.3333333,99574695.1666667,41.9659111666667,0.0468753333333333,"middle lateral, belt region of the auditory cortex",Temporal ,TCs
MST,MST,Yes,Temporal,0,1,0,1,0,2,2,1,1,8.1125,54343952.25,45057286.0,83.18625,99375144.375,99375144.375,95649993.875,0.965004625,13580189372.625,90046141.625,12792577315.25,12513170264.0,0.005757625,0.0057365,0.000252125,95576702.75,0.999196,0,0.500017875,0.005645875,14174877506.25,13580189372.625,3662820053.375,1344175259.5,4274570697.375,4298570427.625,0,33095755.0,1167678.75,27.4712125,9.8073875,30.535475,32.1856125,37.278575,35.71925,96.5851625,0.365360625,0.68979225,0.716495375,0.883806375,100,54101512.5,104449552.125,31.050644,0.27931,medial superior temporal area,Temporal ,VACd
MT,MT,Yes,Temporal,0,0,0,0,0,1,0,0,0,7.2,53800957.0,50935051.0,94.67,107601914.0,107601914.0,105022769.0,0.976031,15615150512.0,101863520.0,15148087666.0,14881753612.0,0.004826,0.004691,0.000305,105015916.0,0.999935,0,0.499999,0.004905,16106628906.0,15615150512.0,3339203324.0,1539685597.0,6345573860.0,4390462407.0,0,30512564.0,1695803.0,21.3844,9.8602,40.6373,28.1167,31.2446,30.2912,94.7349,0.350761,0.771768,0.764879,0.911226,100,55767124.0,108954981.0,15.771664,0.0,,,
,Striatum,No,Subcortical,0,2,0,2,0,0,1,0,2,8.5,49787207.2857143,37834893.2857143,75.9157142857143,87131748.8571429,87131748.8571429,80921290.4285714,0.945323857142857,11107683727.5714,75575238.1428571,10372416221.0,10082650060.2857,0.0066491428571428,0.0066681428571428,0.0002405714285714,80820704.5714286,0.998752428571429,0,0.500056428571429,0.0056418571428571,11985566172.2857,11107683727.5714,3360560389.28571,912104038.285714,3110464701.42857,3724554134.57143,0,29586021.1428571,440241.714285714,30.3062428571429,8.23477142857143,26.9900142857143,34.4689714285714,38.5410142857143,36.3252857142857,98.5285571428571,0.380042857142857,0.648487,0.674274571428572,0.873008142857143,100,47843652.2857143,89444776.4285714,39.3924082857143,0.112279285714286,nucleus accumbens,Subcortical,NAcc
,Striatum,No,Subcortical,0,2,0,2,0,0,1,0,2,8.5,49787207.2857143,37834893.2857143,75.9157142857143,87131748.8571429,87131748.8571429,80921290.4285714,0.945323857142857,11107683727.5714,75575238.1428571,10372416221.0,10082650060.2857,0.0066491428571428,0.0066681428571428,0.0002405714285714,80820704.5714286,0.998752428571429,0,0.500056428571429,0.0056418571428571,11985566172.2857,11107683727.5714,3360560389.28571,912104038.285714,3110464701.42857,3724554134.57143,0,29586021.1428571,440241.714285714,30.3062428571429,8.23477142857143,26.9900142857143,34.4689714285714,38.5410142857143,36.3252857142857,98.5285571428571,0.380042857142857,0.648487,0.674274571428572,0.873008142857143,100,47843652.2857143,89444776.4285714,39.3924082857143,0.112279285714286,,,
,Striatum,No,Subcortical,0,2,0,2,0,0,1,0,2,8.5,49787207.2857143,37834893.2857143,75.9157142857143,87131748.8571429,87131748.8571429,80921290.4285714,0.945323857142857,11107683727.5714,75575238.1428571,10372416221.0,10082650060.2857,0.0066491428571428,0.0066681428571428,0.0002405714285714,80820704.5714286,0.998752428571429,0,0.500056428571429,0.0056418571428571,11985566172.2857,11107683727.5714,3360560389.28571,912104038.285714,3110464701.42857,3724554134.57143,0,29586021.1428571,440241.714285714,30.3062428571429,8.23477142857143,26.9900142857143,34.4689714285714,38.5410142857143,36.3252857142857,98.5285571428571,0.380042857142857,0.648487,0.674274571428572,0.873008142857143,100,47843652.2857143,89444776.4285714,39.3924082857143,0.112279285714286,,,
,Striatum,No,Subcortical,0,2,0,2,0,0,1,0,2,8.5,49787207.2857143,37834893.2857143,75.9157142857143,87131748.8571429,87131748.8571429,80921290.4285714,0.945323857142857,11107683727.5714,75575238.1428571,10372416221.0,10082650060.2857,0.0066491428571428,0.0066681428571428,0.0002405714285714,80820704.5714286,0.998752428571429,0,0.500056428571429,0.0056418571428571,11985566172.2857,11107683727.5714,3360560389.28571,912104038.285714,3110464701.42857,3724554134.57143,0,29586021.1428571,440241.714285714,30.3062428571429,8.23477142857143,26.9900142857143,34.4689714285714,38.5410142857143,36.3252857142857,98.5285571428571,0.380042857142857,0.648487,0.674274571428572,0.873008142857143,100,47843652.2857143,89444776.4285714,39.3924082857143,0.112279285714286,,,
PGa,PGa,Yes,Temporal,0,0,0,0,1,2,4,2,0,8.37777777777778,54169721.7777778,49069209.1111111,90.6011111111111,108339443.555556,108339443.555556,101743778.777778,0.938577888888889,14529190610.0,98018138.3333333,14002040801.5556,13634074365.7778,0.0061286666666666,0.0060558888888888,0.0002544444444444,101617956.222222,0.998667555555556,0,0.500015111111111,0.0064647777777777,15510098377.8889,14529190610.0,4330509399.88889,1526256373.44444,4698869870.44444,3973477270.11111,0,38739550.0,1368303.44444444,30.6919888888889,10.4910888888889,31.6056666666667,27.2107888888889,41.1831,38.2537,96.2956888888889,0.377976666666667,0.636189222222222,0.707435444444445,0.846143777777778,100,56862842.7777778,107123359.888889,27.849806,0.138898111111111,"area Pga,dorsal bank/fundus junction of the STS",Temporal ,TCc
Pi,Pi,Yes,Insula,0,0,0,0,0,1,1,1,1,8.175,53076701.0,43699106.25,80.9675,106153402.0,106153402.0,91561938.25,0.84919625,13160997459.25,87331613.0,12557503547.75,12260379996.25,0.00607725,0.00603325,0.000291,91490952.0,0.99900325,0,0.50005575,0.00568975,15085631464.75,13160997459.25,3211152183.75,1234856351.0,4702320663.25,4012558117.5,0,28938439.0,1282863.75,26.031825,9.183575,33.571075,31.212775,35.2154,29.298125,95.640475,0.382291,0.695875,0.71238325,0.8971845,100,56121574.75,97648950.75,29.6889885,0.18914275,parainsular area,Insula,Ia
Pir,Pir,No,Subcortical,0,1,1,0,0,0,1,0,1,8.925,44129458.0,34222472.25,77.5525,77426748.5,77426748.5,74134447.75,0.96527575,10181950386.25,68355215.75,9385309376.75,9115498117.5,0.00642825,0.00643375,0.0002195,74037290.5,0.9987095,0,0.50003975,0.006413,10680967963.0,10181950386.25,3446589958.25,1005652642.0,2283134356.25,3446573229.75,0,30681328.25,368098.25,34.1246,9.917,22.0435,33.91485,44.0416,42.41135,98.81255,0.372002,0.64276175,0.687473,0.860418,100,43490682.0,83641705.5,43.69186025,0.036367,piriform cortex,Subcortical,
PL,PL,No,Subcortical,1,0,0,0,0,0,0,0,0,7.7,47537536.0,38688579.0,81.39,80282539.0,80282539.0,80282539.0,1.0,11019142551.0,77328590.0,10618889974.0,10351768922.0,0.00751,0.007485,0.000351,80230318.0,0.99935,0,0.500006,0.004888,11146370372.0,11019142551.0,2716970367.0,719374014.0,2776173164.0,4806590905.0,0,24069242.0,457242.0,24.6568,6.5284,25.1941,43.6204,31.1852,30.8293,98.1357,0.648496,0.555023,0.47525,1.09889,100,42621602.0,85228885.0,60.025356,0.021714,,,
PrCO,PrCO,Yes,Frontal,0,2,0,0,2,2,0,1,1,7.9625,52041380.875,43283191.5,82.9975,99295824.375,99295824.375,91661933.75,0.928543625,12995000139.75,86499830.125,12273574323.5,11989188742.875,0.005930125,0.005896125,0.00026775,91588879.25,0.9990895,0,0.5000305,0.0055125,13756443279.0,12995000139.75,3401791185.375,1233532036.75,4236032983.625,4123561374.5,0,30639875.875,1191195.75,27.1958125,9.49495,31.10105,32.2076375,36.6907875,34.6488875,96.1400125,0.35905325,0.672010875,0.721156,0.867283,100,52595868.5,99873238.75,31.565041625,0.076250625,precentral opercular area,Frontal,PFCol
pu,Striatum,No,Subcortical,1,3,0,0,2,0,3,0,0,8.7625,47246733.4444444,38039431.6666667,80.1411111111111,87730142.3333333,87730142.3333333,81319029.5555556,0.930639222222222,11157650426.6667,75959678.2222222,10422118134.8889,10100794402.3333,0.0074677777777777,0.0074474444444444,0.0002477777777777,81189217.5555556,0.998388888888889,0,0.500030333333333,0.0052642222222222,12020682746.6667,11157650426.6667,3509700427.0,984010592.888889,2759830011.77778,3904109085.44444,0,31030998.1111111,586110.888888889,31.7151222222222,8.78565555555556,24.3394333333333,35.1597777777778,40.5008111111111,37.3842222222222,98.1805666666667,0.410987,0.628928777777778,0.653405777777778,0.884455555555556,100,48279944.3333333,90085148.2222222,43.7357137777778,0.007396,,,
R,R,Yes,Temporal,0,2,0,0,2,1,2,1,0,8.4125,50264373.875,42951856.875,84.98875,91889605.75,91889605.75,91268718.625,0.9944625,12878042191.5,85860485.0,12123126999.625,11848041161.75,0.005880875,0.005844375,0.000258125,91222006.5,0.999464125,0,0.5000145,0.005651375,13072396381.75,12878042191.5,3663882681.375,1263210339.25,3841566214.75,4109363698.625,0,32963859.625,878393.75,29.1787375,9.73015,28.6646125,32.4264,38.908875,38.4185625,97.4124875,0.37445225,0.67117775,0.6874095,0.892484375,100,50168830.125,99682792.375,37.102660125,0.179303625,"rostral, core region of the auditory cortex",Temporal ,A1
Ri,Ri,Yes,Insula,0,1,0,0,1,0,1,0,0,8.83333333333333,50898283.3333333,44592564.3333333,87.6233333333333,101796566.666667,101796566.666667,93180979.6666667,0.915582,12808941312.6667,88980104.3333333,12233318187.3333,11796157124.0,0.0072243333333333,0.0071786666666666,0.000222,92965574.0,0.997692,0,0.500010666666667,0.007102,14022345089.6667,12808941312.6667,4495963271.66667,1325977064.0,3518328202.33333,3468672535.66667,0,40388458.0,610760.333333333,35.1226333333333,10.3612666666667,27.4350333333333,27.0810666666667,45.4839333333333,41.5889,98.5001666666667,0.341241,0.630581,0.721577333333333,0.819700333333333,100,54232376.0,99834429.6666667,37.8745666666667,0.0,retroinsula,Insula,Ip
RM,RM,Yes,Temporal,0,2,0,0,2,0,4,2,0,8.36,53595860.5,45492157.2,84.706,100874335.5,100874335.5,96554413.3,0.9603347,13501609284.3,90901357.9,12718832832.5,12401098482.0,0.0061842,0.0061567,0.0002335,96463858.4,0.9990401,0,0.5000334,0.006284,14167596833.3,13501609284.3,4572404199.2,1417010357.0,3303737495.8,4208413684.1,0,40519513.0,835625.9,34.06848,10.44254,23.97758,31.51112,44.51101,42.34678,97.79367,0.3861621,0.6468275,0.6734574,0.8760717,100,54950493.1,105530087.0,39.5618002,0.0456353,"rostromedial, belt region of the auditory cortex",Temporal ,TCs
RT,RT,Yes,Temporal,0,2,0,0,0,0,2,0,0,8.725,47566933.0,38297484.5,80.475,86880738.75,86880738.75,83691047.25,0.96761675,11520908508.5,76527767.75,10530690591.75,10269522171.0,0.006255,0.00630875,0.0002185,83617803.0,0.99913275,0,0.50002875,0.00631325,12003576561.0,11520908508.5,4095426582.75,1196245330.25,2198417950.0,4030818469.5,0,36350459.0,372953.5,35.746975,10.4119,18.69445,35.146675,46.158875,44.474225,98.98055,0.37316625,0.629746,0.676179,0.85451725,100,49324125.25,95410471.5,51.53044775,0.070728,"rostrotemporal, core region of the auditory cortex",Temporal ,A1
RTL,RTL,Yes,Temporal,0,2,0,0,0,0,3,0,1,8.48333333333333,50799268.6666667,38964281.5,76.4166666666667,93437795.1666667,93437795.1666667,84940510.5,0.916250333333333,11667818008.6667,77846865.6666667,10689918472.3333,10422049211.6667,0.006684,0.0067198333333333,0.0002155,84850845.6666667,0.998875833333333,0,0.5000545,0.0063431666666666,12760443165.8333,11667818008.6667,4144084828.5,1188858755.5,2256202690.33333,4078660616.0,0,36674061.8333333,389202.666666667,35.1578166666667,9.9964,19.70825,35.1374166666667,45.1542333333333,41.8309666666667,98.9114833333333,0.374736666666667,0.652770666666667,0.683114,0.874453666666667,100,52565976.6666667,96592018.3333333,48.0209756666667,0.0392835,"lateral rostrotemporal, belt region of the auditory cortex",Temporal ,TCs
RTM,RTM,Yes,Temporal,0,2,0,0,0,0,2,0,2,8.51666666666667,51943744.1666667,37680418.3333333,73.09,91692025.8333333,91692025.8333333,81913117.5,0.914771833333333,11249351647.1667,75279771.0,10334281039.6667,10087251746.5,0.0063446666666666,0.0063853333333333,0.0002336666666666,81825565.3333333,0.998855833333333,0,0.5000765,0.0064805,12493585049.0,11249351647.1667,3937039207.83333,1123144761.66667,2201973516.5,3987182350.83333,0,34799288.3333333,380014.166666667,34.6512833333333,9.79485,19.89095,35.6628,44.4461,40.7836,98.8280666666667,0.385941666666667,0.641850333333333,0.677192833333333,0.871139333333333,100,51239926.5,92667714.3333333,46.4911991666667,0.050376,"medial rostrotemporal, belt region of the auditory cortex",Temporal ,TCs
SII,SII,Yes,Parietal,0,2,0,0,2,2,2,1,0,8.24444444444444,49035960.7777778,41685247.2222222,84.5822222222222,89532883.0,89532883.0,88721008.2222222,0.992422222222222,12595056134.0,83334385.4444444,11842195199.8889,11562423671.7778,0.0059387777777777,0.0059048888888888,0.0002523333333333,88681557.7777778,0.999512777777778,0,0.500011222222222,0.0053911111111111,12811980568.4444,12595056134.0,3482385985.55556,1249445728.66667,3811588231.0,4051592170.55556,0,31439737.1111111,914759.111111111,28.4970555555556,9.83318888888889,28.7536777777778,32.9157777777778,38.3302555555556,37.7871666666667,97.1507555555556,0.369774777777778,0.68282,0.708501555555556,0.896229222222222,100,48982809.1111111,97128513.8888889,34.435492,0.105555666666667,secondary somatosensory area (S2),Parietal,S2
STG,STG,Yes,Temporal,0,4,0,0,4,1,5,1,0,8.43333333333333,52819013.0,44059618.1333333,83.1373333333333,96472318.4666667,96472318.4666667,93772562.6666667,0.978413666666667,13070238293.8,88055504.2666667,12277553633.8,11985431764.1333,0.0062446,0.0062241333333333,0.0002438,93703865.0666667,0.999266666666667,0,0.500016266666667,0.0060067333333333,13516190828.3333,13070238293.8,4088925801.73333,1269851017.26667,3506053708.13333,4205379608.13333,0,36437625.8666667,732331.933333333,31.5729,9.65994,26.22502,32.54196,41.2328333333333,40.0547133333333,97.8918666666667,0.375249733333333,0.662301466666667,0.691572333333333,0.889617266666667,100,52743121.0,102746088.733333,38.6312550666667,0.0199622,superior temporal gyrus,Temporal ,TCs
TAa,TAa,Yes,Temporal,0,2,0,0,1,0,1,1,0,8.2,57039934.8,47959229.2,83.924,101684964.6,101684964.6,101175989.6,0.9954918,14166580937.0,95840853.0,13428170225.6,13109010854.6,0.0059206,0.0058766,0.0002522,101092930.4,0.9991786,0,0.500014,0.0060644,14357929680.6,14166580937.0,4357599992.0,1420727327.0,4007288347.2,4380928173.4,0,39170560.0,829918.0,30.74972,10.00274,28.07728,31.17002,40.75248,40.27778,97.7562,0.360629,0.6530566,0.7086992,0.8677028,100,55239318.8,109898632.6,33.2555958,0.037069,"area TAa,sts dorsal bank",Temporal ,TCs
TEa,TEa,Yes,Temporal,0,0,0,0,0,1,0,2,0,7.83333333333333,57238121.6666667,54168979.3333333,94.4833333333333,114476243.333333,114476243.333333,111936125.333333,0.977492333333333,16636434412.0,108329971.333333,16102932660.6667,15838282623.6667,0.0045846666666666,0.004479,0.0003093333333333,111927718.0,0.999924,0,0.499999,0.0049296666666666,17123067171.3333,16636434412.0,3432287994.66667,1719190239.66667,6837606030.66667,4647108667.66667,0,31641200.0,2263070.66666667,20.8834666666667,10.4411,40.6305,28.0433666666667,31.3246,30.4186666666667,93.1069666666667,0.361709666666667,0.730993666666667,0.749540666666667,0.916056333333333,100,59517869.3333333,116495577.666667,12.614475,0.265565666666667,"area TEa,sts ventral bank",Temporal ,TCc
TEad,TEad,Yes,Temporal,0,2,0,0,1,1,3,1,0,8.025,51140374.5,43414329.125,84.5025,97207541.25,97207541.25,92698365.0,0.957357,13041892754.5,86778445.5,12212470469.0,11931473660.75,0.006098625,0.006079875,0.000253875,92643153.5,0.99937225,0,0.500018875,0.005752625,13714987687.0,13041892754.5,3705204879.625,1316517549.875,3856489004.75,4163625174.75,0,33591187.375,930440.75,29.21565,10.065775,28.45045,32.267725,39.2814625,37.3113125,97.134625,0.371229,0.663822625,0.7074905,0.877798,100,53289171.5,102046154.75,34.83002225,0.1753295,dorsal subregion of anterior TE,Temporal ,TCi
TEav,TEav,Yes,Temporal,0,2,0,0,2,1,3,1,0,8.1125,52674858.2222222,44472107.5555556,84.37,98762865.4444444,98762865.4444444,94440051.5555556,0.960207777777778,13251493053.7778,88890561.0,12478450481.5556,12178309852.8889,0.0060278888888888,0.0060007777777777,0.0002518888888888,94381295.5555556,0.999357555555556,0,0.500019333333333,0.0056138888888888,13898253060.8889,13251493053.7778,3799260744.66667,1279528955.11111,3986093187.11111,4186607233.33333,0,34128495.5555556,938642.444444444,28.9719888888889,9.62105555555556,29.5056555555556,31.9012666666667,38.5930555555556,36.7191666666667,97.1961111111111,0.375181555555556,0.650053111111111,0.697798444444444,0.862809666666667,100,53818672.4444444,103285849.0,33.5711548888889,0.109079222222222,ventral subregion of anterior TE,Temporal ,TCi
TEm,TEm,Yes,Temporal,0,2,0,0,0,1,6,1,0,8.25,50826052.1,41405411.9,81.215,92614230.9,92614230.9,89421494.5,0.9697058,12524123660.6,82757814.9,11597265682.0,11326743178.7,0.006159,0.0061823,0.0002345,89363105.6,0.9993184,0,0.5000217,0.0058579,13033879506.0,12524123660.6,3751983739.7,1219961749.7,3331415019.5,4220738121.2,0,33590330.7,733499.6,30.61735,9.75148,25.52623,34.10478,40.36882,38.82602,97.70882,0.3700093,0.6615085,0.6994774,0.8752021,100,51857566.3,100487568.7,40.2000256,0.1187817,"area TEm,sts ventral bank ",Temporal ,TCc
TEO,TEO,Yes,Temporal,0,4,0,0,2,0,0,1,1,7.9125,53709432.75,43593554.0,81.3125,93470687.625,93470687.625,92901605.25,0.99440675,12913212488.875,87120097.75,12113555116.875,11834306189.375,0.006107,0.006091,0.000244375,92829601.5,0.999218625,0,0.500018125,0.005831375,13112011958.875,12913212488.875,3902749870.375,1171204219.25,3603508508.0,4235714265.875,0,34419522.25,966404.5,30.2062125,8.9673625,28.0279875,32.798175,39.173575,38.6769375,96.9681875,0.395164,0.6482625,0.679905125,0.884499,100,51484612.5,102346086.25,39.159999125,0.013704625,area TEO,Temporal ,TCc
TEpd,TEpd,Yes,Temporal,0,3,0,0,2,0,3,0,0,8.4625,54108805.0,44275120.25,81.7875,97856739.5,97856739.5,94155748.625,0.9672085,12979730985.125,88480534.75,12198313551.625,11924278549.875,0.006086375,0.0060795,0.000223125,94081664.0,0.999208375,0,0.500018,0.00633975,13291079999.375,12979730985.125,4424751599.0,1215988178.5,3122233488.0,4216757669.875,0,38848797.875,602825.875,33.8884125,9.3273,24.2284125,32.555875,43.2157,42.21095,98.4277625,0.383265875,0.65211225,0.668843375,0.89360775,100,52488900.375,103264251.875,42.38275825,0.0,dorsal subregion of posterior TE,Temporal ,TCi
TEpv,TEpv,Yes,Temporal,0,2,0,0,2,0,2,1,0,8.11428571428571,54467073.8571429,45120648.7142857,82.7085714285714,101926048.571429,101926048.571429,95622219.1428571,0.943228285714286,13326920439.0,90180691.4285714,12572766878.5714,12275071776.8571,0.0061785714285714,0.0061581428571428,0.0002312857142857,95557624.2857143,0.99931,0,0.500008857142857,0.006077,13817273725.5714,13326920439.0,4355087997.85714,1255607972.0,3551087498.28571,4165103651.85714,0,38168073.0,829533.714285714,32.9895142857143,9.43022857142857,26.2090857142857,31.3709857142857,42.4197428571429,40.9627571428571,97.5166285714286,0.383804857142857,0.662525428571429,0.680752285714286,0.894678285714286,100,53703854.4285714,104419095.142857,38.6185667142857,0.0210668571428571,ventral subregion of posterior TE,Temporal ,TCi
TF,TF,Yes,Temporal,0,1,0,0,0,0,1,0,0,8.55,52020539.0,45776562.0,87.99,104041078.0,104041078.0,94758871.5,0.9108415,13021627794.0,91338808.0,12554775675.0,12081571651.5,0.0074425,0.0073755,0.000225,94536417.0,0.997657,0,0.500009,0.0076385,14309762166.0,13021627794.0,4694885665.0,1335661991.0,3544351015.5,3446729122.5,0,41971087.5,493594.0,36.1159,10.2754,27.14915,26.45955,46.3913,42.2235,98.8279,0.334613,0.637257,0.7271685,0.8194505,100,54702754.0,100112803.0,35.958753,0.0,area TF of the parahippocampal cortex,Temporal ,PHC
TFO,TFO,Yes,Temporal,0,3,0,0,1,0,3,1,0,8.4625,49658522.875,40672729.625,81.4875,88201233.125,88201233.125,87797550.25,0.996632375,12225408244.625,81267312.75,11318937726.375,11029041712.125,0.006478,0.00650725,0.000246625,87711381.25,0.998981125,0,0.50004425,0.00568175,12396242604.0,12225408244.625,3730851561.25,1170803835.875,3045615623.0,4278107327.125,0,33198988.875,759806.75,31.2940125,9.5740625,23.6017125,35.530075,40.8680875,40.3993125,97.686025,0.3889215,0.651251375,0.688154,0.87807125,100,49540774.875,98602528.125,45.12375725,0.175935375,area TFO of the parahippocampal cortex,Temporal ,PHC
TG,TG,Yes,Temporal,0,3,0,0,1,0,0,0,0,7.83333333333333,53746966.25,40092766.5,74.7975,104146263.0,104146263.0,84186424.0,0.82021675,11551040384.25,80081335.25,10990817272.5,10691033968.75,0.0065095,0.006453,0.00022325,84075444.5,0.998679,0,0.50002075,0.005976,13997405606.5,11551040384.25,3635648563.25,953121956.0,3356513084.75,3605755984.25,0,31942631.0,403964.75,31.527975,8.268025,28.9613,31.2427,39.796,32.70415,98.726475,0.394192,0.66354425,0.69214325,0.87463975,100,55675987.0,91371249.0,36.61230375,0.0,temporal pole,Temporal ,TCpol
Tha,TH,No,Subcortical,0,2,0,0,1,0,4,0,0,8.05,48459030.8571429,38031054.7142857,78.41,89355114.0,89355114.0,85410756.0,0.964785142857143,11743608628.1429,76006701.1428571,10442095323.7143,10203481681.0,0.0061122857142857,0.0061594285714285,0.0001857142857142,85346772.0,0.999273,0,0.500021714285714,0.0052698571428571,12326885942.0,11743608628.1429,4259568857.0,1241985175.0,2079822378.42857,4162232093.0,0,37715286.5714286,471736.857142857,36.0635857142857,10.4968857142857,17.8464285714286,35.5930857142857,46.5604857142857,44.5849571428571,98.7385714285714,0.399658428571429,0.638845857142857,0.652856285714286,0.854124285714286,100,52605953.7142857,101233414.714286,52.2978452857143,0.419228428571429,thalamus,Subcortical,TH
TPO,TPO,Yes,Temporal,0,4,0,0,1,1,2,2,1,8.21,51932282.4545455,43058719.8181818,82.1909090909091,92410463.0909091,92410463.0909091,91662737.7272727,0.993277818181818,12935021091.6364,86066520.1818182,12154250327.0,11884784912.9091,0.0058584545454545,0.005838909090909,0.0002521818181818,91607869.0909091,0.999345090909091,0,0.500036,0.0057698181818181,13154335361.9091,12935021091.6364,3910372306.27273,1291522824.72727,3522277089.45455,4210808862.27273,0,34561362.5454545,1063336.81818182,30.7338727272727,9.75978181818182,26.1961818181818,33.3099181818182,40.4936545454545,39.9199181818182,97.0322636363636,0.408259,0.639715272727273,0.665252818181818,0.894379909090909,100,50681068.1818182,100575627.909091,37.353338,0.150841727272727,"area TPO,sts dorsal bank",Temporal ,TCc
Tpt,Tpt,Yes,Temporal,0,2,0,0,0,1,2,0,1,7.88333333333333,47692911.5,39199567.1666667,81.6333333333333,83992402.3333333,83992402.3333333,83600211.6666667,0.996581,11712060999.3333,78341848.6666667,10981553370.1667,10721445375.6667,0.0060491666666666,0.0060426666666666,0.0002418333333333,83538641.0,0.999214833333333,0,0.500021833333333,0.0060961666666666,11868335240.0,11712060999.3333,3558823450.33333,1125622766.16667,3181376335.16667,3846236834.33333,0,31564177.3333333,780701.333333333,31.4416666666667,9.5005,26.0825333333333,32.9752833333333,40.9421666666667,40.4849166666667,97.6202666666667,0.387563833333333,0.654643666666667,0.6695765,0.88408,100,46141224.5,91843468.8333333,39.2336801666667,0.123491,temporo-parietal area,Temporal ,TCs
