Unnamed: 0,age2,age3,age4,age5,age6,age7,age8,aggregate,Gene name
ENSMFAG00000030978_TRPV2,4.788581,4.787719,5.336591,4.610769,4.93277,4.83853,6.007458,4.636621,TRPV2
ENSMFAG00000037016_ROBO1,4.864935,4.538966,5.257415,4.777016,5.034392,5.073801,5.68441,5.008498,ROBO1
ENSMFAG00000032128_TSPOAP1,4.672113,4.678407,5.0916,5.070897,5.224498,4.9649,5.466138,5.016419,TSPOAP1
ENSMFAG00000042363_VWA3B,4.501128,4.77948,5.391482,4.709652,4.967202,5.235667,5.569655,4.657922,VWA3B
ENSMFAG00000036853_RNF215,4.869479,4.803803,5.152769,4.933828,4.961908,4.996127,5.425817,5.090984,RNF215
ENSMFAG00000006394_ELFN1,5.043512,4.949566,5.076582,4.806156,4.907186,5.088162,5.244235,4.78986,ELFN1
ENSMFAG00000041353_ENSMFAG00000041353,4.643386,4.482696,5.176726,4.892598,5.161868,5.015154,5.733402,5.0438,ENSMFAG00000041353
ENSMFAG00000044454_LY6E,4.657598,4.387905,5.077823,5.035798,5.229976,5.097329,5.531506,4.619111,LY6E
ENSMFAG00000000328_SLC30A3,4.656082,4.773591,5.100936,4.794803,4.923616,5.187736,5.491339,4.603112,SLC30A3
ENSMFAG00000047041_ENSMFAG00000047041,4.397682,4.295367,4.874918,5.025447,5.417157,5.145206,5.709546,5.104726,ENSMFAG00000047041
ENSMFAG00000031845_NOL4,4.658552,4.542077,5.011778,4.918422,5.116829,4.777101,5.626285,5.487035,NOL4
ENSMFAG00000032211_DGKZ,4.736669,4.732314,5.040645,4.82063,4.865164,5.004929,5.450241,4.684905,DGKZ
ENSMFAG00000001850_USP20,4.303271,4.637319,5.017498,4.780559,4.894466,5.062818,5.935553,4.668638,USP20
ENSMFAG00000044501_BCR,4.651222,4.458496,4.906427,5.044003,5.2873,5.000818,5.176644,4.872357,BCR
ENSMFAG00000000918_ZNF71,4.59031,4.650445,5.089665,4.826638,4.968823,4.996039,5.36828,4.954084,ZNF71
ENSMFAG00000033621_SYNPO,4.822042,4.689376,4.983208,4.922703,4.989611,4.935029,5.106335,4.82294,SYNPO
ENSMFAG00000041433_SSBP4,4.74148,4.482694,5.093831,4.918329,5.093115,4.802084,5.194596,4.752166,SSBP4
ENSMFAG00000010454_LRRN2,4.638783,4.758099,5.189741,4.576526,4.751294,4.94025,5.4523,4.517345,LRRN2
ENSMFAG00000031909_SPRED1,4.462526,4.446079,4.874749,4.985743,5.134441,4.942554,5.371277,4.929638,SPRED1
ENSMFAG00000004536_GPR68,4.191535,4.430311,4.875071,5.039555,5.255777,5.042493,5.359504,4.832599,GPR68
ENSMFAG00000038312_DENR,4.634314,4.492333,4.898881,4.612216,4.802668,4.967999,5.70023,4.884929,DENR
ENSMFAG00000035813_EFR3B,4.990974,4.773506,4.900832,4.790408,4.827675,4.945347,4.812011,4.817488,EFR3B
ENSMFAG00000007668_ASIC2,4.388916,4.561721,5.033969,4.596461,4.819379,4.98163,5.600987,4.549031,ASIC2
ENSMFAG00000003892_C2orf80,4.945981,4.50025,4.973147,4.709755,4.904749,4.567692,5.36329,5.685479,C2orf80
ENSMFAG00000044603_HSPBP1,4.855954,4.613866,4.866709,4.68167,4.675055,4.967748,5.263446,4.60991,HSPBP1
ENSMFAG00000032171_ADGRB1,4.898713,4.908724,4.923435,4.78128,4.791987,4.672166,4.915286,4.866448,ADGRB1
ENSMFAG00000001510_B4GALNT3,4.311583,4.455083,5.108853,4.560336,4.85509,4.982507,5.518394,4.514427,B4GALNT3
ENSMFAG00000043205_NMT1,4.862485,4.783997,4.877077,4.491171,4.483193,4.892485,5.258081,4.525663,NMT1
ENSMFAG00000041192_ARHGAP35,4.794404,4.435632,4.87068,4.722899,4.814243,4.869477,5.119281,4.891352,ARHGAP35
ENSMFAG00000029472_NEUROD2,4.621463,4.659869,4.913249,4.542121,4.609034,4.953512,5.308997,4.61155,NEUROD2
ENSMFAG00000039601_WWC1,4.517941,4.445586,4.828292,4.727037,4.873872,4.944866,5.25138,4.83823,WWC1
ENSMFAG00000030979_MSANTD1,4.263476,4.338769,4.950659,4.908433,5.191878,4.739568,5.15581,4.766267,MSANTD1
ENSMFAG00000038350_ERN2,4.538654,4.353694,4.935577,4.790365,4.945573,4.601232,5.356801,4.967608,ERN2
ENSMFAG00000035525_ING5,4.553987,4.654442,4.974841,4.526586,4.615013,4.903569,5.189949,4.547127,ING5
ENSMFAG00000000513_JPH1,4.712447,4.447784,5.039545,4.459384,4.584901,4.831719,5.31144,4.471464,JPH1
ENSMFAG00000046305_KIAA1549,4.619799,4.540466,4.947439,4.69481,4.97584,4.527965,5.010019,5.104161,KIAA1549
ENSMFAG00000000875_FHL3,4.683027,4.519411,5.10332,4.365702,4.577779,4.741483,5.272925,4.68019,FHL3
ENSMFAG00000003486_ZNF512B,4.491767,4.455623,4.665884,4.839464,4.933585,4.668736,5.161672,4.708004,ZNF512B
ENSMFAG00000017685_CDK5R2,4.751948,4.684241,4.816706,4.543255,4.532719,4.819624,5.03019,4.561809,CDK5R2
ENSMFAG00000036805_SYN1,4.386147,4.549021,4.987197,4.479235,4.604027,4.686126,5.48014,4.495828,SYN1
ENSMFAG00000032592_CNNM4,4.159299,4.468946,4.770444,4.597984,4.8312,4.560011,5.726088,4.614491,CNNM4
ENSMFAG00000033992_CDK9,4.533372,4.461286,4.628752,4.684712,4.782549,4.6575,5.30066,4.632425,CDK9
ENSMFAG00000046579_ENSMFAG00000046579,4.502263,4.413886,4.7781,4.419493,4.57603,4.917386,5.425259,4.277799,ENSMFAG00000046579
ENSMFAG00000031898_IZUMO3,4.799489,4.461825,4.92955,4.357286,4.441395,4.800537,5.236733,4.454252,IZUMO3
ENSMFAG00000032149_RAB6B,4.262136,4.247178,4.903714,4.647874,4.779586,4.95856,5.154174,4.300513,RAB6B
ENSMFAG00000032215_HTR6,4.769234,4.504466,5.012197,4.322846,4.449901,4.89248,4.98874,4.260079,HTR6
ENSMFAG00000042091_RTN4RL1,4.680739,4.603599,4.682931,4.638232,4.692213,4.696484,4.881373,4.6042,RTN4RL1
ENSMFAG00000031001_BSCL2,4.535151,4.398064,4.674683,4.626869,4.720362,4.805548,5.088065,4.389185,BSCL2
ENSMFAG00000037993_JAG2,4.702841,4.577327,4.85657,4.533542,4.586752,4.693249,4.833916,4.722576,JAG2
ENSMFAG00000046574_ENSMFAG00000046574,4.038456,4.300019,4.89836,4.585387,4.842053,4.839206,5.260396,4.608116,ENSMFAG00000046574
ENSMFAG00000001576_NEXMIF,4.173483,4.164001,4.533126,4.703323,4.930868,4.836459,5.337085,5.001519,NEXMIF
ENSMFAG00000046518_ENSMFAG00000046518,4.684456,4.297618,4.899784,4.551845,4.747535,4.467484,4.940075,4.762964,ENSMFAG00000046518
ENSMFAG00000042066_SEPT11,4.57494,4.313969,4.669593,4.604517,4.811517,4.416145,5.180484,5.287186,SEPT11
ENSMFAG00000035810_PRR36,4.584217,4.481004,4.840986,4.566349,4.664976,4.376708,4.937948,4.520035,PRR36
ENSMFAG00000032045_PHF24,4.562088,4.389926,4.665633,4.568805,4.621001,4.723515,4.890703,4.37671,PHF24
ENSMFAG00000003432_CA11,4.536821,4.306119,4.624108,4.712072,4.702674,4.732278,4.794731,4.449988,CA11
ENSMFAG00000027007_MEA1,4.466661,4.149453,4.632452,4.543055,4.686851,4.695958,5.210369,4.265775,MEA1
ENSMFAG00000044809_WNT7A,4.214143,4.221638,4.717352,4.301211,4.478743,4.902433,5.495742,4.179932,WNT7A
ENSMFAG00000031280_SIDT1,4.109744,4.148996,4.658285,4.453703,4.741369,4.639628,5.532582,4.418603,SIDT1
ENSMFAG00000002979_CBX6,4.863287,4.486259,4.668538,4.441448,4.372938,4.626918,4.72486,4.537612,CBX6
ENSMFAG00000039324_DDA1,4.099144,3.98888,4.720314,4.63212,4.956941,4.570462,5.20208,4.31049,DDA1
ENSMFAG00000039868_PITPNM3,4.346868,4.206002,4.809008,4.505674,4.804643,4.414213,5.076514,4.560899,PITPNM3
ENSMFAG00000046807_ENSMFAG00000046807,4.423076,4.159636,4.69335,4.463205,4.662603,4.470896,5.217648,4.520322,ENSMFAG00000046807
ENSMFAG00000045790_MAFK,4.291004,4.14956,4.673156,4.270189,4.391954,4.880499,5.331808,4.267176,MAFK
ENSMFAG00000044096_CLIP3,4.294472,4.422087,4.735725,4.449868,4.541175,4.477893,5.047019,4.28587,CLIP3
ENSMFAG00000039347_OTUD5,4.309579,4.377876,4.619757,4.452681,4.567738,4.464103,5.047275,4.569823,OTUD5
ENSMFAG00000037329_ZMAT2,4.178966,4.000363,4.587109,4.444727,4.623273,4.755586,5.165184,4.225426,ZMAT2
ENSMFAG00000012357_SCN7A,4.414492,4.40539,4.755467,4.265085,4.321101,4.476066,5.08178,4.671623,SCN7A
ENSMFAG00000001810_CDH10,4.33808,4.284195,4.702141,4.344122,4.509353,4.210591,5.32518,5.076127,CDH10
ENSMFAG00000001386_TSPYL4,4.519947,4.3198,4.586176,4.443926,4.427717,4.388693,4.996245,4.538602,TSPYL4
ENSMFAG00000001335_LRFN1,4.491408,4.511656,4.673817,4.388014,4.411507,4.508474,4.686041,4.389174,LRFN1
ENSMFAG00000044389_CYP2E1,4.74608,4.507911,4.789947,4.330379,4.347051,4.181984,4.75914,4.457103,CYP2E1
ENSMFAG00000032494_MIR1915HG,4.581575,4.365096,4.567601,4.374554,4.405388,4.618122,4.659047,4.287544,MIR1915HG
ENSMFAG00000044066_CDC42BPB,4.404475,4.252259,4.454342,4.41844,4.530678,4.686123,4.818661,4.412468,CDC42BPB
ENSMFAG00000038574_YWHAG,4.40866,4.269821,4.683807,4.227768,4.304196,4.6584,4.96529,4.101664,YWHAG
ENSMFAG00000038002_P2RX5,4.418609,4.294454,4.614389,4.416506,4.47756,4.578832,4.667569,4.411986,P2RX5
ENSMFAG00000042298_LOC102139329,4.301816,4.175666,4.429609,4.43158,4.638699,4.397057,5.092434,4.752481,LOC102139329
ENSMFAG00000002722_COL11A1,4.566955,4.141661,4.599118,4.392883,4.522118,4.616297,4.62052,4.634772,COL11A1
ENSMFAG00000030248_RASGRP1,4.295542,4.192133,4.775176,4.180193,4.353788,4.574036,5.037882,4.207351,RASGRP1
ENSMFAG00000032757_BCORL1,3.962847,4.18244,4.964194,4.267365,4.460679,4.498352,5.030986,4.157824,BCORL1
ENSMFAG00000034877_NEUROD1,4.760035,4.206551,4.673333,4.23734,4.292036,4.446502,4.731097,4.481874,NEUROD1
ENSMFAG00000039008_RUNDC3A,4.646882,4.219931,4.490271,4.475197,4.52467,4.469949,4.49111,4.300432,RUNDC3A
ENSMFAG00000045048_RAB15,4.262895,4.169166,4.485353,4.382224,4.422624,4.634197,4.786105,4.265064,RAB15
ENSMFAG00000034246_HPCA,4.533836,4.423796,4.788931,4.017598,4.084071,4.354859,4.928479,4.096584,HPCA
ENSMFAG00000045957_BHMT2,4.30209,4.09717,4.744372,4.214279,4.409914,4.580894,4.777019,4.303438,BHMT2
ENSMFAG00000002123_ANKRD13B,3.935957,4.248829,4.544246,4.553463,4.649997,4.37807,4.786403,4.35467,ANKRD13B
ENSMFAG00000000498_REXO1,4.715741,4.311967,4.430439,4.366933,4.331805,4.50955,4.42011,4.35498,REXO1
ENSMFAG00000002990_LAMB3,4.500875,4.148706,4.568811,4.255143,4.457856,4.600055,4.503755,4.453041,LAMB3
ENSMFAG00000030166_BASP1,4.554362,4.272101,4.530247,4.131704,4.165227,4.506625,4.871392,4.052868,BASP1
ENSMFAG00000041890_TBC1D24,4.579653,4.432313,4.495473,4.13746,4.125685,4.363559,4.827383,4.271619,TBC1D24
ENSMFAG00000016453_ENSMFAG00000016453,4.365501,4.241662,4.508451,4.242141,4.282242,4.628516,4.604503,4.070063,ENSMFAG00000016453
ENSMFAG00000040833_NPSR1,4.764344,4.331122,4.758397,4.123084,4.220329,4.359675,4.298673,4.260524,NPSR1
ENSMFAG00000042863_RNF112,4.212053,4.221901,4.403617,4.203049,4.23775,4.518751,4.842425,4.212225,RNF112
ENSMFAG00000043056_CRIM1,4.011845,4.120877,4.561011,4.051993,4.262171,4.546779,5.02769,4.194269,CRIM1
ENSMFAG00000036766_PRR12,4.14042,4.2134,4.453003,4.391782,4.454091,4.257267,4.658318,4.235413,PRR12
ENSMFAG00000003378_GALNTL6,4.63225,4.31036,4.533426,4.09032,4.103944,4.314705,4.556031,4.390682,GALNTL6
ENSMFAG00000041482_DBH,4.268428,4.305902,4.467678,4.222939,4.37646,4.37424,4.514011,4.132137,DBH
ENSMFAG00000008661_THRB,4.625333,4.112609,4.442104,4.329467,4.480871,4.125199,4.413682,4.809219,THRB
ENSMFAG00000047060_ENSMFAG00000047060,3.982214,3.991094,4.546842,4.292383,4.450112,4.530395,4.728307,4.089328,ENSMFAG00000047060
ENSMFAG00000032367_DBNL,4.324697,3.969199,4.464163,4.301734,4.421765,4.158754,4.797521,4.250731,DBNL
ENSMFAG00000033009_C9orf129,3.76112,3.796243,4.385536,4.521877,4.792228,4.141444,5.004658,4.484194,C9orf129
ENSMFAG00000031826_LMTK3,4.474792,4.462976,4.411699,4.199554,4.177148,4.255373,4.416083,4.295932,LMTK3
ENSMFAG00000041514_PAX2,4.134201,3.970815,4.180342,4.605697,4.824244,4.144027,4.524926,4.606626,PAX2
ENSMFAG00000033330_ESYT2,4.389617,4.268886,4.533815,4.186726,4.268842,4.428279,4.228897,4.343636,ESYT2
ENSMFAG00000038442_DLGAP3,4.238547,4.019285,4.352619,4.333733,4.420734,4.322573,4.563735,4.321223,DLGAP3
ENSMFAG00000004076_ENSMFAG00000004076,4.2068,4.003975,4.390811,4.179037,4.336869,4.524736,4.570203,4.143188,ENSMFAG00000004076
ENSMFAG00000002297_WASF1,3.939747,3.977872,4.554019,4.281606,4.399352,4.44699,4.603349,4.142072,WASF1
ENSMFAG00000038698_DTNB,4.285383,4.102274,4.427199,4.293708,4.289635,4.312533,4.451891,4.285988,DTNB
ENSMFAG00000001969_GNG13,4.414619,4.16917,4.565927,4.064354,4.139988,4.183314,4.611289,4.113944,GNG13
ENSMFAG00000035965_NPPA,4.057598,4.181349,4.60951,4.203905,4.426631,3.981357,4.632459,4.63418,NPPA
ENSMFAG00000037814_ADCY7,4.039721,4.039333,4.331073,4.260284,4.377814,4.33045,4.701646,4.145776,ADCY7
ENSMFAG00000041999_KCNJ5,3.975078,4.035769,4.459822,4.243202,4.432551,4.203914,4.674106,4.138242,KCNJ5
ENSMFAG00000043807_TP73,4.158735,4.113668,4.586167,3.931963,4.128716,4.336888,4.724672,3.902425,TP73
ENSMFAG00000045990_ASIC4,4.248968,3.987056,4.369324,4.377813,4.470626,4.16487,4.321243,4.717299,ASIC4
ENSMFAG00000029353_DUSP13,3.918662,3.827192,4.306094,4.30805,4.408531,4.558664,4.555013,4.041697,DUSP13
ENSMFAG00000030806_BRD4,4.09785,4.096351,4.531011,4.250751,4.300667,4.074856,4.508849,4.128656,BRD4
ENSMFAG00000035588_ADAM11,4.082725,4.072047,4.4739,3.965679,4.057924,4.393446,4.684205,3.900034,ADAM11
ENSMFAG00000003628_E2F3,4.281855,4.160516,4.42322,4.087131,4.106676,4.264126,4.375593,4.266533,E2F3
ENSMFAG00000044702_SOCS7,4.2742,4.26023,4.325169,4.105981,4.114246,4.107893,4.454035,4.259375,SOCS7
ENSMFAG00000044152_SLC49A3,3.81053,3.745237,4.439076,4.271198,4.492982,4.203769,4.64283,4.187644,SLC49A3
ENSMFAG00000000544_FOXG1,4.39957,4.034818,4.426204,3.96689,4.018221,4.306559,4.374141,3.948737,FOXG1
ENSMFAG00000037552_SH3YL1,3.850401,3.887948,4.227042,4.18398,4.449476,4.132041,4.747617,4.228641,SH3YL1
ENSMFAG00000036387_RASL10A,4.070311,4.127683,4.372396,4.227894,4.243512,4.075555,4.357294,4.235782,RASL10A
ENSMFAG00000027493_NOG,4.075957,4.017812,4.268689,4.041351,4.076675,4.364838,4.525295,3.954204,NOG
ENSMFAG00000032460_GLYR1,3.786233,3.782986,4.145723,4.37283,4.454092,4.27292,4.55066,4.253494,GLYR1
ENSMFAG00000008705_ZNF541,4.065276,4.030323,4.407717,4.127132,4.213656,4.223086,4.288,4.137635,ZNF541
ENSMFAG00000046398_MNT,4.22976,4.080349,4.288814,4.094338,4.112754,4.153694,4.393092,3.962177,MNT
ENSMFAG00000042597_WFDC1,4.267332,3.903736,4.352191,3.91971,4.002339,4.291669,4.615286,3.979056,WFDC1
ENSMFAG00000042458_FAM163B,3.902864,3.934032,4.300196,3.993219,4.227939,4.109707,4.845765,3.892298,FAM163B
ENSMFAG00000044904_TMEM200C,4.419937,4.113589,4.302723,4.003905,4.039319,4.075317,4.356112,4.212806,TMEM200C
ENSMFAG00000038681_VPS26B,3.939326,3.935086,4.13846,4.123882,4.249613,4.181921,4.705127,3.835855,VPS26B
ENSMFAG00000032443_ANO3,4.267362,4.032828,4.456618,3.959878,4.016512,4.233761,4.303619,3.958212,ANO3
ENSMFAG00000009495_ADAMTS15,4.299163,4.015724,4.193315,4.076736,4.239152,4.058883,4.267871,4.432616,ADAMTS15
ENSMFAG00000045375_CRTC1,4.144251,4.001077,4.291481,4.100877,4.126576,4.119616,4.327993,3.977002,CRTC1
ENSMFAG00000003719_PTK2B,4.310249,4.20645,4.221189,3.951403,4.00744,4.081872,4.323748,3.948221,PTK2B
ENSMFAG00000046850_ENSMFAG00000046850,4.065728,4.058232,4.18782,4.031414,4.108589,4.310092,4.302433,4.052013,ENSMFAG00000046850
ENSMFAG00000043404_FAM219A,3.984713,3.913301,4.199467,4.069824,4.103076,4.245867,4.494238,3.887027,FAM219A
ENSMFAG00000047035_ENSMFAG00000047035,4.058461,3.744103,4.196982,3.982601,4.144433,4.286551,4.561315,4.027764,ENSMFAG00000047035
ENSMFAG00000032565_TNFSF13B,4.28357,3.910956,4.254255,4.004718,4.052161,3.993703,4.374534,4.267541,TNFSF13B
ENSMFAG00000000118_FAM234B,4.03136,3.743501,4.131788,4.073631,4.245865,4.240935,4.390458,3.823379,FAM234B
ENSMFAG00000031215_ZFR2,3.751633,3.900405,4.174694,4.217853,4.478936,4.088278,4.234201,4.142035,ZFR2
ENSMFAG00000045366_TYR,4.195413,3.888318,4.271514,3.829312,3.892806,4.031897,4.693139,4.099158,TYR
ENSMFAG00000042647_NUDT3,4.214555,3.865513,4.206549,3.866184,3.888684,4.153586,4.55467,3.952765,NUDT3
ENSMFAG00000042205_JPH3,4.190135,3.936664,4.099986,4.011807,3.994606,4.085151,4.348311,4.131712,JPH3
ENSMFAG00000038496_AGRN,4.045557,4.056113,4.163039,4.095461,4.131144,3.968984,4.201144,4.094062,AGRN
ENSMFAG00000037012_DCUN1D3,3.943671,3.934015,4.130297,3.932231,4.028406,4.118857,4.51032,4.124724,DCUN1D3
ENSMFAG00000003224_KCNJ4,4.242392,3.954727,4.097653,4.010767,4.140065,4.054528,4.04024,4.033797,KCNJ4
ENSMFAG00000042034_AMFR,4.206044,4.049943,3.995052,3.893592,3.927126,4.225518,4.238733,3.887909,AMFR
ENSMFAG00000003369_DTX1,3.88133,3.942363,4.092053,3.894567,3.920659,4.223506,4.558204,3.851346,DTX1
ENSMFAG00000014795_RF01966,3.929772,3.716099,4.230023,3.804506,3.996985,4.166197,4.63849,3.732817,RF01966
ENSMFAG00000000942_TAPBP,4.016798,3.63236,4.066115,4.082206,4.264178,4.096371,4.304126,3.774225,TAPBP
ENSMFAG00000033202_AP3D1,3.889827,3.815837,4.007884,4.098469,4.152522,4.065897,4.36427,3.934108,AP3D1
ENSMFAG00000005540_ARX,4.232745,4.041542,4.169452,3.833305,3.810611,4.08881,4.206463,3.809625,ARX
ENSMFAG00000043573_GRID2,3.993973,3.814416,4.363525,3.740085,3.8736,4.09635,4.47,3.938151,GRID2
ENSMFAG00000039379_CTPS1,3.811877,3.595368,4.131807,3.990236,4.155609,4.260295,4.317282,3.692479,CTPS1
ENSMFAG00000043073_STK17A,3.890519,3.697922,4.093328,3.982516,4.070844,4.175913,4.347614,3.957582,STK17A
ENSMFAG00000034607_KCNN2,4.15068,3.841563,4.474627,3.725139,3.864901,4.113759,4.056939,3.857541,KCNN2
ENSMFAG00000002180_ADGRL1,4.163314,4.182029,4.103837,3.820074,3.788851,4.026865,4.087077,3.88936,ADGRL1
ENSMFAG00000032152_PPEF1,4.217209,3.863064,4.329042,3.758841,3.921424,3.683324,4.342898,4.300123,PPEF1
ENSMFAG00000043630_ZNF793,3.79139,3.591003,4.012861,4.061475,4.196969,4.023953,4.365481,4.174382,ZNF793
ENSMFAG00000033293_PDE1B,4.351879,4.160477,4.030422,3.901308,3.854447,3.93238,3.793585,3.899647,PDE1B
ENSMFAG00000021112_ENSMFAG00000021112,4.06241,3.891408,4.032053,3.883669,3.87399,4.05872,4.170918,3.850172,ENSMFAG00000021112
ENSMFAG00000038154_RAPGEF1,4.234516,3.932278,4.16058,3.695876,3.72843,3.914699,4.298955,3.716611,RAPGEF1
ENSMFAG00000044609_RXRA,4.036538,3.933442,4.066767,3.914298,3.977881,3.942959,4.043094,4.025704,RXRA
ENSMFAG00000046675_ENSMFAG00000046675,4.075655,3.639612,4.091917,3.777034,3.857139,4.020543,4.434991,3.907067,ENSMFAG00000046675
ENSMFAG00000041241_UBTF,3.768026,3.785758,3.924366,3.980361,4.056779,3.991882,4.376987,3.89525,UBTF
ENSMFAG00000041730_RASD1,4.34298,4.015906,4.247314,3.55567,3.5832,3.982997,4.153259,3.643572,RASD1
ENSMFAG00000038757_SLC37A3,3.747682,3.834194,4.164534,3.686547,3.814932,4.175089,4.433994,3.632024,SLC37A3
ENSMFAG00000042297_CRB2,4.223256,3.8715,4.15919,3.649975,3.708216,3.974944,4.248844,3.685182,CRB2
ENSMFAG00000046546_ENSMFAG00000046546,3.824084,3.690237,3.922542,3.955199,4.121083,3.995882,4.239771,3.901192,ENSMFAG00000046546
ENSMFAG00000030440_TAOK2,3.836488,3.769257,3.993307,3.924536,4.027771,3.888883,4.281251,4.002879,TAOK2
ENSMFAG00000045528_GNB1L,3.804699,3.719476,4.111281,3.795702,3.899652,4.071662,4.267656,3.726578,GNB1L
ENSMFAG00000035753_SAMD4B,4.125857,3.872586,4.086782,3.686206,3.70521,3.917607,4.205063,3.667108,SAMD4B
ENSMFAG00000001073_ADGRG2,3.744165,3.505297,3.778264,4.116305,4.318172,3.962992,4.100314,4.089297,ADGRG2
ENSMFAG00000043125_SRF,3.72719,3.833719,4.112589,3.975516,4.094541,3.617108,4.11177,3.953074,SRF
ENSMFAG00000043716_AVPR2,3.705838,3.692648,3.897063,3.86364,3.995659,3.872374,4.413434,3.749445,AVPR2
ENSMFAG00000038549_ARHGDIG,3.941043,3.672979,3.915897,3.777845,3.815598,3.995003,4.283859,3.616106,ARHGDIG
ENSMFAG00000037883_ADD2,3.57702,3.603717,3.888923,4.055744,4.111905,3.972117,4.191967,3.797198,ADD2
ENSMFAG00000037976_GPR88,3.601527,3.659006,3.986209,3.881531,4.112207,3.773094,4.365127,4.464672,GPR88
ENSMFAG00000030074_ENSMFAG00000030074,3.632527,3.813004,4.025909,3.707156,3.755827,4.073816,4.367332,3.662471,ENSMFAG00000030074
ENSMFAG00000034366_JAK3,4.125544,3.967414,4.03853,3.565733,3.528243,3.888848,4.204863,3.782212,JAK3
ENSMFAG00000042883_PELP1,4.053237,3.868573,4.028676,3.753104,3.748937,3.814798,4.000522,3.706598,PELP1
ENSMFAG00000028501_TGM6,3.760156,3.70884,4.136788,3.755854,3.875387,3.927452,4.057792,3.682602,TGM6
ENSMFAG00000039316_MYH10,3.780001,3.619461,3.880828,3.794097,3.921252,4.022938,4.192057,3.839399,MYH10
ENSMFAG00000039103_EPHA10,3.903253,3.759924,3.888798,3.92995,3.980014,3.930993,3.814061,3.866284,EPHA10
ENSMFAG00000036156_CALM3,3.812076,3.673562,3.965229,3.789214,3.84245,3.844883,4.2387,3.587724,CALM3
ENSMFAG00000031071_TRHR,3.777269,3.528529,3.989539,3.663115,3.765577,3.98087,4.458309,3.932904,TRHR
ENSMFAG00000003078_ACTN1,3.650301,3.488613,3.857306,4.013228,4.123561,3.86281,4.16359,3.911749,ACTN1
ENSMFAG00000034609_SYNGR1,4.015352,3.810618,3.976453,3.560194,3.570251,3.928891,4.296032,3.592815,SYNGR1
ENSMFAG00000040584_TNKS1BP1,4.136712,3.882326,3.919255,3.858878,3.888301,3.696999,3.735862,4.00137,TNKS1BP1
ENSMFAG00000031558_INCENP,3.730781,3.644675,3.941248,3.658547,3.748164,3.898065,4.442914,3.484152,INCENP
ENSMFAG00000032919_ZNF571,3.945219,3.559609,3.976688,3.764656,3.860815,3.798843,4.129747,4.054418,ZNF571
ENSMFAG00000030533_ENSMFAG00000030533,3.885465,3.786931,4.007817,3.704828,3.808989,3.71691,4.017462,3.972005,ENSMFAG00000030533
ENSMFAG00000042933_KSR2,3.696045,3.611868,4.034591,3.806757,3.872556,3.747879,4.147809,3.712677,KSR2
ENSMFAG00000039935_PALM3,3.863502,3.73787,4.116813,3.537737,3.675255,3.890261,4.090298,3.524231,PALM3
ENSMFAG00000041636_SAMD4A,3.679886,3.447707,3.846646,3.862313,3.959342,3.779222,4.329987,3.942273,SAMD4A
ENSMFAG00000033625_DOCK3,3.727072,3.703086,3.913587,3.865973,3.975246,3.708478,3.996349,3.978924,DOCK3
ENSMFAG00000045049_ALOX15,3.940164,3.675643,3.893784,3.811752,3.842238,3.818914,3.72631,3.691754,ALOX15
ENSMFAG00000042680_ZBTB46,4.030379,3.666173,3.963359,3.430001,3.450948,3.959054,4.206723,3.536507,ZBTB46
ENSMFAG00000037191_MAP2,3.490784,3.339622,3.732022,3.856882,3.973613,3.969367,4.244053,3.913574,MAP2
ENSMFAG00000031020_SCAF1,3.841759,3.865293,3.817712,3.7368,3.685904,3.732891,3.92291,3.764934,SCAF1
ENSMFAG00000039483_MAP1S,4.008553,3.875802,3.911146,3.592896,3.55752,3.734875,3.883629,3.492468,MAP1S
ENSMFAG00000038150_PPP1R7,3.885155,3.623291,3.868771,3.620288,3.619369,3.794027,4.149992,3.582806,PPP1R7
ENSMFAG00000031345_MMP17,4.168954,3.917795,3.859749,3.443805,3.414375,3.790634,3.830157,3.540023,MMP17
ENSMFAG00000000254_UBXN6,3.928692,3.664427,3.824533,3.569487,3.587544,3.653508,4.02147,3.532318,UBXN6
ENSMFAG00000046310_EPN1,3.8522,3.663466,3.712615,3.706816,3.658555,3.691394,3.903007,3.578795,EPN1
ENSMFAG00000042885_TXK,3.536469,3.337915,3.731815,3.901148,3.952923,3.811598,3.834081,3.795399,TXK
ENSMFAG00000001389_PI4KA,3.82847,3.80366,3.842834,3.488575,3.516429,3.707468,3.877073,3.482232,PI4KA
ENSMFAG00000038796_SEC24D,3.649542,3.592792,3.987932,3.570946,3.69123,3.489318,3.949203,3.74742,SEC24D
ENSMFAG00000031150_BAHD1,3.512878,3.546113,3.692296,3.75865,3.808493,3.770151,3.789229,3.555908,BAHD1
ENSMFAG00000002394_NPAS4,3.5416,3.47491,3.747775,3.497388,3.59969,3.852727,4.133008,3.484182,NPAS4
ENSMFAG00000042320_PPP1R26,3.925853,3.619671,3.721566,3.491564,3.499782,3.640983,3.941588,3.676957,PPP1R26
ENSMFAG00000002731_FBRS,3.522383,3.447766,3.844997,3.69796,3.737185,3.743682,3.814331,3.533456,FBRS
ENSMFAG00000015112_RPRML,3.360564,3.62313,3.741398,3.578775,3.616913,3.571195,4.272636,3.564399,RPRML
ENSMFAG00000045265_ZSWIM9,3.648079,3.641393,3.78124,3.570089,3.560953,3.676611,3.866733,3.659646,ZSWIM9
