"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","gene_type"
"ENSMFAG00000045588",3.93983802140224,-0.93989905442833,0.17934422997075,137.763688274408,2.98552487191258e-25,7.35185033977024e-25,"TMC5","protein_coding"
"ENSMFAG00000037172",1799.53522976724,-0.276255828490777,0.0463946007405892,137.758037970165,2.99354796599231e-25,7.37068735524834e-25,"ICE1","protein_coding"
"ENSMFAG00000002020",7.28109816108887,0.311874434238245,0.160856038839685,137.757370329368,2.99449739806002e-25,7.37210513518656e-25,"FAM83F","protein_coding"
"ENSMFAG00000036363",2110.37781540607,0.00760219853630885,0.0723770852787636,137.741326863306,3.01740303973737e-25,7.42756945859504e-25,"HDAC11","protein_coding"
"ENSMFAG00000033282",592.30436734231,0.0363196885089772,0.0481070810562704,137.735558826851,3.02568092024864e-25,7.44701707850145e-25,"RNF5","protein_coding"
"ENSMFAG00000025611",520.658814556448,-0.0147958867162441,0.0386691648001182,137.72947202951,3.03444087216384e-25,7.46764620722585e-25,"ENOX1","protein_coding"
"ENSMFAG00000040030",399.678388552956,-0.0716646149758477,0.0551030054499529,137.724197134225,3.04205285095501e-25,7.48544542399853e-25,"SBNO2","protein_coding"
"ENSMFAG00000033294",1307.26599683365,0.224086892427095,0.0516465791125038,137.721465550747,3.04600217919665e-25,7.49422880298108e-25,"ENSMFAG00000033294","protein_coding"
"ENSMFAG00000024389",6.62288072403274,0.101946339789182,0.22012662063661,137.676348200889,3.11197904062699e-25,7.65560035278041e-25,"RF00026","snRNA"
"ENSMFAG00000046981",2.43998724049501,0.521620439759196,0.389493379914956,137.594312234416,3.23562359908012e-25,7.95877896497743e-25,"ENSMFAG00000046981","lincRNA"
"ENSMFAG00000044114",142.107328898864,0.110543482708968,0.047458766637655,137.563162047416,3.28384855147263e-25,8.07639282284156e-25,"ZCWPW1","protein_coding"
"ENSMFAG00000002292",867.879897250669,-0.0361181909341519,0.0239232435592515,137.552899870199,3.29989262484316e-25,8.11484063726386e-25,"KLHL18","protein_coding"
"ENSMFAG00000001603",31.3535083760794,0.10222900709556,0.101692486795281,137.551333618502,3.30234821094225e-25,8.11986727704829e-25,"MMP21","protein_coding"
"ENSMFAG00000029407",193.410513229447,-0.183815316381856,0.0578016496190618,137.546495755783,3.30994459948899e-25,8.13753137766218e-25,"ENSMFAG00000029407","protein_coding"
"ENSMFAG00000045359",18.2008311106086,0.474515313098628,0.107516270834316,137.537002576434,3.32490152646636e-25,8.17328477890048e-25,"ENSMFAG00000045359","protein_coding"
"ENSMFAG00000046245",1220.57499828782,0.054619994411905,0.0346123866947386,137.489390045797,3.40094210414673e-25,8.35916661671939e-25,"ENSMFAG00000046245","protein_coding"
"ENSMFAG00000033927",530.796944261957,0.0704528511675836,0.0329995714514206,137.472902591471,3.42767677731857e-25,8.42382839333043e-25,"RBM4B","protein_coding"
"ENSMFAG00000003448",313.209907365069,0.1493611056212,0.0357860758763192,137.467820328195,3.43596001433461e-25,8.44313362426532e-25,"PECR","protein_coding"
"ENSMFAG00000003749",68.0063301048327,0.0922927860781899,0.0542782898746504,137.456672182535,3.45419974517513e-25,8.48689694580946e-25,"ENSMFAG00000003749","protein_coding"
"ENSMFAG00000046034",55.5385832702847,-0.0232978455446903,0.103766384239313,137.448325727894,3.46791887031839e-25,8.51954371876525e-25,"NAT16","protein_coding"
"ENSMFAG00000035386",3467.53047574406,0.172466496291597,0.0533860537310189,137.436539219896,3.4873852146374e-25,8.56629964586396e-25,"ZNF358","protein_coding"
"ENSMFAG00000000810",583.860881620658,-0.0302084306105771,0.058966066630533,137.355826454832,3.62365476719165e-25,8.8999198240261e-25,"GRM8","protein_coding"
"ENSMFAG00000037929",664.80948847869,0.129239871635912,0.0296605249744958,137.333866831688,3.66164188957339e-25,8.9920992862554e-25,"ZFAND4","protein_coding"
"ENSMFAG00000044889",4.97042083727013,0.245977414793914,0.172325722370091,137.318718563407,3.68807796943233e-25,9.0558927940317e-25,"IFNE","protein_coding"
"ENSMFAG00000034327",514.521317094871,-0.344400501544299,0.0673110366554657,137.283618330535,3.75006854781864e-25,9.20696187452499e-25,"PNPLA7","protein_coding"
"ENSMFAG00000040654",52.047471807211,-0.00479665743389501,0.265998089255384,137.282970433454,3.7512225326807e-25,9.20864929271655e-25,"FOXC2","protein_coding"
"ENSMFAG00000042843",780.623461913207,-0.216026254788426,0.0719712058980641,137.28181983761,3.75327276089011e-25,9.21253615099933e-25,"TNNT1","protein_coding"
"ENSMFAG00000000521",17.2019296775253,-0.634042422007412,0.0920214072499335,137.269216680012,3.77580355828296e-25,9.26668604627356e-25,"SHBG","protein_coding"
"ENSMFAG00000030744",0.473135476205417,-0.00132783823290442,0.7464969875671,137.262080393325,3.78862104681798e-25,9.2969867548579e-25,"ENSMFAG00000030744","protein_coding"
"ENSMFAG00000032345",15.3338760144558,0.222397710248585,0.112399865584933,137.260595790559,3.79129300086177e-25,9.30238665667799e-25,"TNFRSF13C","protein_coding"
"ENSMFAG00000038701",158.857915332695,0.216773922847583,0.138417779529034,137.259467465617,3.79332499350098e-25,9.30621518982485e-25,"ENPP6","protein_coding"
"ENSMFAG00000035870",162.998592860958,-0.0931575593605973,0.0737394641535595,137.253686904698,3.80375224678358e-25,9.33063641640148e-25,"KLF4","protein_coding"
"ENSMFAG00000039606",31.4601956008316,-0.106590464288348,0.0900114249585433,137.197500751753,3.90660756278451e-25,9.58175020868414e-25,"FLVCR2","protein_coding"
"ENSMFAG00000046989",154.887274072983,-0.23795706594032,0.0885464976004299,137.183420498068,3.93281567524967e-25,9.64483207855164e-25,"ENSMFAG00000046989","lincRNA"
"ENSMFAG00000034255",4521.43812030517,0.00798180768106197,0.0430141813120329,137.150925151967,3.99397303947636e-25,9.79359711879552e-25,"CBX7","protein_coding"
"ENSMFAG00000044403",1055.72382092932,0.0404925469239519,0.0489254556734891,137.14286365939,4.00929159046946e-25,9.82993807941644e-25,"SH3GLB1","protein_coding"
"ENSMFAG00000039467",425.489564907097,0.117057356260255,0.0285199015174913,137.103970345692,4.08402604911693e-25,1.0011927196071e-24,"SLC15A4","protein_coding"
"ENSMFAG00000002309",6299.31879929815,0.0315838329399648,0.0365261223401845,137.071248263594,4.14797944871432e-25,1.01674447803765e-24,"AARS","protein_coding"
"ENSMFAG00000042018",227.687942586292,0.0509479406572746,0.0368136929729358,137.028147808763,4.23374634013969e-25,1.03763858879191e-24,"RABEPK","protein_coding"
"ENSMFAG00000041699",299.942736866131,-0.038668221820847,0.0679424308621168,137.025665735899,4.23873910446107e-25,1.03873323409371e-24,"EMX2","protein_coding"
"ENSMFAG00000037008",3.35665164972299,0.351163296682148,0.22194389895532,137.022785638115,4.24453988226174e-25,1.04002559241014e-24,"TMEM31","protein_coding"
"ENSMFAG00000038787",80.3183857506233,-0.168248199479052,0.0540565258471498,136.982755395677,4.32599054314435e-25,1.05985156937328e-24,"DNASE1L1","protein_coding"
"ENSMFAG00000000388",287.888569852081,0.0658770390318174,0.0471367224958755,136.929919016782,4.43589413429078e-25,1.08664262020889e-24,"EPB41L5","protein_coding"
"ENSMFAG00000030894",3854.93180777817,-0.0189623136725028,0.0347854765553069,136.922291921506,4.45198783993374e-25,1.09044965314762e-24,"CORO2B","protein_coding"
"ENSMFAG00000043406",771.952835177469,0.105673314810209,0.0344540323865169,136.903327496351,4.49225744079394e-25,1.10017653992486e-24,"TFIP11","protein_coding"
"ENSMFAG00000034071",466.606240142161,-0.0316952928013926,0.0485778416169132,136.901853989972,4.4954015221179e-25,1.10080991355709e-24,"ZRANB3","protein_coding"
"ENSMFAG00000035499",31.7172273055265,-0.320787808868354,0.139515428897014,136.867487604013,4.56935740052281e-25,1.11878099301546e-24,"TMEM249","protein_coding"
"ENSMFAG00000032790",1595.85097747503,0.0503018502444298,0.0489658474690998,136.813180336394,4.68871200773891e-25,1.14786185281271e-24,"FNDC3A","protein_coding"
"ENSMFAG00000030119",57.1388527280263,0.0601014921303177,0.0557097242321235,136.799292564749,4.71973101988277e-25,1.15531239901162e-24,"RBBP9","protein_coding"
"ENSMFAG00000029749",391.616890899372,0.0841546545745909,0.049429008299856,136.777277617841,4.76932315953636e-25,1.16730692860297e-24,"ECHDC1","protein_coding"
"ENSMFAG00000013824",667.651470476688,0.0674537849947483,0.0571756198186971,136.770855502475,4.78388784159568e-25,1.170726465216e-24,"CD320","protein_coding"
"ENSMFAG00000000119",105.495224493348,-0.357496260089358,0.0499473728048575,136.741342281646,4.85139422217232e-25,1.18709958819326e-24,"VSTM5","protein_coding"
"ENSMFAG00000031882",261.023768728875,0.151761047126415,0.0367262621484029,136.732676614369,4.87139560467463e-25,1.19184597732721e-24,"NRBF2","protein_coding"
"ENSMFAG00000036908",237.980546956799,0.0594916322993167,0.0466471216766723,136.706696146557,4.9318567661885e-25,1.20648893764482e-24,"PEX2","protein_coding"
"ENSMFAG00000001771",723.514641169914,-0.111935581492268,0.0856170353412055,136.700905988544,4.94543333908295e-25,1.2096602286697e-24,"SNED1","protein_coding"
"ENSMFAG00000037677",1297.78539107127,-0.0477148803428106,0.0414106113618673,136.661278836886,5.03935752723798e-25,1.23248144183763e-24,"MPP2","protein_coding"
"ENSMFAG00000036813",3489.01701171975,0.0558359665740351,0.0475003109383033,136.656517095913,5.05076308900933e-25,1.2351178246664e-24,"HSP90B1","protein_coding"
"ENSMFAG00000039266",1113.10499704841,0.0384762289813282,0.0533741471985834,136.63700872156,5.0977604598789e-25,1.2464561263238e-24,"VEZT","protein_coding"
"ENSMFAG00000034182",1306.37694784882,0.205779756357097,0.0528349350636771,136.527129792659,5.37074792847928e-25,1.31304173119506e-24,"TAX1BP1","protein_coding"
"ENSMFAG00000043742",587.130626929797,-0.0437042686486475,0.0458081342836234,136.466977429645,5.5263305409302e-25,1.35091122687853e-24,"ALG13","protein_coding"
"ENSMFAG00000038582",406.295553135378,-0.197178890483103,0.0508291120598941,136.455907602074,5.55544919085943e-25,1.35786106074617e-24,"ME1","protein_coding"
"ENSMFAG00000033655",83.7260904447202,0.0171461422378733,0.0580096050890625,136.449163060971,5.57326548697962e-25,1.3620469976354e-24,"DERL3","protein_coding"
"ENSMFAG00000044209",1780.68090752669,-0.071502816884201,0.025638142617864,136.415517205232,5.66300038289054e-25,1.38380586446063e-24,"ALDH5A1","protein_coding"
"ENSMFAG00000001725",650.722720224079,0.199615518860792,0.0372258807725431,136.4152272915,5.66377983500755e-25,1.38382495919228e-24,"MCOLN1","protein_coding"
"ENSMFAG00000020410",6.35285946735938,-0.183479594037904,0.16691856372198,136.407875034233,5.68358273202023e-25,1.38849145064038e-24,"ENSMFAG00000020410","miRNA"
"ENSMFAG00000033244",697.996064535268,-0.278240612121276,0.0508810359013879,136.382704991185,5.75190215737055e-25,1.40500784066892e-24,"CDON","protein_coding"
"ENSMFAG00000043961",20.9798452986518,-0.0596321140370459,0.130022236170422,136.358661113668,5.81793098848798e-25,1.42096069148217e-24,"SEPT12","protein_coding"
"ENSMFAG00000005715",6.5317946984999,-0.0512833202243972,0.172492126716835,136.333594862949,5.88757391730858e-25,1.43779218485561e-24,"ENSMFAG00000005715","miRNA"
"ENSMFAG00000046814",9.43591265899979,0.353917383447327,0.145639293775774,136.28895248317,6.01367547112115e-25,1.46840544977308e-24,"ENSMFAG00000046814","lincRNA"
"ENSMFAG00000038559",103.656468823038,-0.255656684168885,0.0623991886595775,136.251936679171,6.12027819891899e-25,1.49425054962967e-24,"SARDH","protein_coding"
"ENSMFAG00000041210",0.560406285764794,-0.631524032037094,0.621391575998461,136.233099549062,6.17525055557168e-25,1.50748538862477e-24,"MAB21L4","protein_coding"
"ENSMFAG00000045705",82.1903423651911,-0.248674690666761,0.1165406355279,136.228420386614,6.18898207029237e-25,1.51065059637567e-24,"ENSMFAG00000045705","protein_coding"
"ENSMFAG00000002978",2316.49569082618,0.0562212060473141,0.0534705959697159,136.196440661597,6.28365041388713e-25,1.53356821232926e-24,"PICALM","protein_coding"
"ENSMFAG00000000124",3458.21701311038,-0.0832852336174554,0.0446719451045786,136.152729084593,6.41539289258584e-25,1.56552723913559e-24,"CSPG5","protein_coding"
"ENSMFAG00000041012",689.06042156272,0.0868969124752344,0.0286861418769769,136.123895625533,6.50380123496332e-25,1.58690498291451e-24,"MSH6","protein_coding"
"ENSMFAG00000033055",358.937807407308,0.166970957615273,0.0866778297204823,136.122090754565,6.5093755916376e-25,1.58806873360773e-24,"ENSMFAG00000033055","protein_coding"
"ENSMFAG00000036453",176.877060775617,0.0990198294115236,0.0425171331695608,136.118388034532,6.5208264156691e-25,1.5906656797377e-24,"ARL5B","protein_coding"
"ENSMFAG00000043993",870.389432691482,-0.0546332812619999,0.0779183129615512,136.106925821659,6.55640155836009e-25,1.59914605129248e-24,"KIF17","protein_coding"
"ENSMFAG00000025336",9.16739652477145,0.106827910338566,0.107272822528293,136.099512768996,6.57951256772312e-25,1.60458462472269e-24,"DCAF4L2","protein_coding"
"ENSMFAG00000002539",366.487560206627,-0.00963684718722082,0.0315306596523569,136.08705600752,6.61853135459067e-25,1.61390089827957e-24,"GTF2E1","protein_coding"
"ENSMFAG00000034447",597.46239526598,-0.00175803485734917,0.0345155733934534,136.071314136145,6.66817109412548e-25,1.62580442393777e-24,"INPP5B","protein_coding"
"ENSMFAG00000042035",4684.58617111524,-0.0880730456959559,0.0263905573799462,136.048487394473,6.74081350999192e-25,1.64331272768916e-24,"DDB1","protein_coding"
"ENSMFAG00000043180",335.803099846155,0.00914483470928683,0.111321429719958,135.986679234296,6.94150172561077e-25,1.69202856145462e-24,"IGFBP4","protein_coding"
"ENSMFAG00000002824",1815.46253215133,-0.0451322885691371,0.039203821906764,135.985646913594,6.94490382352904e-25,1.69264874315557e-24,"TOM1","protein_coding"
"ENSMFAG00000044349",591.791739695334,-0.00743635237898542,0.0416995432513562,135.964372993789,7.01538590525029e-25,1.70961584145237e-24,"CCNQ","protein_coding"
"ENSMFAG00000003282",1696.31892702941,-0.119952875194458,0.0413494289571742,135.924254681391,7.15025143396496e-25,1.74226674851811e-24,"TLE3","protein_coding"
"ENSMFAG00000040029",39.6213047350453,-0.0219919012748712,0.063901544478681,135.920527566987,7.16291161312361e-25,1.74513609025997e-24,"ENSMFAG00000040029","protein_coding"
"ENSMFAG00000033147",41.3108286945382,0.159987182489849,0.0920379361063646,135.91072664848,7.19631014551569e-25,1.75305668878167e-24,"PPIC","protein_coding"
"ENSMFAG00000037983",3225.09026683077,0.101763301081049,0.0368826372526417,135.908655806012,7.20338683058273e-25,1.75456399137216e-24,"MTURN","protein_coding"
"ENSMFAG00000034476",331.975474155239,0.214513565870409,0.0409582789152719,135.883846650959,7.28870968996705e-25,1.77512737104949e-24,"THOC3","protein_coding"
"ENSMFAG00000038670",5.79951238733334,0.406009361083816,0.149806926353501,135.839276700425,7.44453781148063e-25,1.81285474634254e-24,"NMUR1","protein_coding"
"ENSMFAG00000003439",946.352636638492,0.0498587163290987,0.0260349932501687,135.813585199463,7.53586986257207e-25,1.83486900454433e-24,"GSR","protein_coding"
"ENSMFAG00000045350",683.272395241072,0.0205428722163586,0.03607814927115,135.811249166964,7.54422966795337e-25,1.83667785080883e-24,"KIAA0355","protein_coding"
"ENSMFAG00000003430",88.8615229101338,0.184407609101461,0.0691980009376454,135.807505338327,7.55764679005526e-25,1.83971732619505e-24,"SMC4","protein_coding"
"ENSMFAG00000003617",173.54052324757,-0.213274609444108,0.0627194914268129,135.801984683616,7.57747520935179e-25,1.84431652684013e-24,"TNIP2","protein_coding"
"ENSMFAG00000037036",309.652657443663,0.0556091533666819,0.036182084344775,135.711249593838,7.91091558568494e-25,1.92523663464153e-24,"TRIM4","protein_coding"
"ENSMFAG00000046891",461.269559259371,-0.0593183753464787,0.0609976942435607,135.683118366915,8.0172420751341e-25,1.95087212512697e-24,"ENSMFAG00000046891","lincRNA"
"ENSMFAG00000044897",8.46595897813727,-0.367171757956636,0.199516929388226,135.653834769972,8.12944123937029e-25,1.97793014223495e-24,"SPTLC3","protein_coding"
"ENSMFAG00000030109",1873.14609713964,-0.13332273950817,0.0582670675201684,135.627044744653,8.23346000981159e-25,2.00299140566641e-24,"NDN","protein_coding"
"ENSMFAG00000032438",168.443731326982,-0.157641891332946,0.054489538143494,135.622539602053,8.25108247925921e-25,2.00703105868766e-24,"B3GNT4","protein_coding"
"ENSMFAG00000043765",55.9663534188323,-0.116111205695821,0.0623654358977473,135.598428606438,8.34603844148457e-25,2.02987834989984e-24,"ZFP69B","protein_coding"
"ENSMFAG00000007490",2.17103988144824,-0.172432303465997,0.22707708039444,135.593575513079,8.3652829079045e-25,2.03430813826438e-24,"MIR181C","miRNA"
"ENSMFAG00000042899",34.7353275832096,0.0219434097022917,0.0820755363552645,135.589236653581,8.38252576694397e-25,2.03825013472999e-24,"CD58","protein_coding"
"ENSMFAG00000003778",832.913272636497,0.0317244194205737,0.0358215543594327,135.556521793096,8.51368485463915e-25,2.06988700778388e-24,"KDM4C","protein_coding"
"ENSMFAG00000029510",584.418061597187,0.0453975523518515,0.0374411355385413,135.552139333106,8.53140987782443e-25,2.07394086126933e-24,"SLC35F6","protein_coding"
"ENSMFAG00000015537",244.563975698446,-0.00384516021220501,0.0397766671457703,135.545766322788,8.55725157404372e-25,2.07996659348399e-24,"BRD3OS","protein_coding"
"ENSMFAG00000032247",4019.13910094185,0.162558047965287,0.0430519028297425,135.509476114739,8.70590123154951e-25,2.11583745659484e-24,"LDHB","protein_coding"
"ENSMFAG00000044840",253.759215085754,0.0928476831846077,0.0403904327553456,135.508813293227,8.70864009627201e-25,2.11624244309901e-24,"NDUFAF5","protein_coding"
"ENSMFAG00000002036",422.418446745174,0.185272819834055,0.0466516828414917,135.47267819946,8.85926520154538e-25,2.15257998961819e-24,"DNMBP","protein_coding"
"ENSMFAG00000044685",63.2789930513427,0.0841862252006795,0.0673823988959804,135.468699539952,8.87600807421548e-25,2.15638255750332e-24,"FAM155B","protein_coding"
"ENSMFAG00000045843",635.289482393541,0.0317855363766969,0.0444293047357662,135.467734733644,8.88007290311911e-25,2.15710449986884e-24,"TEX264","protein_coding"
"ENSMFAG00000032647",24.5436581402263,0.0749119229981251,0.0940491305120637,135.46075195963,8.90954755103459e-25,2.163997935463e-24,"ZC3H12A","protein_coding"
"ENSMFAG00000032463",296.861307113045,-0.186390681919691,0.0734078047237323,135.423118476201,9.0700916798735e-25,2.20272060341248e-24,"PDLIM2","protein_coding"
"ENSMFAG00000004590",1700.18127476324,-0.164846491777418,0.032701827201633,135.420912562195,9.07959126823983e-25,2.20475627498041e-24,"PRKACA","protein_coding"
"ENSMFAG00000034245",49.0207144976696,-0.263231128793181,0.0790816898178686,135.392965256608,9.20080837567013e-25,2.23391596983786e-24,"PERP","protein_coding"
"ENSMFAG00000034321",396.759985151073,-0.0956710115690002,0.0420970638998815,135.314522872502,9.5497481232896e-25,2.31835174666278e-24,"PLIN1","protein_coding"
"ENSMFAG00000039186",26.6777070677495,-0.152778145279005,0.0920958485995089,135.289926598297,9.66186088155829e-25,2.34528034093872e-24,"A1BG","protein_coding"
"ENSMFAG00000036584",74.2422800099088,0.301429516410322,0.0960116841904417,135.282507416675,9.69593586599644e-25,2.35326207266718e-24,"IL1RAPL2","protein_coding"
"ENSMFAG00000042434",152.902949130458,-0.208488609644322,0.148857281915848,135.264503426564,9.77912507191942e-25,2.37316069264683e-24,"NXPH4","protein_coding"
"ENSMFAG00000006057",713.570445873714,0.0798119054591375,0.0378398817482351,135.254469527346,9.82579677828594e-25,2.38419358127322e-24,"LSM14A","protein_coding"
"ENSMFAG00000031450",26.1441432958516,-0.0240629989557379,0.179513070966074,135.219621172184,9.98962607716664e-25,2.42364812190646e-24,"ANPEP","protein_coding"
"ENSMFAG00000001022",145.749286363304,0.00710463233066751,0.0525668413956913,135.191543128769,1.01236100543617e-24,2.45585288409965e-24,"ENSMFAG00000001022","protein_coding"
"ENSMFAG00000033483",5756.0494705171,-0.0374383208608463,0.0349959075243537,135.160413726695,1.02742544750095e-24,2.49209083344668e-24,"WDR7","protein_coding"
"ENSMFAG00000000030",42.0126794657569,-0.0143759756952147,0.103572476872846,135.151799449663,1.03163357716987e-24,2.50199038160225e-24,"ENSMFAG00000000030","protein_coding"
"ENSMFAG00000000076",11.8243247870933,-0.0684123710172378,0.119547912457913,135.127166024078,1.04376244059729e-24,2.53109505688407e-24,"CD247","protein_coding"
"ENSMFAG00000003628",387.512914406486,-0.120478070541515,0.0465046109075927,135.097604396344,1.0585060581915e-24,2.56653250678724e-24,"E2F3","protein_coding"
"ENSMFAG00000032425",192.521922947209,0.190044572355119,0.0615032597601378,135.093540140595,1.06054927749688e-24,2.57117070199881e-24,"ENSMFAG00000032425","protein_coding"
"ENSMFAG00000037665",888.268720900855,0.0335192601128956,0.0389948131153746,135.08300050354,1.06586623797232e-24,2.58374356359579e-24,"ENSMFAG00000037665","protein_coding"
"ENSMFAG00000031455",225.975233560235,-0.126210094561993,0.0844693630130667,135.069055878346,1.07294187505684e-24,2.60057598312511e-24,"SSC5D","protein_coding"
"ENSMFAG00000043972",1083.97752017035,-0.0335852611584547,0.0363288388995669,135.059923174054,1.07760131143077e-24,2.6115486461744e-24,"MMP24","protein_coding"
"ENSMFAG00000034519",67.9895305838119,0.167565568231812,0.0758577766586793,135.049957507229,1.08270878968248e-24,2.62360430283859e-24,"TNNC1","protein_coding"
"ENSMFAG00000043048",143.480085206082,0.333240148422411,0.151391193568228,134.943949690063,1.13855866382846e-24,2.75860014178084e-24,"COL6A3","protein_coding"
"ENSMFAG00000039845",2860.34802335179,-0.0787971261578598,0.0598996711647651,134.913965218455,1.15487182251437e-24,2.79778155946637e-24,"CACNA1C","protein_coding"
"ENSMFAG00000002442",171.394752179497,0.11904067664715,0.0475862347809237,134.907776368171,1.15826785504056e-24,2.80566429114417e-24,"UXT","protein_coding"
"ENSMFAG00000042629",61.4040189867948,-0.0469033106127988,0.0565387842494969,134.88208191079,1.17247431605926e-24,2.83972790039048e-24,"EBPL","protein_coding"
"ENSMFAG00000036923",56.4767682210394,-0.175981649598043,0.0712238528582588,134.863924715023,1.18261828552624e-24,2.8639450184099e-24,"PCDH12","protein_coding"
"ENSMFAG00000029272",2.58672759297682,0.546427104754219,0.270018943518311,134.850793336184,1.19000905472657e-24,2.88148958987173e-24,"LINGO4","protein_coding"
"ENSMFAG00000039995",9241.91561094179,0.0152067593442292,0.0297247185006027,134.84843660403,1.19134037691414e-24,2.88435930273248e-24,"PRPF8","protein_coding"
"ENSMFAG00000032602",114.303199707671,0.0555009521103264,0.0486005085971416,134.83856614037,1.19693240709481e-24,2.89754266431049e-24,"ERI1","protein_coding"
"ENSMFAG00000043192",1069.17130956249,-0.112599648183444,0.0435624187120133,134.838164768464,1.19716035514569e-24,2.8977389754336e-24,"GAA","protein_coding"
"ENSMFAG00000003919",104.816107014787,0.0473347455243381,0.0811768237658704,134.828090808983,1.20289580943306e-24,2.91126457889528e-24,"ENSMFAG00000003919","protein_coding"
"ENSMFAG00000003824",2160.30652672231,-0.0750211599503443,0.0485504823544125,134.799883737644,1.21910155274953e-24,2.95012409110298e-24,"TNRC6A","protein_coding"
"ENSMFAG00000001554",337.928876653928,0.058534020864477,0.0736296418332977,134.795263994904,1.22177643493242e-24,2.95623453268994e-24,"POLR2L","protein_coding"
"ENSMFAG00000014583",14.1092582716625,-0.731059264341432,0.100788434404709,134.788833288077,1.22550965111561e-24,2.96490392788293e-24,"RF01383","misc_RNA"
"ENSMFAG00000000029",4428.27765564761,-0.114537253368051,0.0402158772034805,134.782865851943,1.22898411969843e-24,2.97294528011393e-24,"PNMA2","protein_coding"
"ENSMFAG00000031000",259.874597556866,-0.239175687039195,0.0818817545804993,134.766603910928,1.23850247900292e-24,2.99560320123629e-24,"BOC","protein_coding"
"ENSMFAG00000025789",579.939912639227,0.0287142235114159,0.0384698079094653,134.745220952427,1.25113044001709e-24,3.02577593362143e-24,"SLC35D1","protein_coding"
"ENSMFAG00000033091",179.095711098164,-0.0463772552875076,0.0546949643409955,134.739938921435,1.2542695704281e-24,3.03299597594208e-24,"TP53INP1","protein_coding"
"ENSMFAG00000033696",2845.29763197319,0.00388872491560868,0.050735540005875,134.725439830485,1.26292694197672e-24,3.0535564782606e-24,"ENSMFAG00000033696","protein_coding"
"ENSMFAG00000001285",236.62602599011,0.142381061816749,0.0470409971106906,134.721996660635,1.26499160778331e-24,3.05817378152173e-24,"LYSMD2","protein_coding"
"ENSMFAG00000033443",108.138986347431,-0.0371936289627545,0.0672979448824916,134.707177091181,1.27391659436918e-24,3.07937305403561e-24,"F7","protein_coding"
"ENSMFAG00000001671",151.050140283402,-0.0542631442640643,0.0458270601463768,134.701209171509,1.27752847924445e-24,3.08772561886961e-24,"ENSMFAG00000001671","protein_coding"
"ENSMFAG00000030106",2057.90939848343,-0.0414634836422907,0.0342448212737475,134.700943381002,1.27768957789268e-24,3.08773677293061e-24,"ARPC2","protein_coding"
"ENSMFAG00000042202",6.64475483504528,-0.0819341597330636,0.301158130150595,134.651095726576,1.30826450792598e-24,3.16123870565704e-24,"SPINK2","protein_coding"
"ENSMFAG00000013386",1120.96151421971,0.0738092421044,0.0365304843925828,134.64660154075,1.31105676340016e-24,3.16759790074837e-24,"FRRS1L","protein_coding"
"ENSMFAG00000039501",4538.10884181316,-0.0647837624165032,0.0518879014736059,134.616448800494,1.32994540345674e-24,3.21284068327723e-24,"MLLT1","protein_coding"
"ENSMFAG00000040349",1552.55135222348,-0.0279537240167363,0.0610581719093754,134.613564209545,1.3317665921764e-24,3.21684641900168e-24,"GRIK2","protein_coding"
"ENSMFAG00000032527",127.684875811347,-0.0182267216741033,0.0398336845330188,134.603234908649,1.33830846531841e-24,3.2322524648302e-24,"FANCD2","protein_coding"
"ENSMFAG00000002395",164.347480528636,-0.0160158870213336,0.0421868286588191,134.540432055507,1.37878034777954e-24,3.32959170510169e-24,"ENSMFAG00000002395","protein_coding"
"ENSMFAG00000035619",984.305585217955,0.0478423047529595,0.0222752063957703,134.445482717134,1.4423021930107e-24,3.48256324920304e-24,"TFDP1","protein_coding"
"ENSMFAG00000033213",19.3712199560149,-0.133304209496121,0.150899903187752,134.43333901831,1.45063455848408e-24,3.50225389795765e-24,"FBP1","protein_coding"
"ENSMFAG00000032739",516.583479261616,-0.0305798036000413,0.0989300805103266,134.424729130087,1.45657133227581e-24,3.51615678107001e-24,"OAF","protein_coding"
"ENSMFAG00000031937",288.880261148157,-0.0279641756203969,0.0292882683193566,134.403253167879,1.47148565774945e-24,3.55172538210547e-24,"POLR2D","protein_coding"
"ENSMFAG00000044933",1736.86814878848,0.074094659392783,0.0648499073974124,134.394350957476,1.47771258483211e-24,3.56631907092799e-24,"LRFN4","protein_coding"
"ENSMFAG00000043348",326.579859736701,-0.00327488889918436,0.0545478012996248,134.358783880311,1.5028549204137e-24,3.62655415061797e-24,"HYI","protein_coding"
"ENSMFAG00000001315",3859.36010819464,-0.117933964415955,0.0428057325864542,134.334786651067,1.52005957391823e-24,3.66762234196069e-24,"SPG7","protein_coding"
"ENSMFAG00000046634",26.8347694012672,0.302088159150695,0.0799532975497479,134.331378226561,1.52251912985434e-24,3.67310765011441e-24,"ENSMFAG00000046634","lincRNA"
"ENSMFAG00000026339",224.070842842161,-0.146798678881716,0.0511807783981632,134.321777073019,1.52946882345954e-24,3.68942283918137e-24,"CFAP221","protein_coding"
"ENSMFAG00000012807",16.5769021695819,0.223631260740648,0.1184834943136,134.273770788522,1.56469601286914e-24,3.7739373824635e-24,"ENSMFAG00000012807","protein_coding"
"ENSMFAG00000023457",4.05634012155584,0.556974421528965,0.248583381740031,134.259294127891,1.57547728831158e-24,3.79947663810365e-24,"RF00019","misc_RNA"
