"gene_id","highest_network","donor_centered_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000031511","Cingulate gyrus",0.554296312331281,"ENSMFAG00000031511","protein_coding"
"ENSMFAG00000001681","Hippocampal formation",0.768946497348149,"FAM189A1","protein_coding"
"ENSMFAG00000035963","Occipital/Temporal",0.404975681677193,"ENSMFAG00000035963","protein_coding"
"ENSMFAG00000037125","Subcortical",0.506398482705218,"TJP1","protein_coding"
"ENSMFAG00000041720","Occipital/Temporal",0.418369434983958,"ENSMFAG00000041720","protein_coding"
"ENSMFAG00000032666","Frontal (agranular frontal motor areas)",0.0559790402919361,"FAN1","protein_coding"
"ENSMFAG00000038584","Subcortical",0.669023931020148,"MTMR10","protein_coding"
"ENSMFAG00000003445","Subcortical",0.821022539565439,"TRPM1","protein_coding"
"ENSMFAG00000043427","Occipital/Temporal",0.135586600839454,"ENSMFAG00000043427","protein_coding"
"ENSMFAG00000003985","Occipital/Temporal",1.2489878470343,"ENSMFAG00000003985","protein_coding"
"ENSMFAG00000037629","Cingulate gyrus",0.116392839741487,"OTUD7A","protein_coding"
"ENSMFAG00000004607","Occipital/Temporal",0.382909266891564,"ENSMFAG00000004607","protein_coding"
"ENSMFAG00000001387","Temporal",0.565251647972873,"ENSMFAG00000001387","protein_coding"
"ENSMFAG00000038664","Occipital/Temporal",0.345455440535499,"ENSMFAG00000038664","protein_coding"
"ENSMFAG00000046974","Hippocampal formation",0.182831087921897,"ENSMFAG00000046974","lincRNA"
"ENSMFAG00000032131","Occipital/Temporal",0.553653997891286,"ARHGAP11A","protein_coding"
"ENSMFAG00000032414","Subcortical",0.117304006095025,"SCG5","protein_coding"
"ENSMFAG00000034164","Cingulate gyrus",0.713505271090599,"ENSMFAG00000034164","pseudogene"
"ENSMFAG00000036844","Occipital/Temporal",0.873723403203298,"FMN1","protein_coding"
"ENSMFAG00000046241","Occipital/Temporal",0.965133602781214,"ENSMFAG00000046241","protein_coding"
"ENSMFAG00000046612","Subcortical",1.84678147781466,"ENSMFAG00000046612","lincRNA"
"ENSMFAG00000036819","Hippocampal formation",1.38189305973937,"RYR3","protein_coding"
"ENSMFAG00000037922","Frontal (agranular frontal motor areas)",0.157329539821854,"AVEN","protein_coding"
"ENSMFAG00000012509","Cingulate gyrus",0.532277939326581,"CHRM5","protein_coding"
"ENSMFAG00000038054","Hippocampal formation",0.289528236222456,"EMC7","protein_coding"
"ENSMFAG00000012556","Temporal",0.0701842645705806,"PGBD4","protein_coding"
"ENSMFAG00000038142","Orbitomedial Prefrontal Cortex (OMPFC)",0.204763012944441,"KATNBL1","protein_coding"
"ENSMFAG00000038451","Subcortical",0.134993167817034,"EMC4","protein_coding"
"ENSMFAG00000038049","Frontal (agranular frontal motor areas)",0.239449851370754,"ENSMFAG00000038049","protein_coding"
"ENSMFAG00000014792","Occipital/Temporal",0.235910677572349,"SLC12A6","protein_coding"
"ENSMFAG00000035229","Hippocampal formation",0.185204822939509,"NOP10","protein_coding"
"ENSMFAG00000032383","Frontal (agranular frontal motor areas)",0.18555905919347,"LPCAT4","protein_coding"
"ENSMFAG00000033347","Occipital/Temporal",0.434219426673678,"ENSMFAG00000033347","protein_coding"
"ENSMFAG00000046659","Cingulate gyrus",0.194229324566197,"ENSMFAG00000046659","lincRNA"
"ENSMFAG00000036155","Parietal, and Parieto-occipital region",0.345858324324472,"GJD2","protein_coding"
"ENSMFAG00000039604","Operculum/Insula",0.418512686104718,"ACTC1","protein_coding"
"ENSMFAG00000030453","Occipital/Temporal",0.205071067793526,"AQR","protein_coding"
"ENSMFAG00000035648","Occipital/Temporal",0.244214372827128,"ENSMFAG00000035648","protein_coding"
"ENSMFAG00000030007","Occipital/Temporal",0.223495794071137,"ZNF770","protein_coding"
"ENSMFAG00000037680","Subcortical",0.991797616384328,"ENSMFAG00000037680","protein_coding"
"ENSMFAG00000025406","Subcortical",2.1754767719879,"ENSMFAG00000025406","protein_coding"
"ENSMFAG00000032717","Subcortical",1.27311609996302,"ENSMFAG00000032717","protein_coding"
"ENSMFAG00000002826","Subcortical",0.354817027640555,"DPH6","protein_coding"
"ENSMFAG00000000782","Subcortical",0.956523194350663,"C15orf41","protein_coding"
"ENSMFAG00000001037","Subcortical",0.851850040766973,"ENSMFAG00000001037","protein_coding"
"ENSMFAG00000020777","Subcortical",1.22187974443682,"ENSMFAG00000020777","protein_coding"
"ENSMFAG00000024718","Subcortical",1.19218050862268,"MEIS2","protein_coding"
"ENSMFAG00000007551","Subcortical",1.01136834300538,"RF00019","misc_RNA"
"ENSMFAG00000031909","Operculum/Insula",0.224344578078943,"SPRED1","protein_coding"
"ENSMFAG00000016144","Parietal, and Parieto-occipital region",0.198389141135648,"FAM98B","protein_coding"
"ENSMFAG00000030248","Hippocampal formation",0.509096488851384,"RASGRP1","protein_coding"
"ENSMFAG00000033011","Operculum/Insula",0.583811122497817,"THBS1","protein_coding"
"ENSMFAG00000031510","Subcortical",0.360392091931443,"FSIP1","protein_coding"
"ENSMFAG00000040793","Hippocampal formation",0.352595151381763,"ENSMFAG00000040793","protein_coding"
"ENSMFAG00000039488","Cingulate gyrus",0.228675370726486,"GPR176","protein_coding"
"ENSMFAG00000034672","Orbitomedial Prefrontal Cortex (OMPFC)",0.145927045965655,"ENSMFAG00000034672","protein_coding"
"ENSMFAG00000035646","Orbitomedial Prefrontal Cortex (OMPFC)",0.0616314689198134,"EIF2AK4","protein_coding"
"ENSMFAG00000034410","Orbitomedial Prefrontal Cortex (OMPFC)",0.0363796260604564,"SRP14","protein_coding"
"ENSMFAG00000044281","Occipital/Temporal",0.632830752697183,"BMF","protein_coding"
"ENSMFAG00000032047","Occipital/Temporal",0.536391855241084,"ENSMFAG00000032047","protein_coding"
"ENSMFAG00000032974","Temporal",0.341884019782256,"PAK6","protein_coding"
"ENSMFAG00000044081","Subcortical",1.26133154042201,"ANKRD63","protein_coding"
"ENSMFAG00000037145","Subcortical",0.870821323137342,"PLCB2","protein_coding"
"ENSMFAG00000043689","Subcortical",0.646195771876969,"CCDC9B","protein_coding"
"ENSMFAG00000031712","Cingulate gyrus",0.286252757941009,"DISP2","protein_coding"
"ENSMFAG00000040597","Occipital/Temporal",0.176936138771776,"KNSTRN","protein_coding"
"ENSMFAG00000045329","Subcortical",0.138865818311293,"IVD","protein_coding"
"ENSMFAG00000002395","Hippocampal formation",0.289653642364939,"ENSMFAG00000002395","protein_coding"
"ENSMFAG00000031150","Hippocampal formation",0.123890061670674,"BAHD1","protein_coding"
"ENSMFAG00000033869","Subcortical",0.590640598049077,"ENSMFAG00000033869","pseudogene"
"ENSMFAG00000032377","Hippocampal formation",0.287503447689115,"CCDC32","protein_coding"
"ENSMFAG00000045062","Subcortical",0.0805691259736002,"RPUSD2","protein_coding"
"ENSMFAG00000045223","Subcortical",0.52582220760186,"KNL1","protein_coding"
"ENSMFAG00000044559","Cingulate gyrus",0.18169830659144,"RAD51","protein_coding"
"ENSMFAG00000032137","Parietal, and Parieto-occipital region",0.0900203059274781,"RMDN3","protein_coding"
"ENSMFAG00000000386","Cingulate gyrus",0.671034443311931,"GCHFR","protein_coding"
"ENSMFAG00000032241","Occipital/Temporal",0.32211178089496,"DNAJC17","protein_coding"
"ENSMFAG00000018717","Cingulate gyrus",0.402336150152473,"C15orf62","protein_coding"
"ENSMFAG00000043261","Frontal (agranular frontal motor areas)",0.158233754274151,"ZFYVE19","protein_coding"
"ENSMFAG00000034636","Hippocampal formation",0.661417697657932,"ENSMFAG00000034636","protein_coding"
"ENSMFAG00000000850","Cingulate gyrus",0.756271728346087,"RHOV","protein_coding"
"ENSMFAG00000001262","Frontal (agranular frontal motor areas)",0.111284914690506,"VPS18","protein_coding"
"ENSMFAG00000036797","Frontal (agranular frontal motor areas)",0.364315400012114,"DLL4","protein_coding"
"ENSMFAG00000043687","Occipital/Temporal",0.246333412302864,"CHAC1","protein_coding"
"ENSMFAG00000044488","Occipital/Temporal",0.19084586814943,"INO80","protein_coding"
"ENSMFAG00000034670","Hippocampal formation",0.651189286455892,"EXD1","protein_coding"
"ENSMFAG00000032519","Operculum/Insula",0.232235477245188,"CHP1","protein_coding"
"ENSMFAG00000045641","Cingulate gyrus",0.267355330281621,"ENSMFAG00000045641","protein_coding"
"ENSMFAG00000041896","Hippocampal formation",0.165054795996983,"OIP5","protein_coding"
"ENSMFAG00000039976","Hippocampal formation",0.360488421343772,"ENSMFAG00000039976","protein_coding"
"ENSMFAG00000041431","Frontal (agranular frontal motor areas)",0.0735744772441651,"NDUFAF1","protein_coding"
"ENSMFAG00000039115","Cingulate gyrus",0.111639163723326,"RTF1","protein_coding"
"ENSMFAG00000039864","Temporal",0.340052953169878,"ITPKA","protein_coding"
"ENSMFAG00000043219","Lateral Prefrontal Cortex",0.553906684415803,"LTK","protein_coding"
"ENSMFAG00000042240","Cingulate gyrus",0.137064845241929,"RPAP1","protein_coding"
"ENSMFAG00000003863","Cingulate gyrus",0.239982846141256,"TYRO3","protein_coding"
"ENSMFAG00000037653","Occipital/Temporal",0.0684432681750626,"MGA","protein_coding"
"ENSMFAG00000004031","Occipital/Temporal",0.267267863174436,"ENSMFAG00000004031","protein_coding"
"ENSMFAG00000042257","Occipital/Temporal",0.156896999720355,"MAPKBP1","protein_coding"
"ENSMFAG00000046044","Cingulate gyrus",0.29251098979828,"ENSMFAG00000046044","protein_coding"
"ENSMFAG00000036116","Cingulate gyrus",0.333473456075803,"JMJD7","protein_coding"
"ENSMFAG00000035750","Cingulate gyrus",0.336993332982539,"ENSMFAG00000035750","protein_coding"
"ENSMFAG00000040126","Orbitomedial Prefrontal Cortex (OMPFC)",0.534781748725496,"SPTBN5","protein_coding"
"ENSMFAG00000042599","Cingulate gyrus",0.297181794838854,"EHD4","protein_coding"
"ENSMFAG00000037364","Cingulate gyrus",0.155092046014248,"VPS39","protein_coding"
"ENSMFAG00000003783","Subcortical",0.311039747080999,"TMEM87A","protein_coding"
"ENSMFAG00000042444","Subcortical",0.405815300806286,"ENSMFAG00000042444","protein_coding"
"ENSMFAG00000008163","Subcortical",0.41181410752241,"CAPN3","protein_coding"
"ENSMFAG00000031499","Frontal (agranular frontal motor areas)",0.187754667980973,"ZNF106","protein_coding"
"ENSMFAG00000014607","Occipital/Temporal",0.291380510339074,"RF00026","snRNA"
"ENSMFAG00000039867","Subcortical",0.391392933907947,"SNAP23","protein_coding"
"ENSMFAG00000043133","Hippocampal formation",0.701710593486949,"ENSMFAG00000043133","protein_coding"
"ENSMFAG00000043734","Hippocampal formation",0.227440841690052,"HAUS2","protein_coding"
"ENSMFAG00000000694","Hippocampal formation",0.491916670491061,"ENSMFAG00000000694","protein_coding"
"ENSMFAG00000040647","Cingulate gyrus",0.465127947738657,"STARD9","protein_coding"
"ENSMFAG00000045780","Cingulate gyrus",0.242513225773225,"CDAN1","protein_coding"
"ENSMFAG00000001520","Occipital/Temporal",0.441142594746566,"TTBK2","protein_coding"
"ENSMFAG00000032766","Orbitomedial Prefrontal Cortex (OMPFC)",0.178825708572403,"ENSMFAG00000032766","protein_coding"
"ENSMFAG00000046369","Orbitomedial Prefrontal Cortex (OMPFC)",0.0747599730682311,"UBR1","protein_coding"
"ENSMFAG00000044596","Operculum/Insula",0.104213217082692,"TMEM62","protein_coding"
"ENSMFAG00000031199","Occipital/Temporal",0.300507977427837,"CCNDBP1","protein_coding"
"ENSMFAG00000046318","Hippocampal formation",0.362620318029273,"ENSMFAG00000046318","pseudogene"
"ENSMFAG00000026391","Cingulate gyrus",0.0715532064761012,"ADAL","protein_coding"
"ENSMFAG00000000216","Occipital/Temporal",0.228817288504958,"ZSCAN29","protein_coding"
"ENSMFAG00000033642","Temporal",0.139346506013583,"TUBGCP4","protein_coding"
"ENSMFAG00000002945","Cingulate gyrus",0.129846121681977,"TP53BP1","protein_coding"
"ENSMFAG00000001708","Frontal (agranular frontal motor areas)",0.27127011472666,"MAP1A","protein_coding"
"ENSMFAG00000000656","Cingulate gyrus",0.227693138066055,"PPIP5K1","protein_coding"
"ENSMFAG00000046138","Occipital/Temporal",0.640150441013419,"ENSMFAG00000046138","protein_coding"
"ENSMFAG00000027932","Frontal (agranular frontal motor areas)",0.239978988811991,"ENSMFAG00000027932","protein_coding"
"ENSMFAG00000045628","Occipital/Temporal",0.419385874671525,"STRC","protein_coding"
"ENSMFAG00000044589","Occipital/Temporal",0.433701537743315,"CATSPER2","protein_coding"
"ENSMFAG00000035280","Occipital/Temporal",0.444756164009163,"RF00026","snRNA"
"ENSMFAG00000037924","Subcortical",0.255813705670698,"ENSMFAG00000037924","protein_coding"
"ENSMFAG00000038253","Subcortical",0.488890919503407,"ENSMFAG00000038253","protein_coding"
"ENSMFAG00000001972","Hippocampal formation",0.481564617674824,"PDIA3","protein_coding"
"ENSMFAG00000043418","Cingulate gyrus",0.395894656314641,"ELL3","protein_coding"
"ENSMFAG00000033890","Hippocampal formation",0.427180334478114,"SERF2","protein_coding"
"ENSMFAG00000010690","Subcortical",0.142262750119049,"MIR1282","miRNA"
"ENSMFAG00000034158","Subcortical",0.552789013291293,"SERINC4","protein_coding"
"ENSMFAG00000038315","Parietal, and Parieto-occipital region",0.191132379586497,"HYPK","protein_coding"
"ENSMFAG00000041549","Occipital/Temporal",0.11548077721793,"MFAP1","protein_coding"
"ENSMFAG00000045762","Occipital/Temporal",0.943142155487621,"WDR76","protein_coding"
"ENSMFAG00000000843","Occipital/Temporal",0.561858298804425,"FRMD5","protein_coding"
"ENSMFAG00000030145","Hippocampal formation",0.147758374253853,"CASC4","protein_coding"
"ENSMFAG00000038614","Occipital/Temporal",0.189154034175902,"CTDSPL2","protein_coding"
"ENSMFAG00000007859","Occipital/Temporal",0.208270498708244,"RF00017","misc_RNA"
"ENSMFAG00000031049","Orbitomedial Prefrontal Cortex (OMPFC)",0.0581326535099962,"EIF3J","protein_coding"
"ENSMFAG00000001008","Subcortical",0.162193734001867,"SPG11","protein_coding"
"ENSMFAG00000003565","Subcortical",1.07345912580993,"PATL2","protein_coding"
"ENSMFAG00000034244","Subcortical",0.454997861434846,"B2M","protein_coding"
"ENSMFAG00000046371","Subcortical",0.714144034197525,"TERB2","protein_coding"
"ENSMFAG00000022177","Hippocampal formation",0.20935728356166,"SORD","protein_coding"
"ENSMFAG00000029863","Occipital/Temporal",0.550310900036661,"DUOX2","protein_coding"
"ENSMFAG00000033232","Hippocampal formation",0.251779278194636,"DUOXA1","protein_coding"
"ENSMFAG00000043773","Hippocampal formation",1.9998066960499,"DUOX1","protein_coding"
"ENSMFAG00000045114","Hippocampal formation",0.301071841423431,"SHF","protein_coding"
"ENSMFAG00000003046","Subcortical",0.321109502188199,"GATM","protein_coding"
"ENSMFAG00000003414","Occipital/Temporal",0.09952175246343,"SPATA5L1","protein_coding"
"ENSMFAG00000034326","Subcortical",0.320762164478514,"SLC30A4","protein_coding"
"ENSMFAG00000034141","Operculum/Insula",0.142092042405578,"BLOC1S6","protein_coding"
"ENSMFAG00000004483","Occipital/Temporal",0.238760198952918,"RF00019","misc_RNA"
"ENSMFAG00000019535","Orbitomedial Prefrontal Cortex (OMPFC)",0.204530903163207,"ENSMFAG00000019535","protein_coding"
"ENSMFAG00000039151","Subcortical",0.473015152964629,"SQOR","protein_coding"
"ENSMFAG00000030478","Hippocampal formation",0.48171248562076,"ENSMFAG00000030478","protein_coding"
"ENSMFAG00000019422","Occipital/Temporal",0.750399734172372,"RF00100","misc_RNA"
"ENSMFAG00000046214","Occipital/Temporal",0.56828670561558,"SEMA6D","protein_coding"
"ENSMFAG00000002287","Frontal (agranular frontal motor areas)",0.164346941581887,"ENSMFAG00000002287","protein_coding"
"ENSMFAG00000033428","Subcortical",0.342844444101773,"SLC24A5","protein_coding"
"ENSMFAG00000046361","Occipital/Temporal",0.21999326394132,"MYEF2","protein_coding"
"ENSMFAG00000034909","Subcortical",0.112684336603578,"CTXN2","protein_coding"
"ENSMFAG00000031713","Subcortical",0.613170320205639,"SLC12A1","protein_coding"
"ENSMFAG00000037325","Subcortical",0.395806464592529,"DUT","protein_coding"
"ENSMFAG00000041075","Occipital/Temporal",0.285348588148394,"ENSMFAG00000041075","protein_coding"
"ENSMFAG00000040377","Occipital/Temporal",0.701727288656345,"CEP152","protein_coding"
"ENSMFAG00000038568","Temporal",0.310134256500843,"SHC4","protein_coding"
"ENSMFAG00000001238","Cingulate gyrus",0.117987846185606,"ENSMFAG00000001238","pseudogene"
"ENSMFAG00000001802","Hippocampal formation",0.338897255196834,"SECISBP2L","protein_coding"
"ENSMFAG00000035035","Occipital/Temporal",0.193009109216792,"RF00019","misc_RNA"
"ENSMFAG00000013557","Occipital/Temporal",0.194394473733443,"RF00017","misc_RNA"
"ENSMFAG00000003309","Occipital/Temporal",0.101807092146857,"COPS2","protein_coding"
"ENSMFAG00000007929","Occipital/Temporal",0.16959544637836,"RF00019","misc_RNA"
"ENSMFAG00000000451","Hippocampal formation",0.213551259018198,"GALK2","protein_coding"
"ENSMFAG00000035254","Subcortical",0.318554674591414,"FAM227B","protein_coding"
"ENSMFAG00000042011","Occipital/Temporal",0.180306152762031,"FGF7","protein_coding"
"ENSMFAG00000039613","Occipital/Temporal",0.144732788120208,"DTWD1","protein_coding"
"ENSMFAG00000044382","Occipital/Temporal",0.312533915420813,"ENSMFAG00000044382","protein_coding"
"ENSMFAG00000034721","Orbitomedial Prefrontal Cortex (OMPFC)",0.657914332854187,"ATP8B4","protein_coding"
"ENSMFAG00000038376","Hippocampal formation",2.44590259688305,"SLC27A2","protein_coding"
"ENSMFAG00000000845","Hippocampal formation",2.77630856392003,"HDC","protein_coding"
"ENSMFAG00000004070","Hippocampal formation",0.0856716538502273,"GABPB1","protein_coding"
"ENSMFAG00000008740","Occipital/Temporal",0.452535030144764,"RF00026","snRNA"
"ENSMFAG00000033355","Subcortical",0.16881178527866,"USP8","protein_coding"
"ENSMFAG00000031753","Occipital/Temporal",0.313033605759285,"TRPM7","protein_coding"
"ENSMFAG00000036983","Hippocampal formation",0.320001985372226,"SPPL2A","protein_coding"
"ENSMFAG00000045764","Occipital/Temporal",0.217934995512326,"AP4E1","protein_coding"
"ENSMFAG00000046411","Hippocampal formation",1.63061835937846,"TNFAIP8L3","protein_coding"
"ENSMFAG00000038412","Operculum/Insula",0.860822660700184,"CYP19A1","protein_coding"
"ENSMFAG00000041483","Occipital/Temporal",0.64844358943345,"GLDN","protein_coding"
"ENSMFAG00000035773","Hippocampal formation",0.245406058139824,"DMXL2","protein_coding"
"ENSMFAG00000031824","Orbitomedial Prefrontal Cortex (OMPFC)",0.16933988006582,"SCG3","protein_coding"
"ENSMFAG00000001285","Operculum/Insula",0.0964957989342719,"LYSMD2","protein_coding"
"ENSMFAG00000045173","Cingulate gyrus",0.180092797606093,"TMOD2","protein_coding"
"ENSMFAG00000001968","Subcortical",0.395848679995451,"TMOD3","protein_coding"
"ENSMFAG00000041904","Cingulate gyrus",0.212500344890335,"ENSMFAG00000041904","protein_coding"
"ENSMFAG00000024047","Subcortical",0.22450644165899,"RF00019","misc_RNA"
"ENSMFAG00000034792","Subcortical",0.288472339320248,"RF00026","snRNA"
"ENSMFAG00000032135","Occipital/Temporal",0.323351441298948,"LEO1","protein_coding"
"ENSMFAG00000037559","Occipital/Temporal",0.229391919556534,"MAPK6","protein_coding"
"ENSMFAG00000040530","Subcortical",1.73497092767242,"ENSMFAG00000040530","protein_coding"
"ENSMFAG00000003513","Temporal",0.219844739913762,"GNB5","protein_coding"
"ENSMFAG00000033683","Occipital/Temporal",0.645438390608405,"MYO5C","protein_coding"
