"gene_id","highest_network","donor_centered_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000046895","Lateral Prefrontal Cortex",0.367347053395228,"ENSMFAG00000046895","lincRNA"
"ENSMFAG00000046681","Lateral Prefrontal Cortex",0.313307430790687,"ENSMFAG00000046681","lincRNA"
"ENSMFAG00000043079","Orbitomedial Prefrontal Cortex (OMPFC)",0.706075450980157,"TCERG1L","protein_coding"
"ENSMFAG00000047142","Hippocampal formation",0.853528423716459,"ENSMFAG00000047142","lincRNA"
"ENSMFAG00000001365","Occipital/Temporal",0.23547927950903,"PPP2R2D","protein_coding"
"ENSMFAG00000036887","Hippocampal formation",0.453774632437474,"BNIP3","protein_coding"
"ENSMFAG00000032603","Occipital/Temporal",0.313296551463492,"JAKMIP3","protein_coding"
"ENSMFAG00000001844","Cingulate gyrus",0.304611463218139,"ENSMFAG00000001844","protein_coding"
"ENSMFAG00000044506","Hippocampal formation",0.141518170608793,"LRRC27","protein_coding"
"ENSMFAG00000032975","Subcortical",0.459481967230193,"PWWP2B","protein_coding"
"ENSMFAG00000003838","Subcortical",1.31862646889015,"INPP5A","protein_coding"
"ENSMFAG00000045566","Subcortical",1.44387863985979,"NKX6-2","protein_coding"
"ENSMFAG00000044857","Occipital/Temporal",1.15753361426603,"CFAP46","protein_coding"
"ENSMFAG00000022985","Occipital/Temporal",0.60532042574923,"ENSMFAG00000022985","protein_coding"
"ENSMFAG00000032931","Occipital/Temporal",0.689322899331022,"ADGRA1","protein_coding"
"ENSMFAG00000042149","Occipital/Temporal",0.33623844951753,"KNDC1","protein_coding"
"ENSMFAG00000037727","Occipital/Temporal",0.278693229528809,"ENSMFAG00000037727","protein_coding"
"ENSMFAG00000043182","Occipital/Temporal",0.44625166776117,"ADAM8","protein_coding"
"ENSMFAG00000036721","Frontal (agranular frontal motor areas)",0.0657419463519357,"TUBGCP2","protein_coding"
"ENSMFAG00000044733","Frontal (agranular frontal motor areas)",0.0821468258328751,"ZNF511","protein_coding"
"ENSMFAG00000034695","Hippocampal formation",0.55214157633962,"CALY","protein_coding"
"ENSMFAG00000001044","Lateral Prefrontal Cortex",0.235611027345392,"FUOM","protein_coding"
"ENSMFAG00000043355","Lateral Prefrontal Cortex",0.164383953202077,"ENSMFAG00000043355","protein_coding"
"ENSMFAG00000042851","Hippocampal formation",0.186693380507037,"MTG1","protein_coding"
"ENSMFAG00000029744","Cingulate gyrus",0.457688468026253,"SPRN","protein_coding"
"ENSMFAG00000045421","Occipital/Temporal",0.483283351708046,"SCART1","protein_coding"
"ENSMFAG00000044389","Orbitomedial Prefrontal Cortex (OMPFC)",0.850588341750331,"CYP2E1","protein_coding"
"ENSMFAG00000032521","Orbitomedial Prefrontal Cortex (OMPFC)",0.499326381651749,"SYCE1","protein_coding"
"ENSMFAG00000006312","Hippocampal formation",1.84110429465559,"ENSMFAG00000006312","protein_coding"
"ENSMFAG00000046098","Frontal (agranular frontal motor areas)",0.101745760065568,"PLEKHB2","protein_coding"
"ENSMFAG00000041511","Parietal, and Parieto-occipital region",0.106621686176527,"FAM168B","protein_coding"
"ENSMFAG00000045827","Hippocampal formation",0.237426813400993,"ENSMFAG00000045827","protein_coding"
"ENSMFAG00000022438","Hippocampal formation",0.686653872927789,"ENSMFAG00000022438","protein_coding"
"ENSMFAG00000032961","Cingulate gyrus",0.628466805132333,"ENSMFAG00000032961","protein_coding"
"ENSMFAG00000035224","Frontal (agranular frontal motor areas)",0.881224490975576,"ENSMFAG00000035224","protein_coding"
"ENSMFAG00000044484","Subcortical",0.641330264719112,"ENSMFAG00000044484","protein_coding"
"ENSMFAG00000045046","Hippocampal formation",0.678205795365295,"ENSMFAG00000045046","protein_coding"
"ENSMFAG00000003200","Orbitomedial Prefrontal Cortex (OMPFC)",0.165460379090341,"PTPN18","protein_coding"
"ENSMFAG00000045624","Occipital/Temporal",0.0965308424579987,"IMP4","protein_coding"
"ENSMFAG00000037057","Parietal, and Parieto-occipital region",0.233846348461917,"CCDC115","protein_coding"
"ENSMFAG00000004020","Hippocampal formation",0.133250171486747,"ENSMFAG00000004020","protein_coding"
"ENSMFAG00000043150","Cingulate gyrus",0.105364234131525,"SMPD4","protein_coding"
"ENSMFAG00000045380","Hippocampal formation",0.649899969260631,"ENSMFAG00000045380","protein_coding"
"ENSMFAG00000033345","Hippocampal formation",1.32377140894151,"ENSMFAG00000033345","protein_coding"
"ENSMFAG00000040129","Hippocampal formation",1.45547999802232,"ENSMFAG00000040129","protein_coding"
"ENSMFAG00000046623","Hippocampal formation",0.783174489843341,"ENSMFAG00000046623","lincRNA"
"ENSMFAG00000046678","Orbitomedial Prefrontal Cortex (OMPFC)",1.61719409105065,"ENSMFAG00000046678","lincRNA"
"ENSMFAG00000044689","Lateral Prefrontal Cortex",0.278406128801437,"HS6ST1","protein_coding"
"ENSMFAG00000034333","Occipital/Temporal",0.169215330691317,"UGGT1","protein_coding"
"ENSMFAG00000034167","Orbitomedial Prefrontal Cortex (OMPFC)",0.101050479540389,"SAP130","protein_coding"
"ENSMFAG00000044626","Occipital/Temporal",0.168633787160338,"AMMECR1L","protein_coding"
"ENSMFAG00000031937","Operculum/Insula",0.114226806717172,"POLR2D","protein_coding"
"ENSMFAG00000005367","Occipital/Temporal",0.0612736915992497,"WDR33","protein_coding"
"ENSMFAG00000012639","Occipital/Temporal",0.348112439172623,"RF00019","misc_RNA"
"ENSMFAG00000039834","Occipital/Temporal",0.112291553727137,"SFT2D3","protein_coding"
"ENSMFAG00000000950","Cingulate gyrus",0.425645788209912,"LIMS2","protein_coding"
"ENSMFAG00000036834","Subcortical",0.753669500534459,"GPR17","protein_coding"
"ENSMFAG00000031956","Lateral Prefrontal Cortex",0.25793474019693,"MYO7B","protein_coding"
"ENSMFAG00000016975","Occipital/Temporal",0.118811492245524,"IWS1","protein_coding"
"ENSMFAG00000044923","Hippocampal formation",1.32643083939728,"PROC","protein_coding"
"ENSMFAG00000037837","Subcortical",0.122297245624534,"MAP3K2","protein_coding"
"ENSMFAG00000031168","Occipital/Temporal",0.400184652558901,"ENSMFAG00000031168","protein_coding"
"ENSMFAG00000003370","Hippocampal formation",0.217242602500907,"ERCC3","protein_coding"
"ENSMFAG00000041958","Subcortical",0.496017347635856,"CYP27C1","protein_coding"
"ENSMFAG00000028411","Parietal, and Parieto-occipital region",0.136778861974776,"ENSMFAG00000028411","protein_coding"
"ENSMFAG00000031946","Hippocampal formation",0.240218667070579,"BIN1","protein_coding"
"ENSMFAG00000003980","Hippocampal formation",0.313383630181704,"GYPC","protein_coding"
"ENSMFAG00000042003","Occipital/Temporal",0.493114524800834,"CNTNAP5","protein_coding"
"ENSMFAG00000044217","Hippocampal formation",0.145807061326,"TSN","protein_coding"
"ENSMFAG00000031270","Hippocampal formation",0.202973185022739,"NIFK","protein_coding"
"ENSMFAG00000023282","Occipital/Temporal",0.207537204091894,"RF00019","misc_RNA"
"ENSMFAG00000032753","Cingulate gyrus",0.0841826618770253,"CLASP1","protein_coding"
"ENSMFAG00000013078","Occipital/Temporal",0.240696568694623,"RF00019","misc_RNA"
"ENSMFAG00000013698","Occipital/Temporal",1.02690318414506,"TFCP2L1","protein_coding"
"ENSMFAG00000012886","Frontal (agranular frontal motor areas)",0.233456242486513,"ENSMFAG00000012886","protein_coding"
"ENSMFAG00000003477","Subcortical",0.299771103937198,"GLI2","protein_coding"
"ENSMFAG00000043042","Subcortical",0.745446987850124,"INHBB","protein_coding"
"ENSMFAG00000038532","Hippocampal formation",0.146007389406299,"RALB","protein_coding"
"ENSMFAG00000016061","Subcortical",0.27322546584878,"TMEM185B","protein_coding"
"ENSMFAG00000000388","Subcortical",0.315870484182456,"EPB41L5","protein_coding"
"ENSMFAG00000037071","Occipital/Temporal",0.150246019679522,"PTPN4","protein_coding"
"ENSMFAG00000044614","Cingulate gyrus",0.136038907175732,"ENSMFAG00000044614","protein_coding"
"ENSMFAG00000002907","Hippocampal formation",0.178640117347515,"ENSMFAG00000002907","protein_coding"
"ENSMFAG00000026339","Hippocampal formation",0.648321246486956,"CFAP221","protein_coding"
"ENSMFAG00000003037","Subcortical",0.989424763698743,"SCTR","protein_coding"
"ENSMFAG00000028075","Subcortical",0.626447365331762,"TMEM37","protein_coding"
"ENSMFAG00000010791","Occipital/Temporal",0.251783957440991,"RF00100","misc_RNA"
"ENSMFAG00000040570","Hippocampal formation",0.676437261518863,"DBI","protein_coding"
"ENSMFAG00000002195","Subcortical",0.196553359598424,"C2orf76","protein_coding"
"ENSMFAG00000002842","Hippocampal formation",0.620393817773102,"STEAP3","protein_coding"
"ENSMFAG00000034573","Hippocampal formation",1.10158036049549,"C1QL2","protein_coding"
"ENSMFAG00000037627","Orbitomedial Prefrontal Cortex (OMPFC)",0.54404512300435,"MARCO","protein_coding"
"ENSMFAG00000046900","Lateral Prefrontal Cortex",0.461523524485284,"ENSMFAG00000046900","lincRNA"
"ENSMFAG00000033044","Subcortical",0.0807591443477327,"INSIG2","protein_coding"
"ENSMFAG00000038632","Occipital/Temporal",0.195997548498972,"CCDC93","protein_coding"
"ENSMFAG00000043075","Occipital/Temporal",0.129435813467536,"DDX18","protein_coding"
"ENSMFAG00000004071","Orbitomedial Prefrontal Cortex (OMPFC)",0.55642923370047,"DPP10","protein_coding"
"ENSMFAG00000019022","Cingulate gyrus",0.744345795490629,"RF00001","rRNA"
"ENSMFAG00000041594","Hippocampal formation",0.561961720016013,"ACTR3","protein_coding"
"ENSMFAG00000046749","Cingulate gyrus",0.285965279458581,"ENSMFAG00000046749","lincRNA"
"ENSMFAG00000001843","Hippocampal formation",0.441918363029189,"SLC35F5","protein_coding"
"ENSMFAG00000041717","Subcortical",0.908341391868814,"ENSMFAG00000041717","protein_coding"
"ENSMFAG00000033924","Hippocampal formation",0.892380725138179,"LYPD1","protein_coding"
"ENSMFAG00000035593","Subcortical",0.653667804895223,"NCKAP5","protein_coding"
"ENSMFAG00000009659","Subcortical",0.602649363035006,"RF00100","misc_RNA"
"ENSMFAG00000002058","Occipital/Temporal",0.101492750787889,"MGAT5","protein_coding"
"ENSMFAG00000021919","Operculum/Insula",0.145173221369398,"ENSMFAG00000021919","protein_coding"
"ENSMFAG00000004027","Occipital/Temporal",0.448122727518607,"TMEM163","protein_coding"
"ENSMFAG00000042791","Orbitomedial Prefrontal Cortex (OMPFC)",0.19009014801876,"CCNT2","protein_coding"
"ENSMFAG00000043568","Operculum/Insula",1.40069633982968,"MAP3K19","protein_coding"
"ENSMFAG00000026109","Operculum/Insula",0.146395878583936,"RAB3GAP1","protein_coding"
"ENSMFAG00000004958","Orbitomedial Prefrontal Cortex (OMPFC)",0.251788603572641,"RF00561","snoRNA"
"ENSMFAG00000034071","Orbitomedial Prefrontal Cortex (OMPFC)",0.218037629640002,"ZRANB3","protein_coding"
"ENSMFAG00000041521","Cingulate gyrus",0.197798336457456,"ENSMFAG00000041521","protein_coding"
"ENSMFAG00000033595","Orbitomedial Prefrontal Cortex (OMPFC)",0.328133143428043,"ENSMFAG00000033595","protein_coding"
"ENSMFAG00000030331","Orbitomedial Prefrontal Cortex (OMPFC)",0.413950478930053,"R3HDM1","protein_coding"
"ENSMFAG00000010969","Occipital/Temporal",0.516881097557149,"MIR128-1","miRNA"
"ENSMFAG00000002817","Subcortical",0.20700330012914,"UBXN4","protein_coding"
"ENSMFAG00000043296","Frontal (agranular frontal motor areas)",1.61080264989764,"LCT","protein_coding"
"ENSMFAG00000041102","Hippocampal formation",0.27283663075367,"MCM6","protein_coding"
"ENSMFAG00000008693","Hippocampal formation",0.29127519541865,"DARS","protein_coding"
"ENSMFAG00000037063","Subcortical",0.652248983712387,"CXCR4","protein_coding"
"ENSMFAG00000031342","Hippocampal formation",1.10478319167239,"THSD7B","protein_coding"
"ENSMFAG00000044913","Frontal (agranular frontal motor areas)",0.482653551814829,"ENSMFAG00000044913","protein_coding"
"ENSMFAG00000035962","Orbitomedial Prefrontal Cortex (OMPFC)",0.307731591541936,"ENSMFAG00000035962","protein_coding"
"ENSMFAG00000040453","Hippocampal formation",0.364242093978734,"ENSMFAG00000040453","protein_coding"
"ENSMFAG00000033909","Occipital/Temporal",0.0711348527877199,"SPOPL","protein_coding"
"ENSMFAG00000039309","Orbitomedial Prefrontal Cortex (OMPFC)",0.461681969549082,"NXPH2","protein_coding"
"ENSMFAG00000008336","Hippocampal formation",0.732995644514649,"ENSMFAG00000008336","protein_coding"
"ENSMFAG00000036929","Cingulate gyrus",0.338087498506348,"LRP1B","protein_coding"
"ENSMFAG00000033805","Orbitomedial Prefrontal Cortex (OMPFC)",0.332678756075292,"RF00026","snRNA"
"ENSMFAG00000042674","Operculum/Insula",0.125883396287458,"ENSMFAG00000042674","protein_coding"
"ENSMFAG00000041160","Hippocampal formation",0.548206748374736,"KYNU","protein_coding"
"ENSMFAG00000016740","Hippocampal formation",1.22584270730608,"ARHGAP15","protein_coding"
"ENSMFAG00000032520","Frontal (agranular frontal motor areas)",0.311346599576543,"GTDC1","protein_coding"
"ENSMFAG00000030381","Hippocampal formation",0.585459042957196,"ZEB2","protein_coding"
"ENSMFAG00000036127","Frontal (agranular frontal motor areas)",0.101581997034954,"ENSMFAG00000036127","pseudogene"
"ENSMFAG00000019961","Occipital/Temporal",0.187742388533048,"ENSMFAG00000019961","protein_coding"
"ENSMFAG00000015524","Subcortical",0.149934967515088,"ENSMFAG00000015524","protein_coding"
"ENSMFAG00000003464","Orbitomedial Prefrontal Cortex (OMPFC)",0.417162574935342,"ACVR2A","protein_coding"
"ENSMFAG00000005603","Orbitomedial Prefrontal Cortex (OMPFC)",0.392356459570277,"RF00026","snRNA"
"ENSMFAG00000031595","Occipital/Temporal",0.126715109999752,"ORC4","protein_coding"
"ENSMFAG00000035493","Orbitomedial Prefrontal Cortex (OMPFC)",0.173874772850111,"MBD5","protein_coding"
"ENSMFAG00000002751","Occipital/Temporal",0.242183950862537,"EPC2","protein_coding"
"ENSMFAG00000033834","Hippocampal formation",0.500175856145509,"ENSMFAG00000033834","protein_coding"
"ENSMFAG00000038774","Occipital/Temporal",0.270944947786227,"KIF5C","protein_coding"
"ENSMFAG00000046204","Lateral Prefrontal Cortex",0.240660293164111,"LYPD6B","protein_coding"
"ENSMFAG00000002977","Hippocampal formation",0.320092112191097,"LYPD6","protein_coding"
"ENSMFAG00000001801","Subcortical",0.25059278073728,"MMADHC","protein_coding"
"ENSMFAG00000037633","Cingulate gyrus",0.217869964564333,"ENSMFAG00000037633","protein_coding"
"ENSMFAG00000045221","Subcortical",0.689493958988664,"RND3","protein_coding"
"ENSMFAG00000031648","Hippocampal formation",0.499593240098137,"RBM43","protein_coding"
"ENSMFAG00000045501","Subcortical",0.578334750186775,"NMI","protein_coding"
"ENSMFAG00000000925","Subcortical",0.926948205324074,"TNFAIP6","protein_coding"
"ENSMFAG00000032233","Occipital/Temporal",0.335256404984613,"RIF1","protein_coding"
"ENSMFAG00000000188","Occipital/Temporal",0.678366715136906,"NEB","protein_coding"
"ENSMFAG00000002830","Subcortical",0.243859103322377,"ARL5A","protein_coding"
"ENSMFAG00000044631","Occipital/Temporal",0.452734612553822,"ENSMFAG00000044631","protein_coding"
"ENSMFAG00000039480","Subcortical",0.207111261542736,"STAM2","protein_coding"
"ENSMFAG00000000995","Subcortical",0.582400122955902,"FMNL2","protein_coding"
"ENSMFAG00000042212","Subcortical",0.302617956043602,"ENSMFAG00000042212","protein_coding"
"ENSMFAG00000038480","Occipital/Temporal",0.11736903768387,"PRPF40A","protein_coding"
"ENSMFAG00000046021","Subcortical",0.235469005315163,"ARL6IP6","protein_coding"
"ENSMFAG00000023756","Operculum/Insula",0.93319025279501,"RPRM","protein_coding"
"ENSMFAG00000006241","Occipital/Temporal",0.265734291316363,"RF00026","snRNA"
"ENSMFAG00000043213","Subcortical",0.223777445340873,"GALNT13","protein_coding"
"ENSMFAG00000043008","Occipital/Temporal",0.473187506262692,"KCNJ3","protein_coding"
"ENSMFAG00000034759","Occipital/Temporal",0.52947147199574,"ENSMFAG00000034759","protein_coding"
"ENSMFAG00000046542","Operculum/Insula",2.02594156309388,"ENSMFAG00000046542","lincRNA"
"ENSMFAG00000043951","Subcortical",0.194453968852642,"ENSMFAG00000043951","protein_coding"
"ENSMFAG00000036654","Operculum/Insula",1.15595700501029,"NR4A2","protein_coding"
"ENSMFAG00000031606","Hippocampal formation",0.744871042386484,"GPD2","protein_coding"
"ENSMFAG00000036566","Occipital/Temporal",1.52501662116461,"GALNT5","protein_coding"
"ENSMFAG00000018579","Subcortical",1.02946507909115,"RF00100","misc_RNA"
"ENSMFAG00000045944","Subcortical",1.48656545069737,"ERMN","protein_coding"
"ENSMFAG00000043861","Subcortical",1.08702994354045,"CYTIP","protein_coding"
"ENSMFAG00000042281","Subcortical",1.13827579373926,"ACVR1C","protein_coding"
"ENSMFAG00000042305","Hippocampal formation",0.843915359863078,"ACVR1","protein_coding"
"ENSMFAG00000006260","Hippocampal formation",0.367126178491729,"RF00026","snRNA"
"ENSMFAG00000003209","Hippocampal formation",0.839462868222242,"UPP2","protein_coding"
"ENSMFAG00000038269","Hippocampal formation",0.835615244018579,"CCDC148","protein_coding"
"ENSMFAG00000010898","Orbitomedial Prefrontal Cortex (OMPFC)",0.294852864938012,"RF00017","misc_RNA"
"ENSMFAG00000008546","Hippocampal formation",0.599439866597185,"PKP4","protein_coding"
"ENSMFAG00000036069","Frontal (agranular frontal motor areas)",0.239255663662137,"ENSMFAG00000036069","pseudogene"
"ENSMFAG00000043045","Frontal (agranular frontal motor areas)",0.398221433057878,"ENSMFAG00000043045","protein_coding"
"ENSMFAG00000029280","Parietal, and Parieto-occipital region",0.327088604706161,"DAPL1","protein_coding"
"ENSMFAG00000042358","Hippocampal formation",2.07042199658764,"TANC1","protein_coding"
"ENSMFAG00000023412","Orbitomedial Prefrontal Cortex (OMPFC)",0.0846066248439366,"WDSUB1","protein_coding"
"ENSMFAG00000037367","Subcortical",0.356662047685513,"BAZ2B","protein_coding"
"ENSMFAG00000002815","Subcortical",0.59356449880648,"ENSMFAG00000002815","protein_coding"
"ENSMFAG00000008306","Subcortical",0.32337555501779,"RF00019","misc_RNA"
"ENSMFAG00000032793","Subcortical",0.288481361664339,"MARCH7","protein_coding"
"ENSMFAG00000038264","Subcortical",0.719947621835716,"CD302","protein_coding"
"ENSMFAG00000033999","Subcortical",1.09030457003144,"ENSMFAG00000033999","protein_coding"
"ENSMFAG00000041834","Subcortical",0.583683605039294,"PLA2R1","protein_coding"
"ENSMFAG00000002303","Subcortical",1.99318722901354,"ITGB6","protein_coding"
"ENSMFAG00000000274","Subcortical",0.690104531783697,"RBMS1","protein_coding"
"ENSMFAG00000006359","Subcortical",0.578082859895215,"MIR4785","miRNA"
"ENSMFAG00000037351","Subcortical",0.226207406689088,"TANK","protein_coding"
"ENSMFAG00000002257","Hippocampal formation",0.136340853231478,"PSMD14","protein_coding"
"ENSMFAG00000021142","Occipital/Temporal",0.328251698721805,"RF00001","rRNA"
"ENSMFAG00000037011","Occipital/Temporal",0.964392140400786,"TBR1","protein_coding"
"ENSMFAG00000034426","Occipital/Temporal",0.213304667314742,"SLC4A10","protein_coding"
"ENSMFAG00000041945","Occipital/Temporal",1.71661498740991,"DPP4","protein_coding"
"ENSMFAG00000041524","Operculum/Insula",1.61696127548432,"GCG","protein_coding"
"ENSMFAG00000043504","Occipital/Temporal",1.83787185378706,"FAP","protein_coding"
"ENSMFAG00000003848","Subcortical",0.421280736294404,"IFIH1","protein_coding"
"ENSMFAG00000040637","Occipital/Temporal",0.353329619091261,"GCA","protein_coding"
"ENSMFAG00000030695","Temporal",0.471402119763948,"KCNH7","protein_coding"
"ENSMFAG00000047047","Occipital/Temporal",0.448684735056595,"ENSMFAG00000047047","lincRNA"
"ENSMFAG00000039869","Subcortical",0.92463525570223,"FIGN","protein_coding"
"ENSMFAG00000019292","Subcortical",0.414654932365555,"ENSMFAG00000019292","protein_coding"
"ENSMFAG00000031856","Cingulate gyrus",0.39039253128127,"GRB14","protein_coding"
"ENSMFAG00000041468","Occipital/Temporal",0.536422490262296,"COBLL1","protein_coding"
"ENSMFAG00000003277","Occipital/Temporal",1.64756676535083,"SLC38A11","protein_coding"
"ENSMFAG00000045084","Operculum/Insula",0.370532297231111,"SCN3A","protein_coding"
"ENSMFAG00000033946","Operculum/Insula",0.248863978367222,"SCN2A","protein_coding"
"ENSMFAG00000036441","Cingulate gyrus",0.157661607259702,"CSRNP3","protein_coding"
"ENSMFAG00000045217","Hippocampal formation",1.07648756564335,"GALNT3","protein_coding"
"ENSMFAG00000044970","Occipital/Temporal",0.281193241031621,"TTC21B","protein_coding"
"ENSMFAG00000031169","Occipital/Temporal",0.969473920424714,"SCN1A","protein_coding"
"ENSMFAG00000012377","Occipital/Temporal",0.649813783039852,"RF00019","misc_RNA"
"ENSMFAG00000034634","Cingulate gyrus",1.09544986820729,"SCN9A","protein_coding"
"ENSMFAG00000045959","Occipital/Temporal",0.548833670144949,"ENSMFAG00000045959","protein_coding"
"ENSMFAG00000012357","Cingulate gyrus",0.57209364046584,"SCN7A","protein_coding"
"ENSMFAG00000000943","Subcortical",0.511624014182835,"XIRP2","protein_coding"
"ENSMFAG00000007837","Orbitomedial Prefrontal Cortex (OMPFC)",0.260005801428874,"ENSMFAG00000007837","protein_coding"
"ENSMFAG00000008871","Hippocampal formation",0.586377036865196,"B3GALT1","protein_coding"
"ENSMFAG00000009004","Hippocampal formation",0.620466148975652,"ENSMFAG00000009004","protein_coding"
"ENSMFAG00000031858","Frontal (agranular frontal motor areas)",0.200556710129134,"STK39","protein_coding"
"ENSMFAG00000046177","Occipital/Temporal",0.136952701038635,"CERS6","protein_coding"
"ENSMFAG00000005602","Occipital/Temporal",0.339368395217325,"ENSMFAG00000005602","miRNA"
"ENSMFAG00000009927","Temporal",0.127727961466648,"ENSMFAG00000009927","protein_coding"
"ENSMFAG00000031990","Occipital/Temporal",0.158600238177964,"NOSTRIN","protein_coding"
"ENSMFAG00000034505","Subcortical",0.790691750854631,"DHRS9","protein_coding"
"ENSMFAG00000045364","Hippocampal formation",0.49084022640304,"LRP2","protein_coding"
"ENSMFAG00000040347","Hippocampal formation",0.372449181781083,"BBS5","protein_coding"
"ENSMFAG00000037731","Hippocampal formation",0.358787857449007,"KLHL41","protein_coding"
"ENSMFAG00000035847","Occipital/Temporal",0.259580102513956,"FASTKD1","protein_coding"
"ENSMFAG00000024071","Orbitomedial Prefrontal Cortex (OMPFC)",0.175330896816075,"RF00026","snRNA"
"ENSMFAG00000041227","Occipital/Temporal",0.232274520397861,"PPIG","protein_coding"
"ENSMFAG00000000770","Hippocampal formation",0.645380944832732,"CCDC173","protein_coding"
"ENSMFAG00000035177","Hippocampal formation",0.199043043555913,"ENSMFAG00000035177","pseudogene"
"ENSMFAG00000031248","Occipital/Temporal",0.237724769220061,"KLHL23","protein_coding"
"ENSMFAG00000039066","Hippocampal formation",0.216874181729504,"SSB","protein_coding"
"ENSMFAG00000046280","Subcortical",0.200208782198858,"METTL5","protein_coding"
"ENSMFAG00000045930","Hippocampal formation",0.142628747175522,"UBR3","protein_coding"
"ENSMFAG00000012041","Subcortical",0.235613715029295,"ENSMFAG00000012041","protein_coding"
"ENSMFAG00000002186","Hippocampal formation",0.699664261563144,"MYO3B","protein_coding"
"ENSMFAG00000000803","Cingulate gyrus",1.05855092209517,"SP5","protein_coding"
"ENSMFAG00000045253","Hippocampal formation",0.448976325734583,"ERICH2","protein_coding"
"ENSMFAG00000045590","Frontal (agranular frontal motor areas)",0.210657888249859,"GAD1","protein_coding"
"ENSMFAG00000045440","Hippocampal formation",0.121739152869363,"GORASP2","protein_coding"
"ENSMFAG00000040555","Orbitomedial Prefrontal Cortex (OMPFC)",0.119270504206388,"TLK1","protein_coding"
"ENSMFAG00000032752","Subcortical",0.56728146405244,"METTL8","protein_coding"
"ENSMFAG00000032409","Subcortical",0.219441140751482,"DCAF17","protein_coding"
"ENSMFAG00000032778","Subcortical",0.283397911760293,"CYBRD1","protein_coding"
"ENSMFAG00000046037","Subcortical",0.0595664989784474,"DYNC1I2","protein_coding"
"ENSMFAG00000036961","Frontal (agranular frontal motor areas)",0.15277256277692,"SLC25A12","protein_coding"
"ENSMFAG00000004186","Cingulate gyrus",0.242518706178469,"RF00026","snRNA"
"ENSMFAG00000044656","Subcortical",0.316574302321272,"HAT1","protein_coding"
"ENSMFAG00000001723","Hippocampal formation",0.28212249990733,"METAP1D","protein_coding"
"ENSMFAG00000005543","Hippocampal formation",0.526723193558675,"ENSMFAG00000005543","protein_coding"
"ENSMFAG00000039931","Cingulate gyrus",0.505506644572502,"DLX1","protein_coding"
"ENSMFAG00000045147","Lateral Prefrontal Cortex",0.388496797496542,"DLX2","protein_coding"
"ENSMFAG00000038164","Subcortical",0.242178254668954,"ITGA6","protein_coding"
"ENSMFAG00000043197","Occipital/Temporal",0.17956073092871,"PDK1","protein_coding"
"ENSMFAG00000044653","Operculum/Insula",0.23480108269922,"RAPGEF4","protein_coding"
"ENSMFAG00000002521","Occipital/Temporal",0.543755993029674,"ENSMFAG00000002521","protein_coding"
"ENSMFAG00000001160","Subcortical",0.840178134243092,"MAP3K20","protein_coding"
"ENSMFAG00000033844","Subcortical",0.56402208115926,"CDCA7","protein_coding"
"ENSMFAG00000039121","Frontal (agranular frontal motor areas)",0.271922303325193,"ENSMFAG00000039121","protein_coding"
"ENSMFAG00000001253","Subcortical",0.0777609509201082,"SP3","protein_coding"
"ENSMFAG00000044124","Parietal, and Parieto-occipital region",0.0814666762952593,"OLA1","protein_coding"
"ENSMFAG00000035384","Subcortical",0.328464304917889,"SP9","protein_coding"
"ENSMFAG00000041382","Occipital/Temporal",0.210235309745382,"CIR1","protein_coding"
"ENSMFAG00000035341","Hippocampal formation",0.732953589071506,"GPR155","protein_coding"
"ENSMFAG00000042925","Subcortical",0.185506634586736,"SCRN3","protein_coding"
"ENSMFAG00000034165","Subcortical",1.19065758182668,"WIPF1","protein_coding"
"ENSMFAG00000042992","Occipital/Temporal",1.37854384691511,"CHRNA1","protein_coding"
"ENSMFAG00000002404","Frontal (agranular frontal motor areas)",0.218295235155066,"CHN1","protein_coding"
"ENSMFAG00000001351","Orbitomedial Prefrontal Cortex (OMPFC)",0.181474496444811,"ENSMFAG00000001351","protein_coding"
"ENSMFAG00000002278","Occipital/Temporal",0.109876993492416,"ATF2","protein_coding"
"ENSMFAG00000006650","Orbitomedial Prefrontal Cortex (OMPFC)",0.282521560617812,"RF02271","misc_RNA"
"ENSMFAG00000012871","Operculum/Insula",0.171885667023062,"ENSMFAG00000012871","miRNA"
"ENSMFAG00000040423","Hippocampal formation",0.125527232692723,"RF00019","misc_RNA"
"ENSMFAG00000037669","Hippocampal formation",0.181179449299097,"ATP5MC3","protein_coding"
"ENSMFAG00000002105","Frontal (agranular frontal motor areas)",0.245947951731039,"LNPK","protein_coding"
"ENSMFAG00000046035","Subcortical",1.24896115602154,"HOXD1","protein_coding"
"ENSMFAG00000026822","Hippocampal formation",0.118477248565687,"MTX2","protein_coding"
"ENSMFAG00000008147","Temporal",0.176982261364654,"ENSMFAG00000008147","protein_coding"
"ENSMFAG00000015609","Lateral Prefrontal Cortex",0.279267613927144,"ENSMFAG00000015609","protein_coding"
"ENSMFAG00000000823","Occipital/Temporal",0.222044922628969,"HNRNPA3","protein_coding"
"ENSMFAG00000016135","Occipital/Temporal",0.236671062978214,"ENSMFAG00000016135","protein_coding"
"ENSMFAG00000041108","Subcortical",0.55687600173344,"NFE2L2","protein_coding"
"ENSMFAG00000038904","Subcortical",0.227571927424617,"AGPS","protein_coding"
"ENSMFAG00000013968","Hippocampal formation",0.61479540010684,"TTC30B","protein_coding"
