"gene_symbol","fisher_score","gene_index","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_type","highest_network","donor_centered_log2_effect_vs_other_network_mean","lrt_tested","lrt_fdr_lt_0_05","effect_n_donors","effect_se","effect_ci95_low","effect_ci95_high"
"ELAVL4",1.37946170355051,4104,"ENSMFAG00000039866",1792.75349703071,0.0952718768069824,0.068465676674756,712.397514531463,1.49417245684406e-147,5.38011148146843e-146,"protein_coding","Occipital/Temporal",0.567200796834911,TRUE,TRUE,9,0.0790815091099524,0.211187944189618,0.57591251824109
"ETV5",1.37946144728351,9848,"ENSMFAG00000002368",2051.75527146558,-0.000863585113963259,0.0393403376186057,1043.13792274109,8.57715978290906e-219,8.50474958976692e-217,"protein_coding","Occipital/Temporal",0.283246954032132,TRUE,TRUE,9,0.048306732019345,0.0377040687874335,0.260495116377051
"PAPSS2",1.37364090276369,15050,"ENSMFAG00000041464",571.955239889143,-0.0555604993194295,0.0719828459449711,958.113722935192,1.84985181885848e-200,1.46005104358862e-198,"protein_coding","Orbitomedial Prefrontal Cortex (OMPFC)",0.745042242181296,TRUE,TRUE,9,0.0622230049539146,0.405283020026881,0.692256033483994
"GRM2",1.36090463780861,11075,"ENSMFAG00000045888",1225.96229123597,-0.231666993050777,0.0824646211115777,833.139804229029,1.5592257988457e-173,8.1609133853643e-172,"protein_coding","Cingulate gyrus",0.677411754830968,TRUE,TRUE,8,0.0922266527639558,0.276449783308684,0.712612542846437
"CDKL1",1.35844388222821,2386,"ENSMFAG00000003833",403.726940454543,0.127766562559508,0.0624553934333477,941.154405193265,8.36983157063415e-197,6.23220817176427e-195,"protein_coding","Occipital/Temporal",0.608123485901511,TRUE,TRUE,9,0.113638480800665,0.169660119871242,0.693761733160547
"FTCD",1.35371181514241,10480,"ENSMFAG00000039806",100.792142077094,0.354150357459583,0.107020088953173,761.442401098939,4.22050347798435e-158,1.8064853498392e-156,"protein_coding","Occipital/Temporal",1.10299563955653,TRUE,TRUE,9,0.150712336848777,0.355634232470875,1.05072077647
"ISL1",1.34585616694143,11940,"ENSMFAG00000035949",7.00046836367343,-0.331170212057742,0.860685744178726,401.407236779199,6.86161942030983e-81,6.20786219172643e-80,"protein_coding","Subcortical",4.56925937893991,TRUE,TRUE,7,0.651253850527808,2.54127948656897,5.72840101648954
"VXN",1.34466864135465,20790,"ENSMFAG00000030923",3638.71693215121,-0.231516894587181,0.0667054555493077,775.505581218598,3.97491975895389e-161,1.77049924793856e-159,"protein_coding","Hippocampal formation",0.835823097281889,TRUE,TRUE,3,0.137188060224521,0.139542892431526,1.32008805605967
"MAPK13",1.34437645656767,13065,"ENSMFAG00000045766",1206.14746681879,-0.185180969004226,0.0503007492897331,969.581887760905,6.23598355939434e-203,5.10574388356718e-201,"protein_coding","Cingulate gyrus",0.507453023827258,TRUE,TRUE,8,0.076077290801994,0.0922581598514086,0.452046573503152
"CRHBP",1.34168120655367,3080,"ENSMFAG00000041775",296.19097240431,-0.130348394149599,0.0781282662055705,623.792466876928,1.63479492468309e-128,4.1197667246292e-127,"protein_coding","Operculum/Insula",0.517768548034746,TRUE,TRUE,9,0.0856243891767486,0.161573431897944,0.55647382292977
"EDNRB",1.33893991149959,3981,"ENSMFAG00000001921",779.432173267104,-0.0784382363208416,0.0509271911378082,2141.76505642446,0,0,"protein_coding","Subcortical",1.3655160862831,TRUE,TRUE,7,0.205578085517785,0.706253784065133,1.71231669164346
"FOXO1",1.33223897464037,10422,"ENSMFAG00000044565",410.016622806004,-0.0242063605382864,0.0603342536738892,2272.85784984145,0,0,"protein_coding","Subcortical",1.49396425093298,TRUE,TRUE,7,0.125222903290674,1.26375912164418,1.87657793383764
"RGS6",1.31873165733115,17056,"ENSMFAG00000033074",751.032428562786,0.0562390793901746,0.0650901466112488,737.321068400268,6.5229611860438e-153,2.5188076345013e-151,"protein_coding","Frontal (agranular frontal motor areas)",0.500657172573343,TRUE,TRUE,8,0.0524004927703408,0.123999855308713,0.371814807309033
"PBX3",1.31731494513655,15106,"ENSMFAG00000027078",178.239562605082,0.356263872434569,0.0700699684734468,2283.8018292149,0,0,"protein_coding","Subcortical",1.87108103503224,TRUE,TRUE,7,0.179581988805135,1.23253830588057,2.11138089919951
"TRHDE",1.3172786522732,20085,"ENSMFAG00000044278",911.829736072346,0.141026989573064,0.0751414791707219,660.228448658294,2.44067267371793e-136,7.14530462875404e-135,"protein_coding","Occipital/Temporal",0.641915830954965,TRUE,TRUE,9,0.0665436538490333,0.356662281087266,0.663562162982197
"PCSK1",1.31680576296772,15164,"ENSMFAG00000032984",3233.8939988667,-0.264426895552844,0.0829735980219032,840.754351051097,3.57459918281093e-175,1.91668454008764e-173,"protein_coding","Occipital/Temporal",0.844366072385529,TRUE,TRUE,9,0.131026663370952,0.356365274373586,0.960661329484427
"NT5C1A",1.316453919143,14669,"ENSMFAG00000003629",762.288168823803,0.260527084607457,0.0489632001455135,1175.64582006726,2.19311558024677e-247,3.06911749144888e-245,"protein_coding","Occipital/Temporal",0.691865888427307,TRUE,TRUE,9,0.092349644804795,0.360632187658521,0.786549513267508
"DLX1",1.3050294375562,3650,"ENSMFAG00000039931",426.311769766899,-0.0239924119802296,0.0643908140308057,859.551837388417,3.19842393468479e-179,1.84535968067837e-177,"protein_coding","Cingulate gyrus",0.505506644572502,TRUE,TRUE,8,0.0752058615744138,0.117928955424955,0.473596163706533
"FBLN7",1.28517686702934,10152,"ENSMFAG00000015043",296.657096249963,0.551577465967947,0.0985964217222408,1261.86200385311,5.33152845198775e-266,8.28359995390727e-264,"protein_coding","Occipital/Temporal",1.72269652957744,TRUE,TRUE,9,0.217969665868058,0.880398790083818,1.88567669176544
"CREG2",1.28368998008761,3075,"ENSMFAG00000043737",1460.87510663191,-0.130623983088817,0.0533142231407545,751.308026030671,6.39297953976789e-156,2.65571099534105e-154,"protein_coding","Frontal (agranular frontal motor areas)",0.369342076206555,TRUE,TRUE,8,0.0510776284119417,0.243446040060463,0.485004837773907
"KCNIP3",1.28307870432286,12128,"ENSMFAG00000042264",1653.66236818787,0.173666840542815,0.0554539312032901,969.147942234227,7.73492286722722e-203,6.30683876099701e-201,"protein_coding","Occipital/Temporal",0.532133183805278,TRUE,TRUE,9,0.0608413958039116,0.251178261349334,0.531779281980161
"STX1A",1.28104071256425,18984,"ENSMFAG00000036390",7749.945944612,-0.0143413782060253,0.0835806984789161,603.103898412488,4.51677927713432e-124,1.0460691161551e-122,"protein_coding","Orbitomedial Prefrontal Cortex (OMPFC)",0.563745359826618,TRUE,TRUE,9,0.0869780460510848,0.302665658254771,0.703809125986331
"CADPS2",1.2796104447376,1833,"ENSMFAG00000040292",2016.7957744963,0.835152636240859,0.100971982380895,862.712024691364,6.67229588191883e-180,3.95368595621689e-178,"protein_coding","Occipital/Temporal",1.28677410713946,TRUE,TRUE,9,0.162386927112156,0.661087671205299,1.41001752205276
"POU6F2",1.27905107174437,15802,"ENSMFAG00000035869",235.758643817537,0.0736405245829806,0.102139538074235,884.330706921364,1.47018723239747e-184,9.327888896999e-183,"protein_coding","Occipital/Temporal",1.43621409982719,TRUE,TRUE,9,0.181486544673774,0.593983067907921,1.4310005129112
"FLRT2",1.27580756453968,10350,"ENSMFAG00000017989",1613.23189429045,0.154203178576711,0.0483464103660204,979.122175184346,5.47155285642316e-205,4.61387525482657e-203,"protein_coding","Occipital/Temporal",0.323137587084955,TRUE,TRUE,9,0.079640890777562,0.0596559114745707,0.426960358403374
"ENSMFAG00000046600",1.27291201072512,9255,"ENSMFAG00000046600",55.1231127370822,0.126493089231664,0.097124388617008,1101.35998606385,2.36039699617707e-231,2.73972667815093e-229,"lincRNA","Frontal (agranular frontal motor areas)",1.02668649087973,TRUE,TRUE,8,0.0842627040856042,0.543351408508959,0.941850675680172
"EFHD2",1.26521410705163,4015,"ENSMFAG00000044896",2963.87886677602,-0.140535787868766,0.0729560739972572,728.731778028752,4.59010924570435e-151,1.7417699160815e-149,"protein_coding","Occipital/Temporal",0.602373736924472,TRUE,TRUE,9,0.0699399118862075,0.243920858782363,0.566484310833183
"ENSMFAG00000043848",1.26127226064038,8657,"ENSMFAG00000043848",2661.58487949115,-0.181765958272177,0.0616109808448384,624.329126347333,1.25381105510169e-128,3.16775924958599e-127,"protein_coding","Hippocampal formation",0.482791134286852,TRUE,TRUE,3,0.170948078620769,-0.418393934800075,1.05266649944608
"KHDRBS2",1.25665188225561,12228,"ENSMFAG00000002823",976.424240711079,0.0338905739139278,0.0595035958035903,813.724833305358,2.360818824647e-169,1.18232682862778e-167,"protein_coding","Orbitomedial Prefrontal Cortex (OMPFC)",0.508420705644486,TRUE,TRUE,9,0.0593657259225549,0.224634410968852,0.498429629902469
"MAGI1",1.25508737953591,12976,"ENSMFAG00000032287",2659.64248871803,0.143046665632685,0.0362116072276593,865.478987110941,1.69158219562339e-180,1.00537047843496e-178,"protein_coding","Temporal",0.288651247682915,TRUE,TRUE,8,0.0198726434587134,0.168272988928219,0.26225565825968
"CA10",1.25271577385511,1773,"ENSMFAG00000021148",855.988580459887,0.14319509395635,0.0734527706200045,595.927517741309,1.56684378697379e-122,3.5172880096208e-121,"protein_coding","Lateral Prefrontal Cortex",0.41158123537722,TRUE,TRUE,6,0.0707107241447134,0.113810887991535,0.477346294133716
"DRD2",1.25234894699118,3829,"ENSMFAG00000043416",344.31200321935,-0.00689482934817557,0.14744247110531,5273.84983785822,0,0,"protein_coding","Subcortical",3.96425122453558,TRUE,TRUE,7,0.518206404415454,2.48376148905027,5.01977227365707
"NTRK1",1.24356515210713,14690,"ENSMFAG00000030600",8.09213537854868,-0.691888949141623,0.606472296941491,730.869151309629,1.59271398079548e-151,6.09058764904194e-150,"protein_coding","Subcortical",4.53139944540349,TRUE,TRUE,7,0.487896712170868,3.14522108590328,5.53290158019441
"FBXW7",1.24128076185887,10213,"ENSMFAG00000045981",5373.66090630453,0.0410989040362117,0.0438850155432826,742.228887758725,5.73828641727475e-154,2.27822671198522e-152,"protein_coding","Occipital/Temporal",0.247029049944096,TRUE,TRUE,9,0.0431388564729828,0.0267723300272418,0.225729092856596
"OSBPL3",1.24041655642222,14899,"ENSMFAG00000045859",588.524508538361,-0.262301707685558,0.0634727691329119,839.596622421772,6.34651616398818e-175,3.375457060588e-173,"protein_coding","Frontal (agranular frontal motor areas)",0.777751037004086,TRUE,TRUE,8,0.0440891690848023,0.503001152932984,0.71150978983398
"CDH13",1.24005889271769,2334,"ENSMFAG00000003153",2167.66286895017,-0.460127730000704,0.0729979566663102,740.439767082531,1.39195874846877e-153,5.47134064238762e-152,"protein_coding","Cingulate gyrus",0.776187115320517,TRUE,TRUE,8,0.111995676867334,0.216381215875727,0.746036603063821
"RGS8",1.23980077330004,17059,"ENSMFAG00000035700",1244.6580407442,0.306640902475552,0.0792423194542036,2627.69982071254,0,0,"protein_coding","Subcortical",2.06413842858327,TRUE,TRUE,7,0.25901375219839,1.2206582835754,2.48822592330293
"ENSMFAG00000030665",1.23332230886421,6510,"ENSMFAG00000030665",56.6994424685819,0.0810134970806557,0.102018226183024,668.688918103991,3.71225707733366e-138,1.11492019254106e-136,"protein_coding","Parietal, and Parieto-occipital region",0.781572721576808,TRUE,TRUE,7,0.0967874697191465,0.35284854685992,0.826509360256148
"PDZRN3",1.23031158902904,15262,"ENSMFAG00000000986",919.18752213702,0.240260456388772,0.0566662228191739,777.801787755718,1.27407756128293e-161,5.72667390415371e-160,"protein_coding","Occipital/Temporal",0.654766961257631,TRUE,TRUE,9,0.0853662584842849,0.30838849474272,0.702098384886057
"FAP",1.22825510050787,10122,"ENSMFAG00000043504",54.3454549314876,0.935349851556386,0.112397752994555,936.962015130081,6.70364521905201e-196,4.88104529381307e-194,"protein_coding","Occipital/Temporal",1.83787185378706,TRUE,TRUE,9,0.20850682360436,0.675130721977097,1.63676591687698
"CBLN4",1.22797986145741,1981,"ENSMFAG00000031943",834.419175785878,0.257668326892962,0.0904732531594449,730.47950934624,1.93169751203051e-151,7.37258323160272e-150,"protein_coding","Frontal (agranular frontal motor areas)",0.822249648066764,TRUE,TRUE,8,0.0989684294226523,0.390957595145564,0.859003891855269
"CYTH3",1.22753295698437,3345,"ENSMFAG00000033908",1659.3650719462,-0.207556828562865,0.0326972308493723,935.963791505399,1.10015967088408e-195,7.9810112595164e-194,"protein_coding","Cingulate gyrus",0.295356160987588,TRUE,TRUE,8,0.0605507116410623,0.00418256420004109,0.290541926595356
"DOC2A",1.22220748393529,3758,"ENSMFAG00000031217",2248.05893095337,-0.253974176430855,0.0951080136728017,601.968195576717,7.91750050573388e-124,1.8250948595694e-122,"protein_coding","Cingulate gyrus",0.741619732724355,TRUE,TRUE,8,0.114752415386029,0.2757920969074,0.818484785608708
"FAM163B",1.22069479393642,9992,"ENSMFAG00000042458",5433.5685904803,-0.0639551801332509,0.0918482803435252,635.839775662671,4.23065024912752e-131,1.11009562122054e-129,"protein_coding","Cingulate gyrus",0.692960101858908,TRUE,TRUE,8,0.111721471980819,0.197767798034191,0.726126402173168
"PCP4",1.22008546030236,15162,"ENSMFAG00000002748",554.170592573449,0.259895884784168,0.116742034419861,3401.35901038551,0,0,"protein_coding","Subcortical",3.035001382653,TRUE,TRUE,7,0.283533824014762,2.19567931365235,3.58324386201669
"ENSMFAG00000018905",1.21689589325842,5785,"ENSMFAG00000018905",49.8887665899238,-0.870511417220135,0.08885578231334,1578.6897194096,0,0,"protein_coding","Cingulate gyrus",1.29960176968006,TRUE,TRUE,8,0.27157037350429,0.437938717484538,1.72226249988925
"LHX8",1.21405009701326,12626,"ENSMFAG00000040799",5.95361467005713,-1.43258170349486,0.522276590158279,861.25198180809,1.37641981193194e-179,8.05920348042763e-178,"protein_coding","Subcortical",4.31130532889777,TRUE,TRUE,7,0.611935173843135,2.70701272741471,5.70171558543316
"ZBTB16",1.21019292999644,21045,"ENSMFAG00000008415",3250.5772687305,-0.16860711303201,0.0647987686274689,814.989310417537,1.26136078286792e-169,6.36551687149613e-168,"protein_coding","Occipital/Temporal",0.604378740504077,TRUE,TRUE,9,0.0646228542772371,0.327082449961166,0.625123588345176
"BAIAP2L2",1.20955159022878,1221,"ENSMFAG00000003147",614.988478029122,-0.0455678367569124,0.082813322725783,691.479356934147,4.6940689047492e-143,1.57255293087455e-141,"protein_coding","Lateral Prefrontal Cortex",0.769827549088452,TRUE,TRUE,6,0.0780900229711648,0.430256528246671,0.831730117434869
"CUX2",1.20789667987472,3236,"ENSMFAG00000045750",3918.03197481574,0.371014932954535,0.0922476730297257,617.152342006759,4.35645927228023e-127,1.06917480548052e-125,"protein_coding","Temporal",0.679062640892104,TRUE,TRUE,8,0.125573073398574,0.230400623451918,0.824266892862535
"LHFPL3",1.20200364936623,12615,"ENSMFAG00000001357",127.471735571314,-0.058583069722768,0.0595596942094925,1829.83845395819,0,0,"protein_coding","Subcortical",1.52099011242884,TRUE,TRUE,7,0.124515002903196,1.11117784195855,1.72053231445691
"KCNJ6",1.19534142541657,12140,"ENSMFAG00000040836",800.785827733987,-0.162139027698585,0.0772036236846158,472.594643023018,4.2197987240767e-96,5.45285320389531e-95,"protein_coding","Hippocampal formation",0.427151540945296,TRUE,TRUE,3,0.339275474957828,-1.33335512607921,1.58621397084948
"PRICKLE1",1.18937389742139,15973,"ENSMFAG00000023175",1690.30176017955,0.0962746359174737,0.0576434920281184,545.323255870006,1.11992629774469e-111,1.97836935605176e-110,"protein_coding","Occipital/Temporal",0.315591639393472,TRUE,TRUE,9,0.0632441269267364,0.091100360787683,0.382782797228546
"BEND5",1.186838788798,1306,"ENSMFAG00000032787",453.620283079066,-0.026630184344629,0.0447699291931873,909.781077850459,4.82976513276208e-190,3.27494589689558e-188,"protein_coding","Frontal (agranular frontal motor areas)",0.362275854885236,TRUE,TRUE,8,0.0487726717352574,0.146047872371334,0.376705957171661
"NRN1",1.18269672535278,14637,"ENSMFAG00000007750",2200.56555452036,0.224569205676422,0.100144631493055,299.608225981428,3.16072242499376e-59,1.75930535655788e-58,"protein_coding","Temporal",0.452203831830862,TRUE,TRUE,8,0.0767952562776689,0.246581347990021,0.609765198792939
"NEUROD1",1.18252059957559,14356,"ENSMFAG00000034877",199.626261889912,-0.394541140653845,0.131907460949025,417.169040031784,2.96517522421385e-84,2.89504391510083e-83,"protein_coding","Hippocampal formation",1.65037384512821,TRUE,TRUE,3,0.388616480382663,-0.398035282228045,2.94612823806015
"ADAM19",1.16969008525354,229,"ENSMFAG00000034190",613.565562483322,-0.00211548978456578,0.0561851893698998,914.563990686125,4.50072363604113e-191,3.06235444090909e-189,"protein_coding","Orbitomedial Prefrontal Cortex (OMPFC)",0.580424164085652,TRUE,TRUE,9,0.0466411803996154,0.267083106371272,0.482192616115905
"KCNH7",1.16594522466861,12124,"ENSMFAG00000030695",1408.75630256215,0.147066348718261,0.0646095222975148,612.715583605035,3.90510084061743e-126,9.31746672153121e-125,"protein_coding","Temporal",0.471402119763948,TRUE,TRUE,8,0.182364694648499,-0.201152881040176,0.661295078160132
"ENSMFAG00000017288",1.16375063234053,5715,"ENSMFAG00000017288",34.739979562041,-0.820828074125064,0.0892451795511116,1487.70733365164,8.61122011993454e-315,1.95306431501927e-312,"protein_coding","Cingulate gyrus",1.32246942133925,TRUE,TRUE,8,0.270446717792271,0.298042872051181,1.57705260736173
"HTR3A",1.16283838104837,11574,"ENSMFAG00000044451",204.511653927626,0.957200606598881,0.110101727286504,941.347519311794,7.60490366031801e-197,5.68408935702254e-195,"protein_coding","Operculum/Insula",1.1687867209441,TRUE,TRUE,9,0.209623600242158,0.731534173461076,1.69831995145068
"LRFN5",1.15886015690721,12756,"ENSMFAG00000039677",1508.20349991634,0.159557244329486,0.0387902091102083,799.608934671418,2.58081894051589e-166,1.24206632522584e-164,"protein_coding","Temporal",0.265247476179765,TRUE,TRUE,8,0.101640860027657,-0.107585910639588,0.373098974508703
"ENSMFAG00000038912",1.15777664190434,7874,"ENSMFAG00000038912",132.680930600553,1.66971579435449,0.15383185914853,2236.45651860668,0,0,"protein_coding","Subcortical",3.13085554826986,TRUE,TRUE,7,0.287891910977247,2.4032114885007,3.81210374613869
"ATG7",1.15758859105566,1037,"ENSMFAG00000040779",863.170411909382,0.00386549586653912,0.0296911454121325,766.564524911975,3.33636254763553e-159,1.44054936083029e-157,"protein_coding","Frontal (agranular frontal motor areas)",0.214826890647501,TRUE,TRUE,8,0.0292598347649313,0.10362197317999,0.241999002945499
"KCNH1",1.15686651941947,12118,"ENSMFAG00000000121",2783.39107645422,0.286051325705721,0.0582640564811665,743.466773060733,3.1081715706322e-154,1.23899881680232e-152,"protein_coding","Temporal",0.36055633171896,TRUE,TRUE,8,0.068623736648425,0.177202876167261,0.501741579994825
"TMEM266",1.1523077016837,19769,"ENSMFAG00000027682",337.545961863475,0.139096916308051,0.0532597230684053,871.727274617464,7.62787945079864e-182,4.61697292402328e-180,"protein_coding","Occipital/Temporal",0.691898382300339,TRUE,TRUE,9,0.0852923784682006,0.284111330089092,0.677480484987231
"ADGRA1",1.14530550801409,289,"ENSMFAG00000032931",2940.4659263571,0.0703552079055762,0.0673677869638869,616.908138342256,4.91543755301442e-127,1.20486228318112e-125,"protein_coding","Occipital/Temporal",0.689322899331022,TRUE,TRUE,9,0.0760664533190035,0.368785831882281,0.719604943690154
"ENSMFAG00000021768",1.14297389500411,5892,"ENSMFAG00000021768",566.668471079479,0.228374390703468,0.0596570998424567,684.470864501483,1.50655358028061e-141,4.92174093478427e-140,"protein_coding","Occipital/Temporal",0.445187732074602,TRUE,TRUE,9,0.0966085378103565,0.170990731158641,0.616550106532061
"KCNS3",1.13661574927967,12173,"ENSMFAG00000007411",112.995308166185,0.296462253003615,0.0731173496400264,860.725375980317,1.78720507747032e-179,1.04026933889807e-177,"protein_coding","Hippocampal formation",0.716400967559932,TRUE,TRUE,3,0.420780407888189,-1.44730204226805,2.17364189898236
"KALRN",1.13572963088354,12059,"ENSMFAG00000043685",12341.3434015208,-0.0279960111925917,0.0473582108869941,704.865271663495,6.22150264427322e-146,2.17279097658052e-144,"protein_coding","Occipital/Temporal",0.443023619701245,TRUE,TRUE,9,0.0602679306081444,0.18689144403266,0.464847638437818
"ZFHX3",1.13550013411341,21151,"ENSMFAG00000034225",707.134050564131,-0.146073252239595,0.0715527212210254,1689.71759612687,0,0,"protein_coding","Subcortical",1.63431643375696,TRUE,TRUE,7,0.195002600702879,1.02966593994575,1.98397428927367
"AADAT",1.13312043046154,8,"ENSMFAG00000042881",250.524647615887,-0.042648205193247,0.0592199897267196,909.300699396837,6.12968034488507e-190,4.14215248511206e-188,"protein_coding","Occipital/Temporal",0.745354752995496,TRUE,TRUE,9,0.0956287636553357,0.342069531512515,0.783110180379847
"DSG3",1.13293463879071,3847,"ENSMFAG00000031707",51.4995756292008,-0.515023242567975,0.129678967080649,1098.66357196081,9.01124376176073e-231,1.02780266998302e-228,"protein_coding","Frontal (agranular frontal motor areas)",1.90207445028129,TRUE,TRUE,8,0.139326445368983,1.10624951508816,1.76515889830359
"ENSMFAG00000038166",1.13145767989445,7766,"ENSMFAG00000038166",40.5458996872203,-1.33919729726284,0.130730201619275,1110.14074275588,3.00826914987987e-233,3.57585342562829e-231,"protein_coding","Frontal (agranular frontal motor areas)",1.60826680777292,TRUE,TRUE,8,0.169041049349861,0.808885541614439,1.60832267122919
"SLC35D3",1.13050056049806,18213,"ENSMFAG00000036990",61.4331553585458,-0.118372989187246,0.135682493990092,3900.14200142373,0,0,"protein_coding","Subcortical",3.3391637214962,TRUE,TRUE,7,0.555456040556198,1.2531317089331,3.97143564578714
"AACS",1.12979623298449,6,"ENSMFAG00000028497",2330.32560391578,-0.110630607998115,0.0449196268316677,930.339087748896,1.79350293918916e-194,1.28688727258475e-192,"protein_coding","Cingulate gyrus",0.362791076906445,TRUE,TRUE,8,0.060440969728855,0.0866040239997287,0.372444389621
"DSCAM",1.1294805363209,3841,"ENSMFAG00000033365",1960.77740137519,0.0149172346654803,0.0453773740609804,709.193396406712,7.30017891159753e-147,2.58612442160938e-145,"protein_coding","Occipital/Temporal",0.422803742927096,TRUE,TRUE,9,0.0566319901411819,0.213470193123391,0.474657400024205
"NLRP6",1.12876173521099,14472,"ENSMFAG00000035345",272.562171037529,0.524438904583605,0.107090083369984,801.842854224165,8.52900022844027e-167,4.11477341094336e-165,"protein_coding","Occipital/Temporal",0.959028401050546,TRUE,TRUE,9,0.120374496115158,0.22588789657677,0.781056068206115
"HIVEP1",1.12539685431018,11387,"ENSMFAG00000032343",1792.35213140867,-0.183680959697748,0.0458214930849471,788.917817287334,5.162919315413e-164,2.39142544440679e-162,"protein_coding","Cingulate gyrus",0.35181684316221,TRUE,TRUE,8,0.0601421783946082,0.0757736160440309,0.360200923195051
"ADRA1B",1.12464250090631,339,"ENSMFAG00000045077",717.063221063636,-0.29041994297544,0.09201080639148,571.139687708592,3.26045555880444e-117,6.59173248835339e-116,"protein_coding","Operculum/Insula",0.806583681467034,TRUE,TRUE,9,0.118054636721318,0.359107650874346,0.903576611793115
"KCNIP4",1.11992218852575,12129,"ENSMFAG00000042661",1115.62645763939,0.237909022677976,0.0600175724342099,669.973235514995,1.96634607044471e-138,5.96005232903456e-137,"protein_coding","Occipital/Temporal",0.580779993161392,TRUE,TRUE,9,0.0872317070691281,0.193228003763828,0.595541358208484
"ENSMFAG00000033848",1.11514950512059,7077,"ENSMFAG00000033848",44.328706650682,0.145885549068795,0.110539520470097,873.92668451828,2.56229720681641e-182,1.55566918415081e-180,"protein_coding","Frontal (agranular frontal motor areas)",1.0451176218162,TRUE,TRUE,8,0.0907590176239664,0.563478895944823,0.992700844193559
"OXR1",1.11443381026066,14956,"ENSMFAG00000003232",4781.48007543129,0.00237926001848232,0.0614380465595851,622.913696217265,2.52435222779583e-128,6.35338241822287e-127,"protein_coding","Lateral Prefrontal Cortex",0.338825213771713,TRUE,TRUE,6,0.0541689975670861,0.119048640395152,0.397540322796311
"SEPT6",1.10940064812867,17749,"ENSMFAG00000003084",1148.66879292397,-0.112089073853639,0.0485374405337087,548.036033605542,2.93516371961525e-112,5.23658684588138e-111,"protein_coding","Occipital/Temporal",0.430397178096005,TRUE,TRUE,9,0.0461367341404369,0.175565636295804,0.388348635721129
"MKX",1.10206555088616,13667,"ENSMFAG00000002067",271.214525904519,0.954533832232951,0.101565304712752,919.088342440551,4.76778308414804e-192,3.28943691665766e-190,"protein_coding","Occipital/Temporal",1.44218396120059,TRUE,TRUE,9,0.187939999422586,0.615545316143701,1.48232614782121
"GJD4",1.10159426134413,10762,"ENSMFAG00000031831",46.7800207472167,-0.234551183765536,0.0986132898346766,845.834068621551,2.8794867196596e-176,1.57827866534231e-174,"protein_coding","Lateral Prefrontal Cortex",1.17067710414879,TRUE,TRUE,6,0.128392081804593,0.536768452299318,1.19685315895215
"GABBR2",1.10075555275314,10539,"ENSMFAG00000042106",7496.72155838152,-0.0525972969157653,0.072345450149597,385.70554813265,1.53342677152408e-77,1.27830912782903e-76,"protein_coding","Cingulate gyrus",0.386016431493896,TRUE,TRUE,8,0.075868520967869,0.0882914979408337,0.447092587167031
"NEUROD6",1.09685184012653,14358,"ENSMFAG00000025612",480.312289554285,-0.680245517919714,0.136255637823901,445.11488267075,3.17531789877718e-90,3.54987947754512e-89,"protein_coding","Hippocampal formation",1.40542771572418,TRUE,TRUE,3,0.388504161269007,-0.643227834679553,2.69996914532669
"RTN4RL2",1.09486810705754,17427,"ENSMFAG00000038644",2244.35578917333,-0.331247827046914,0.115243915634263,332.083707908439,4.01099262232413e-66,2.60088420715412e-65,"protein_coding","Cingulate gyrus",0.707698661685494,TRUE,TRUE,8,0.0749837450201799,0.422432507264013,0.777049271163947
"GPR139",1.09467449997846,10954,"ENSMFAG00000006757",27.010627396205,-0.747467530124543,0.231516676575794,2713.574240025,0,0,"protein_coding","Subcortical",4.12617444687256,TRUE,TRUE,7,0.491263199567128,2.8168879812738,5.2210434713782
"SH2D4B",1.09235388810976,17880,"ENSMFAG00000003299",167.982501387594,0.511176013715973,0.105605883630832,596.204538010134,1.36639278853464e-122,3.07781535426546e-121,"protein_coding","Temporal",0.820711963385796,TRUE,TRUE,8,0.134421311487687,0.325046149473435,0.960757935622821
"RGS9",1.09207689902648,17060,"ENSMFAG00000035462",265.444096465213,-0.386275513905832,0.10730456512889,4577.15379926887,0,0,"protein_coding","Subcortical",2.77794261034022,TRUE,TRUE,7,0.426296234408496,1.51655554096656,3.6027741571118
"IRX1",1.09174535751225,11929,"ENSMFAG00000001989",8.32393461253525,0.080902552795059,0.360865641695701,874.16786276112,2.27340481949724e-182,1.38453160179999e-180,"protein_coding","Subcortical",3.68268728008717,TRUE,TRUE,7,0.386070218928761,3.04701622822125,4.93637581636308
"SNCB",1.08944099908283,18508,"ENSMFAG00000033893",9729.14000642767,-0.0617989286189841,0.080241401682596,428.347535567756,1.21527368345967e-86,1.24635032858764e-85,"protein_coding","Cingulate gyrus",0.392539076153387,TRUE,TRUE,8,0.103788669584719,0.000788145614626395,0.49163055589578
"TAFA2",1.08750560077489,19168,"ENSMFAG00000039199",385.866929678314,0.608082761307525,0.0850528439044454,543.190455684411,3.20912413899403e-111,5.60375553191417e-110,"protein_coding","Occipital/Temporal",0.75931397118409,TRUE,TRUE,9,0.085472395216289,0.417077824932419,0.811277218561553
"THRB",1.08382585916324,19491,"ENSMFAG00000008661",4027.56270547082,-0.108126966975609,0.0604910439515748,771.270204784731,3.24135035522076e-160,1.42446158595136e-158,"protein_coding","Orbitomedial Prefrontal Cortex (OMPFC)",0.501948150294635,TRUE,TRUE,9,0.0876760403185385,0.278765048673044,0.683127671738798
